 Equilibrium: g127545.01500, Type: efit

 Jac_type = hamada, power_bp = 0, power_b = 0, power_r = 0


  mpsi mtheta   psilow    psihigh    rs_right   rs_left     zs_top     zs_bot

   128   256  1.000E-04  9.900E-01  2.247E+00  1.066E+00  9.281E-01 -1.050E+00


    amean      rmean      aratio     kappa      delta1     delta2     volume

  5.905E-01  1.657E+00  2.806E+00  1.675E+00  3.358E-01  5.022E-01  1.807E+01


     li1        li2        li3         ro         zo        psio

  1.061E+00  9.033E-01  9.203E-01  1.688E+00 -2.614E-02  1.948E-01


    betap1     betap2     betap3     betat      betan     ppeakfac     bt0

  1.238E-01  1.054E-01  1.074E-01  4.502E-03  3.493E-01  4.279E+00  1.028E+00


      q0        qmin        q95       qmax        qa        crnt       I/aB

  8.988E-01  8.988E-01  3.300E+00  4.391E+00  5.021E+00  7.820E-01  1.289E+00


ipsi  psifac      f       mu0 p     dvdpsi      q          di         dr        ca1

  0 1.000E-04 1.814E+00 1.017E-02 1.086E+01 8.989E-01  8.490E+01  8.514E+01  0.000E+00
  1 2.491E-04 1.814E+00 1.016E-02 1.086E+01 8.990E-01  4.944E+01  4.968E+01  0.000E+00
  2 6.962E-04 1.814E+00 1.015E-02 1.086E+01 8.992E-01  4.144E+01  4.167E+01  0.000E+00
  3 1.441E-03 1.814E+00 1.014E-02 1.087E+01 8.995E-01  2.491E+01  2.514E+01  0.000E+00
  4 2.483E-03 1.814E+00 1.012E-02 1.087E+01 8.999E-01  9.152E+00  9.388E+00  0.000E+00
  5 3.822E-03 1.813E+00 1.009E-02 1.088E+01 9.006E-01  3.833E+00  4.072E+00  0.000E+00
  6 5.457E-03 1.813E+00 1.005E-02 1.089E+01 9.015E-01  2.282E+00  2.521E+00  0.000E+00
  7 7.387E-03 1.812E+00 1.001E-02 1.090E+01 9.026E-01  1.606E+00  1.845E+00  0.000E+00
  8 9.610E-03 1.812E+00 9.961E-03 1.092E+01 9.039E-01  1.260E+00  1.498E+00  0.000E+00
  9 1.213E-02 1.811E+00 9.907E-03 1.094E+01 9.053E-01  1.016E+00  1.254E+00  0.000E+00
 10 1.493E-02 1.811E+00 9.846E-03 1.096E+01 9.069E-01  7.570E-01  9.955E-01  0.000E+00
 11 1.803E-02 1.810E+00 9.780E-03 1.098E+01 9.086E-01  5.387E-01  7.774E-01  0.000E+00
 12 2.141E-02 1.809E+00 9.708E-03 1.100E+01 9.106E-01  3.917E-01  6.305E-01  0.000E+00
 13 2.508E-02 1.808E+00 9.630E-03 1.103E+01 9.127E-01  2.878E-01  5.267E-01  0.000E+00
 14 2.903E-02 1.808E+00 9.546E-03 1.105E+01 9.150E-01  2.065E-01  4.454E-01  0.000E+00
 15 3.327E-02 1.807E+00 9.457E-03 1.108E+01 9.175E-01  1.414E-01  3.803E-01  0.000E+00
 16 3.778E-02 1.806E+00 9.362E-03 1.112E+01 9.201E-01  8.771E-02  3.266E-01  0.000E+00
 17 4.256E-02 1.805E+00 9.263E-03 1.115E+01 9.229E-01  3.954E-02  2.785E-01  0.000E+00
 18 4.762E-02 1.803E+00 9.158E-03 1.119E+01 9.260E-01  3.461E-04  2.394E-01  0.000E+00
 19 5.295E-02 1.802E+00 9.048E-03 1.122E+01 9.292E-01 -3.389E-02  2.052E-01  2.751E+00
 20 5.854E-02 1.801E+00 8.934E-03 1.126E+01 9.326E-01 -6.093E-02  1.782E-01  2.397E+00
 21 6.440E-02 1.800E+00 8.815E-03 1.131E+01 9.362E-01 -8.393E-02  1.553E-01  2.302E+00
 22 7.052E-02 1.798E+00 8.692E-03 1.135E+01 9.400E-01 -1.050E-01  1.343E-01  2.327E+00
 23 7.689E-02 1.797E+00 8.565E-03 1.140E+01 9.440E-01 -1.218E-01  1.175E-01  2.402E+00
 24 8.351E-02 1.796E+00 8.434E-03 1.145E+01 9.482E-01 -1.381E-01  1.013E-01  2.526E+00
 25 9.039E-02 1.794E+00 8.299E-03 1.150E+01 9.526E-01 -1.518E-01  8.764E-02  2.668E+00
 26 9.750E-02 1.793E+00 8.161E-03 1.156E+01 9.572E-01 -1.634E-01  7.612E-02  2.833E+00
 27 1.049E-01 1.791E+00 8.019E-03 1.161E+01 9.620E-01 -1.737E-01  6.587E-02  3.005E+00
 28 1.124E-01 1.790E+00 7.875E-03 1.167E+01 9.671E-01 -1.834E-01  5.625E-02  3.214E+00
 29 1.203E-01 1.788E+00 7.727E-03 1.173E+01 9.724E-01 -1.917E-01  4.802E-02  3.433E+00
 30 1.283E-01 1.786E+00 7.577E-03 1.180E+01 9.779E-01 -1.989E-01  4.091E-02  3.665E+00
 31 1.366E-01 1.785E+00 7.425E-03 1.186E+01 9.836E-01 -2.057E-01  3.422E-02  3.909E+00
 32 1.451E-01 1.783E+00 7.270E-03 1.193E+01 9.896E-01 -2.112E-01  2.877E-02  4.176E+00
 33 1.538E-01 1.781E+00 7.113E-03 1.201E+01 9.959E-01 -2.167E-01  2.337E-02  4.453E+00
 34 1.627E-01 1.780E+00 6.955E-03 1.208E+01 1.002E+00 -2.217E-01  1.843E-02  4.741E+00
 35 1.718E-01 1.778E+00 6.795E-03 1.216E+01 1.009E+00 -2.256E-01  1.467E-02  5.056E+00
 36 1.811E-01 1.776E+00 6.633E-03 1.224E+01 1.016E+00 -2.296E-01  1.074E-02  5.377E+00
 37 1.905E-01 1.774E+00 6.471E-03 1.232E+01 1.023E+00 -2.331E-01  7.331E-03  5.729E+00
 38 2.002E-01 1.773E+00 6.308E-03 1.240E+01 1.031E+00 -2.360E-01  4.589E-03  6.073E+00
 39 2.101E-01 1.771E+00 6.144E-03 1.249E+01 1.039E+00 -2.389E-01  1.739E-03  6.470E+00
 40 2.201E-01 1.769E+00 5.980E-03 1.258E+01 1.047E+00 -2.413E-01 -5.670E-04  6.865E+00
 41 2.303E-01 1.767E+00 5.815E-03 1.268E+01 1.055E+00 -2.436E-01 -2.770E-03  7.287E+00
 42 2.406E-01 1.765E+00 5.651E-03 1.278E+01 1.064E+00 -2.457E-01 -4.766E-03  7.727E+00
 43 2.511E-01 1.764E+00 5.487E-03 1.288E+01 1.073E+00 -2.475E-01 -6.420E-03  8.202E+00
 44 2.617E-01 1.762E+00 5.323E-03 1.298E+01 1.082E+00 -2.491E-01 -7.969E-03  8.694E+00
 45 2.725E-01 1.760E+00 5.160E-03 1.309E+01 1.092E+00 -2.504E-01 -9.189E-03  9.211E+00
 46 2.834E-01 1.758E+00 4.997E-03 1.320E+01 1.102E+00 -2.518E-01 -1.047E-02  9.772E+00
 47 2.945E-01 1.756E+00 4.836E-03 1.331E+01 1.113E+00 -2.531E-01 -1.160E-02  1.036E+01
 48 3.056E-01 1.755E+00 4.676E-03 1.342E+01 1.123E+00 -2.540E-01 -1.246E-02  1.098E+01
 49 3.169E-01 1.753E+00 4.517E-03 1.354E+01 1.134E+00 -2.550E-01 -1.329E-02  1.164E+01
 50 3.283E-01 1.751E+00 4.360E-03 1.367E+01 1.146E+00 -2.557E-01 -1.396E-02  1.235E+01
 51 3.398E-01 1.749E+00 4.204E-03 1.379E+01 1.158E+00 -2.564E-01 -1.451E-02  1.309E+01
 52 3.514E-01 1.748E+00 4.051E-03 1.393E+01 1.170E+00 -2.571E-01 -1.512E-02  1.388E+01
 53 3.630E-01 1.746E+00 3.899E-03 1.406E+01 1.183E+00 -2.577E-01 -1.555E-02  1.471E+01
 54 3.748E-01 1.744E+00 3.749E-03 1.420E+01 1.196E+00 -2.581E-01 -1.585E-02  1.560E+01
 55 3.866E-01 1.743E+00 3.602E-03 1.434E+01 1.209E+00 -2.585E-01 -1.613E-02  1.655E+01
 56 3.985E-01 1.741E+00 3.457E-03 1.449E+01 1.223E+00 -2.588E-01 -1.639E-02  1.757E+01
 57 4.104E-01 1.740E+00 3.315E-03 1.464E+01 1.238E+00 -2.591E-01 -1.656E-02  1.864E+01
 58 4.224E-01 1.738E+00 3.175E-03 1.479E+01 1.252E+00 -2.593E-01 -1.665E-02  1.977E+01
 59 4.345E-01 1.737E+00 3.038E-03 1.495E+01 1.268E+00 -2.595E-01 -1.667E-02  2.098E+01
 60 4.465E-01 1.735E+00 2.904E-03 1.511E+01 1.284E+00 -2.596E-01 -1.668E-02  2.225E+01
 61 4.586E-01 1.734E+00 2.773E-03 1.528E+01 1.300E+00 -2.597E-01 -1.670E-02  2.363E+01
 62 4.708E-01 1.732E+00 2.645E-03 1.545E+01 1.317E+00 -2.598E-01 -1.662E-02  2.507E+01
 63 4.829E-01 1.731E+00 2.520E-03 1.563E+01 1.334E+00 -2.598E-01 -1.651E-02  2.661E+01
 64 4.950E-01 1.729E+00 2.398E-03 1.581E+01 1.352E+00 -2.598E-01 -1.639E-02  2.826E+01
 65 5.072E-01 1.728E+00 2.280E-03 1.599E+01 1.371E+00 -2.598E-01 -1.625E-02  3.000E+01
 66 5.193E-01 1.727E+00 2.164E-03 1.618E+01 1.390E+00 -2.596E-01 -1.601E-02  3.184E+01
 67 5.315E-01 1.725E+00 2.053E-03 1.638E+01 1.410E+00 -2.596E-01 -1.582E-02  3.378E+01
 68 5.436E-01 1.724E+00 1.944E-03 1.658E+01 1.430E+00 -2.595E-01 -1.563E-02  3.587E+01
 69 5.556E-01 1.723E+00 1.839E-03 1.678E+01 1.451E+00 -2.594E-01 -1.535E-02  3.808E+01
 70 5.677E-01 1.722E+00 1.737E-03 1.700E+01 1.473E+00 -2.592E-01 -1.509E-02  4.040E+01
 71 5.797E-01 1.721E+00 1.639E-03 1.721E+01 1.496E+00 -2.590E-01 -1.479E-02  4.286E+01
 72 5.916E-01 1.720E+00 1.544E-03 1.744E+01 1.519E+00 -2.589E-01 -1.451E-02  4.549E+01
 73 6.035E-01 1.719E+00 1.452E-03 1.766E+01 1.543E+00 -2.587E-01 -1.422E-02  4.830E+01
 74 6.153E-01 1.718E+00 1.364E-03 1.790E+01 1.567E+00 -2.585E-01 -1.389E-02  5.114E+01
 75 6.271E-01 1.717E+00 1.280E-03 1.814E+01 1.592E+00 -2.583E-01 -1.355E-02  5.499E+01
 76 6.387E-01 1.716E+00 1.199E-03 1.838E+01 1.619E+00 -2.581E-01 -1.321E-02  5.753E+01
 77 6.503E-01 1.715E+00 1.121E-03 1.864E+01 1.646E+00 -2.579E-01 -1.286E-02  6.083E+01
 78 6.618E-01 1.714E+00 1.046E-03 1.890E+01 1.673E+00 -2.577E-01 -1.253E-02  6.496E+01
 79 6.732E-01 1.713E+00 9.753E-04 1.916E+01 1.702E+00 -2.574E-01 -1.217E-02  6.870E+01
 80 6.845E-01 1.713E+00 9.074E-04 1.943E+01 1.732E+00 -2.572E-01 -1.180E-02  7.290E+01
 81 6.956E-01 1.712E+00 8.428E-04 1.971E+01 1.762E+00 -2.570E-01 -1.145E-02  7.735E+01
 82 7.067E-01 1.711E+00 7.812E-04 2.000E+01 1.794E+00 -2.567E-01 -1.108E-02  8.198E+01
 83 7.176E-01 1.711E+00 7.228E-04 2.030E+01 1.826E+00 -2.565E-01 -1.072E-02  8.687E+01
 84 7.284E-01 1.710E+00 6.675E-04 2.060E+01 1.859E+00 -2.563E-01 -1.035E-02  9.213E+01
 85 7.390E-01 1.709E+00 6.151E-04 2.091E+01 1.894E+00 -2.560E-01 -9.973E-03  9.764E+01
 86 7.495E-01 1.709E+00 5.656E-04 2.122E+01 1.929E+00 -2.558E-01 -9.619E-03  1.034E+02
 87 7.598E-01 1.708E+00 5.189E-04 2.155E+01 1.966E+00 -2.555E-01 -9.255E-03  1.098E+02
