 IPDIAG_EXTFLD: external perturbations on the control surface
       lmpert:      61
      mthsurf:     960
 MODES
       m         rebin         imbin        rebout        imbout
    -0.201E+01     0.588E-04    -0.257E-03    -0.136E-03     0.852E-04
    -0.200E+01     0.596E-04    -0.253E-03    -0.132E-03     0.850E-04
    -0.200E+01     0.602E-04    -0.250E-03    -0.127E-03     0.850E-04
    -0.199E+01     0.607E-04    -0.250E-03    -0.124E-03     0.851E-04
    -0.198E+01     0.609E-04    -0.251E-03    -0.121E-03     0.855E-04
    -0.198E+01     0.609E-04    -0.255E-03    -0.118E-03     0.862E-04
    -0.197E+01     0.607E-04    -0.260E-03    -0.117E-03     0.873E-04
    -0.196E+01     0.603E-04    -0.266E-03    -0.115E-03     0.888E-04
    -0.196E+01     0.596E-04    -0.274E-03    -0.115E-03     0.908E-04
    -0.195E+01     0.589E-04    -0.281E-03    -0.115E-03     0.932E-04
    -0.194E+01     0.580E-04    -0.289E-03    -0.115E-03     0.961E-04
    -0.194E+01     0.570E-04    -0.297E-03    -0.116E-03     0.993E-04
    -0.193E+01     0.559E-04    -0.303E-03    -0.117E-03     0.103E-03
    -0.192E+01     0.548E-04    -0.309E-03    -0.118E-03     0.107E-03
    -0.192E+01     0.538E-04    -0.313E-03    -0.119E-03     0.111E-03
    -0.191E+01     0.528E-04    -0.315E-03    -0.120E-03     0.115E-03
    -0.190E+01     0.519E-04    -0.315E-03    -0.121E-03     0.119E-03
    -0.190E+01     0.512E-04    -0.313E-03    -0.121E-03     0.122E-03
    -0.189E+01     0.507E-04    -0.309E-03    -0.120E-03     0.126E-03
    -0.188E+01     0.504E-04    -0.302E-03    -0.119E-03     0.129E-03
    -0.188E+01     0.504E-04    -0.294E-03    -0.117E-03     0.131E-03
    -0.187E+01     0.506E-04    -0.284E-03    -0.114E-03     0.133E-03
    -0.187E+01     0.510E-04    -0.273E-03    -0.111E-03     0.134E-03
    -0.186E+01     0.517E-04    -0.260E-03    -0.107E-03     0.134E-03
    -0.185E+01     0.527E-04    -0.247E-03    -0.102E-03     0.134E-03
    -0.185E+01     0.539E-04    -0.234E-03    -0.961E-04     0.133E-03
    -0.184E+01     0.552E-04    -0.221E-03    -0.899E-04     0.131E-03
    -0.183E+01     0.567E-04    -0.208E-03    -0.833E-04     0.129E-03
    -0.183E+01     0.584E-04    -0.197E-03    -0.765E-04     0.126E-03
    -0.182E+01     0.601E-04    -0.187E-03    -0.695E-04     0.123E-03
    -0.181E+01     0.618E-04    -0.179E-03    -0.626E-04     0.120E-03
    -0.181E+01     0.635E-04    -0.172E-03    -0.559E-04     0.117E-03
    -0.180E+01     0.651E-04    -0.168E-03    -0.496E-04     0.114E-03
    -0.179E+01     0.666E-04    -0.167E-03    -0.439E-04     0.111E-03
    -0.179E+01     0.679E-04    -0.168E-03    -0.388E-04     0.108E-03
    -0.178E+01     0.691E-04    -0.170E-03    -0.345E-04     0.106E-03
    -0.177E+01     0.700E-04    -0.175E-03    -0.310E-04     0.105E-03
    -0.177E+01     0.707E-04    -0.182E-03    -0.285E-04     0.105E-03
    -0.176E+01     0.711E-04    -0.191E-03    -0.270E-04     0.105E-03
    -0.175E+01     0.713E-04    -0.200E-03    -0.264E-04     0.107E-03
    -0.175E+01     0.713E-04    -0.210E-03    -0.267E-04     0.109E-03
    -0.174E+01     0.710E-04    -0.220E-03    -0.278E-04     0.112E-03
    -0.173E+01     0.705E-04    -0.230E-03    -0.296E-04     0.116E-03
    -0.173E+01     0.699E-04    -0.240E-03    -0.320E-04     0.121E-03
    -0.172E+01     0.691E-04    -0.248E-03    -0.347E-04     0.126E-03
    -0.171E+01     0.682E-04    -0.254E-03    -0.376E-04     0.132E-03
    -0.171E+01     0.672E-04    -0.259E-03    -0.405E-04     0.137E-03
    -0.170E+01     0.662E-04    -0.262E-03    -0.432E-04     0.143E-03
    -0.170E+01     0.653E-04    -0.262E-03    -0.454E-04     0.149E-03
    -0.169E+01     0.644E-04    -0.260E-03    -0.471E-04     0.154E-03
    -0.168E+01     0.636E-04    -0.255E-03    -0.479E-04     0.159E-03
    -0.168E+01     0.628E-04    -0.249E-03    -0.478E-04     0.162E-03
    -0.167E+01     0.623E-04    -0.240E-03    -0.467E-04     0.165E-03
    -0.166E+01     0.618E-04    -0.229E-03    -0.444E-04     0.166E-03
    -0.166E+01     0.615E-04    -0.217E-03    -0.409E-04     0.167E-03
    -0.165E+01     0.614E-04    -0.205E-03    -0.362E-04     0.166E-03
    -0.164E+01     0.613E-04    -0.191E-03    -0.303E-04     0.163E-03
    -0.164E+01     0.614E-04    -0.178E-03    -0.234E-04     0.160E-03
    -0.163E+01     0.615E-04    -0.165E-03    -0.156E-04     0.155E-03
    -0.162E+01     0.617E-04    -0.153E-03    -0.693E-05     0.149E-03
    -0.162E+01     0.618E-04    -0.143E-03     0.228E-05     0.142E-03
    -0.161E+01     0.620E-04    -0.134E-03     0.118E-04     0.135E-03
    -0.160E+01     0.620E-04    -0.127E-03     0.215E-04     0.127E-03
    -0.160E+01     0.619E-04    -0.123E-03     0.310E-04     0.119E-03
    -0.159E+01     0.617E-04    -0.121E-03     0.402E-04     0.111E-03
    -0.158E+01     0.613E-04    -0.122E-03     0.487E-04     0.103E-03
    -0.158E+01     0.607E-04    -0.125E-03     0.562E-04     0.966E-04
    -0.157E+01     0.598E-04    -0.131E-03     0.627E-04     0.907E-04
    -0.156E+01     0.586E-04    -0.139E-03     0.679E-04     0.861E-04
    -0.156E+01     0.572E-04    -0.148E-03     0.717E-04     0.830E-04
    -0.155E+01     0.556E-04    -0.159E-03     0.739E-04     0.814E-04
    -0.154E+01     0.537E-04    -0.171E-03     0.746E-04     0.815E-04
    -0.154E+01     0.516E-04    -0.183E-03     0.738E-04     0.834E-04
    -0.153E+01     0.493E-04    -0.196E-03     0.714E-04     0.871E-04
    -0.152E+01     0.468E-04    -0.207E-03     0.677E-04     0.924E-04
    -0.152E+01     0.442E-04    -0.218E-03     0.627E-04     0.994E-04
    -0.151E+01     0.416E-04    -0.226E-03     0.568E-04     0.108E-03
    -0.151E+01     0.389E-04    -0.233E-03     0.501E-04     0.117E-03
    -0.150E+01     0.362E-04    -0.238E-03     0.429E-04     0.127E-03
    -0.149E+01     0.336E-04    -0.240E-03     0.355E-04     0.138E-03
    -0.149E+01     0.311E-04    -0.239E-03     0.284E-04     0.149E-03
    -0.148E+01     0.287E-04    -0.236E-03     0.217E-04     0.160E-03
    -0.147E+01     0.265E-04    -0.230E-03     0.158E-04     0.171E-03
    -0.147E+01     0.245E-04    -0.222E-03     0.109E-04     0.180E-03
    -0.146E+01     0.227E-04    -0.212E-03     0.751E-05     0.188E-03
    -0.145E+01     0.211E-04    -0.199E-03     0.568E-05     0.194E-03
    -0.145E+01     0.197E-04    -0.186E-03     0.563E-05     0.199E-03
    -0.144E+01     0.185E-04    -0.171E-03     0.749E-05     0.202E-03
    -0.143E+01     0.174E-04    -0.157E-03     0.113E-04     0.202E-03
    -0.143E+01     0.165E-04    -0.142E-03     0.172E-04     0.200E-03
    -0.142E+01     0.157E-04    -0.129E-03     0.249E-04     0.196E-03
    -0.141E+01     0.150E-04    -0.116E-03     0.345E-04     0.189E-03
    -0.141E+01     0.143E-04    -0.106E-03     0.457E-04     0.181E-03
    -0.140E+01     0.135E-04    -0.976E-04     0.582E-04     0.170E-03
    -0.139E+01     0.126E-04    -0.918E-04     0.719E-04     0.158E-03
    -0.139E+01     0.117E-04    -0.888E-04     0.862E-04     0.145E-03
    -0.138E+01     0.106E-04    -0.887E-04     0.101E-03     0.131E-03
    -0.137E+01     0.924E-05    -0.914E-04     0.116E-03     0.117E-03
    -0.137E+01     0.770E-05    -0.969E-04     0.130E-03     0.103E-03
    -0.136E+01     0.593E-05    -0.105E-03     0.143E-03     0.892E-04
    -0.135E+01     0.392E-05    -0.115E-03     0.155E-03     0.765E-04
    -0.135E+01     0.166E-05    -0.127E-03     0.166E-03     0.654E-04
    -0.134E+01    -0.819E-06    -0.140E-03     0.174E-03     0.561E-04
    -0.134E+01    -0.351E-05    -0.154E-03     0.180E-03     0.490E-04
    -0.133E+01    -0.637E-05    -0.168E-03     0.184E-03     0.445E-04
    -0.132E+01    -0.938E-05    -0.182E-03     0.186E-03     0.427E-04
    -0.132E+01    -0.125E-04    -0.194E-03     0.184E-03     0.438E-04
    -0.131E+01    -0.156E-04    -0.205E-03     0.180E-03     0.479E-04
    -0.130E+01    -0.188E-04    -0.214E-03     0.174E-03     0.548E-04
    -0.130E+01    -0.218E-04    -0.221E-03     0.165E-03     0.646E-04
    -0.129E+01    -0.248E-04    -0.224E-03     0.154E-03     0.769E-04
    -0.128E+01    -0.276E-04    -0.225E-03     0.141E-03     0.916E-04
    -0.128E+01    -0.302E-04    -0.222E-03     0.126E-03     0.108E-03
    -0.127E+01    -0.326E-04    -0.216E-03     0.110E-03     0.126E-03
    -0.126E+01    -0.348E-04    -0.208E-03     0.941E-04     0.145E-03
    -0.126E+01    -0.367E-04    -0.196E-03     0.777E-04     0.165E-03
    -0.125E+01    -0.383E-04    -0.183E-03     0.616E-04     0.184E-03
    -0.124E+01    -0.396E-04    -0.168E-03     0.464E-04     0.203E-03
    -0.124E+01    -0.408E-04    -0.151E-03     0.325E-04     0.221E-03
    -0.123E+01    -0.417E-04    -0.134E-03     0.203E-04     0.237E-03
    -0.122E+01    -0.424E-04    -0.116E-03     0.103E-04     0.251E-03
    -0.122E+01    -0.430E-04    -0.996E-04     0.287E-05     0.262E-03
    -0.121E+01    -0.435E-04    -0.842E-04    -0.174E-05     0.271E-03
    -0.120E+01    -0.439E-04    -0.706E-04    -0.331E-05     0.276E-03
    -0.120E+01    -0.444E-04    -0.593E-04    -0.168E-05     0.279E-03
    -0.119E+01    -0.450E-04    -0.509E-04     0.320E-05     0.277E-03
    -0.118E+01    -0.458E-04    -0.455E-04     0.113E-04     0.273E-03
