 IPDIAG_EXTFLD: external perturbations on the control surface
       lmpert:      65
      mthsurf:     960
 MODES
       m         rebin         imbin        rebout        imbout
    -0.283E+01     0.149E-09    -0.116E-03     0.218E-04     0.229E-04
    -0.283E+01     0.159E-09    -0.107E-03     0.235E-04     0.246E-04
    -0.282E+01     0.167E-09    -0.956E-04     0.251E-04     0.267E-04
    -0.281E+01     0.174E-09    -0.825E-04     0.264E-04     0.292E-04
    -0.281E+01     0.180E-09    -0.683E-04     0.274E-04     0.318E-04
    -0.280E+01     0.184E-09    -0.536E-04     0.282E-04     0.344E-04
    -0.279E+01     0.187E-09    -0.391E-04     0.287E-04     0.369E-04
    -0.279E+01     0.189E-09    -0.255E-04     0.289E-04     0.389E-04
    -0.278E+01     0.188E-09    -0.133E-04     0.288E-04     0.405E-04
    -0.278E+01     0.186E-09    -0.297E-05     0.286E-04     0.415E-04
    -0.277E+01     0.183E-09     0.491E-05     0.281E-04     0.417E-04
    -0.276E+01     0.178E-09     0.100E-04     0.275E-04     0.412E-04
    -0.276E+01     0.171E-09     0.122E-04     0.268E-04     0.399E-04
    -0.275E+01     0.163E-09     0.114E-04     0.260E-04     0.377E-04
    -0.274E+01     0.154E-09     0.750E-05     0.252E-04     0.348E-04
    -0.274E+01     0.143E-09     0.841E-06     0.244E-04     0.313E-04
    -0.273E+01     0.130E-09    -0.830E-05     0.238E-04     0.272E-04
    -0.272E+01     0.117E-09    -0.195E-04     0.232E-04     0.226E-04
    -0.272E+01     0.102E-09    -0.323E-04     0.228E-04     0.178E-04
    -0.271E+01     0.871E-10    -0.460E-04     0.226E-04     0.129E-04
    -0.270E+01     0.710E-10    -0.600E-04     0.226E-04     0.813E-05
    -0.270E+01     0.543E-10    -0.736E-04     0.229E-04     0.360E-05
    -0.269E+01     0.371E-10    -0.864E-04     0.233E-04    -0.484E-06
    -0.268E+01     0.196E-10    -0.975E-04     0.239E-04    -0.398E-05
    -0.268E+01     0.196E-11    -0.107E-03     0.246E-04    -0.677E-05
    -0.267E+01    -0.156E-10    -0.113E-03     0.255E-04    -0.876E-05
    -0.266E+01    -0.331E-10    -0.117E-03     0.265E-04    -0.988E-05
    -0.266E+01    -0.501E-10    -0.118E-03     0.275E-04    -0.101E-04
    -0.265E+01    -0.666E-10    -0.115E-03     0.285E-04    -0.951E-05
    -0.264E+01    -0.825E-10    -0.110E-03     0.294E-04    -0.810E-05
    -0.264E+01    -0.976E-10    -0.102E-03     0.303E-04    -0.598E-05
    -0.263E+01    -0.112E-09    -0.911E-04     0.310E-04    -0.328E-05
    -0.262E+01    -0.125E-09    -0.785E-04     0.315E-04    -0.154E-06
    -0.262E+01    -0.137E-09    -0.645E-04     0.318E-04     0.322E-05
    -0.261E+01    -0.147E-09    -0.497E-04     0.318E-04     0.665E-05
    -0.260E+01    -0.156E-09    -0.348E-04     0.316E-04     0.996E-05
    -0.260E+01    -0.164E-09    -0.203E-04     0.311E-04     0.130E-04
    -0.259E+01    -0.170E-09    -0.689E-05     0.304E-04     0.155E-04
    -0.259E+01    -0.175E-09     0.477E-05     0.295E-04     0.174E-04
    -0.258E+01    -0.178E-09     0.142E-04     0.283E-04     0.185E-04
    -0.257E+01    -0.180E-09     0.210E-04     0.270E-04     0.188E-04
    -0.257E+01    -0.180E-09     0.249E-04     0.256E-04     0.182E-04
    -0.256E+01    -0.178E-09     0.257E-04     0.240E-04     0.167E-04
    -0.255E+01    -0.176E-09     0.234E-04     0.225E-04     0.143E-04
    -0.255E+01    -0.171E-09     0.181E-04     0.210E-04     0.112E-04
    -0.254E+01    -0.165E-09     0.100E-04     0.197E-04     0.740E-05
    -0.253E+01    -0.158E-09    -0.405E-06     0.184E-04     0.306E-05
    -0.253E+01    -0.150E-09    -0.127E-04     0.173E-04    -0.163E-05
    -0.252E+01    -0.141E-09    -0.264E-04     0.165E-04    -0.649E-05
    -0.251E+01    -0.131E-09    -0.407E-04     0.159E-04    -0.113E-04
    -0.251E+01    -0.120E-09    -0.551E-04     0.155E-04    -0.159E-04
    -0.250E+01    -0.108E-09    -0.689E-04     0.154E-04    -0.201E-04
    -0.249E+01    -0.961E-10    -0.813E-04     0.155E-04    -0.236E-04
    -0.249E+01    -0.835E-10    -0.920E-04     0.159E-04    -0.264E-04
    -0.248E+01    -0.707E-10    -0.100E-03     0.165E-04    -0.283E-04
    -0.247E+01    -0.578E-10    -0.106E-03     0.172E-04    -0.293E-04
    -0.247E+01    -0.449E-10    -0.108E-03     0.180E-04    -0.293E-04
    -0.246E+01    -0.321E-10    -0.108E-03     0.189E-04    -0.282E-04
    -0.245E+01    -0.197E-10    -0.104E-03     0.198E-04    -0.263E-04
    -0.245E+01    -0.771E-11    -0.971E-04     0.207E-04    -0.235E-04
    -0.244E+01     0.375E-11    -0.877E-04     0.214E-04    -0.199E-04
    -0.243E+01     0.146E-10    -0.759E-04     0.220E-04    -0.159E-04
    -0.243E+01     0.246E-10    -0.623E-04     0.224E-04    -0.115E-04
    -0.242E+01     0.338E-10    -0.475E-04     0.225E-04    -0.688E-05
    -0.242E+01     0.421E-10    -0.322E-04     0.224E-04    -0.239E-05
    -0.241E+01     0.495E-10    -0.169E-04     0.221E-04     0.182E-05
    -0.240E+01     0.558E-10    -0.252E-05     0.214E-04     0.552E-05
    -0.240E+01     0.610E-10     0.105E-04     0.205E-04     0.855E-05
    -0.239E+01     0.652E-10     0.215E-04     0.194E-04     0.107E-04
    -0.238E+01     0.684E-10     0.299E-04     0.180E-04     0.120E-04
    -0.238E+01     0.705E-10     0.356E-04     0.165E-04     0.122E-04
    -0.237E+01     0.715E-10     0.381E-04     0.149E-04     0.113E-04
    -0.236E+01     0.716E-10     0.373E-04     0.132E-04     0.937E-05
    -0.236E+01     0.707E-10     0.334E-04     0.115E-04     0.648E-05
    -0.235E+01     0.690E-10     0.265E-04     0.987E-05     0.273E-05
    -0.234E+01     0.664E-10     0.169E-04     0.837E-05    -0.174E-05
    -0.234E+01     0.631E-10     0.503E-05     0.703E-05    -0.673E-05
    -0.233E+01     0.593E-10    -0.853E-05     0.591E-05    -0.120E-04
    -0.232E+01     0.549E-10    -0.232E-04     0.505E-05    -0.174E-04
    -0.232E+01     0.500E-10    -0.383E-04     0.446E-05    -0.226E-04
    -0.231E+01     0.449E-10    -0.531E-04     0.418E-05    -0.274E-04
    -0.230E+01     0.395E-10    -0.669E-04     0.419E-05    -0.316E-04
    -0.230E+01     0.341E-10    -0.791E-04     0.449E-05    -0.350E-04
    -0.229E+01     0.287E-10    -0.892E-04     0.506E-05    -0.373E-04
    -0.228E+01     0.235E-10    -0.967E-04     0.586E-05    -0.386E-04
    -0.228E+01     0.185E-10    -0.101E-03     0.684E-05    -0.388E-04
    -0.227E+01     0.138E-10    -0.102E-03     0.795E-05    -0.377E-04
    -0.226E+01     0.956E-11    -0.100E-03     0.913E-05    -0.355E-04
    -0.226E+01     0.585E-11    -0.951E-04     0.103E-04    -0.322E-04
    -0.225E+01     0.274E-11    -0.868E-04     0.115E-04    -0.279E-04
    -0.224E+01     0.291E-12    -0.759E-04     0.125E-04    -0.229E-04
    -0.224E+01    -0.143E-11    -0.628E-04     0.133E-04    -0.174E-04
    -0.223E+01    -0.239E-11    -0.480E-04     0.140E-04    -0.116E-04
    -0.223E+01    -0.255E-11    -0.324E-04     0.143E-04    -0.575E-05
    -0.222E+01    -0.190E-11    -0.164E-04     0.144E-04    -0.132E-06
    -0.221E+01    -0.436E-12    -0.914E-06     0.141E-04     0.499E-05
    -0.221E+01     0.184E-11     0.135E-04     0.136E-04     0.939E-05
    -0.220E+01     0.489E-11     0.261E-04     0.127E-04     0.128E-04
    -0.219E+01     0.870E-11     0.363E-04     0.116E-04     0.152E-04
    -0.219E+01     0.132E-10     0.438E-04     0.102E-04     0.162E-04
    -0.218E+01     0.183E-10     0.481E-04     0.863E-05     0.160E-04
    -0.217E+01     0.241E-10     0.491E-04     0.692E-05     0.145E-04
    -0.217E+01     0.302E-10     0.467E-04     0.513E-05     0.116E-04
    -0.216E+01     0.368E-10     0.411E-04     0.334E-05     0.762E-05
    -0.215E+01     0.437E-10     0.324E-04     0.160E-05     0.260E-05
    -0.215E+01     0.508E-10     0.211E-04    -0.592E-08    -0.322E-05
    -0.214E+01     0.579E-10     0.774E-05    -0.142E-05    -0.959E-05
    -0.213E+01     0.650E-10    -0.718E-05    -0.260E-05    -0.162E-04
    -0.213E+01     0.719E-10    -0.229E-04    -0.348E-05    -0.229E-04
    -0.212E+01     0.786E-10    -0.388E-04    -0.404E-05    -0.292E-04
    -0.211E+01     0.848E-10    -0.541E-04    -0.426E-05    -0.349E-04
    -0.211E+01     0.905E-10    -0.680E-04    -0.413E-05    -0.397E-04
    -0.210E+01     0.956E-10    -0.800E-04    -0.366E-05    -0.434E-04
    -0.209E+01     0.100E-09    -0.895E-04    -0.287E-05    -0.458E-04
    -0.209E+01     0.104E-09    -0.961E-04    -0.181E-05    -0.468E-04
    -0.208E+01     0.106E-09    -0.994E-04    -0.522E-06    -0.463E-04
    -0.207E+01     0.108E-09    -0.992E-04     0.939E-06    -0.442E-04
    -0.207E+01     0.108E-09    -0.956E-04     0.250E-05    -0.407E-04
    -0.206E+01     0.108E-09    -0.886E-04     0.409E-05    -0.359E-04
    -0.206E+01     0.106E-09    -0.787E-04     0.565E-05    -0.300E-04
    -0.205E+01     0.103E-09    -0.661E-04     0.708E-05    -0.231E-04
    -0.204E+01     0.988E-10    -0.515E-04     0.833E-05    -0.157E-04
    -0.204E+01     0.934E-10    -0.355E-04     0.934E-05    -0.797E-05
    -0.203E+01     0.867E-10    -0.188E-04     0.100E-04    -0.302E-06
    -0.202E+01     0.789E-10    -0.220E-05     0.104E-04     0.697E-05
    -0.202E+01     0.700E-10     0.137E-04     0.104E-04     0.135E-04
    -0.201E+01     0.600E-10     0.280E-04     0.101E-04     0.190E-04
    -0.200E+01     0.490E-10     0.402E-04     0.938E-05     0.232E-04
    -0.200E+01     0.371E-10     0.497E-04     0.832E-05     0.259E-04
    -0.199E+01     0.243E-10     0.561E-04     0.695E-05     0.269E-04
    -0.198E+01     0.109E-10     0.590E-04     0.533E-05     0.262E-04
    -0.198E+01    -0.316E-11     0.584E-04     0.351E-05     0.237E-04
    -0.197E+01    -0.176E-10     0.543E-04     0.156E-05     0.195E-04
    -0.196E+01    -0.324E-10     0.467E-04    -0.440E-06     0.138E-04
    -0.196E+01    -0.474E-10     0.362E-04    -0.241E-05     0.678E-05
    -0.195E+01    -0.624E-10     0.230E-04    -0.429E-05    -0.127E-05
    -0.194E+01    -0.773E-10     0.791E-05    -0.598E-05    -0.100E-04
    -0.194E+01    -0.918E-10    -0.850E-05    -0.743E-05    -0.191E-04
    -0.193E+01    -0.106E-09    -0.255E-04    -0.857E-05    -0.282E-04
    -0.192E+01    -0.120E-09    -0.422E-04    -0.937E-05    -0.367E-04
    -0.192E+01    -0.132E-09    -0.580E-04    -0.978E-05    -0.444E-04
    -0.191E+01    -0.144E-09    -0.721E-04    -0.980E-05    -0.509E-04
    -0.190E+01    -0.155E-09    -0.838E-04    -0.942E-05    -0.559E-04
    -0.190E+01    -0.165E-09    -0.926E-04    -0.866E-05    -0.591E-04
    -0.189E+01    -0.174E-09    -0.982E-04    -0.755E-05    -0.604E-04
    -0.188E+01    -0.181E-09    -0.100E-03    -0.614E-05    -0.596E-04
    -0.188E+01    -0.187E-09    -0.983E-04    -0.448E-05    -0.567E-04
    -0.187E+01    -0.191E-09    -0.929E-04    -0.265E-05    -0.518E-04
    -0.187E+01    -0.194E-09    -0.841E-04    -0.719E-06    -0.451E-04
    -0.186E+01    -0.195E-09    -0.722E-04     0.123E-05    -0.368E-04
    -0.185E+01    -0.194E-09    -0.578E-04     0.311E-05    -0.272E-04
    -0.185E+01    -0.192E-09    -0.415E-04     0.485E-05    -0.168E-04
    -0.184E+01    -0.189E-09    -0.241E-04     0.638E-05    -0.588E-05
    -0.183E+01    -0.183E-09    -0.620E-05     0.762E-05     0.500E-05
    -0.183E+01    -0.176E-09     0.113E-04     0.852E-05     0.154E-04
    -0.182E+01    -0.168E-09     0.276E-04     0.905E-05     0.248E-04
    -0.181E+01    -0.158E-09     0.419E-04     0.918E-05     0.329E-04
    -0.181E+01    -0.147E-09     0.537E-04     0.890E-05     0.392E-04
    -0.180E+01    -0.134E-09     0.624E-04     0.823E-05     0.434E-04
    -0.179E+01    -0.121E-09     0.676E-04     0.717E-05     0.452E-04
    -0.179E+01    -0.106E-09     0.690E-04     0.578E-05     0.447E-04
    -0.178E+01    -0.907E-10     0.666E-04     0.411E-05     0.416E-04
    -0.177E+01    -0.745E-10     0.604E-04     0.222E-05     0.360E-04
    -0.177E+01    -0.578E-10     0.507E-04     0.187E-06     0.282E-04
    -0.176E+01    -0.406E-10     0.380E-04    -0.192E-05     0.184E-04
    -0.175E+01    -0.233E-10     0.227E-04    -0.400E-05     0.693E-05
    -0.175E+01    -0.581E-11     0.569E-05    -0.600E-05    -0.573E-05
    -0.174E+01     0.116E-10    -0.124E-04    -0.782E-05    -0.191E-04
    -0.173E+01     0.287E-10    -0.308E-04    -0.940E-05    -0.326E-04
    -0.173E+01     0.454E-10    -0.485E-04    -0.107E-04    -0.458E-04
    -0.172E+01     0.616E-10    -0.649E-04    -0.116E-04    -0.579E-04
    -0.171E+01     0.770E-10    -0.791E-04    -0.122E-04    -0.686E-04
    -0.171E+01     0.916E-10    -0.905E-04    -0.124E-04    -0.772E-04
    -0.170E+01     0.105E-09    -0.986E-04    -0.122E-04    -0.835E-04
    -0.170E+01     0.118E-09    -0.103E-03    -0.116E-04    -0.871E-04
    -0.169E+01     0.129E-09    -0.103E-03    -0.106E-04    -0.877E-04
    -0.168E+01     0.139E-09    -0.996E-04    -0.940E-05    -0.852E-04
    -0.168E+01     0.148E-09    -0.922E-04    -0.790E-05    -0.797E-04
    -0.167E+01     0.155E-09    -0.811E-04    -0.622E-05    -0.714E-04
    -0.166E+01     0.161E-09    -0.670E-04    -0.442E-05    -0.604E-04
    -0.166E+01     0.165E-09    -0.505E-04    -0.257E-05    -0.472E-04
    -0.165E+01     0.168E-09    -0.322E-04    -0.742E-06    -0.322E-04
    -0.164E+01     0.169E-09    -0.130E-04     0.989E-06    -0.160E-04
    -0.164E+01     0.169E-09     0.630E-05     0.256E-05     0.660E-06
    -0.163E+01     0.167E-09     0.248E-04     0.393E-05     0.172E-04
    -0.162E+01     0.164E-09     0.416E-04     0.503E-05     0.330E-04
    -0.162E+01     0.160E-09     0.560E-04     0.586E-05     0.473E-04
    -0.161E+01     0.154E-09     0.673E-04     0.637E-05     0.595E-04
    -0.160E+01     0.147E-09     0.751E-04     0.659E-05     0.691E-04
    -0.160E+01     0.140E-09     0.789E-04     0.650E-05     0.755E-04
    -0.159E+01     0.131E-09     0.785E-04     0.613E-05     0.785E-04
    -0.158E+01     0.121E-09     0.739E-04     0.552E-05     0.777E-04
    -0.158E+01     0.111E-09     0.653E-04     0.471E-05     0.732E-04
    -0.157E+01     0.100E-09     0.531E-04     0.374E-05     0.650E-04
    -0.156E+01     0.887E-10     0.379E-04     0.267E-05     0.533E-04
    -0.156E+01     0.771E-10     0.201E-04     0.155E-05     0.384E-04
    -0.155E+01     0.653E-10     0.795E-06     0.441E-06     0.209E-04
    -0.154E+01     0.535E-10    -0.193E-04    -0.616E-06     0.141E-05
    -0.154E+01     0.419E-10    -0.393E-04    -0.158E-05    -0.194E-04
    -0.153E+01     0.305E-10    -0.583E-04    -0.241E-05    -0.408E-04
    -0.152E+01     0.194E-10    -0.754E-04    -0.308E-05    -0.620E-04
    -0.152E+01     0.889E-11    -0.897E-04    -0.360E-05    -0.821E-04
    -0.151E+01    -0.107E-11    -0.101E-03    -0.394E-05    -0.100E-03
    -0.151E+01    -0.104E-10    -0.108E-03    -0.414E-05    -0.116E-03
    -0.150E+01    -0.189E-10    -0.111E-03    -0.420E-05    -0.128E-03
    -0.149E+01    -0.265E-10    -0.109E-03    -0.416E-05    -0.136E-03
    -0.149E+01    -0.333E-10    -0.103E-03    -0.406E-05    -0.141E-03
    -0.148E+01    -0.391E-10    -0.935E-04    -0.394E-05    -0.140E-03
    -0.147E+01    -0.440E-10    -0.798E-04    -0.384E-05    -0.135E-03
    -0.147E+01    -0.478E-10    -0.630E-04    -0.381E-05    -0.126E-03
    -0.146E+01    -0.507E-10    -0.438E-04    -0.388E-05    -0.112E-03
    -0.145E+01    -0.525E-10    -0.231E-04    -0.408E-05    -0.940E-04
    -0.145E+01    -0.535E-10    -0.171E-05    -0.443E-05    -0.729E-04
    -0.144E+01    -0.535E-10     0.193E-04    -0.494E-05    -0.492E-04
    -0.143E+01    -0.526E-10     0.390E-04    -0.560E-05    -0.237E-04
    -0.143E+01    -0.509E-10     0.565E-04    -0.639E-05     0.265E-05
    -0.142E+01    -0.485E-10     0.710E-04    -0.728E-05     0.289E-04
    -0.141E+01    -0.454E-10     0.819E-04    -0.821E-05     0.542E-04
    -0.141E+01    -0.418E-10     0.885E-04    -0.912E-05     0.775E-04
    -0.140E+01    -0.377E-10     0.906E-04    -0.993E-05     0.978E-04
    -0.139E+01    -0.332E-10     0.881E-04    -0.106E-04     0.114E-03
    -0.139E+01    -0.285E-10     0.810E-04    -0.109E-04     0.127E-03
    -0.138E+01    -0.236E-10     0.695E-04    -0.109E-04     0.134E-03
    -0.137E+01    -0.188E-10     0.543E-04    -0.105E-04     0.136E-03
    -0.137E+01    -0.140E-10     0.359E-04    -0.952E-05     0.132E-03
    -0.136E+01    -0.933E-11     0.151E-04    -0.799E-05     0.123E-03
    -0.135E+01    -0.499E-11    -0.706E-05    -0.586E-05     0.109E-03
    -0.135E+01    -0.104E-11    -0.297E-04    -0.309E-05     0.897E-04
    -0.134E+01     0.242E-11    -0.517E-04     0.291E-06     0.661E-04
    -0.134E+01     0.533E-11    -0.722E-04     0.426E-05     0.388E-04
    -0.133E+01     0.760E-11    -0.902E-04     0.875E-05     0.887E-05
    -0.132E+01     0.916E-11    -0.105E-03     0.137E-04    -0.229E-04
    -0.132E+01     0.997E-11    -0.115E-03     0.189E-04    -0.553E-04
    -0.131E+01     0.999E-11    -0.121E-03     0.242E-04    -0.873E-04
    -0.130E+01     0.918E-11    -0.123E-03     0.295E-04    -0.118E-03
    -0.130E+01     0.753E-11    -0.119E-03     0.346E-04    -0.146E-03
    -0.129E+01     0.505E-11    -0.110E-03     0.393E-04    -0.170E-03
    -0.128E+01     0.173E-11    -0.971E-04     0.433E-04    -0.190E-03
    -0.128E+01    -0.238E-11    -0.801E-04     0.465E-04    -0.205E-03
    -0.127E+01    -0.727E-11    -0.599E-04     0.487E-04    -0.214E-03
    -0.126E+01    -0.129E-10    -0.374E-04     0.496E-04    -0.217E-03
    -0.126E+01    -0.191E-10    -0.136E-04     0.492E-04    -0.214E-03
    -0.125E+01    -0.259E-10     0.105E-04     0.473E-04    -0.205E-03
    -0.124E+01    -0.332E-10     0.337E-04     0.438E-04    -0.190E-03
    -0.124E+01    -0.409E-10     0.550E-04     0.388E-04    -0.169E-03
    -0.123E+01    -0.489E-10     0.735E-04     0.322E-04    -0.143E-03
    -0.122E+01    -0.570E-10     0.882E-04     0.241E-04    -0.113E-03
    -0.122E+01    -0.652E-10     0.984E-04     0.147E-04    -0.803E-04
    -0.121E+01    -0.734E-10     0.104E-03     0.411E-05    -0.452E-04
    -0.120E+01    -0.814E-10     0.104E-03    -0.733E-05    -0.899E-05
    -0.120E+01    -0.890E-10     0.984E-04    -0.194E-04     0.271E-04
