 IPOUT_ERRFLD: plasma response for an external perturbation on the control surface
        mpert:      40
      mthsurf:     960
        perturbed senergy:     0.374E+02
        perturbed penergy:     0.293E+02
           maximum torque:     0.132E+02
          binfun strength:     0.114E-02
         bplafun strength:     0.970E-03
         boutfun strength:     0.164E-02
 MODES
       m         rebin         imbin        rebout        imbout
    -0.307E+01    -0.504E-04     0.288E-04     0.351E-03    -0.241E-03
    -0.306E+01    -0.506E-04     0.346E-04     0.379E-03    -0.210E-03
    -0.306E+01    -0.511E-04     0.401E-04     0.405E-03    -0.178E-03
    -0.305E+01    -0.519E-04     0.452E-04     0.428E-03    -0.144E-03
    -0.304E+01    -0.527E-04     0.500E-04     0.450E-03    -0.108E-03
    -0.304E+01    -0.537E-04     0.542E-04     0.468E-03    -0.716E-04
    -0.303E+01    -0.547E-04     0.579E-04     0.485E-03    -0.342E-04
    -0.302E+01    -0.556E-04     0.610E-04     0.498E-03     0.388E-05
    -0.302E+01    -0.563E-04     0.636E-04     0.509E-03     0.425E-04
    -0.301E+01    -0.568E-04     0.655E-04     0.518E-03     0.814E-04
    -0.300E+01    -0.569E-04     0.668E-04     0.524E-03     0.120E-03
    -0.300E+01    -0.567E-04     0.675E-04     0.527E-03     0.159E-03
    -0.299E+01    -0.559E-04     0.677E-04     0.527E-03     0.198E-03
    -0.298E+01    -0.547E-04     0.675E-04     0.525E-03     0.237E-03
    -0.298E+01    -0.528E-04     0.668E-04     0.520E-03     0.275E-03
    -0.297E+01    -0.504E-04     0.658E-04     0.512E-03     0.312E-03
    -0.296E+01    -0.473E-04     0.646E-04     0.502E-03     0.349E-03
    -0.296E+01    -0.437E-04     0.632E-04     0.489E-03     0.385E-03
    -0.295E+01    -0.394E-04     0.617E-04     0.473E-03     0.419E-03
    -0.295E+01    -0.347E-04     0.602E-04     0.455E-03     0.453E-03
    -0.294E+01    -0.294E-04     0.588E-04     0.434E-03     0.485E-03
    -0.293E+01    -0.237E-04     0.575E-04     0.410E-03     0.515E-03
    -0.293E+01    -0.177E-04     0.565E-04     0.384E-03     0.544E-03
    -0.292E+01    -0.114E-04     0.557E-04     0.355E-03     0.571E-03
    -0.291E+01    -0.497E-05     0.551E-04     0.324E-03     0.596E-03
    -0.291E+01     0.149E-05     0.549E-04     0.290E-03     0.619E-03
    -0.290E+01     0.788E-05     0.550E-04     0.253E-03     0.640E-03
    -0.289E+01     0.141E-04     0.553E-04     0.214E-03     0.658E-03
    -0.289E+01     0.200E-04     0.559E-04     0.173E-03     0.673E-03
    -0.288E+01     0.256E-04     0.567E-04     0.130E-03     0.685E-03
    -0.287E+01     0.308E-04     0.577E-04     0.842E-04     0.693E-03
    -0.287E+01     0.354E-04     0.588E-04     0.369E-04     0.699E-03
    -0.286E+01     0.394E-04     0.599E-04    -0.121E-04     0.701E-03
    -0.285E+01     0.428E-04     0.609E-04    -0.625E-04     0.699E-03
    -0.285E+01     0.456E-04     0.618E-04    -0.114E-03     0.693E-03
    -0.284E+01     0.477E-04     0.625E-04    -0.167E-03     0.682E-03
    -0.283E+01     0.492E-04     0.628E-04    -0.220E-03     0.668E-03
    -0.283E+01     0.500E-04     0.628E-04    -0.273E-03     0.649E-03
    -0.282E+01     0.503E-04     0.623E-04    -0.327E-03     0.626E-03
    -0.281E+01     0.500E-04     0.613E-04    -0.379E-03     0.598E-03
    -0.281E+01     0.493E-04     0.598E-04    -0.432E-03     0.566E-03
    -0.280E+01     0.482E-04     0.577E-04    -0.483E-03     0.529E-03
    -0.279E+01     0.468E-04     0.550E-04    -0.532E-03     0.487E-03
    -0.279E+01     0.452E-04     0.517E-04    -0.579E-03     0.441E-03
    -0.278E+01     0.435E-04     0.478E-04    -0.624E-03     0.391E-03
    -0.278E+01     0.417E-04     0.434E-04    -0.666E-03     0.337E-03
    -0.277E+01     0.400E-04     0.386E-04    -0.705E-03     0.279E-03
    -0.276E+01     0.385E-04     0.334E-04    -0.740E-03     0.218E-03
    -0.276E+01     0.371E-04     0.278E-04    -0.771E-03     0.153E-03
    -0.275E+01     0.360E-04     0.220E-04    -0.798E-03     0.845E-04
    -0.274E+01     0.352E-04     0.161E-04    -0.820E-03     0.137E-04
    -0.274E+01     0.347E-04     0.101E-04    -0.837E-03    -0.593E-04
    -0.273E+01     0.346E-04     0.429E-05    -0.849E-03    -0.134E-03
    -0.272E+01     0.347E-04    -0.137E-05    -0.856E-03    -0.211E-03
    -0.272E+01     0.352E-04    -0.672E-05    -0.856E-03    -0.288E-03
    -0.271E+01     0.360E-04    -0.117E-04    -0.852E-03    -0.366E-03
    -0.270E+01     0.370E-04    -0.162E-04    -0.841E-03    -0.444E-03
    -0.270E+01     0.381E-04    -0.201E-04    -0.824E-03    -0.522E-03
    -0.269E+01     0.393E-04    -0.234E-04    -0.801E-03    -0.598E-03
    -0.268E+01     0.406E-04    -0.260E-04    -0.772E-03    -0.673E-03
    -0.268E+01     0.418E-04    -0.280E-04    -0.737E-03    -0.747E-03
    -0.267E+01     0.428E-04    -0.292E-04    -0.696E-03    -0.818E-03
    -0.266E+01     0.436E-04    -0.298E-04    -0.649E-03    -0.886E-03
    -0.266E+01     0.441E-04    -0.297E-04    -0.597E-03    -0.950E-03
    -0.265E+01     0.442E-04    -0.290E-04    -0.539E-03    -0.101E-02
    -0.264E+01     0.439E-04    -0.278E-04    -0.476E-03    -0.107E-02
    -0.264E+01     0.431E-04    -0.260E-04    -0.408E-03    -0.112E-02
    -0.263E+01     0.417E-04    -0.239E-04    -0.335E-03    -0.117E-02
    -0.262E+01     0.399E-04    -0.214E-04    -0.257E-03    -0.121E-02
    -0.262E+01     0.375E-04    -0.188E-04    -0.176E-03    -0.124E-02
    -0.261E+01     0.346E-04    -0.160E-04    -0.904E-04    -0.127E-02
    -0.260E+01     0.312E-04    -0.132E-04    -0.182E-05    -0.129E-02
    -0.260E+01     0.274E-04    -0.105E-04     0.897E-04    -0.131E-02
    -0.259E+01     0.232E-04    -0.791E-05     0.184E-03    -0.132E-02
    -0.259E+01     0.187E-04    -0.561E-05     0.280E-03    -0.132E-02
    -0.258E+01     0.141E-04    -0.362E-05     0.377E-03    -0.131E-02
    -0.257E+01     0.929E-05    -0.200E-05     0.475E-03    -0.130E-02
    -0.257E+01     0.453E-05    -0.774E-06     0.574E-03    -0.128E-02
    -0.256E+01    -0.105E-06     0.248E-07     0.672E-03    -0.125E-02
    -0.255E+01    -0.452E-05     0.397E-06     0.770E-03    -0.121E-02
    -0.255E+01    -0.861E-05     0.356E-06     0.866E-03    -0.116E-02
    -0.254E+01    -0.123E-04    -0.696E-07     0.960E-03    -0.111E-02
    -0.253E+01    -0.154E-04    -0.834E-06     0.105E-02    -0.104E-02
    -0.253E+01    -0.180E-04    -0.188E-05     0.114E-02    -0.970E-03
    -0.252E+01    -0.199E-04    -0.314E-05     0.122E-02    -0.890E-03
    -0.251E+01    -0.211E-04    -0.454E-05     0.130E-02    -0.803E-03
    -0.251E+01    -0.216E-04    -0.598E-05     0.138E-02    -0.708E-03
    -0.250E+01    -0.214E-04    -0.740E-05     0.144E-02    -0.606E-03
    -0.249E+01    -0.205E-04    -0.869E-05     0.150E-02    -0.498E-03
    -0.249E+01    -0.189E-04    -0.978E-05     0.156E-02    -0.383E-03
    -0.248E+01    -0.166E-04    -0.106E-04     0.160E-02    -0.262E-03
    -0.247E+01    -0.138E-04    -0.111E-04     0.164E-02    -0.137E-03
    -0.247E+01    -0.105E-04    -0.111E-04     0.166E-02    -0.669E-05
    -0.246E+01    -0.674E-05    -0.108E-04     0.168E-02     0.127E-03
    -0.245E+01    -0.273E-05    -0.991E-05     0.169E-02     0.264E-03
    -0.245E+01     0.147E-05    -0.860E-05     0.168E-02     0.403E-03
    -0.244E+01     0.575E-05    -0.681E-05     0.167E-02     0.543E-03
    -0.243E+01     0.999E-05    -0.459E-05     0.164E-02     0.683E-03
    -0.243E+01     0.141E-04    -0.197E-05     0.160E-02     0.823E-03
    -0.242E+01     0.180E-04     0.992E-06     0.155E-02     0.960E-03
    -0.242E+01     0.215E-04     0.421E-05     0.149E-02     0.110E-02
    -0.241E+01     0.246E-04     0.762E-05     0.142E-02     0.123E-02
    -0.240E+01     0.273E-04     0.111E-04     0.133E-02     0.135E-02
    -0.240E+01     0.294E-04     0.146E-04     0.124E-02     0.147E-02
    -0.239E+01     0.310E-04     0.179E-04     0.113E-02     0.159E-02
    -0.238E+01     0.321E-04     0.210E-04     0.101E-02     0.170E-02
    -0.238E+01     0.326E-04     0.237E-04     0.887E-03     0.179E-02
    -0.237E+01     0.325E-04     0.261E-04     0.752E-03     0.188E-02
    -0.236E+01     0.320E-04     0.279E-04     0.608E-03     0.196E-02
    -0.236E+01     0.310E-04     0.291E-04     0.457E-03     0.202E-02
    -0.235E+01     0.297E-04     0.296E-04     0.299E-03     0.208E-02
    -0.234E+01     0.281E-04     0.294E-04     0.136E-03     0.212E-02
    -0.234E+01     0.263E-04     0.285E-04    -0.315E-04     0.215E-02
    -0.233E+01     0.244E-04     0.269E-04    -0.203E-03     0.217E-02
    -0.232E+01     0.226E-04     0.245E-04    -0.376E-03     0.217E-02
    -0.232E+01     0.208E-04     0.214E-04    -0.551E-03     0.216E-02
    -0.231E+01     0.192E-04     0.177E-04    -0.726E-03     0.213E-02
    -0.230E+01     0.179E-04     0.135E-04    -0.900E-03     0.209E-02
    -0.230E+01     0.169E-04     0.871E-05    -0.107E-02     0.203E-02
    -0.229E+01     0.163E-04     0.358E-05    -0.124E-02     0.197E-02
    -0.228E+01     0.161E-04    -0.181E-05    -0.140E-02     0.188E-02
    -0.228E+01     0.163E-04    -0.735E-05    -0.156E-02     0.179E-02
    -0.227E+01     0.170E-04    -0.129E-04    -0.171E-02     0.168E-02
    -0.226E+01     0.182E-04    -0.184E-04    -0.186E-02     0.156E-02
    -0.226E+01     0.197E-04    -0.236E-04    -0.199E-02     0.143E-02
    -0.225E+01     0.216E-04    -0.286E-04    -0.212E-02     0.129E-02
    -0.224E+01     0.238E-04    -0.331E-04    -0.223E-02     0.113E-02
    -0.224E+01     0.262E-04    -0.370E-04    -0.233E-02     0.973E-03
    -0.223E+01     0.286E-04    -0.404E-04    -0.243E-02     0.803E-03
    -0.223E+01     0.311E-04    -0.431E-04    -0.250E-02     0.626E-03
    -0.222E+01     0.335E-04    -0.452E-04    -0.257E-02     0.443E-03
    -0.221E+01     0.357E-04    -0.465E-04    -0.262E-02     0.255E-03
    -0.221E+01     0.376E-04    -0.471E-04    -0.266E-02     0.622E-04
    -0.220E+01     0.390E-04    -0.470E-04    -0.268E-02    -0.133E-03
    -0.219E+01     0.400E-04    -0.463E-04    -0.269E-02    -0.331E-03
    -0.219E+01     0.404E-04    -0.451E-04    -0.268E-02    -0.529E-03
    -0.218E+01     0.401E-04    -0.433E-04    -0.266E-02    -0.727E-03
    -0.217E+01     0.391E-04    -0.411E-04    -0.262E-02    -0.923E-03
    -0.217E+01     0.374E-04    -0.386E-04    -0.257E-02    -0.112E-02
    -0.216E+01     0.350E-04    -0.359E-04    -0.251E-02    -0.131E-02
    -0.215E+01     0.319E-04    -0.331E-04    -0.243E-02    -0.149E-02
    -0.215E+01     0.280E-04    -0.303E-04    -0.233E-02    -0.167E-02
    -0.214E+01     0.236E-04    -0.277E-04    -0.222E-02    -0.184E-02
    -0.213E+01     0.186E-04    -0.252E-04    -0.210E-02    -0.201E-02
    -0.213E+01     0.131E-04    -0.231E-04    -0.196E-02    -0.216E-02
    -0.212E+01     0.726E-05    -0.213E-04    -0.182E-02    -0.231E-02
    -0.211E+01     0.121E-05    -0.200E-04    -0.166E-02    -0.244E-02
    -0.211E+01    -0.495E-05    -0.192E-04    -0.149E-02    -0.257E-02
    -0.210E+01    -0.111E-04    -0.188E-04    -0.131E-02    -0.267E-02
    -0.209E+01    -0.170E-04    -0.189E-04    -0.112E-02    -0.277E-02
    -0.209E+01    -0.227E-04    -0.195E-04    -0.924E-03    -0.285E-02
    -0.208E+01    -0.279E-04    -0.206E-04    -0.721E-03    -0.292E-02
    -0.207E+01    -0.326E-04    -0.220E-04    -0.512E-03    -0.297E-02
    -0.207E+01    -0.367E-04    -0.236E-04    -0.298E-03    -0.301E-02
    -0.206E+01    -0.400E-04    -0.255E-04    -0.810E-04    -0.303E-02
    -0.206E+01    -0.425E-04    -0.275E-04     0.139E-03    -0.303E-02
    -0.205E+01    -0.442E-04    -0.295E-04     0.359E-03    -0.302E-02
    -0.204E+01    -0.451E-04    -0.314E-04     0.579E-03    -0.299E-02
    -0.204E+01    -0.450E-04    -0.330E-04     0.798E-03    -0.294E-02
    -0.203E+01    -0.442E-04    -0.343E-04     0.101E-02    -0.288E-02
    -0.202E+01    -0.426E-04    -0.351E-04     0.122E-02    -0.279E-02
    -0.202E+01    -0.402E-04    -0.354E-04     0.143E-02    -0.270E-02
    -0.201E+01    -0.372E-04    -0.351E-04     0.163E-02    -0.259E-02
    -0.200E+01    -0.337E-04    -0.341E-04     0.182E-02    -0.246E-02
    -0.200E+01    -0.298E-04    -0.325E-04     0.200E-02    -0.232E-02
    -0.199E+01    -0.256E-04    -0.301E-04     0.217E-02    -0.216E-02
    -0.198E+01    -0.212E-04    -0.270E-04     0.233E-02    -0.199E-02
    -0.198E+01    -0.168E-04    -0.233E-04     0.248E-02    -0.181E-02
    -0.197E+01    -0.125E-04    -0.189E-04     0.261E-02    -0.162E-02
    -0.196E+01    -0.848E-05    -0.140E-04     0.273E-02    -0.142E-02
    -0.196E+01    -0.475E-05    -0.859E-05     0.283E-02    -0.121E-02
    -0.195E+01    -0.146E-05    -0.288E-05     0.291E-02    -0.993E-03
    -0.194E+01     0.131E-05     0.304E-05     0.298E-02    -0.771E-03
    -0.194E+01     0.352E-05     0.904E-05     0.304E-02    -0.544E-03
    -0.193E+01     0.512E-05     0.150E-04     0.307E-02    -0.315E-03
    -0.192E+01     0.609E-05     0.207E-04     0.309E-02    -0.838E-04
    -0.192E+01     0.645E-05     0.260E-04     0.309E-02     0.147E-03
    -0.191E+01     0.622E-05     0.308E-04     0.307E-02     0.377E-03
    -0.190E+01     0.547E-05     0.350E-04     0.304E-02     0.604E-03
    -0.190E+01     0.426E-05     0.385E-04     0.299E-02     0.827E-03
    -0.189E+01     0.268E-05     0.410E-04     0.292E-02     0.104E-02
    -0.188E+01     0.839E-06     0.427E-04     0.283E-02     0.125E-02
    -0.188E+01    -0.114E-05     0.434E-04     0.273E-02     0.146E-02
    -0.187E+01    -0.315E-05     0.431E-04     0.262E-02     0.165E-02
    -0.187E+01    -0.505E-05     0.418E-04     0.249E-02     0.183E-02
    -0.186E+01    -0.672E-05     0.395E-04     0.235E-02     0.201E-02
    -0.185E+01    -0.804E-05     0.363E-04     0.220E-02     0.217E-02
    -0.185E+01    -0.891E-05     0.322E-04     0.203E-02     0.232E-02
    -0.184E+01    -0.923E-05     0.274E-04     0.186E-02     0.245E-02
    -0.183E+01    -0.892E-05     0.220E-04     0.167E-02     0.257E-02
    -0.183E+01    -0.794E-05     0.161E-04     0.148E-02     0.268E-02
    -0.182E+01    -0.625E-05     0.978E-05     0.129E-02     0.277E-02
    -0.181E+01    -0.384E-05     0.332E-05     0.108E-02     0.284E-02
    -0.181E+01    -0.735E-06    -0.318E-05     0.875E-03     0.290E-02
    -0.180E+01     0.302E-05    -0.955E-05     0.665E-03     0.295E-02
    -0.179E+01     0.737E-05    -0.156E-04     0.452E-03     0.298E-02
    -0.179E+01     0.122E-04    -0.213E-04     0.238E-03     0.299E-02
    -0.178E+01     0.174E-04    -0.264E-04     0.251E-04     0.299E-02
    -0.177E+01     0.229E-04    -0.309E-04    -0.187E-03     0.297E-02
    -0.177E+01     0.284E-04    -0.346E-04    -0.397E-03     0.294E-02
    -0.176E+01     0.339E-04    -0.375E-04    -0.603E-03     0.289E-02
    -0.175E+01     0.391E-04    -0.396E-04    -0.806E-03     0.283E-02
    -0.175E+01     0.440E-04    -0.408E-04    -0.100E-02     0.275E-02
    -0.174E+01     0.484E-04    -0.412E-04    -0.119E-02     0.267E-02
    -0.173E+01     0.520E-04    -0.408E-04    -0.138E-02     0.256E-02
    -0.173E+01     0.549E-04    -0.397E-04    -0.155E-02     0.245E-02
    -0.172E+01     0.567E-04    -0.380E-04    -0.172E-02     0.233E-02
    -0.171E+01     0.576E-04    -0.357E-04    -0.188E-02     0.219E-02
    -0.171E+01     0.574E-04    -0.332E-04    -0.203E-02     0.204E-02
    -0.170E+01     0.560E-04    -0.304E-04    -0.217E-02     0.189E-02
    -0.170E+01     0.535E-04    -0.275E-04    -0.229E-02     0.172E-02
    -0.169E+01     0.499E-04    -0.247E-04    -0.241E-02     0.155E-02
    -0.168E+01     0.452E-04    -0.221E-04    -0.251E-02     0.137E-02
    -0.168E+01     0.395E-04    -0.199E-04    -0.260E-02     0.119E-02
    -0.167E+01     0.330E-04    -0.182E-04    -0.267E-02     0.997E-03
    -0.166E+01     0.257E-04    -0.171E-04    -0.273E-02     0.803E-03
    -0.166E+01     0.179E-04    -0.167E-04    -0.278E-02     0.605E-03
    -0.165E+01     0.961E-05    -0.170E-04    -0.281E-02     0.406E-03
    -0.164E+01     0.115E-05    -0.181E-04    -0.283E-02     0.206E-03
    -0.164E+01    -0.733E-05    -0.200E-04    -0.283E-02     0.531E-05
    -0.163E+01    -0.156E-04    -0.227E-04    -0.282E-02    -0.194E-03
    -0.162E+01    -0.235E-04    -0.261E-04    -0.280E-02    -0.391E-03
    -0.162E+01    -0.309E-04    -0.301E-04    -0.276E-02    -0.585E-03
    -0.161E+01    -0.376E-04    -0.346E-04    -0.270E-02    -0.774E-03
    -0.160E+01    -0.434E-04    -0.395E-04    -0.264E-02    -0.958E-03
    -0.160E+01    -0.481E-04    -0.447E-04    -0.256E-02    -0.114E-02
    -0.159E+01    -0.519E-04    -0.498E-04    -0.246E-02    -0.130E-02
    -0.158E+01    -0.544E-04    -0.549E-04    -0.236E-02    -0.147E-02
    -0.158E+01    -0.558E-04    -0.597E-04    -0.224E-02    -0.162E-02
    -0.157E+01    -0.560E-04    -0.639E-04    -0.211E-02    -0.176E-02
    -0.156E+01    -0.551E-04    -0.675E-04    -0.197E-02    -0.189E-02
    -0.156E+01    -0.531E-04    -0.703E-04    -0.183E-02    -0.201E-02
    -0.155E+01    -0.501E-04    -0.721E-04    -0.167E-02    -0.212E-02
    -0.154E+01    -0.463E-04    -0.727E-04    -0.151E-02    -0.221E-02
    -0.154E+01    -0.419E-04    -0.722E-04    -0.134E-02    -0.229E-02
    -0.153E+01    -0.369E-04    -0.704E-04    -0.117E-02    -0.236E-02
    -0.152E+01    -0.316E-04    -0.674E-04    -0.993E-03    -0.242E-02
    -0.152E+01    -0.261E-04    -0.630E-04    -0.814E-03    -0.246E-02
    -0.151E+01    -0.208E-04    -0.574E-04    -0.633E-03    -0.249E-02
    -0.151E+01    -0.156E-04    -0.507E-04    -0.451E-03    -0.250E-02
    -0.150E+01    -0.109E-04    -0.429E-04    -0.270E-03    -0.250E-02
    -0.149E+01    -0.685E-05    -0.342E-04    -0.905E-04    -0.249E-02
    -0.149E+01    -0.349E-05    -0.248E-04     0.864E-04    -0.246E-02
    -0.148E+01    -0.993E-06    -0.149E-04     0.260E-03    -0.242E-02
    -0.147E+01     0.573E-06    -0.474E-05     0.429E-03    -0.237E-02
    -0.147E+01     0.115E-05     0.551E-05     0.593E-03    -0.231E-02
    -0.146E+01     0.738E-06     0.156E-04     0.751E-03    -0.224E-02
    -0.145E+01    -0.652E-06     0.252E-04     0.902E-03    -0.216E-02
    -0.145E+01    -0.295E-05     0.342E-04     0.105E-02    -0.207E-02
    -0.144E+01    -0.607E-05     0.423E-04     0.118E-02    -0.197E-02
    -0.143E+01    -0.988E-05     0.493E-04     0.131E-02    -0.186E-02
    -0.143E+01    -0.142E-04     0.550E-04     0.143E-02    -0.175E-02
    -0.142E+01    -0.189E-04     0.593E-04     0.154E-02    -0.163E-02
    -0.141E+01    -0.237E-04     0.621E-04     0.164E-02    -0.150E-02
    -0.141E+01    -0.285E-04     0.633E-04     0.174E-02    -0.137E-02
    -0.140E+01    -0.329E-04     0.629E-04     0.182E-02    -0.124E-02
    -0.139E+01    -0.368E-04     0.609E-04     0.189E-02    -0.110E-02
    -0.139E+01    -0.400E-04     0.574E-04     0.196E-02    -0.957E-03
    -0.138E+01    -0.423E-04     0.524E-04     0.201E-02    -0.814E-03
    -0.137E+01    -0.434E-04     0.461E-04     0.206E-02    -0.669E-03
    -0.137E+01    -0.433E-04     0.387E-04     0.209E-02    -0.524E-03
    -0.136E+01    -0.418E-04     0.304E-04     0.212E-02    -0.377E-03
    -0.135E+01    -0.388E-04     0.214E-04     0.214E-02    -0.231E-03
    -0.135E+01    -0.343E-04     0.120E-04     0.214E-02    -0.852E-04
    -0.134E+01    -0.284E-04     0.236E-05     0.214E-02     0.599E-04
    -0.134E+01    -0.210E-04    -0.715E-05     0.213E-02     0.204E-03
    -0.133E+01    -0.122E-04    -0.163E-04     0.211E-02     0.346E-03
    -0.132E+01    -0.227E-05    -0.249E-04     0.208E-02     0.486E-03
    -0.132E+01     0.869E-05    -0.326E-04     0.204E-02     0.623E-03
    -0.131E+01     0.205E-04    -0.393E-04     0.199E-02     0.757E-03
    -0.130E+01     0.328E-04    -0.448E-04     0.194E-02     0.888E-03
    -0.130E+01     0.453E-04    -0.490E-04     0.187E-02     0.101E-02
    -0.129E+01     0.579E-04    -0.517E-04     0.180E-02     0.114E-02
    -0.128E+01     0.701E-04    -0.530E-04     0.171E-02     0.125E-02
    -0.128E+01     0.817E-04    -0.528E-04     0.162E-02     0.136E-02
    -0.127E+01     0.923E-04    -0.513E-04     0.152E-02     0.147E-02
    -0.126E+01     0.102E-03    -0.484E-04     0.141E-02     0.157E-02
    -0.126E+01     0.110E-03    -0.444E-04     0.129E-02     0.166E-02
    -0.125E+01     0.116E-03    -0.394E-04     0.117E-02     0.174E-02
    -0.124E+01     0.120E-03    -0.336E-04     0.104E-02     0.181E-02
    -0.124E+01     0.122E-03    -0.274E-04     0.903E-03     0.188E-02
    -0.123E+01     0.123E-03    -0.209E-04     0.760E-03     0.193E-02
    -0.122E+01     0.120E-03    -0.145E-04     0.612E-03     0.197E-02
    -0.122E+01     0.116E-03    -0.840E-05     0.460E-03     0.201E-02
    -0.121E+01     0.110E-03    -0.296E-05     0.304E-03     0.203E-02
    -0.120E+01     0.101E-03     0.158E-05     0.146E-03     0.204E-02
    -0.120E+01     0.911E-04     0.497E-05    -0.143E-04     0.204E-02
    -0.119E+01     0.793E-04     0.699E-05    -0.175E-03     0.203E-02
    -0.118E+01     0.662E-04     0.745E-05    -0.335E-03     0.200E-02
    -0.118E+01     0.520E-04     0.623E-05    -0.494E-03     0.196E-02
    -0.117E+01     0.371E-04     0.324E-05    -0.650E-03     0.191E-02
    -0.117E+01     0.220E-04    -0.155E-05    -0.803E-03     0.185E-02
    -0.116E+01     0.680E-05    -0.811E-05    -0.951E-03     0.178E-02
    -0.115E+01    -0.797E-05    -0.164E-04    -0.109E-02     0.170E-02
    -0.115E+01    -0.220E-04    -0.262E-04    -0.123E-02     0.160E-02
    -0.114E+01    -0.349E-04    -0.373E-04    -0.136E-02     0.150E-02
    -0.113E+01    -0.465E-04    -0.495E-04    -0.148E-02     0.139E-02
    -0.113E+01    -0.564E-04    -0.626E-04    -0.158E-02     0.127E-02
    -0.112E+01    -0.644E-04    -0.760E-04    -0.168E-02     0.114E-02
    -0.111E+01    -0.704E-04    -0.896E-04    -0.177E-02     0.101E-02
    -0.111E+01    -0.742E-04    -0.103E-03    -0.185E-02     0.868E-03
    -0.110E+01    -0.758E-04    -0.116E-03    -0.192E-02     0.725E-03
    -0.109E+01    -0.753E-04    -0.127E-03    -0.197E-02     0.579E-03
    -0.109E+01    -0.727E-04    -0.137E-03    -0.201E-02     0.432E-03
