

  ylabel = xi^psi_m

                      psi                      m=1                      m=2                      m=3                      m=4                      m=5                      m=6                      m=7                      m=8
          3.470983768E-03          1.916859690E-04          2.063899240E-05          4.745891074E-07          6.451525299E-09          9.013378753E-09          1.018594476E-09          9.755037497E-10          1.506647404E-10
          3.541858995E-03          1.933531603E-04          2.105956623E-05          4.864721734E-07          7.084253965E-09          8.935760667E-09          1.016397452E-09          9.777921490E-10          1.516338164E-10
          3.612734223E-03          1.949934583E-04          2.147993276E-05          4.985348952E-07          7.729819659E-09          8.854425859E-09          1.014396977E-09          9.811046447E-10          1.525559505E-10
          3.612834223E-03          1.949957540E-04          2.148052572E-05          4.985520399E-07          7.730739226E-09          8.854308710E-09          1.014394239E-09          9.811099316E-10          1.525572126E-10
          3.612934223E-03          1.949980496E-04          2.148111869E-05          4.985691850E-07          7.731658818E-09          8.854191554E-09          1.014391502E-09          9.811152201E-10          1.525584746E-10
          3.625385920E-03          1.952834928E-04          2.155494930E-05          5.007067439E-07          7.846350518E-09          8.839554256E-09          1.014051743E-09          9.817863244E-10          1.527147474E-10
          3.637837617E-03          1.955681337E-04          2.162877357E-05          5.028496960E-07          7.961413157E-09          8.824819234E-09          1.013713866E-09          9.824821905E-10          1.528692746E-10
          3.650289315E-03          1.958519764E-04          2.170259153E-05          5.049980197E-07          8.076843804E-09          8.809988860E-09          1.013377234E-09          9.832019806E-10          1.530220245E-10
          3.696401308E-03          1.968962317E-04          2.197590445E-05          5.130002873E-07          8.507474482E-09          8.754274422E-09          1.012131417E-09          9.860631788E-10          1.535716875E-10
          3.742513302E-03          1.979297934E-04          2.224913143E-05          5.210748537E-07          8.942989751E-09          8.697404164E-09          1.010860902E-09          9.892000559E-10          1.540947365E-10
          3.788625296E-03          1.989528533E-04          2.252227312E-05          5.292207209E-07          9.383282430E-09          8.639491393E-09          1.009532875E-09          9.925742822E-10          1.545892412E-10
          3.834737289E-03          1.999656018E-04          2.279533021E-05          5.374369449E-07          9.828259603E-09          8.580646523E-09          1.008113632E-09          9.961488179E-10          1.550529461E-10
          3.892212067E-03          2.012137546E-04          2.313555594E-05          5.477749090E-07          1.038932176E-08          8.506160690E-09          1.006166231E-09          1.000831225E-09          1.555837939E-10
          3.949686844E-03          2.024465217E-04          2.347565291E-05          5.582190260E-07          1.095739773E-08          8.430603895E-09          1.003964618E-09          1.005705445E-09          1.560569365E-10
          4.007161622E-03          2.036642225E-04          2.381562280E-05          5.687674285E-07          1.153237918E-08          8.354192437E-09          1.001459216E-09          1.010710274E-09          1.564664831E-10
          4.064636399E-03          2.048671539E-04          2.415546730E-05          5.794181649E-07          1.211418289E-08          8.277143599E-09          9.986096786E-10          1.015788614E-09          1.568068955E-10
          4.122111177E-03          2.060555928E-04          2.449518825E-05          5.901692246E-07          1.270274416E-08          8.199675447E-09          9.953848675E-10          1.020887023E-09          1.570723366E-10
          4.207300244E-03          2.077909857E-04          2.499849899E-05          6.062846463E-07          1.358744422E-08          8.084531752E-09          9.898662764E-10          1.028377498E-09          1.573165214E-10
          4.292489312E-03          2.094958893E-04          2.550154839E-05          6.226093945E-07          1.448679581E-08          7.969591561E-09          9.834240228E-10          1.035662757E-09          1.573685424E-10
          4.377678379E-03          2.111710268E-04          2.600434248E-05          6.391370022E-07          1.540076065E-08          7.855464844E-09          9.760375294E-10          1.042620365E-09          1.572154531E-10
          4.462867447E-03          2.128170718E-04          2.650688715E-05          6.558612487E-07          1.632934494E-08          7.742702780E-09          9.677108810E-10          1.049146872E-09          1.568472701E-10
          4.548056514E-03          2.144346589E-04          2.700918804E-05          6.727762544E-07          1.727258881E-08          7.631790995E-09          9.584686922E-10          1.055156901E-09          1.562576826E-10
          4.633245582E-03          2.160243918E-04          2.751125044E-05          6.898765424E-07          1.823055678E-08          7.523147376E-09          9.483530197E-10          1.060580961E-09          1.554440449E-10
          4.778253712E-03          2.186680030E-04          2.836532212E-05          7.193966550E-07          1.989530275E-08          7.344376509E-09          9.292918405E-10          1.068319384E-09          1.535503469E-10
          4.923261842E-03          2.212353525E-04          2.921873755E-05          7.494180425E-07          2.160341076E-08          7.174370121E-09          9.082221200E-10          1.074028595E-09          1.510504576E-10
          5.068269972E-03          2.237291419E-04          3.007151276E-05          7.799239926E-07          2.335533826E-08          7.013758193E-09          8.855675398E-10          1.077619705E-09          1.480184138E-10
          5.213278102E-03          2.261520639E-04          3.092365836E-05          8.109025539E-07          2.515146841E-08          6.862604194E-09          8.617974590E-10          1.079071590E-09          1.445647581E-10
          5.358286233E-03          2.285068455E-04          3.177517903E-05          8.423465608E-07          2.699204542E-08          6.720440177E-09          8.374067872E-10          1.078413489E-09          1.408351396E-10
          5.503294363E-03          2.307962814E-04          3.262607319E-05          8.742536016E-07          2.887712012E-08          6.586299253E-09          8.128983388E-10          1.075705255E-09          1.370060388E-10
          5.665746406E-03          2.332870167E-04          3.357857375E-05          9.105504824E-07          3.104162700E-08          6.443932306E-09          7.859032336E-10          1.070318656E-09          1.328334881E-10
          5.828198448E-03          2.357030472E-04          3.453026845E-05          9.474314946E-07          3.326155112E-08          6.308351322E-09          7.599698358E-10          1.062493448E-09          1.289891444E-10
          5.990650491E-03          2.380476086E-04          3.548115259E-05          9.848927028E-07          3.553691331E-08          6.178629661E-09          7.355627264E-10          1.052243035E-09          1.255724315E-10
          6.153102534E-03          2.403235952E-04          3.643122442E-05          1.022927603E-06          3.786785433E-08          6.054227882E-09          7.130366431E-10          1.039565449E-09          1.226117575E-10
          6.315554577E-03          2.425335966E-04          3.738048510E-05          1.061527211E-06          4.025458376E-08          5.934994491E-09          6.926328851E-10          1.024449283E-09          1.200854385E-10
          6.478006620E-03          2.446799514E-04          3.832893747E-05          1.100681939E-06          4.269747232E-08          5.820730080E-09          6.745243840E-10          1.006988262E-09          1.179405878E-10
          6.672233890E-03          2.471655726E-04          3.946184986E-05          1.148209065E-06          4.569240083E-08          5.690685778E-09          6.559977173E-10          9.831645405E-10          1.157793103E-10
          6.866461160E-03          2.495666449E-04          4.059362101E-05          1.196496932E-06          4.876875773E-08          5.567669118E-09          6.408834047E-10          9.564746784E-10          1.139452513E-10
          7.060688430E-03          2.518863012E-04          4.172425943E-05          1.245528317E-06          5.192704708E-08          5.451702669E-09          6.290400160E-10          9.272669231E-10          1.123155903E-10
          7.254915700E-03          2.541275006E-04          4.285377282E-05          1.295287672E-06          5.516762733E-08          5.342455002E-09          6.202035081E-10          8.961955804E-10          1.107685906E-10
          7.449142970E-03          2.562930740E-04          4.398216768E-05          1.345760994E-06          5.849053803E-08          5.239672659E-09          6.139348703E-10          8.638214904E-10          1.091659080E-10
          7.643370240E-03          2.583857477E-04          4.510944911E-05          1.396936194E-06          6.189556664E-08          5.142762034E-09          6.096895556E-10          8.310250033E-10          1.073535766E-10
          7.837597510E-03          2.604080917E-04          4.623562294E-05          1.448801674E-06          6.538236076E-08          5.051351072E-09          6.068770089E-10          7.983828940E-10          1.051877474E-10
          8.031824780E-03          2.623624766E-04          4.736069733E-05          1.501345752E-06          6.895075537E-08          4.964924253E-09          6.050443226E-10          7.666657455E-10          1.025937771E-10
          8.226052051E-03          2.642511336E-04          4.848468166E-05          1.554557157E-06          7.260056196E-08          4.883159947E-09          6.037598109E-10          7.363023995E-10          9.952553130E-11
          8.420279321E-03          2.660761830E-04          4.960758590E-05          1.608425558E-06          7.633166592E-08          4.805599860E-09          6.026681303E-10          7.077690108E-10          9.598336291E-11
          8.420379321E-03          2.660771067E-04          4.960816376E-05          1.608453460E-06          7.633360785E-08          4.805560929E-09          6.026675639E-10          7.077548565E-10          9.598142247E-11
          8.420479321E-03          2.660780302E-04          4.960874163E-05          1.608481363E-06          7.633554981E-08          4.805521998E-09          6.026669975E-10          7.077407029E-10          9.597948191E-11
          8.449894962E-03          2.663490063E-04          4.977871132E-05          1.616696499E-06          7.690771823E-08          4.794112526E-09          6.024987967E-10          7.036027582E-10          9.540367487E-11
          8.479310604E-03          2.666185772E-04          4.994865650E-05          1.624926459E-06          7.748174829E-08          4.782786538E-09          6.023269311E-10          6.995161993E-10          9.481800475E-11
          8.508726246E-03          2.668867498E-04          5.011857722E-05          1.633171215E-06          7.805763954E-08          4.771542099E-09          6.021504465E-10          6.954820892E-10          9.422269077E-11
          8.617510934E-03          2.678664631E-04          5.074676456E-05          1.663790010E-06          8.020355736E-08          4.730635342E-09          6.014433839E-10          6.810339913E-10          9.194128306E-11
          8.726295622E-03          2.688274946E-04          5.137461938E-05          1.694609418E-06          8.237489766E-08          4.690712068E-09          6.006155965E-10          6.673638699E-10          8.954553511E-11
          8.835080309E-03          2.697701812E-04          5.200214330E-05          1.725628254E-06          8.457162997E-08          4.651659842E-09          5.996263571E-10          6.545107520E-10          8.705226671E-11
          8.943864997E-03          2.706948614E-04          5.262933780E-05          1.756845487E-06          8.679371659E-08          4.613353957E-09          5.984373777E-10          6.425075060E-10          8.448118021E-11
          9.079756567E-03          2.718251654E-04          5.341235552E-05          1.796118717E-06          8.960505081E-08          4.566353433E-09          5.966180768E-10          6.287459609E-10          8.119410315E-11
          9.215648136E-03          2.729285413E-04          5.419486382E-05          1.835698681E-06          9.245577070E-08          4.520034987E-09          5.943685622E-10          6.163875453E-10          7.786935482E-11
          9.351539706E-03          2.740056356E-04          5.497686479E-05          1.875584324E-06          9.534574134E-08          4.474097835E-09          5.916297839E-10          6.054555191E-10          7.456071793E-11
          9.487431275E-03          2.750570928E-04          5.575836007E-05          1.915774960E-06          9.827479865E-08          4.428216121E-09          5.883464729E-10          5.959624927E-10          7.132702207E-11
          9.623322845E-03          2.760835582E-04          5.653935089E-05          1.956270280E-06          1.012427444E-07          4.382042309E-09          5.844657556E-10          5.879105237E-10          6.823059306E-11
          9.825591618E-03          2.775665046E-04          5.770088960E-05          2.017110127E-06          1.057319205E-07          4.311996945E-09          5.774753525E-10          5.785767784E-10          6.401483417E-11
          1.002786039E-02          2.789975428E-04          5.886131459E-05          2.078624932E-06          1.103059192E-07          4.239431935E-09          5.689042271E-10          5.723447933E-10          6.044189249E-11
          1.023012916E-02          2.803785151E-04          6.002062965E-05          2.140812607E-06          1.149640060E-07          4.163643415E-09          5.586498318E-10          5.690708064E-10          5.765138350E-11
          1.043239794E-02          2.817111054E-04          6.117883964E-05          2.203669716E-06          1.197055231E-07          4.084188687E-09          5.466486272E-10          5.685727875E-10          5.573576643E-11
          1.063466671E-02          2.829968471E-04          6.233595028E-05          2.267191403E-06          1.245298632E-07          4.000917886E-09          5.328748047E-10          5.706167845E-10          5.473123975E-11
          1.083693548E-02          2.842371633E-04          6.349196778E-05          2.331372259E-06          1.294365051E-07          3.913767284E-09          5.173376429E-10          5.749728370E-10          5.464317328E-11
          1.117504358E-02          2.862125842E-04          6.542191887E-05          2.440110470E-06          1.378208534E-07          3.759769480E-09          4.875670316E-10          5.866624162E-10          5.643473539E-11
          1.151315169E-02          2.880703986E-04          6.734886517E-05          2.550642677E-06          1.464319959E-07          3.596239599E-09          4.534220560E-10          6.026092814E-10          6.036125426E-11
          1.185125979E-02          2.898158054E-04          6.927283667E-05          2.662937570E-06          1.552683410E-07          3.424567361E-09          4.155687470E-10          6.210598396E-10          6.594366491E-11
          1.218936789E-02          2.914536770E-04          7.119386050E-05          2.776964821E-06          1.643285200E-07          3.246107830E-09          3.749040393E-10          6.401086976E-10          7.262451513E-11
          1.252747599E-02          2.929886476E-04          7.311196057E-05          2.892695715E-06          1.736113038E-07          3.062253557E-09          3.325187794E-10          6.576070881E-10          7.974500962E-11
          1.286558409E-02          2.944250721E-04          7.502716108E-05          3.010102538E-06          1.831158389E-07          2.874369747E-09          2.894978975E-10          6.716691144E-10          8.669038157E-11
          1.324323173E-02          2.959178330E-04          7.716293929E-05          3.143186259E-06          1.939938344E-07          2.661796621E-09          2.417180561E-10          6.815029690E-10          9.359929168E-11
          1.362087936E-02          2.972977012E-04          7.929517946E-05          3.278288151E-06          2.051487615E-07          2.448548130E-09          1.950297118E-10          6.840211879E-10          9.910336076E-11
          1.399852700E-02          2.985694760E-04          8.142392693E-05          3.415373254E-06          2.165816268E-07          2.236859182E-09          1.500014506E-10          6.786898640E-10          1.027830050E-10
          1.437617463E-02          2.997376360E-04          8.354922576E-05          3.554409421E-06          2.282939811E-07          2.028703257E-09          1.069093390E-10          6.657888147E-10          1.044135418E-10
          1.475382226E-02          3.008064559E-04          8.567111787E-05          3.695368234E-06          2.402875683E-07          1.825835989E-09          6.587787048E-11          6.460463200E-10          1.038589868E-10
          1.513146990E-02          3.017800560E-04          8.778964190E-05          3.838225159E-06          2.525642890E-07          1.629665438E-09          2.781290231E-11          6.208740258E-10          1.011988577E-10
          1.556674073E-02          3.027892601E-04          9.022728732E-05          4.005207085E-06          2.670677046E-07          1.413178425E-09          2.425920930E-11          5.871912487E-10          9.572498891E-11
          1.600201156E-02          3.036830060E-04          9.266055757E-05          4.174652271E-06          2.819512882E-07          1.207519362E-09          6.617243063E-11          5.509549494E-10          8.812743593E-11
          1.643728239E-02          3.044667201E-04          9.508950666E-05          4.346531225E-06          2.972154375E-07          1.012086011E-09          1.102990545E-10          5.141523326E-10          7.887947365E-11
          1.687255322E-02          3.051455733E-04          9.751418660E-05          4.520816152E-06          3.128591711E-07          8.254400152E-10          1.555729381E-10          4.786401305E-10          6.869369341E-11
          1.730782405E-02          3.057245319E-04          9.993464638E-05          4.697481424E-06          3.288799474E-07          6.455005263E-10          2.024246700E-10          4.456813010E-10          5.823714476E-11
          1.774309488E-02          3.062084158E-04          1.023509307E-04          4.876504344E-06          3.452737683E-07          4.697290719E-10          2.512581632E-10          4.164831627E-10          4.833728610E-11
          1.817836571E-02          3.066019182E-04          1.047630788E-04          5.057864656E-06          3.620348880E-07          2.964984995E-10          3.024254894E-10          3.916520573E-10          3.958833659E-11
          1.861363654E-02          3.069096031E-04          1.071711250E-04          5.241544337E-06          3.791561754E-07          1.352849086E-10          3.561237262E-10          3.715745284E-10          3.232633746E-11
          1.904890737E-02          3.071357501E-04          1.095751035E-04          5.427525041E-06          3.966305537E-07          1.346687837E-10          4.125142346E-10          3.562583200E-10          2.641634273E-11
          1.961398049E-02          3.073140444E-04          1.126899693E-04          5.672366639E-06          4.198337598E-07          3.771610340E-10          4.901002017E-10          3.430299297E-10          2.070516219E-11
          1.961408049E-02          3.073140648E-04          1.126905199E-04          5.672410305E-06          4.198379173E-07          3.772090926E-10          4.901144033E-10          3.430281982E-10          2.070444516E-11
          1.961418049E-02          3.073140852E-04          1.126910706E-04          5.672453972E-06          4.198420749E-07          3.772571522E-10          4.901286051E-10          3.430264669E-10          2.070372828E-11
          1.967988733E-02          3.073266781E-04          1.130528312E-04          5.701171686E-06          4.225777540E-07          4.090759087E-10          4.994978351E-10          3.419329723E-10          2.026691986E-11
          1.974559417E-02          3.073376182E-04          1.134145013E-04          5.729940674E-06          4.253212172E-07          4.413559490E-10          5.089428862E-10          3.409267596E-10          1.990532341E-11
          1.981130101E-02          3.073469168E-04          1.137760812E-04          5.758760864E-06          4.280724540E-07          4.740750935E-10          5.184648930E-10          3.400060958E-10          1.962979080E-11
          2.005622094E-02          3.073672927E-04          1.151230644E-04          5.866637059E-06          4.383959381E-07          5.996598780E-10          5.546542335E-10          3.372993802E-10          1.954359915E-11
          2.030114086E-02          3.073655941E-04          1.164688031E-04          5.975219801E-06          4.488268650E-07          7.306315788E-10          5.919909581E-10          3.356616185E-10          2.125238367E-11
          2.054606079E-02          3.073423660E-04          1.178133051E-04          6.084505416E-06          4.593649293E-07          8.667089305E-10          6.305386925E-10          3.349966802E-10          2.480969392E-11
          2.079098071E-02          3.072981447E-04          1.191565780E-04          6.194490315E-06          4.700099360E-07          1.007668566E-09          6.703636939E-10          3.352041881E-10          2.990636241E-11
          2.109508915E-02          3.072147983E-04          1.208227740E-04          6.332022510E-06          4.833761878E-07          1.189108873E-09          7.216890971E-10          3.365143120E-10          3.775914079E-11
          2.139919759E-02          3.071008467E-04          1.224871019E-04          6.470620786E-06          4.969073106E-07          1.377107472E-09          7.752098538E-10          3.387856162E-10          4.663443713E-11
          2.170330603E-02          3.069572262E-04          1.241495761E-04          6.610278924E-06          5.106036639E-07          1.570952781E-09          8.310437720E-10          3.417836353E-10          5.591430235E-11
          2.200741447E-02          3.067848402E-04          1.258102110E-04          6.750990813E-06          5.244657731E-07          1.769831016E-09          8.892854936E-10          3.452616229E-10          6.505583119E-11
          2.231152292E-02          3.065845524E-04          1.274690210E-04          6.892750222E-06          5.384941576E-07          1.972926172E-09          9.499716243E-10          3.489780632E-10          7.362331433E-11
          2.275702233E-02          3.062424733E-04          1.298958076E-04          7.102296503E-06          5.593460220E-07          2.276408091E-09          1.043232085E-09          3.543547689E-10          8.445571546E-11
          2.320252174E-02          3.058447223E-04          1.323187560E-04          7.314056224E-06          5.805570160E-07          2.584877087E-09          1.141423699E-09          3.589988932E-10          9.260439006E-11
          2.364802115E-02          3.053936063E-04          1.347379122E-04          7.528008291E-06          6.021281770E-07          2.896195894E-09          1.244082307E-09          3.621974020E-10          9.766001774E-11
          2.409352056E-02          3.048913123E-04          1.371533218E-04          7.744131554E-06          6.240602798E-07          3.208498553E-09          1.350567925E-09          3.632688844E-10          9.951786941E-11
          2.453901998E-02          3.043399229E-04          1.395650290E-04          7.962404895E-06          6.463537831E-07          3.520221097E-09          1.460096374E-09          3.615513136E-10          9.836912055E-11
          2.498451939E-02          3.037414310E-04          1.419730767E-04          8.182807368E-06          6.690087970E-07          3.830126113E-09          1.571762182E-09          3.564090706E-10          9.468707382E-11
          2.574193483E-02          3.026211904E-04          1.460588332E-04          8.562353441E-06          7.083546265E-07          4.350462377E-09          1.763689991E-09          3.381327499E-10          8.464255886E-11
          2.649935028E-02          3.013793508E-04          1.501343248E-04          8.947898366E-06          7.487414414E-07          4.861136459E-09          1.954408488E-09          3.061660823E-10          7.298727824E-11
          2.725676572E-02          3.000245161E-04          1.541997402E-04          9.339357440E-06          7.901648725E-07          5.363404256E-09          2.141551421E-09          2.608289300E-10          6.199147726E-11
          2.801418117E-02          2.985649293E-04          1.582552598E-04          9.736658215E-06          8.326189808E-07          5.861185762E-09          2.324924721E-09          2.049348182E-10          5.253743079E-11
          2.877159662E-02          2.970085972E-04          1.623010524E-04          1.013974063E-05          8.760954968E-07          6.360952699E-09          2.506632947E-09          1.441577777E-10          4.478833655E-11
          2.952901206E-02          2.953632506E-04          1.663372728E-04          1.054855659E-05          9.205837837E-07          6.870681709E-09          2.690698250E-09          8.850345161E-11          3.829695024E-11
          3.036377317E-02          2.934556385E-04          1.707747469E-04          1.100571420E-05          9.707722443E-07          7.454219597E-09          2.902848744E-09          5.846478653E-11          3.211726705E-11
          3.119853428E-02          2.914580132E-04          1.752009615E-04          1.146973325E-05          1.022159650E-06          8.067909103E-09          3.130525454E-09          7.586583228E-11          2.576649198E-11
          3.203329539E-02          2.893786530E-04          1.796161150E-04          1.194055456E-05          1.074735175E-06          8.715430720E-09          3.377508409E-09          1.006599467E-10          1.868891350E-11
          3.286805650E-02          2.872251113E-04          1.840204045E-04          1.241811518E-05          1.128491025E-06          9.396435005E-09          3.645336399E-09          1.154430914E-10          1.267591327E-11
          3.370281760E-02          2.850044108E-04          1.884140235E-04          1.290235128E-05          1.183422994E-06          1.010851204E-08          3.933669068E-09          1.200497095E-10          1.573207264E-11
          3.453757871E-02          2.827231231E-04          1.927971621E-04          1.339319817E-05          1.239530445E-06          1.084695276E-08          4.239867472E-09          1.202020992E-10          2.590362755E-11
          3.550643553E-02          2.800072873E-04          1.978715154E-04          1.397109401E-05          1.306126152E-06          1.173073830E-08          4.613682313E-09          1.235261199E-10          3.825040918E-11
          3.647529234E-02          2.772263234E-04          2.029323031E-04          1.455769345E-05          1.374309108E-06          1.263624515E-08          5.002851296E-09          1.377712007E-10          4.737727043E-11
          3.744414916E-02          2.743879117E-04          2.079798198E-04          1.515288401E-05          1.444083197E-06          1.355726458E-08          5.402954269E-09          1.643803378E-10          5.195253668E-11
          3.841300597E-02          2.714991119E-04          2.130143539E-04          1.575655322E-05          1.515453092E-06          1.448833075E-08          5.809461831E-09          2.026018406E-10          5.116954225E-11
          3.938186278E-02          2.685664963E-04          2.180361842E-04          1.636859218E-05          1.588423082E-06          1.542569333E-08          6.219068109E-09          2.521885288E-10          4.638815596E-11
          4.017660899E-02          2.661326633E-04          2.221462578E-04          1.687682517E-05          1.649475979E-06          1.619820106E-08          6.556062461E-09          3.029198114E-10          4.038159742E-11
          4.097135520E-02          2.636770906E-04          2.262481017E-04          1.739058223E-05          1.711606456E-06          1.697464752E-08          6.894151958E-09          3.629865227E-10          3.534672025E-11
          4.176610140E-02          2.612031859E-04          2.303418470E-04          1.790982682E-05          1.774812347E-06          1.775663881E-08          7.234508649E-09          4.318091359E-10          3.426940448E-11
          4.256084761E-02          2.587142978E-04          2.344276169E-04          1.843452926E-05          1.839089666E-06          1.854679784E-08          7.579350348E-09          5.068051142E-10          3.943077480E-11
          4.335559381E-02          2.562137266E-04          2.385055259E-04          1.896466628E-05          1.904432545E-06          1.934850621E-08          7.931838488E-09          5.839658236E-10          4.907111277E-11
          4.415034002E-02          2.537046537E-04          2.425756832E-04          1.950021762E-05          1.970834001E-06          2.016529429E-08          8.295499151E-09          6.587879382E-10          6.001671809E-11
          4.505109114E-02          2.508543545E-04          2.471794940E-04          2.011371810E-05          2.047364084E-06          2.111264152E-08          8.724506306E-09          7.367664215E-10          7.104047559E-11
          4.505119114E-02          2.508540378E-04          2.471800045E-04          2.011378659E-05          2.047372655E-06          2.111274808E-08          8.724555020E-09          7.367745754E-10          7.104153978E-11
          4.505129114E-02          2.508537211E-04          2.471805151E-04          2.011385508E-05          2.047381226E-06          2.111285463E-08          8.724603735E-09          7.367827292E-10          7.104260392E-11
          4.519833233E-02          2.503880295E-04          2.479311331E-04          2.021465978E-05          2.060002048E-06          2.126987349E-08          8.796507363E-09          7.486414431E-10          7.255976758E-11
          4.534537352E-02          2.499222707E-04          2.486814945E-04          2.031564781E-05          2.072658644E-06          2.142758550E-08          8.868960579E-09          7.602368895E-10          7.397839700E-11
          4.549241471E-02          2.494564609E-04          2.494316000E-04          2.041681900E-05          2.085350984E-06          2.158599922E-08          8.941969451E-09          7.715662333E-10          7.529304607E-11
          4.604442384E-02          2.477075640E-04          2.522453079E-04          2.079825835E-05          2.133317959E-06          2.218707808E-08          9.221071361E-09          8.117315130E-10          7.922960380E-11
          4.659643298E-02          2.459590069E-04          2.550554562E-04          2.118226598E-05          2.181786824E-06          2.279847839E-08          9.508188457E-09          8.482853201E-10          8.145560109E-11
          4.714844211E-02          2.442115732E-04          2.578620811E-04          2.156883126E-05          2.230756352E-06          2.342040598E-08          9.803228360E-09          8.816499258E-10          8.189676426E-11
          4.770045125E-02          2.424660242E-04          2.606652186E-04          2.195794301E-05          2.280225499E-06          2.405297377E-08          1.010587744E-08          9.125041264E-10          8.058832949E-11
          4.838026776E-02          2.403199933E-04          2.641126311E-04          2.244062802E-05          2.341833618E-06          2.484661757E-08          1.048828068E-08          9.483663256E-10          7.678918673E-11
          4.906008427E-02          2.381792279E-04          2.675548746E-04          2.292713512E-05          2.404197301E-06          2.565616884E-08          1.088020514E-08          9.835733533E-10          7.104216613E-11
          4.973990078E-02          2.360449729E-04          2.709920149E-04          2.341744261E-05          2.467316395E-06          2.648108906E-08          1.128052898E-08          1.019657970E-09          6.400178296E-11
          5.041971730E-02          2.339184147E-04          2.744241170E-04          2.391152927E-05          2.531191534E-06          2.732052773E-08          1.168828917E-08          1.057865573E-09          5.647530769E-11
          5.109953381E-02          2.318006965E-04          2.778512451E-04          2.440937470E-05          2.595824156E-06          2.817341490E-08          1.210262528E-08          1.099158143E-09          4.948038670E-11
          5.209160845E-02          2.287283798E-04          2.828437512E-04          2.514259837E-05          2.691508336E-06          2.943940307E-08          1.271762267E-08          1.166391946E-09          4.253114489E-11
          5.308368309E-02          2.256804883E-04          2.878259926E-04          2.588372647E-05          2.788820298E-06          3.072627797E-08          1.334347432E-08          1.243061227E-09          4.133698797E-11
          5.407575773E-02          2.226601428E-04          2.927981570E-04          2.663270411E-05          2.887772774E-06          3.202848884E-08          1.397921848E-08          1.329680245E-09          4.482728468E-11
          5.506783236E-02          2.196703549E-04          2.977604259E-04          2.738948029E-05          2.988378610E-06          3.334128712E-08          1.462446907E-08          1.426066319E-09          5.098910226E-11
          5.605990700E-02          2.167140652E-04          3.027129729E-04          2.815400797E-05          3.090646047E-06          3.466278663E-08          1.527923323E-08          1.531571514E-09          6.042228764E-11
          5.705198164E-02          2.137941454E-04          3.076559635E-04          2.892624392E-05          3.194578966E-06          3.599356996E-08          1.594396240E-08          1.645108839E-09          7.543456423E-11
          5.869828728E-02          2.090364609E-04          3.158379771E-04          3.022464114E-05          3.370722058E-06          3.823129436E-08          1.707168839E-08          1.846985254E-09          1.136392257E-10
          6.034459292E-02          2.043990958E-04          3.239947704E-04          3.154399699E-05          3.551416623E-06          4.052791152E-08          1.823634002E-08          2.057676034E-09          1.573046360E-10
          6.199089856E-02          1.998937366E-04          3.321269696E-04          3.288416450E-05          3.736618521E-06          4.290984413E-08          1.944637333E-08          2.268302328E-09          1.897828771E-10
          6.363720421E-02          1.955309987E-04          3.402351904E-04          3.424499693E-05          3.926308527E-06          4.538902194E-08          2.070812464E-08          2.474479379E-09          2.039893142E-10
          6.528350985E-02          1.913206482E-04          3.483200263E-04          3.562635157E-05          4.120489145E-06          4.796693328E-08          2.202556578E-08          2.675583073E-09          2.018556798E-10
          6.692981549E-02          1.872716009E-04          3.563820550E-04          3.702808516E-05          4.319180512E-06          5.063567513E-08          2.340083502E-08          2.875065796E-09          1.914492999E-10
          6.857612113E-02          1.833920833E-04          3.644218422E-04          3.845005678E-05          4.522416907E-06          5.338539236E-08          2.483168581E-08          3.077915452E-09          1.809582760E-10
          7.022242677E-02          1.796895393E-04          3.724399550E-04          3.989211774E-05          4.730237389E-06          5.620458593E-08          2.631266465E-08          3.291637182E-09          1.759599774E-10
          7.186873241E-02          1.761707722E-04          3.804369499E-04          4.135412041E-05          4.942686574E-06          5.908370305E-08          2.783558964E-08          3.522533240E-09          1.798321686E-10
          7.381607429E-02          1.722542285E-04          3.898697140E-04          4.310900407E-05          5.200018652E-06          6.255561397E-08          2.967946597E-08          3.826449557E-09          2.002999098E-10
          7.576341617E-02          1.686125812E-04          3.992745026E-04          4.489137920E-05          5.463931649E-06          6.610144256E-08          3.156529343E-08          4.164446681E-09          2.375750966E-10
          7.771075805E-02          1.652537375E-04          4.086520424E-04          4.670108019E-05          5.734431356E-06          6.973570552E-08          3.349943881E-08          4.532696571E-09          2.850877887E-10
          7.965809993E-02          1.621842186E-04          4.180029823E-04          4.853797761E-05          6.011496060E-06          7.348350104E-08          3.549696640E-08          4.919761618E-09          3.283220667E-10
          8.160544181E-02          1.594088171E-04          4.273279326E-04          5.040195422E-05          6.295110629E-06          7.736326420E-08          3.757213106E-08          5.318529456E-09          3.584005741E-10
          8.355278369E-02          1.569305583E-04          4.366274960E-04          5.229289315E-05          6.585293839E-06          8.138190857E-08          3.973477771E-08          5.723245917E-09          3.729363219E-10
          8.550012556E-02          1.547506630E-04          4.459022568E-04          5.421067714E-05          6.882089913E-06          8.553524352E-08          4.198963580E-08          6.135877089E-09          3.803185610E-10
          8.744746744E-02          1.528684677E-04          4.551527881E-04          5.615518347E-05          7.185561499E-06          8.981517531E-08          4.433839507E-08          6.558414095E-09          3.863419338E-10
          8.939480932E-02          1.512812903E-04          4.643796638E-04          5.812627590E-05          7.495774158E-06          9.421408590E-08          4.677565944E-08          6.998536409E-09          3.965196319E-10
          9.134215120E-02          1.499844716E-04          4.735834547E-04          6.012380267E-05          7.812797327E-06          9.872617119E-08          4.929114549E-08          7.464993802E-09          4.127044780E-10
