

  ylabel = xi^psi_m

                      psi                      m=1                      m=2                      m=3                      m=4                      m=5                      m=6                      m=7                      m=8
          9.571077055E-01          4.260046180E-04          5.917920992E-04          3.345667570E-04          2.355328306E-03          4.519627616E-03          1.790776389E-03          4.081263793E-04          1.493207136E-04
          9.583041925E-01          4.254459782E-04          5.929633970E-04          3.326496711E-04          2.315783458E-03          4.577765005E-03          1.831146611E-03          4.154139078E-04          1.473937794E-04
          9.595006794E-01          4.248504056E-04          5.941136198E-04          3.308996181E-04          2.274598842E-03          4.635661282E-03          1.873640215E-03          4.235463046E-04          1.453159198E-04
          9.606971663E-01          4.242016315E-04          5.952296579E-04          3.293892413E-04          2.231587033E-03          4.693237573E-03          1.918565247E-03          4.326635019E-04          1.431321450E-04
          9.618936532E-01          4.234845156E-04          5.962959691E-04          3.281924020E-04          2.186582908E-03          4.750399439E-03          1.966242420E-03          4.429041214E-04          1.408971396E-04
          9.630901402E-01          4.226865608E-04          5.972930895E-04          3.273802598E-04          2.139432513E-03          4.807030870E-03          2.016976241E-03          4.543936827E-04          1.386744731E-04
          9.642866271E-01          4.217981963E-04          5.981970152E-04          3.270189612E-04          2.089980658E-03          4.862990480E-03          2.071048879E-03          4.672418063E-04          1.365372393E-04
          9.654831140E-01          4.208122118E-04          5.989791574E-04          3.271686123E-04          2.038061528E-03          4.918112420E-03          2.128730039E-03          4.815455580E-04          1.345703972E-04
          9.666796010E-01          4.197219318E-04          5.996063454E-04          3.278860705E-04          1.983481185E-03          4.972221962E-03          2.190314452E-03          4.974032142E-04          1.328751397E-04
          9.678760879E-01          4.185197672E-04          6.000411933E-04          3.292262863E-04          1.926016775E-03          5.025144049E-03          2.256161611E-03          5.149283667E-04          1.315745523E-04
          9.688724838E-01          4.174277016E-04          6.002266539E-04          3.308539390E-04          1.875793414E-03          5.068171784E-03          2.314553691E-03          5.308866897E-04          1.308977866E-04
          9.698688796E-01          4.162485792E-04          6.002228871E-04          3.329752001E-04          1.823269765E-03          5.110112731E-03          2.376470031E-03          5.481669163E-04          1.306938152E-04
          9.708652755E-01          4.149790852E-04          5.999991424E-04          3.356152695E-04          1.768297409E-03          5.150809169E-03          2.442201130E-03          5.668443272E-04          1.310710554E-04
          9.718616713E-01          4.136169615E-04          5.995206292E-04          3.387979681E-04          1.710719637E-03          5.190062944E-03          2.512054416E-03          5.869917893E-04          1.321477130E-04
          9.728580672E-01          4.121607912E-04          5.987482736E-04          3.425475531E-04          1.650374897E-03          5.227632547E-03          2.586360830E-03          6.086806402E-04          1.340518901E-04
          9.738544631E-01          4.106091553E-04          5.976370123E-04          3.468939439E-04          1.587077425E-03          5.263246333E-03          2.665494017E-03          6.319884460E-04          1.369222862E-04
          9.746604830E-01          4.092827160E-04          5.964545474E-04          3.508730569E-04          1.533566742E-03          5.290429458E-03          2.733335435E-03          6.520897721E-04          1.400546106E-04
          9.754665030E-01          4.078912730E-04          5.949855308E-04          3.552923288E-04          1.477869630E-03          5.315979995E-03          2.804879965E-03          6.733657497E-04          1.440047893E-04
          9.762725230E-01          4.064337690E-04          5.931964010E-04          3.601796334E-04          1.419878488E-03          5.339715333E-03          2.880412798E-03          6.958760387E-04          1.488652160E-04
          9.770785429E-01          4.049098320E-04          5.910499782E-04          3.655662228E-04          1.359490948E-03          5.361427274E-03          2.960234029E-03          7.196804007E-04          1.547328156E-04
          9.778845629E-01          4.033202609E-04          5.885045227E-04          3.714880944E-04          1.296604025E-03          5.380857021E-03          3.044657150E-03          7.448376985E-04          1.617078769E-04
          9.785438287E-01          4.019725910E-04          5.860940965E-04          3.767589045E-04          1.243246307E-03          5.394834404E-03          3.117359543E-03          7.664612962E-04          1.683098888E-04
          9.792030946E-01          4.005835826E-04          5.833588500E-04          3.824438939E-04          1.188111857E-03          5.406879067E-03          3.193553491E-03          7.890644912E-04          1.757849545E-04
          9.798623604E-01          3.991543708E-04          5.802674948E-04          3.885785092E-04          1.131143725E-03          5.416790845E-03          3.273458135E-03          8.126935141E-04          1.842012440E-04
          9.805216263E-01          3.976858117E-04          5.767848338E-04          3.952057596E-04          1.072279502E-03          5.424376634E-03          3.357322749E-03          8.374098291E-04          1.936354770E-04
          9.810636059E-01          3.964495250E-04          5.736017537E-04          4.010580014E-04          1.022429891E-03          5.428742013E-03          3.429428505E-03          8.585978318E-04          2.022143554E-04
          9.816055854E-01          3.951874429E-04          5.701057097E-04          4.073078854E-04          9.712457678E-04          5.431322961E-03          3.504565330E-03          8.806260148E-04          2.115931651E-04
          9.821475650E-01          3.939000950E-04          5.662723757E-04          4.139896638E-04          9.187197712E-04          5.432032636E-03          3.582907221E-03          9.035548363E-04          2.218297972E-04
          9.826895446E-01          3.925885342E-04          5.620747283E-04          4.211420289E-04          8.648495064E-04          5.430752849E-03          3.664633376E-03          9.274522019E-04          2.329844883E-04
          9.831162987E-01          3.915398630E-04          5.584937091E-04          4.271334032E-04          8.214898052E-04          5.428234563E-03          3.731487880E-03          9.470008379E-04          2.424543342E-04
          9.835430527E-01          3.904783269E-04          5.546527796E-04          4.334673196E-04          7.773121019E-04          5.424266214E-03          3.800650366E-03          9.672404075E-04          2.525631744E-04
          9.839698068E-01          3.894053385E-04          5.505349438E-04          4.401702343E-04          7.323336098E-04          5.418694237E-03          3.872221046E-03          9.882196672E-04          2.633426005E-04
          9.843120333E-01          3.885376185E-04          5.470200653E-04          4.458319857E-04          6.957013820E-04          5.412953762E-03          3.931429483E-03          1.005616755E-03          2.724942498E-04
          9.846542598E-01          3.876642457E-04          5.433041778E-04          4.517669720E-04          6.585833074E-04          5.405998826E-03          3.992322282E-03          1.023563709E-03          2.821180934E-04
          9.849964863E-01          3.867860076E-04          5.393755246E-04          4.579932636E-04          6.209999947E-04          5.397764062E-03          4.054970622E-03          1.042104064E-03          2.922348267E-04
          9.852691888E-01          3.860832435E-04          5.360843909E-04          4.631758054E-04          5.907395252E-04          5.390258382E-03          4.106199633E-03          1.057336578E-03          3.006640332E-04
          9.855418914E-01          3.853783602E-04          5.326437479E-04          4.685649713E-04          5.602270150E-04          5.381916200E-03          4.158632791E-03          1.073008188E-03          3.094323416E-04
          9.858145939E-01          3.846718525E-04          5.290469689E-04          4.741703071E-04          5.294952033E-04          5.372775054E-03          4.212311891E-03          1.089152950E-03          3.185524417E-04
          9.860276426E-01          3.841191223E-04          5.261240632E-04          4.787057970E-04          5.053618295E-04          5.365138473E-03          4.255142467E-03          1.102119981E-03          3.259308121E-04
          9.862406914E-01          3.835660733E-04          5.230985782E-04          4.833829739E-04          4.811490036E-04          5.357156546E-03          4.298778191E-03          1.115419513E-03          3.335382228E-04
          9.864537401E-01          3.830131423E-04          5.199670712E-04          4.882059652E-04          4.568893260E-04          5.348945026E-03          4.343238548E-03          1.129073692E-03          3.413804744E-04
          9.864538401E-01          3.830128829E-04          5.199655759E-04          4.882082639E-04          4.568779340E-04          5.348941141E-03          4.343259613E-03          1.129080188E-03          3.413842114E-04
          9.864539401E-01          3.830126234E-04          5.199640805E-04          4.882105626E-04          4.568665420E-04          5.348937257E-03          4.343280679E-03          1.129086684E-03          3.413879484E-04
          9.864825751E-01          3.829383440E-04          5.195348979E-04          4.888701527E-04          4.536044029E-04          5.347824572E-03          4.349320420E-03          1.130950257E-03          3.424602215E-04
          9.865112100E-01          3.828640783E-04          5.191037253E-04          4.895324591E-04          4.503422265E-04          5.346711201E-03          4.355375460E-03          1.132820735E-03          3.435368447E-04
          9.865398449E-01          3.827898277E-04          5.186705533E-04          4.901974916E-04          4.470801207E-04          5.345597655E-03          4.361445848E-03          1.134698183E-03          3.446178291E-04
          9.866048176E-01          3.826214184E-04          5.176802223E-04          4.917166110E-04          4.396792436E-04          5.343073028E-03          4.375276746E-03          1.138984284E-03          3.470868142E-04
          9.866697903E-01          3.824531184E-04          5.166794302E-04          4.932499306E-04          4.322806442E-04          5.340557134E-03          4.389187522E-03          1.143307387E-03          3.495784249E-04
          9.867347630E-01          3.822849509E-04          5.156680597E-04          4.947975639E-04          4.248857382E-04          5.338057313E-03          4.403178782E-03          1.147668283E-03          3.520927652E-04
          9.867997357E-01          3.821169416E-04          5.146459868E-04          4.963596256E-04          4.174960221E-04          5.335581855E-03          4.417251157E-03          1.152067802E-03          3.546299271E-04
          9.868838408E-01          3.818997397E-04          5.133068407E-04          4.984032807E-04          4.079405619E-04          5.332428683E-03          4.435588926E-03          1.157821613E-03          3.579482146E-04
          9.869679459E-01          3.816829182E-04          5.119492467E-04          5.004715608E-04          3.984000892E-04          5.329354479E-03          4.454065210E-03          1.163643566E-03          3.613049853E-04
          9.870520510E-01          3.814665538E-04          5.105728885E-04          5.025647230E-04          3.888785102E-04          5.326385423E-03          4.472681597E-03          1.169535742E-03          3.647002977E-04
          9.871361561E-01          3.812507336E-04          5.091774267E-04          5.046830274E-04          3.793800133E-04          5.323551750E-03          4.491439786E-03          1.175500348E-03          3.681341385E-04
          9.872202612E-01          3.810355570E-04          5.077624946E-04          5.068267394E-04          3.699090923E-04          5.320888867E-03          4.510341617E-03          1.181539736E-03          3.716064103E-04
          9.873216007E-01          3.807773044E-04          5.060311890E-04          5.094438647E-04          3.585409229E-04          5.317966833E-03          4.533310390E-03          1.188919613E-03          3.758409623E-04
          9.874229402E-01          3.805203836E-04          5.042702615E-04          5.120987507E-04          3.472288684E-04          5.315441671E-03          4.556494530E-03          1.196416517E-03          3.801304163E-04
          9.875242797E-01          3.802650726E-04          5.024788350E-04          5.147918885E-04          3.359827060E-04          5.313422827E-03          4.579898492E-03          1.204035760E-03          3.844738307E-04
          9.876256192E-01          3.800117081E-04          5.006559007E-04          5.175237763E-04          3.248129092E-04          5.312048441E-03          4.603527428E-03          1.211783306E-03          3.888698157E-04
          9.877053125E-01          3.798140973E-04          4.991994484E-04          5.196996756E-04          3.160897985E-04          5.311533801E-03          4.622271170E-03          1.217970522E-03          3.923624576E-04
          9.877850059E-01          3.796181919E-04          4.977220998E-04          5.219000884E-04          3.074261816E-04          5.311635415E-03          4.641161311E-03          1.224245149E-03          3.958850578E-04
          9.878498585E-01          3.794602331E-04          4.965038865E-04          5.237089855E-04          3.004235090E-04          5.312267410E-03          4.656644611E-03          1.229418914E-03          3.987725785E-04
          9.879147111E-01          3.793037989E-04          4.952707778E-04          5.255343797E-04          2.934664045E-04          5.313490670E-03          4.672230317E-03          1.234656416E-03          4.016775516E-04
          9.879677459E-01          3.791771717E-04          4.942508717E-04          5.270394647E-04          2.878125176E-04          5.315006736E-03          4.685054229E-03          1.238989242E-03          4.040650280E-04
          9.880207806E-01          3.790518873E-04          4.932201843E-04          5.285556726E-04          2.821914993E-04          5.317060431E-03          4.697950821E-03          1.243369192E-03          4.064619851E-04
          9.880634811E-01          3.789521266E-04          4.923821717E-04          5.297845214E-04          2.776899277E-04          5.319152973E-03          4.708388878E-03          1.246931726E-03          4.083977855E-04
          9.881061815E-01          3.788534947E-04          4.915365471E-04          5.310205693E-04          2.732096931E-04          5.321671271E-03          4.718877190E-03          1.250528251E-03          4.103378253E-04
          9.881403469E-01          3.787754975E-04          4.908542170E-04          5.320147129E-04          2.696398557E-04          5.324000210E-03          4.727306505E-03          1.253431764E-03          4.118923090E-04
          9.881745122E-01          3.786984269E-04          4.901665419E-04          5.330134062E-04          2.660824479E-04          5.326586909E-03          4.735770329E-03          1.256359687E-03          4.134479011E-04
          9.882017070E-01          3.786378267E-04          4.896151596E-04          5.338115585E-04          2.632589015E-04          5.328781838E-03          4.742532917E-03          1.258708764E-03          4.146862191E-04
          9.882289018E-01          3.785779732E-04          4.890600323E-04          5.346125201E-04          2.604414822E-04          5.331001296E-03          4.749319117E-03          1.261075357E-03          4.159239166E-04
          9.882504330E-01          3.785311793E-04          4.886177139E-04          5.352486331E-04          2.582142549E-04          5.332654619E-03          4.754709481E-03          1.262962348E-03          4.169028552E-04
          9.882719642E-01          3.784849771E-04          4.881727749E-04          5.358864376E-04          2.559890465E-04          5.334023313E-03          4.760115956E-03          1.264861912E-03          4.178803360E-04
          9.882742815E-01          3.784800429E-04          4.881247256E-04          5.359551799E-04          2.557496292E-04          5.334141604E-03          4.760698816E-03          1.265067141E-03          4.179854224E-04
          9.882765988E-01          3.784751166E-04          4.880766440E-04          5.360239413E-04          2.555102189E-04          5.334252280E-03          4.761281873E-03          1.265272527E-03          4.180904834E-04
          9.882789161E-01          3.784701982E-04          4.880285295E-04          5.360927216E-04          2.552708132E-04          5.334354814E-03          4.761865129E-03          1.265478073E-03          4.181955177E-04
          9.882812334E-01          3.784652879E-04          4.879803820E-04          5.361615207E-04          2.550314101E-04          5.334448525E-03          4.762448583E-03          1.265683781E-03          4.183005243E-04
          9.882835506E-01          3.784603857E-04          4.879322013E-04          5.362303387E-04          2.547920074E-04          5.334532691E-03          4.763032238E-03          1.265889651E-03          4.184055021E-04
          9.882881852E-01          3.784506065E-04          4.878357389E-04          5.363680307E-04          2.543131945E-04          5.334669248E-03          4.764200155E-03          1.266301888E-03          4.186153670E-04
          9.882928198E-01          3.784408615E-04          4.877391401E-04          5.365057970E-04          2.538343555E-04          5.334757576E-03          4.765368890E-03          1.266714796E-03          4.188251032E-04
          9.882974543E-01          3.784311517E-04          4.876424024E-04          5.366436370E-04          2.533554700E-04          5.334789604E-03          4.766538453E-03          1.267128389E-03          4.190347006E-04
          9.883020889E-01          3.784214785E-04          4.875455235E-04          5.367815498E-04          2.528765162E-04          5.334755893E-03          4.767708857E-03          1.267542684E-03          4.192441487E-04
          9.883067234E-01          3.784118430E-04          4.874485005E-04          5.369195349E-04          2.523974701E-04          5.334645363E-03          4.768880114E-03          1.267957695E-03          4.194534362E-04
          9.883137069E-01          3.783973981E-04          4.873020267E-04          5.371275869E-04          2.516754064E-04          5.334304208E-03          4.770646620E-03          1.268584433E-03          4.197684622E-04
          9.883206903E-01          3.783830468E-04          4.871552085E-04          5.373357982E-04          2.509529760E-04          5.333702788E-03          4.772415145E-03          1.269212905E-03          4.200830498E-04
          9.883276737E-01          3.783687944E-04          4.870080337E-04          5.375441655E-04          2.502300670E-04          5.332768200E-03          4.774185745E-03          1.269843185E-03          4.203971471E-04
          9.883346571E-01          3.783546471E-04          4.868604887E-04          5.377526855E-04          2.495065514E-04          5.331403964E-03          4.775958484E-03          1.270475355E-03          4.207106955E-04
          9.883416405E-01          3.783406119E-04          4.867125580E-04          5.379613543E-04          2.487822809E-04          5.329480146E-03          4.777733433E-03          1.271109513E-03          4.210236280E-04
          9.883486239E-01          3.783266967E-04          4.865642238E-04          5.381701680E-04          2.480570831E-04          5.326818382E-03          4.779510676E-03          1.271745767E-03          4.213358670E-04
          9.883544022E-01          3.783152802E-04          4.864411687E-04          5.383430518E-04          2.474561929E-04          5.323883138E-03          4.780983009E-03          1.272273895E-03          4.215936327E-04
          9.883601804E-01          3.783039581E-04          4.863178097E-04          5.385160293E-04          2.468543957E-04          5.320077763E-03          4.782457039E-03          1.272803630E-03          4.218508023E-04
          9.883659586E-01          3.782927372E-04          4.861941310E-04          5.386890978E-04          2.462515353E-04          5.315133168E-03          4.783932838E-03          1.273335072E-03          4.221073064E-04
          9.883705573E-01          3.782838846E-04          4.860954588E-04          5.388269004E-04          2.457708580E-04          5.310136749E-03          4.785108694E-03          1.273759325E-03          4.223109200E-04
          9.883751561E-01          3.782751056E-04          4.859965618E-04          5.389647579E-04          2.452892836E-04          5.303917705E-03          4.786285771E-03          1.274184799E-03          4.225140127E-04
          9.883797548E-01          3.782664057E-04          4.858974276E-04          5.391026691E-04          2.448066866E-04          5.296115149E-03          4.787464124E-03          1.274611575E-03          4.227165288E-04
          9.883834067E-01          3.782595572E-04          4.858185247E-04          5.392122247E-04          2.444226228E-04          5.288462514E-03          4.788400828E-03          1.274951474E-03          4.228768963E-04
          9.883870586E-01          3.782527659E-04          4.857394546E-04          5.393218138E-04          2.440377365E-04          5.279147971E-03          4.789338415E-03          1.275292308E-03          4.230368206E-04
          9.883907105E-01          3.782460357E-04          4.856602073E-04          5.394314367E-04          2.436519287E-04          5.267697555E-03          4.790276929E-03          1.275634141E-03          4.231962568E-04
          9.883936156E-01          3.782407286E-04          4.855970322E-04          5.395186660E-04          2.433442856E-04          5.256632559E-03          4.791024210E-03          1.275906831E-03          4.233227044E-04
          9.883965207E-01          3.782354657E-04          4.855337309E-04          5.396059182E-04          2.430359191E-04          5.243346438E-03          4.791772138E-03          1.276180245E-03          4.234487790E-04
          9.883994258E-01          3.782302501E-04          4.854702954E-04          5.396931947E-04          2.427267514E-04          5.227220396E-03          4.792520749E-03          1.276454437E-03          4.235744444E-04
          9.884017388E-01          3.782261335E-04          4.854196849E-04          5.397627046E-04          2.424799534E-04          5.211787832E-03          4.793117321E-03          1.276673350E-03          4.236741806E-04
          9.884040519E-01          3.782220510E-04          4.853689781E-04          5.398322331E-04          2.422325373E-04          5.193421757E-03          4.793714374E-03          1.276892831E-03          4.237736051E-04
          9.884063650E-01          3.782180050E-04          4.853181684E-04          5.399017823E-04          2.419844419E-04          5.171318027E-03          4.794311934E-03          1.277112925E-03          4.238726886E-04
          9.884082068E-01          3.782148110E-04          4.852776324E-04          5.399571785E-04          2.417863611E-04          5.150315806E-03          4.794788131E-03          1.277288648E-03          4.239513177E-04
          9.884100486E-01          3.782116432E-04          4.852370220E-04          5.400125923E-04          2.415877637E-04          5.125475151E-03          4.795264687E-03          1.277464822E-03          4.240296878E-04
          9.884118904E-01          3.782085033E-04          4.851963320E-04          5.400680268E-04          2.413886019E-04          5.095756055E-03          4.795741625E-03          1.277641484E-03          4.241077748E-04
          9.884133565E-01          3.782060252E-04          4.851638829E-04          5.401121688E-04          2.412296341E-04          5.067672339E-03          4.796121545E-03          1.277782479E-03          4.241697089E-04
          9.884148225E-01          3.782035670E-04          4.851313759E-04          5.401563293E-04          2.410702421E-04          5.034603705E-03          4.796501736E-03          1.277923835E-03          4.242314285E-04
          9.884162885E-01          3.782011298E-04          4.850988067E-04          5.402005120E-04          2.409103892E-04          4.995211356E-03          4.796882215E-03          1.278065584E-03          4.242929136E-04
          9.884174552E-01          3.781992063E-04          4.850728412E-04          5.402356906E-04          2.407828249E-04          4.958135829E-03          4.797185210E-03          1.278178688E-03          4.243416586E-04
          9.884186218E-01          3.781972977E-04          4.850468302E-04          5.402708895E-04          2.406549175E-04          4.914622727E-03          4.797488411E-03          1.278292085E-03          4.243902260E-04
          9.884197884E-01          3.781954049E-04          4.850207702E-04          5.403061129E-04          2.405266390E-04          4.862954659E-03          4.797791830E-03          1.278405801E-03          4.244385990E-04
          9.884207166E-01          3.781939108E-04          4.849999994E-04          5.403341574E-04          2.404242957E-04          4.814473268E-03          4.798033394E-03          1.278496520E-03          4.244769321E-04
          9.884216448E-01          3.781924277E-04          4.849791925E-04          5.403622244E-04          2.403216787E-04          4.757714430E-03          4.798275115E-03          1.278587480E-03          4.245151178E-04
          9.884225729E-01          3.781909560E-04          4.849583465E-04          5.403903184E-04          2.402187669E-04          4.690481310E-03          4.798517002E-03          1.278678702E-03          4.245531420E-04
          9.884233113E-01          3.781897939E-04          4.849417339E-04          5.404126898E-04          2.401366764E-04          4.627537902E-03          4.798709546E-03          1.278751472E-03          4.245832630E-04
          9.884240496E-01          3.781886397E-04          4.849250922E-04          5.404350858E-04          2.400543704E-04          4.553986043E-03          4.798902210E-03          1.278824442E-03          4.246132611E-04
          9.884247879E-01          3.781874937E-04          4.849084192E-04          5.404575115E-04          2.399718332E-04          4.467021440E-03          4.799095002E-03          1.278897631E-03          4.246431244E-04
          9.884253752E-01          3.781865881E-04          4.848951336E-04          5.404753734E-04          2.399060087E-04          4.385748679E-03          4.799248440E-03          1.278956015E-03          4.246667710E-04
          9.884259624E-01          3.781856880E-04          4.848818244E-04          5.404932621E-04          2.398400167E-04          4.290914857E-03          4.799401971E-03          1.279014567E-03          4.246903146E-04
          9.884265497E-01          3.781847933E-04          4.848684897E-04          5.405111827E-04          2.397738460E-04          4.178946270E-03          4.799555601E-03          1.279073304E-03          4.247137448E-04
          9.884270167E-01          3.781840858E-04          4.848578647E-04          5.405254621E-04          2.397210843E-04          4.074445923E-03          4.799677858E-03          1.279120164E-03          4.247322898E-04
          9.884274838E-01          3.781833817E-04          4.848472204E-04          5.405397702E-04          2.396681945E-04          3.952643951E-03          4.799800186E-03          1.279167167E-03          4.247507476E-04
          9.884279508E-01          3.781826810E-04          4.848365550E-04          5.405541121E-04          2.396151688E-04          3.808991863E-03          4.799922591E-03          1.279214329E-03          4.247691093E-04
          9.884283222E-01          3.781821262E-04          4.848280570E-04          5.405655462E-04          2.395728980E-04          3.675061963E-03          4.800019989E-03          1.279251960E-03          4.247836354E-04
          9.884286936E-01          3.781815733E-04          4.848195430E-04          5.405770105E-04          2.395305311E-04          3.519092199E-03          4.800117442E-03          1.279289716E-03          4.247980871E-04
          9.884290651E-01          3.781810221E-04          4.848110114E-04          5.405885105E-04          2.394880631E-04          3.335299332E-03          4.800214954E-03          1.279327609E-03          4.248124564E-04
          9.884293604E-01          3.781805849E-04          4.848042133E-04          5.405976855E-04          2.394542169E-04          3.164083398E-03          4.800292539E-03          1.279357853E-03          4.248238175E-04
          9.884296557E-01          3.781801484E-04          4.847974017E-04          5.406068922E-04          2.394203006E-04          2.964825040E-03          4.800370167E-03          1.279388206E-03          4.248351144E-04
          9.884299511E-01          3.781797123E-04          4.847905752E-04          5.406161362E-04          2.393863111E-04          2.730176762E-03          4.800447839E-03          1.279418681E-03          4.248463397E-04
          9.884301859E-01          3.781793657E-04          4.847851353E-04          5.406235180E-04          2.393592301E-04          2.511724444E-03          4.800509636E-03          1.279443013E-03          4.248552088E-04
          9.884304208E-01          3.781790187E-04          4.847796839E-04          5.406309327E-04          2.393320997E-04          2.257625929E-03          4.800571465E-03          1.279467442E-03          4.248640216E-04
          9.884306556E-01          3.781786712E-04          4.847742197E-04          5.406383861E-04          2.393049188E-04          1.958552204E-03          4.800633328E-03          1.279491981E-03          4.248727716E-04
          9.884308424E-01          3.781783941E-04          4.847698647E-04          5.406443451E-04          2.392832698E-04          1.680258027E-03          4.800682544E-03          1.279511582E-03          4.248796788E-04
          9.884310291E-01          3.781781161E-04          4.847654998E-04          5.406503379E-04          2.392615881E-04          1.356685003E-03          4.800731785E-03          1.279531271E-03          4.248865360E-04
          9.884312158E-01          3.781778365E-04          4.847611237E-04          5.406563706E-04          2.392398740E-04          9.759938443E-04          4.800781052E-03          1.279551061E-03          4.248933373E-04
          9.884313643E-01          3.781776129E-04          4.847576353E-04          5.406612006E-04          2.392225863E-04          6.218906803E-04          4.800820245E-03          1.279566878E-03          4.248987001E-04
          9.884315128E-01          3.781773876E-04          4.847541381E-04          5.406660655E-04          2.392052793E-04          2.103061706E-04          4.800859457E-03          1.279582777E-03          4.249040180E-04
          9.884315804E-01          3.781772844E-04          4.847525427E-04          5.406682934E-04          2.391973939E-04          5.638469358E-15          4.800877315E-03          1.279590046E-03          4.249064227E-04
          9.884351983E-01          3.781690178E-04          4.847004915E-04          5.407158229E-04          2.388690543E-04          4.126548631E-04          4.801478274E-03          1.280009225E-03          4.250762728E-04
          9.884351999E-01          3.781690141E-04          4.847004706E-04          5.407158398E-04          2.388689161E-04          4.094593020E-04          4.801478516E-03          1.280009408E-03          4.250763474E-04
          9.884352015E-01          3.781690105E-04          4.847004497E-04          5.407158567E-04          2.388687779E-04          4.062748761E-04          4.801478758E-03          1.280009591E-03          4.250764220E-04
          9.884352046E-01          3.781690032E-04          4.847004079E-04          5.407158905E-04          2.388685015E-04          3.999341521E-04          4.801479242E-03          1.280009958E-03          4.250765712E-04
          9.884352077E-01          3.781689959E-04          4.847003661E-04          5.407159243E-04          2.388682251E-04          3.936390966E-04          4.801479725E-03          1.280010325E-03          4.250767205E-04
          9.884352108E-01          3.781689885E-04          4.847003243E-04          5.407159581E-04          2.388679487E-04          3.873904710E-04          4.801480209E-03          1.280010692E-03          4.250768697E-04
          9.884352326E-01          3.781689374E-04          4.847000323E-04          5.407161938E-04          2.388660172E-04          3.450790035E-04          4.801483589E-03          1.280013256E-03          4.250779138E-04
          9.884352544E-01          3.781688863E-04          4.846997407E-04          5.407164288E-04          2.388640867E-04          3.054433836E-04          4.801486968E-03          1.280015818E-03          4.250789589E-04
          9.884352763E-01          3.781688353E-04          4.846994493E-04          5.407166629E-04          2.388621571E-04          2.690263694E-04          4.801490346E-03          1.280018378E-03          4.250800051E-04
          9.884352981E-01          3.781687842E-04          4.846991582E-04          5.407168962E-04          2.388602286E-04          2.366362439E-04          4.801493723E-03          1.280020937E-03          4.250810522E-04
          9.884353689E-01          3.781686183E-04          4.846982149E-04          5.407176487E-04          2.388539745E-04          1.750807102E-04          4.801504677E-03          1.280029233E-03          4.250844580E-04
          9.884354397E-01          3.781684525E-04          4.846972744E-04          5.407183939E-04          2.388477305E-04          2.031593882E-04          4.801515620E-03          1.280037514E-03          4.250878735E-04
          9.884355105E-01          3.781682867E-04          4.846963364E-04          5.407191321E-04          2.388414963E-04          2.840848572E-04          4.801526552E-03          1.280045780E-03          4.250912983E-04
          9.884355814E-01          3.781681209E-04          4.846954008E-04          5.407198639E-04          2.388352718E-04          3.783827202E-04          4.801537474E-03          1.280054033E-03          4.250947320E-04
          9.884356522E-01          3.781679550E-04          4.846944676E-04          5.407205896E-04          2.388290569E-04          4.732932717E-04          4.801548384E-03          1.280062272E-03          4.250981740E-04
          9.884357489E-01          3.781677283E-04          4.846931968E-04          5.407215714E-04          2.388205847E-04          5.977345447E-04          4.801563267E-03          1.280073504E-03          4.251028874E-04
          9.884358456E-01          3.781675016E-04          4.846919300E-04          5.407225434E-04          2.388121295E-04          7.142626444E-04          4.801578132E-03          1.280084714E-03          4.251076150E-04
          9.884359423E-01          3.781672746E-04          4.846906670E-04          5.407235061E-04          2.388036908E-04          8.227034096E-04          4.801592979E-03          1.280095905E-03          4.251123561E-04
          9.884360391E-01          3.781670475E-04          4.846894077E-04          5.407244603E-04          2.387952683E-04          9.234989149E-04          4.801607808E-03          1.280107076E-03          4.251171100E-04
          9.884361358E-01          3.781668202E-04          4.846881517E-04          5.407254065E-04          2.387868615E-04          1.017249042E-03          4.801622621E-03          1.280118229E-03          4.251218760E-04
          9.884362611E-01          3.781665252E-04          4.846865287E-04          5.407266218E-04          2.387759880E-04          1.129277473E-03          4.801641796E-03          1.280132660E-03          4.251280705E-04
          9.884363865E-01          3.781662298E-04          4.846849110E-04          5.407278256E-04          2.387651395E-04          1.231736537E-03          4.801660945E-03          1.280147065E-03          4.251342834E-04
          9.884365118E-01          3.781659340E-04          4.846832982E-04          5.407290187E-04          2.387543153E-04          1.325724739E-03          4.801680068E-03          1.280161445E-03          4.251405136E-04
          9.884366372E-01          3.781656378E-04          4.846816901E-04          5.407302018E-04          2.387435147E-04          1.412197818E-03          4.801699167E-03          1.280175802E-03          4.251467604E-04
          9.884367625E-01          3.781653411E-04          4.846800865E-04          5.407313756E-04          2.387327370E-04          1.491983785E-03          4.801718242E-03          1.280190137E-03          4.251530227E-04
          9.884369265E-01          3.781649525E-04          4.846779963E-04          5.407328975E-04          2.387186784E-04          1.587399548E-03          4.801743149E-03          1.280208849E-03          4.251612334E-04
          9.884370904E-01          3.781645632E-04          4.846759130E-04          5.407344058E-04          2.387046564E-04          1.673959565E-03          4.801768019E-03          1.280227529E-03          4.251694680E-04
          9.884372543E-01          3.781641730E-04          4.846738363E-04          5.407359015E-04          2.386906699E-04          1.752799653E-03          4.801792852E-03          1.280246179E-03          4.251777254E-04
          9.884374182E-01          3.781637819E-04          4.846717658E-04          5.407373856E-04          2.386767178E-04          1.824872923E-03          4.801817651E-03          1.280264799E-03          4.251860042E-04
          9.884375821E-01          3.781633901E-04          4.846697013E-04          5.407388589E-04          2.386627989E-04          1.890985094E-03          4.801842416E-03          1.280283393E-03          4.251943035E-04
