    1    2   41  -60.00
  -5.6249e-02   2.7138e+00   0.0000e+00
  -5.6248e-02   2.7135e+00   2.1100e-02
  -5.6251e-02   2.7125e+00   4.2200e-02
  -5.6249e-02   2.7108e+00   6.3300e-02
  -5.6251e-02   2.7084e+00   8.4300e-02
  -5.6250e-02   2.7054e+00   1.0520e-01
  -5.6248e-02   2.6949e+00   1.3870e-01
  -5.6251e-02   2.6756e+00   1.6800e-01
  -5.6248e-02   2.6488e+00   1.9080e-01
  -5.6249e-02   2.6168e+00   2.0520e-01
  -5.6249e-02   2.5820e+00   2.1010e-01
  -5.6251e-02   2.5472e+00   2.0520e-01
  -5.6251e-02   2.5152e+00   1.9080e-01
  -5.6249e-02   2.4885e+00   1.6800e-01
  -5.6251e-02   2.4691e+00   1.3870e-01
  -5.6250e-02   2.4587e+00   1.0520e-01
  -5.6252e-02   2.4556e+00   8.4300e-02
  -5.6248e-02   2.4532e+00   6.3300e-02
  -5.6248e-02   2.4515e+00   4.2200e-02
  -5.6251e-02   2.4505e+00   2.1100e-02
  -5.6252e-02   2.4502e+00   0.0000e+00
  -5.6251e-02   2.4505e+00  -2.1100e-02
  -5.6248e-02   2.4515e+00  -4.2200e-02
  -5.6248e-02   2.4532e+00  -6.3300e-02
  -5.6252e-02   2.4556e+00  -8.4300e-02
  -5.6250e-02   2.4587e+00  -1.0520e-01
  -5.6251e-02   2.4691e+00  -1.3870e-01
  -5.6249e-02   2.4885e+00  -1.6800e-01
  -5.6251e-02   2.5152e+00  -1.9080e-01
  -5.6251e-02   2.5472e+00  -2.0520e-01
  -5.6249e-02   2.5820e+00  -2.1010e-01
  -5.6249e-02   2.6168e+00  -2.0520e-01
  -5.6248e-02   2.6488e+00  -1.9080e-01
  -5.6251e-02   2.6756e+00  -1.6800e-01
  -5.6248e-02   2.6949e+00  -1.3870e-01
  -5.6250e-02   2.7054e+00  -1.0520e-01
  -5.6251e-02   2.7084e+00  -8.4300e-02
  -5.6249e-02   2.7108e+00  -6.3300e-02
  -5.6251e-02   2.7125e+00  -4.2200e-02
  -5.6248e-02   2.7135e+00  -2.1100e-02
  -5.6249e-02   2.7138e+00   0.0000e+00
   5.6249e-02   2.7138e+00   0.0000e+00
   5.6248e-02   2.7135e+00   2.1100e-02
   5.6251e-02   2.7125e+00   4.2200e-02
   5.6249e-02   2.7108e+00   6.3300e-02
   5.6251e-02   2.7084e+00   8.4300e-02
   5.6250e-02   2.7054e+00   1.0520e-01
   5.6248e-02   2.6949e+00   1.3870e-01
   5.6252e-02   2.6756e+00   1.6800e-01
   5.6248e-02   2.6488e+00   1.9080e-01
   5.6249e-02   2.6168e+00   2.0520e-01
   5.6249e-02   2.5820e+00   2.1010e-01
   5.6251e-02   2.5472e+00   2.0520e-01
   5.6251e-02   2.5152e+00   1.9080e-01
   5.6250e-02   2.4885e+00   1.6800e-01
   5.6251e-02   2.4691e+00   1.3870e-01
   5.6250e-02   2.4587e+00   1.0520e-01
   5.6252e-02   2.4556e+00   8.4300e-02
   5.6248e-02   2.4532e+00   6.3300e-02
   5.6248e-02   2.4515e+00   4.2200e-02
   5.6251e-02   2.4505e+00   2.1100e-02
   5.6252e-02   2.4502e+00   0.0000e+00
   5.6251e-02   2.4505e+00  -2.1100e-02
   5.6248e-02   2.4515e+00  -4.2200e-02
   5.6248e-02   2.4532e+00  -6.3300e-02
   5.6252e-02   2.4556e+00  -8.4300e-02
   5.6250e-02   2.4587e+00  -1.0520e-01
   5.6251e-02   2.4691e+00  -1.3870e-01
   5.6250e-02   2.4885e+00  -1.6800e-01
   5.6251e-02   2.5152e+00  -1.9080e-01
   5.6251e-02   2.5472e+00  -2.0520e-01
   5.6249e-02   2.5820e+00  -2.1010e-01
   5.6249e-02   2.6168e+00  -2.0520e-01
   5.6248e-02   2.6488e+00  -1.9080e-01
   5.6252e-02   2.6756e+00  -1.6800e-01
   5.6248e-02   2.6949e+00  -1.3870e-01
   5.6250e-02   2.7054e+00  -1.0520e-01
   5.6251e-02   2.7084e+00  -8.4300e-02
   5.6249e-02   2.7108e+00  -6.3300e-02
   5.6251e-02   2.7125e+00  -4.2200e-02
   5.6248e-02   2.7135e+00  -2.1100e-02
   5.6249e-02   2.7138e+00   0.0000e+00
