 IPEC_PMODB_CHETEST: Reconstructed perturbed mod b by chebyshev
 
    jac_out = boozer  
      cstep =    200      mpert =  33   mthsurf = 960
 
              psi    m       real(lagb)       imag(lagb)
   5.54046896E-01    1   9.05291994E-05  -2.28770325E-05
   5.54046896E-01    2  -1.41550767E-05  -1.79007998E-06
   5.54046896E-01    3  -3.80115414E-06   1.05566187E-05
   5.54046896E-01    4  -2.02362285E-05   2.05822210E-05
   5.54046896E-01    5  -3.41661253E-06   2.89734919E-06
   5.54046896E-01    6   8.91943770E-06  -9.83613912E-06
   5.54046896E-01    7   3.04252490E-06  -1.22054754E-06
   5.54046896E-01    8   3.10969445E-06  -2.93205478E-06
   5.54046896E-01    9   1.24164528E-06  -9.20706827E-07
   5.54046896E-01   10   2.08460135E-07  -1.01218631E-06
   5.54046896E-01   11   4.60036073E-07  -5.47573031E-07
   5.54046896E-01   12   3.68142249E-07  -1.71490218E-07
   5.54046896E-01   13  -1.61615609E-10  -1.27795283E-07
   5.54046896E-01   14   3.39515749E-07  -4.73819242E-07
   5.54046896E-01   15   5.95905054E-07  -7.61266749E-08
   5.54046896E-01   16   1.39254228E-07  -2.32478889E-07
   5.54046896E-01   17   5.49524431E-07  -6.77335079E-07
   5.54046896E-01   18   6.28189638E-07  -3.21622034E-07
   5.54046896E-01   19   3.99457973E-07  -1.14575287E-07
   5.54046896E-01   20   3.04806349E-07  -3.35143394E-07
   5.58992851E-01  -12  -1.28182935E-08  -4.64103840E-07
   5.58992851E-01  -11   5.62545997E-07  -7.17110407E-07
   5.58992851E-01  -10   1.00068090E-06  -7.83655201E-07
   5.58992851E-01   -9   8.61864213E-07  -1.28053003E-06
   5.58992851E-01   -8   1.45518547E-06  -1.39249002E-06
   5.58992851E-01   -7   1.38782308E-06  -1.23497084E-06
   5.58992851E-01   -6   1.54926002E-06  -1.99229907E-06
   5.58992851E-01   -5   1.76145993E-06  -3.79821717E-06
   5.58992851E-01   -4   1.25193540E-06  -3.77864459E-06
   5.58992851E-01   -3   1.62539655E-05  -1.34106677E-05
   5.58992851E-01   -2   7.05196766E-05  -1.23271524E-04
   5.58992851E-01   -1   1.73692026E-04  -3.88880792E-04
   5.58992851E-01    0  -5.75715492E-04   1.58499059E-03
   5.58992851E-01    1   9.09200127E-05  -2.38978292E-05
   5.58992851E-01    2  -1.27934733E-05  -2.12151859E-06
   5.58992851E-01    3  -4.09182094E-06   1.04332222E-05
   5.58992851E-01    4  -2.06067733E-05   2.11495691E-05
   5.58992851E-01    5  -3.48226257E-06   3.08970079E-06
   5.58992851E-01    6   8.74448650E-06  -9.87846063E-06
   5.58992851E-01    7   2.93026686E-06  -1.06871929E-06
   5.58992851E-01    8   3.07244362E-06  -2.91998264E-06
   5.58992851E-01    9   1.21465779E-06  -8.89215864E-07
   5.58992851E-01   10   1.72021121E-07  -9.93618870E-07
   5.58992851E-01   11   4.35205269E-07  -5.30687564E-07
   5.58992851E-01   12   3.46228798E-07  -1.55250845E-07
   5.58992851E-01   13  -2.21234028E-08  -1.11336353E-07
   5.58992851E-01   14   3.24456211E-07  -4.62184862E-07
   5.58992851E-01   15   5.84239357E-07  -6.17674078E-08
   5.58992851E-01   16   1.28336733E-07  -2.21399760E-07
   5.58992851E-01   17   5.46194939E-07  -6.76508179E-07
   5.58992851E-01   18   6.28182267E-07  -3.20801340E-07
   5.58992851E-01   19   3.99622783E-07  -1.15525615E-07
   5.58992851E-01   20   2.99318332E-07  -3.35173524E-07
   5.63938805E-01  -12   2.11050749E-08  -4.96997386E-07
   5.63938805E-01  -11   6.00170409E-07  -7.58498169E-07
   5.63938805E-01  -10   1.04573283E-06  -8.35919126E-07
   5.63938805E-01   -9   9.15142487E-07  -1.34279267E-06
   5.63938805E-01   -8   1.50692499E-06  -1.45680060E-06
   5.63938805E-01   -7   1.44241089E-06  -1.29904934E-06
   5.63938805E-01   -6   1.62633823E-06  -2.08452417E-06
   5.63938805E-01   -5   1.87674480E-06  -3.95835002E-06
   5.63938805E-01   -4   1.34332214E-06  -3.99452229E-06
   5.63938805E-01   -3   1.64061360E-05  -1.36157536E-05
   5.63938805E-01   -2   7.15888078E-05  -1.24800754E-04
   5.63938805E-01   -1   1.75112795E-04  -3.91975201E-04
   5.63938805E-01    0  -5.78075556E-04   1.59056332E-03
   5.63938805E-01    1   9.12720958E-05  -2.53337321E-05
   5.63938805E-01    2  -1.09082363E-05  -2.23633901E-06
   5.63938805E-01    3  -4.42645872E-06   9.91325847E-06
   5.63938805E-01    4  -2.04276827E-05   2.12546610E-05
   5.63938805E-01    5  -3.66751215E-06   3.45533965E-06
   5.63938805E-01    6   7.98340838E-06  -9.29578285E-06
   5.63938805E-01    7   2.53948101E-06  -7.16088880E-07
   5.63938805E-01    8   2.80174540E-06  -2.68508675E-06
   5.63938805E-01    9   1.06243892E-06  -7.44083330E-07
   5.63938805E-01   10   6.47052078E-08  -8.83889337E-07
   5.63938805E-01   11   3.54946860E-07  -4.57075844E-07
   5.63938805E-01   12   2.82922922E-07  -1.00420717E-07
   5.63938805E-01   13  -6.96179075E-08  -6.66557725E-08
   5.63938805E-01   14   2.82978825E-07  -4.22730516E-07
   5.63938805E-01   15   5.45186398E-07  -2.81480010E-08
   5.63938805E-01   16   9.88557817E-08  -1.91189348E-07
   5.63938805E-01   17   5.19462478E-07  -6.50632149E-07
   5.63938805E-01   18   6.06168483E-07  -3.01009539E-07
   5.63938805E-01   19   3.81956593E-07  -1.05904513E-07
   5.63938805E-01   20   2.83190838E-07  -3.24439208E-07
   5.68884759E-01  -12   7.00221002E-08  -5.35127248E-07
   5.68884759E-01  -11   6.46262628E-07  -8.07324700E-07
   5.68884759E-01  -10   1.09713604E-06  -9.01124477E-07
   5.68884759E-01   -9   9.83421449E-07  -1.41713213E-06
   5.68884759E-01   -8   1.56879388E-06  -1.53610884E-06
   5.68884759E-01   -7   1.51269306E-06  -1.38335433E-06
   5.68884759E-01   -6   1.73212598E-06  -2.20384304E-06
   5.68884759E-01   -5   2.04415996E-06  -4.15930164E-06
   5.68884759E-01   -4   1.48969861E-06  -4.28307460E-06
   5.68884759E-01   -3   1.64906710E-05  -1.38311730E-05
   5.68884759E-01   -2   7.27644084E-05  -1.26227849E-04
   5.68884759E-01   -1   1.76780007E-04  -3.95269976E-04
   5.68884759E-01    0  -5.80792774E-04   1.59696227E-03
   5.68884759E-01    1   9.15921331E-05  -2.71292791E-05
   5.68884759E-01    2  -8.54303414E-06  -2.15886991E-06
   5.68884759E-01    3  -4.79447847E-06   9.00477564E-06
   5.68884759E-01    4  -1.97015438E-05   2.08910867E-05
   5.68884759E-01    5  -3.97151324E-06   3.98692408E-06
   5.68884759E-01    6   6.65397188E-06  -8.09850915E-06
   5.68884759E-01    7   1.87897187E-06  -1.71417823E-07
   5.68884759E-01    8   2.30284786E-06  -2.23147218E-06
   5.68884759E-01    9   7.87404041E-07  -4.87972373E-07
   5.68884759E-01   10  -1.11680094E-07  -6.85036582E-07
   5.68884759E-01   11   2.20479156E-07  -3.28053919E-07
   5.68884759E-01   12   1.79277745E-07  -8.02221391E-09
   5.68884759E-01   13  -1.41812719E-07   5.38554812E-09
   5.68884759E-01   14   2.15817037E-07  -3.56219059E-07
   5.68884759E-01   15   4.79531466E-07   2.39951282E-08
   5.68884759E-01   16   5.14221388E-08  -1.42534328E-07
   5.68884759E-01   17   4.69887719E-07  -6.00231998E-07
   5.68884759E-01   18   5.62636310E-07  -2.62624880E-07
   5.68884759E-01   19   3.46818656E-07  -8.58700325E-08
   5.68884759E-01   20   2.56920726E-07  -3.03203947E-07
   5.73830714E-01  -12   1.32928928E-07  -5.77695622E-07
   5.73830714E-01  -11   7.00074510E-07  -8.62614599E-07
   5.73830714E-01  -10   1.15409845E-06  -9.77998512E-07
   5.73830714E-01   -9   1.06556574E-06  -1.50193468E-06
   5.73830714E-01   -8   1.63978734E-06  -1.62845722E-06
   5.73830714E-01   -7   1.59730565E-06  -1.48566637E-06
   5.73830714E-01   -6   1.86430410E-06  -2.34716388E-06
   5.73830714E-01   -5   2.25960607E-06  -4.39661477E-06
   5.73830714E-01   -4   1.68744964E-06  -4.63682523E-06
   5.73830714E-01   -3   1.65093021E-05  -1.40526290E-05
   5.73830714E-01   -2   7.40273126E-05  -1.27532905E-04
   5.73830714E-01   -1   1.78658719E-04  -3.98707867E-04
   5.73830714E-01    0  -5.83781110E-04   1.60398070E-03
   5.73830714E-01    1   9.18870189E-05  -2.92100879E-05
   5.73830714E-01    2  -5.76603583E-06  -1.91969499E-06
   5.73830714E-01    3  -5.18322168E-06   7.73201544E-06
   5.73830714E-01    4  -1.84532846E-05   2.00709661E-05
   5.73830714E-01    5  -4.38828500E-06   4.66945159E-06
   5.73830714E-01    6   4.79820272E-06  -6.32311076E-06
   5.73830714E-01    7   9.69182579E-07   5.48016515E-07
   5.73830714E-01    8   1.59071515E-06  -1.57256194E-06
   5.73830714E-01    9   3.97183200E-07  -1.28388809E-07
   5.73830714E-01   10  -3.52290101E-07  -4.02952758E-07
   5.73830714E-01   11   3.53217136E-08  -1.47342503E-07
   5.73830714E-01   12   3.80619055E-08   1.19230345E-07
   5.73830714E-01   13  -2.36755012E-07   1.02684904E-07
   5.73830714E-01   14   1.24790821E-07  -2.64537035E-07
   5.73830714E-01   15   3.89133134E-07   9.30633994E-08
   5.73830714E-01   16  -1.25355968E-08  -7.69422327E-08
   5.73830714E-01   17   3.98967957E-07  -5.26805535E-07
   5.73830714E-01   18   4.98926556E-07  -2.06831138E-07
   5.73830714E-01   19   2.95298728E-07  -5.60494133E-08
   5.73830714E-01   20   2.21417780E-07  -2.72142892E-07
   5.78776668E-01  -12   2.08247567E-07  -6.23626840E-07
   5.78776668E-01  -11   7.60477712E-07  -9.23000107E-07
   5.78776668E-01  -10   1.21549170E-06  -1.06466274E-06
   5.78776668E-01   -9   1.15981059E-06  -1.59494006E-06
   5.78776668E-01   -8   1.71838314E-06  -1.73110067E-06
   5.78776668E-01   -7   1.69418605E-06  -1.60281021E-06
   5.78776668E-01   -6   2.01933542E-06  -2.51008947E-06
   5.78776668E-01   -5   2.51674380E-06  -4.66386115E-06
   5.78776668E-01   -4   1.93071658E-06  -5.04497281E-06
   5.78776668E-01   -3   1.64658781E-05  -1.42746874E-05
   5.78776668E-01   -2   7.53516609E-05  -1.28696418E-04
   5.78776668E-01   -1   1.80700703E-04  -4.02215852E-04
   5.78776668E-01    0  -5.86940384E-04   1.61138062E-03
   5.78776668E-01    1   9.21636033E-05  -3.14850898E-05
   5.78776668E-01    2  -2.66773555E-06  -1.55483043E-06
   5.78776668E-01    3  -5.57824787E-06   6.13464496E-06
   5.78776668E-01    4  -1.67296457E-05   1.88248754E-05
   5.78776668E-01    5  -4.90686002E-06   5.48068146E-06
   5.78776668E-01    6   2.48119076E-06  -4.03120949E-06
   5.78776668E-01    7  -1.58388782E-07   1.41694628E-06
   5.78776668E-01    8   6.89628198E-07  -7.30753599E-07
   5.78776668E-01    9  -9.55758727E-08   3.22519424E-07
   5.78776668E-01   10  -6.49375370E-07  -4.72259253E-08
   5.78776668E-01   11  -1.94797560E-07   7.90315817E-08
   5.78776668E-01   12  -1.36316716E-07   2.77004510E-07
   5.78776668E-01   13  -3.51427321E-07   2.21955632E-07
   5.78776668E-01   14   1.27560038E-08  -1.50642637E-07
   5.78776668E-01   15   2.76870530E-07   1.76642628E-07
   5.78776668E-01   16  -9.08116908E-08   3.30251044E-09
   5.78776668E-01   17   3.09095789E-07  -4.32783085E-07
   5.78776668E-01   18   4.17195720E-07  -1.35587217E-07
   5.78776668E-01   19   2.29189007E-07  -1.75233437E-08
   5.78776668E-01   20   1.77975869E-07  -2.32323642E-07
   5.83722623E-01  -12   2.93878944E-07  -6.71606236E-07
   5.83722623E-01  -11   8.26003521E-07  -9.86770567E-07
   5.83722623E-01  -10   1.27989294E-06  -1.15869703E-06
   5.83722623E-01   -9   1.26382067E-06  -1.69332190E-06
   5.83722623E-01   -8   1.80259419E-06  -1.84060337E-06
   5.83722623E-01   -7   1.80064325E-06  -1.73076379E-06
   5.83722623E-01   -6   2.19258534E-06  -2.68707368E-06
   5.83722623E-01   -5   2.80720934E-06  -4.95287013E-06
   5.83722623E-01   -4   2.21158751E-06  -5.49377094E-06
   5.83722623E-01   -3   1.63662780E-05  -1.44909873E-05
   5.83722623E-01   -2   7.67059103E-05  -1.29700225E-04
   5.83722623E-01   -1   1.82846250E-04  -4.05708090E-04
   5.83722623E-01    0  -5.90159985E-04   1.61890174E-03
   5.83722623E-01    1   9.24284285E-05  -3.38495573E-05
   5.83722623E-01    2   6.42266640E-07  -1.10468474E-06
   5.83722623E-01    3  -5.96370006E-06   4.26633250E-06
   5.83722623E-01    4  -1.45977676E-05   1.72010498E-05
   5.83722623E-01    5  -5.51163714E-06   6.39187344E-06
   5.83722623E-01    6  -2.11073649E-07  -1.30761582E-06
   5.83722623E-01    7  -1.46224072E-06   2.40298401E-06
   5.83722623E-01    8  -3.67603880E-07   2.63297330E-07
   5.83722623E-01    9  -6.73613644E-07   8.48358719E-07
   5.83722623E-01   10  -9.92537468E-07   3.69172973E-07
   5.83722623E-01   11  -4.62127770E-07   3.42931181E-07
   5.83722623E-01   12  -3.37956117E-07   4.59492723E-07
   5.83722623E-01   13  -4.81849604E-07   3.58836101E-07
   5.83722623E-01   14  -1.16490109E-07  -1.84691148E-08
   5.83722623E-01   15   1.46548540E-07   2.71585337E-07
   5.83722623E-01   16  -1.80497656E-07   9.52161244E-08
   5.83722623E-01   17   2.03480648E-07  -3.21449313E-07
   5.83722623E-01   18   3.20345617E-07  -5.15642152E-08
   5.83722623E-01   19   1.50927044E-07   2.82090385E-08
   5.83722623E-01   20   1.28228044E-07  -1.85171033E-07
   5.88668577E-01  -12   3.87278619E-07  -7.20131820E-07
   5.88668577E-01  -11   8.94898930E-07  -1.05193944E-06
   5.88668577E-01  -10   1.34564154E-06  -1.25722971E-06
   5.88668577E-01   -9   1.37477438E-06  -1.79379696E-06
   5.88668577E-01   -8   1.89004358E-06  -1.95296990E-06
   5.88668577E-01   -7   1.91345644E-06  -1.86480736E-06
   5.88668577E-01   -6   2.37849169E-06  -2.87163332E-06
   5.88668577E-01   -5   3.12092056E-06  -5.25404163E-06
   5.88668577E-01   -4   2.52037545E-06  -5.96704726E-06
   5.88668577E-01   -3   1.62182498E-05  -1.46945074E-05
   5.88668577E-01   -2   7.80541464E-05  -1.30528480E-04
   5.88668577E-01   -1   1.85026537E-04  -4.09089598E-04
   5.88668577E-01    0  -5.93323144E-04   1.62627158E-03
   5.88668577E-01    1   9.26874623E-05  -3.61888470E-05
   5.88668577E-01    2   4.03943680E-06  -6.12823001E-07
   5.88668577E-01    3  -6.32274197E-06   2.19270851E-06
   5.88668577E-01    4  -1.21429248E-05   1.52638720E-05
   5.88668577E-01    5  -6.18293203E-06   7.36882420E-06
   5.88668577E-01    6  -3.17477664E-06   1.74263106E-06
   5.88668577E-01    7  -2.89235957E-06   3.46781460E-06
   5.88668577E-01    8  -1.54080183E-06   1.37174991E-06
   5.88668577E-01    9  -1.31566350E-06   1.42907222E-06
   5.88668577E-01   10  -1.36910157E-06   8.30350983E-07
   5.88668577E-01   11  -7.57168224E-07   6.34396948E-07
   5.88668577E-01   12  -5.59670369E-07   6.59620942E-07
   5.88668577E-01   13  -6.23224921E-07   5.08047091E-07
   5.88668577E-01   14  -2.58344351E-07   1.27213901E-07
   5.88668577E-01   15   2.76345953E-09   3.74126624E-07
   5.88668577E-01   16  -2.78088348E-07   1.95224536E-07
   5.88668577E-01   17   8.60351999E-08  -1.96829134E-07
   5.88668577E-01   18   2.11921546E-07   4.19485437E-08
   5.88668577E-01   19   6.35110374E-08   7.92835688E-08
   5.88668577E-01   20   7.40868819E-08  -1.32416816E-07
   5.93614532E-01  -12   4.85552840E-07  -7.67577086E-07
   5.93614532E-01  -11   9.65197179E-07  -1.11632678E-06
   5.93614532E-01  -10   1.41090890E-06  -1.35705092E-06
   5.93614532E-01   -9   1.48947109E-06  -1.89275960E-06
   5.93614532E-01   -8   1.97805936E-06  -2.06380651E-06
   5.93614532E-01   -7   2.02899875E-06  -1.99970788E-06
   5.93614532E-01   -6   2.57077833E-06  -3.05660876E-06
   5.93614532E-01   -5   3.44646456E-06  -5.55673364E-06
   5.93614532E-01   -4   2.84597637E-06  -6.44684496E-06
   5.93614532E-01   -3   1.60311795E-05  -1.48778805E-05
   5.93614532E-01   -2   7.93576526E-05  -1.31168627E-04
   5.93614532E-01   -1   1.87166480E-04  -4.12260531E-04
   5.93614532E-01    0  -5.96311585E-04   1.63321625E-03
   5.93614532E-01    1   9.29458322E-05  -3.83827513E-05
   5.93614532E-01    2   7.38929984E-06  -1.24564288E-07
   5.93614532E-01    3  -6.63805769E-06  -1.12224315E-08
   5.93614532E-01    4  -9.46546818E-06   1.30916823E-05
   5.93614532E-01    5  -6.89770880E-06   8.37317076E-06
   5.93614532E-01    6  -6.29217644E-06   4.99813465E-06
   5.93614532E-01    7  -4.39210468E-06   4.56867086E-06
   5.93614532E-01    8  -2.78390902E-06   2.55097447E-06
   5.93614532E-01    9  -1.99723744E-06   2.04169073E-06
   5.93614532E-01   10  -1.76459454E-06   1.31808811E-06
   5.93614532E-01   11  -1.06902127E-06   9.42019278E-07
   5.93614532E-01   12  -7.93258530E-07   8.69316632E-07
   5.93614532E-01   13  -7.70124194E-07   6.63592794E-07
   5.93614532E-01   14  -4.07570416E-07   2.80976973E-07
   5.93614532E-01   15  -1.49266798E-07   4.80030002E-07
   5.93614532E-01   16  -3.79616489E-07   2.99300578E-07
   5.93614532E-01   17  -3.87699736E-08  -6.35410675E-08
   5.93614532E-01   18   9.59820549E-08   1.41165738E-07
   5.93614532E-01   19  -2.96099772E-08   1.33541339E-07
   5.93614532E-01   20   1.76720000E-08  -7.60357513E-08
   5.98560486E-01  -12   5.85571714E-07  -8.12262827E-07
   5.98560486E-01  -11   1.03480028E-06  -1.17765440E-06
   5.98560486E-01  -10   1.47377898E-06  -1.45474539E-06
   5.98560486E-01   -9   1.60445753E-06  -1.98643701E-06
   5.98560486E-01   -8   2.06378608E-06  -2.16850712E-06
   5.98560486E-01   -7   2.14338213E-06  -2.12993278E-06
   5.98560486E-01   -6   2.76270550E-06  -3.23446424E-06
   5.98560486E-01   -5   3.77155319E-06  -5.84971088E-06
   5.98560486E-01   -4   3.17629506E-06  -6.91416517E-06
   5.98560486E-01   -3   1.58157950E-05  -1.50337436E-05
   5.98560486E-01   -2   8.05766815E-05  -1.31612326E-04
   5.98560486E-01   -1   1.89187975E-04  -4.15120902E-04
   5.98560486E-01    0  -5.99010427E-04   1.63947174E-03
   5.98560486E-01    1   9.32075694E-05  -4.03103235E-05
   5.98560486E-01    2   1.05530826E-05   3.14551887E-07
   5.98560486E-01    3  -6.89240238E-06  -2.26412864E-06
   5.98560486E-01    4  -6.67707276E-06   1.07739759E-05
   5.98560486E-01    5  -7.63046820E-06   9.36391879E-06
   5.98560486E-01    6  -9.43618791E-06   8.32579945E-06
   5.98560486E-01    7  -5.90042463E-06   5.66004221E-06
   5.98560486E-01    8  -4.04677005E-06   3.75322828E-06
   5.98560486E-01    9  -2.69156710E-06   2.66122757E-06
   5.98560486E-01   10  -2.16331277E-06   1.81254692E-06
   5.98560486E-01   11  -1.38581322E-06   1.25338190E-06
   5.98560486E-01   12  -1.02982337E-06   1.07982729E-06
   5.98560486E-01   13  -9.16703857E-07   8.18998809E-07
   5.98560486E-01   14  -5.58502960E-07   4.36939578E-07
   5.98560486E-01   15  -3.03902326E-07   5.84758329E-07
   5.98560486E-01   16  -4.80811112E-07   4.03124750E-07
   5.98560486E-01   17  -1.66078635E-07   7.33772192E-08
   5.98560486E-01   18  -2.30554373E-08   2.41952569E-07
   5.98560486E-01   19  -1.24667484E-07   1.88613565E-07
   5.98560486E-01   20  -3.87727852E-08  -1.81702094E-08
   6.03506440E-01  -12   6.84095513E-07  -8.52535293E-07
   6.03506440E-01  -11   1.10157052E-06  -1.23365016E-06
   6.03506440E-01  -10   1.53233627E-06  -1.54684007E-06
   6.03506440E-01   -9   1.71616902E-06  -2.07105937E-06
   6.03506440E-01   -8   2.14430882E-06  -2.26245725E-06
   6.03506440E-01   -7   2.25261790E-06  -2.24988517E-06
   6.03506440E-01   -6   2.94734774E-06  -3.39761707E-06
   6.03506440E-01   -5   4.08353069E-06  -6.12163846E-06
   6.03506440E-01   -4   3.49872411E-06  -7.34978340E-06
   6.03506440E-01   -3   1.55838158E-05  -1.51551115E-05
   6.03506440E-01   -2   8.16723578E-05  -1.31856288E-04
   6.03506440E-01   -1   1.91013402E-04  -4.17575553E-04
   6.03506440E-01    0  -6.01313119E-04   1.64479508E-03
   6.03506440E-01    1   9.34753656E-05  -4.18550156E-05
   6.03506440E-01    2   1.33938035E-05   6.60388544E-07
   6.03506440E-01    3  -7.06918997E-06  -4.48174617E-06
   6.03506440E-01    4  -3.89641623E-06   8.40807452E-06
   6.03506440E-01    5  -8.35426145E-06   1.02991431E-05
   6.03506440E-01    6  -1.24754950E-05   1.15861167E-05
   6.03506440E-01    7  -7.35432637E-06   6.69555556E-06
   6.03506440E-01    8  -5.27713353E-06   4.92855239E-06
   6.03506440E-01    9  -3.37066779E-06   3.26168621E-06
   6.03506440E-01   10  -2.54895975E-06   2.29307222E-06
   6.03506440E-01   11  -1.69516879E-06   1.55556181E-06
   6.03506440E-01   12  -1.26012878E-06   1.28207840E-06
   6.03506440E-01   13  -1.05694862E-06   9.67578775E-07
   6.03506440E-01   14  -7.05275934E-07   5.89003739E-07
   6.03506440E-01   15  -4.55303727E-07   6.83663734E-07
   6.03506440E-01   16  -5.77274282E-07   5.02263855E-07
   6.03506440E-01   17  -2.90842121E-07   2.08665246E-07
   6.03506440E-01   18  -1.40587845E-07   3.39990545E-07
   6.03506440E-01   19  -2.17721869E-07   2.42018120E-07
   6.03506440E-01   20  -9.29696897E-08   3.89541198E-08
   6.08452395E-01  -12   7.77909447E-07  -8.86847686E-07
   6.08452395E-01  -11   1.16342741E-06  -1.28215753E-06
   6.08452395E-01  -10   1.58475783E-06  -1.62996093E-06
   6.08452395E-01   -9   1.82108004E-06  -2.14303863E-06
   6.08452395E-01   -8   2.21678490E-06  -2.34124805E-06
   6.08452395E-01   -7   2.35278706E-06  -2.35415188E-06
   6.08452395E-01   -6   3.11788918E-06  -3.53878318E-06
   6.08452395E-01   -5   4.36991412E-06  -6.36160163E-06
   6.08452395E-01   -4   3.80065851E-06  -7.73510933E-06
   6.08452395E-01   -3   1.53475577E-05  -1.52357585E-05
   6.08452395E-01   -2   8.26086391E-05  -1.31902985E-04
   6.08452395E-01   -1   1.92569250E-04  -4.19539186E-04
   6.08452395E-01    0  -6.03126245E-04   1.64897503E-03
   6.08452395E-01    1   9.37503529E-05  -4.29099494E-05
   6.08452395E-01    2   1.57825784E-05   8.71876855E-07
   6.08452395E-01    3  -7.15310161E-06  -6.58049256E-06
   6.08452395E-01    4  -1.24443993E-06   6.09538502E-06
   6.08452395E-01    5  -9.04179246E-06   1.11377989E-05
   6.08452395E-01    6  -1.52800027E-05   1.46388872E-05
   6.08452395E-01    7  -8.69150644E-06   7.62995776E-06
   6.08452395E-01    8  -6.42280608E-06   6.02682130E-06
   6.08452395E-01    9  -4.00648689E-06   3.81714401E-06
   6.08452395E-01   10  -2.90533012E-06   2.73905163E-06
   6.08452395E-01   11  -1.98472179E-06   1.83566731E-06
   6.08452395E-01   12  -1.47498285E-06   1.46705784E-06
   6.08452395E-01   13  -1.18493035E-06   1.10271985E-06
   6.08452395E-01   14  -8.42066761E-07   7.31104126E-07
   6.08452395E-01   15  -5.97669396E-07   7.72189474E-07
   6.08452395E-01   16  -6.64669530E-07   5.92360882E-07
   6.08452395E-01   17  -4.08026519E-07   3.37050905E-07
   6.08452395E-01   18  -2.52012191E-07   4.30956518E-07
   6.08452395E-01   19  -3.04822474E-07   2.91264230E-07
   6.08452395E-01   20  -1.42701217E-07   9.31183686E-08
   6.13398349E-01  -12   8.63961729E-07  -9.13841690E-07
   6.13398349E-01  -11   1.21844612E-06  -1.32124600E-06
   6.13398349E-01  -10   1.62940564E-06  -1.70099300E-06
   6.13398349E-01   -9   1.91585851E-06  -2.19914851E-06
   6.13398349E-01   -8   2.27857810E-06  -2.40089201E-06
   6.13398349E-01   -7   2.44021375E-06  -2.43775463E-06
   6.13398349E-01   -6   3.26792449E-06  -3.65132534E-06
   6.13398349E-01   -5   4.61894601E-06  -6.55963113E-06
   6.13398349E-01   -4   4.07002638E-06  -8.05305622E-06
   6.13398349E-01   -3   1.51195063E-05  -1.52705915E-05
   6.13398349E-01   -2   8.33542504E-05  -1.31761183E-04
   6.13398349E-01   -1   1.93789735E-04  -4.20941226E-04
   6.13398349E-01    0  -6.04373975E-04   1.65184186E-03
   6.13398349E-01    1   9.40319095E-05  -4.33831265E-05
   6.13398349E-01    2   1.76048909E-05   9.12673762E-07
   6.13398349E-01    3  -7.13069691E-06  -8.48115667E-06
   6.13398349E-01    4   1.16063261E-06   3.93737765E-06
   6.13398349E-01    5  -9.66656648E-06   1.18415754E-05
   6.13398349E-01    6  -1.77264199E-05   1.73491677E-05
   6.13398349E-01    7  -9.85304306E-06   8.42112224E-06
   6.13398349E-01    8  -7.43387602E-06   6.99986828E-06
   6.13398349E-01    9  -4.57209336E-06   4.30287088E-06
   6.13398349E-01   10  -3.21701388E-06   3.13080454E-06
   6.13398349E-01   11  -2.24264258E-06   2.08139388E-06
   6.13398349E-01   12  -1.66563189E-06   1.62621183E-06
   6.13398349E-01   13  -1.29507288E-06   1.21817605E-06
   6.13398349E-01   14  -9.63347015E-07   8.57465192E-07
   6.13398349E-01   15  -7.25478609E-07   8.46075890E-07
   6.13398349E-01   16  -7.38914682E-07   6.69328815E-07
   6.13398349E-01   17  -5.12825948E-07   4.53468663E-07
   6.13398349E-01   18  -3.52916985E-07   5.10708252E-07
   6.13398349E-01   19  -3.82173332E-07   3.33961381E-07
   6.13398349E-01   20  -1.85904790E-07   1.42203096E-07
   6.18344304E-01  -12   9.39499419E-07  -9.32425530E-07
   6.18344304E-01  -11   1.26495336E-06  -1.34931763E-06
   6.18344304E-01  -10   1.66491505E-06  -1.75723694E-06
   6.18344304E-01   -9   1.99751732E-06  -2.23669830E-06
   6.18344304E-01   -8   2.32738964E-06  -2.43803120E-06
   6.18344304E-01   -7   2.51163454E-06  -2.49639395E-06
   6.18344304E-01   -6   3.39175344E-06  -3.72958956E-06
   6.18344304E-01   -5   4.82013649E-06  -6.70721211E-06
   6.18344304E-01   -4   4.29581499E-06  -8.28888420E-06
   6.18344304E-01   -3   1.49118740E-05  -1.52559991E-05
   6.18344304E-01   -2   8.38845091E-05  -1.31446274E-04
   6.18344304E-01   -1   1.94620239E-04  -4.21730311E-04
   6.18344304E-01    0  -6.05001996E-04   1.65327579E-03
   6.18344304E-01    1   9.43175010E-05  -4.32023730E-05
   6.18344304E-01    2   1.87665668E-05   7.52758257E-07
   6.18344304E-01    3  -6.99100849E-06  -1.01125136E-05
   6.18344304E-01    4   3.20832907E-06   2.03143065E-06
   6.18344304E-01    5  -1.02040401E-05   1.23767177E-05
   6.18344304E-01    6  -1.97037507E-05   1.95932070E-05
   6.18344304E-01    7  -1.07860415E-05   9.03199829E-06
   6.18344304E-01    8  -8.26491894E-06   7.80360312E-06
   6.18344304E-01    9  -5.04286177E-06   4.69643861E-06
   6.18344304E-01   10  -3.47009278E-06   3.45046412E-06
   6.18344304E-01   11  -2.45816172E-06   2.28157590E-06
   6.18344304E-01   12  -1.82414993E-06   1.75183700E-06
   6.18344304E-01   13  -1.38241218E-06   1.30835769E-06
   6.18344304E-01   14  -1.06412963E-06   9.62855254E-07
