 IPEC_PMODB_CHETEST: Reconstructed perturbed mod b by chebyshev
 
    jac_out = boozer  
      cstep =    200      mpert =  33   mthsurf = 960
 
              psi    m       real(lagb)       imag(lagb)
   1.33640770E-01   15   3.82257179E-07  -3.64090885E-07
   1.33640770E-01   16   3.55710541E-07  -3.37219150E-07
   1.33640770E-01   17   3.53463809E-07  -3.27700991E-07
   1.33640770E-01   18   3.04875481E-07  -3.22499517E-07
   1.33640770E-01   19   2.85487342E-07  -1.92632797E-07
   1.33640770E-01   20   1.35672265E-07  -1.42986026E-07
   1.38586724E-01  -12  -2.57241369E-07   1.90855747E-07
   1.38586724E-01  -11  -2.29161533E-07   2.13299422E-07
   1.38586724E-01  -10  -2.12439505E-07   3.19514293E-07
   1.38586724E-01   -9  -2.98813874E-07   3.69832519E-07
   1.38586724E-01   -8  -2.98678917E-07   4.04226139E-07
   1.38586724E-01   -7  -2.98842034E-07   4.40978919E-07
   1.38586724E-01   -6  -5.19639950E-07   5.94102326E-07
   1.38586724E-01   -5  -9.58090638E-07   9.20724653E-07
   1.38586724E-01   -4  -7.66629626E-07   1.44648746E-06
   1.38586724E-01   -3   2.21688621E-06  -9.25272617E-07
   1.38586724E-01   -2   1.05362575E-05  -2.33573589E-05
   1.38586724E-01   -1   7.60762307E-05  -1.64716801E-04
   1.38586724E-01    0  -5.86995826E-04   1.56280635E-03
   1.38586724E-01    1   4.41408760E-05  -2.64523485E-05
   1.38586724E-01    2  -4.57743882E-05   8.43296918E-05
   1.38586724E-01    3  -2.92549488E-06   1.29394499E-05
   1.38586724E-01    4  -9.97564588E-06   8.91636022E-06
   1.38586724E-01    5   1.94343122E-06  -2.58960832E-06
   1.38586724E-01    6   9.83393089E-06  -1.05731462E-05
   1.38586724E-01    7   4.75789725E-06  -3.49484512E-06
   1.38586724E-01    8   4.02603594E-06  -3.83881732E-06
   1.38586724E-01    9   2.15649748E-06  -2.04524033E-06
   1.38586724E-01   10   1.31367460E-06  -1.62390353E-06
   1.38586724E-01   11   9.88156926E-07  -1.01843342E-06
   1.38586724E-01   12   7.11714173E-07  -7.20784009E-07
   1.38586724E-01   13   5.28044670E-07  -5.69792741E-07
   1.38586724E-01   14   4.71812492E-07  -4.34783135E-07
   1.38586724E-01   15   4.03607028E-07  -3.89544238E-07
   1.38586724E-01   16   3.80457606E-07  -3.59469696E-07
   1.38586724E-01   17   3.75827586E-07  -3.46675082E-07
   1.38586724E-01   18   3.22236538E-07  -3.45492740E-07
   1.38586724E-01   19   3.04301863E-07  -2.07530857E-07
   1.38586724E-01   20   1.40568670E-07  -1.51073072E-07
   1.43532678E-01  -12  -2.50474023E-07   1.88099582E-07
   1.43532678E-01  -11  -2.26157597E-07   2.10663094E-07
   1.43532678E-01  -10  -2.10123708E-07   3.14968393E-07
   1.43532678E-01   -9  -2.92313955E-07   3.64816896E-07
   1.43532678E-01   -8  -2.94940653E-07   3.97100098E-07
   1.43532678E-01   -7  -2.89437724E-07   4.28767193E-07
   1.43532678E-01   -6  -5.02094361E-07   5.78140193E-07
   1.43532678E-01   -5  -9.27849075E-07   8.92219131E-07
   1.43532678E-01   -4  -7.31065299E-07   1.38290372E-06
   1.43532678E-01   -3   2.26973308E-06  -1.02300777E-06
   1.43532678E-01   -2   1.11021380E-05  -2.47925409E-05
   1.43532678E-01   -1   7.77800549E-05  -1.68188858E-04
   1.43532678E-01    0  -5.88748330E-04   1.56926839E-03
   1.43532678E-01    1   4.47102056E-05  -2.69385021E-05
   1.43532678E-01    2  -4.57216150E-05   8.45028406E-05
   1.43532678E-01    3  -3.07790062E-06   1.28633263E-05
   1.43532678E-01    4  -9.86556238E-06   8.91009298E-06
   1.43532678E-01    5   1.88989725E-06  -2.48774784E-06
   1.43532678E-01    6   9.54857914E-06  -1.03494185E-05
   1.43532678E-01    7   4.62363476E-06  -3.37936271E-06
   1.43532678E-01    8   3.93228912E-06  -3.75682426E-06
   1.43532678E-01    9   2.11003092E-06  -2.00205941E-06
   1.43532678E-01   10   1.28668343E-06  -1.59035199E-06
   1.43532678E-01   11   9.66821278E-07  -9.97643387E-07
   1.43532678E-01   12   6.94829139E-07  -7.07286679E-07
   1.43532678E-01   13   5.17968381E-07  -5.59314559E-07
   1.43532678E-01   14   4.60389548E-07  -4.22311645E-07
   1.43532678E-01   15   3.90099654E-07  -3.81612031E-07
   1.43532678E-01   16   3.72739038E-07  -3.50914500E-07
   1.43532678E-01   17   3.65806123E-07  -3.35803302E-07
   1.43532678E-01   18   3.12119498E-07  -3.38855510E-07
   1.43532678E-01   19   2.97147144E-07  -2.04733126E-07
   1.43532678E-01   20   1.33355260E-07  -1.46063465E-07
   1.48478633E-01  -12  -2.23165561E-07   1.69685064E-07
   1.48478633E-01  -11  -2.04540484E-07   1.90849956E-07
   1.48478633E-01  -10  -1.90676603E-07   2.84342363E-07
   1.48478633E-01   -9  -2.61304632E-07   3.29870263E-07
   1.48478633E-01   -8  -2.66448830E-07   3.56575909E-07
   1.48478633E-01   -7  -2.54863389E-07   3.79873922E-07
   1.48478633E-01   -6  -4.39014212E-07   5.11266240E-07
   1.48478633E-01   -5  -8.13694685E-07   7.80530413E-07
   1.48478633E-01   -4  -6.21183873E-07   1.19275104E-06
   1.48478633E-01   -3   2.25974489E-06  -1.17292696E-06
   1.48478633E-01   -2   1.19215232E-05  -2.62084131E-05
   1.48478633E-01   -1   7.98640138E-05  -1.72064460E-04
   1.48478633E-01    0  -5.91128929E-04   1.57682804E-03
   1.48478633E-01    1   4.52453993E-05  -2.78776745E-05
   1.48478633E-01    2  -4.47842782E-05   8.47648642E-05
   1.48478633E-01    3  -3.19569435E-06   1.21773086E-05
   1.48478633E-01    4  -9.02237739E-06   8.30830301E-06
   1.48478633E-01    5   1.64955469E-06  -2.13016291E-06
   1.48478633E-01    6   8.45814272E-06  -9.25149016E-06
   1.48478633E-01    7   4.10088999E-06  -2.97490094E-06
   1.48478633E-01    8   3.51158081E-06  -3.36124405E-06
   1.48478633E-01    9   1.88823421E-06  -1.79212252E-06
   1.48478633E-01   10   1.15332019E-06  -1.42509890E-06
   1.48478633E-01   11   8.65549606E-07  -8.94145125E-07
   1.48478633E-01   12   6.20794436E-07  -6.35410098E-07
   1.48478633E-01   13   4.65048680E-07  -5.02698894E-07
   1.48478633E-01   14   4.10991333E-07  -3.74923042E-07
   1.48478633E-01   15   3.44165807E-07  -3.42201428E-07
   1.48478633E-01   16   3.34362175E-07  -3.13394105E-07
   1.48478633E-01   17   3.25405423E-07  -2.97147153E-07
   1.48478633E-01   18   2.76386039E-07  -3.04213604E-07
   1.48478633E-01   19   2.65540916E-07  -1.85148196E-07
   1.48478633E-01   20   1.15130861E-07  -1.28863842E-07
   1.53424587E-01  -12  -1.78200186E-07   1.37535666E-07
   1.53424587E-01  -11  -1.66613362E-07   1.56135411E-07
   1.53424587E-01  -10  -1.56266233E-07   2.30964932E-07
   1.53424587E-01   -9  -2.09079588E-07   2.68838910E-07
   1.53424587E-01   -8  -2.16234737E-07   2.87100432E-07
   1.53424587E-01   -7  -1.98700846E-07   2.99422295E-07
   1.53424587E-01   -6  -3.36689840E-07   4.00509531E-07
   1.53424587E-01   -5  -6.27180964E-07   5.96830469E-07
   1.53424587E-01   -4  -4.47568471E-07   8.94743811E-07
   1.53424587E-01   -3   2.19535911E-06  -1.36741008E-06
   1.53424587E-01   -2   1.29550408E-05  -2.75574210E-05
   1.53424587E-01   -1   8.22534642E-05  -1.76242823E-04
   1.53424587E-01    0  -5.93808370E-04   1.58466784E-03
   1.53424587E-01    1   4.57461442E-05  -2.91800615E-05
   1.53424587E-01    2  -4.30886920E-05   8.50533196E-05
   1.53424587E-01    3  -3.27569704E-06   1.09639881E-05
   1.53424587E-01    4  -7.54218690E-06   7.18388982E-06
   1.53424587E-01    5   1.24663119E-06  -1.55257425E-06
   1.53424587E-01    6   6.67732462E-06  -7.39675498E-06
   1.53424587E-01    7   3.24484222E-06  -2.32363533E-06
   1.53424587E-01    8   2.80880677E-06  -2.69451847E-06
   1.53424587E-01    9   1.51493244E-06  -1.43802292E-06
   1.53424587E-01   10   9.28001276E-07  -1.14598643E-06
   1.53424587E-01   11   6.95150070E-07  -7.19110302E-07
   1.53424587E-01   12   4.97600796E-07  -5.13065370E-07
   1.53424587E-01   13   3.74961925E-07  -4.06034508E-07
   1.53424587E-01   14   3.28846769E-07  -2.97700476E-07
   1.53424587E-01   15   2.70678429E-07  -2.75597603E-07
   1.53424587E-01   16   2.69447073E-07  -2.50933518E-07
   1.53424587E-01   17   2.58923707E-07  -2.34864449E-07
   1.53424587E-01   18   2.18823047E-07  -2.45309539E-07
   1.53424587E-01   19   2.12844746E-07  -1.50956188E-07
   1.53424587E-01   20   8.78180371E-08  -1.01298229E-07
   1.58370542E-01  -12  -1.19652610E-07   9.45115024E-08
   1.58370542E-01  -11  -1.15788395E-07   1.09802830E-07
   1.58370542E-01  -10  -1.10071963E-07   1.59711879E-07
   1.58370542E-01   -9  -1.40366231E-07   1.87333008E-07
   1.58370542E-01   -8  -1.48798207E-07   1.95077881E-07
   1.58370542E-01   -7  -1.25968432E-07   1.94649451E-07
   1.58370542E-01   -6  -2.04042187E-07   2.55851038E-07
   1.58370542E-01   -5  -3.84721273E-07   3.57126702E-07
   1.58370542E-01   -4  -2.25077531E-07   5.14732964E-07
   1.58370542E-01   -3   2.08880886E-06  -1.59591476E-06
   1.58370542E-01   -2   1.41488913E-05  -2.88007955E-05
   1.58370542E-01   -1   8.48519890E-05  -1.80600308E-04
   1.58370542E-01    0  -5.96469211E-04   1.59203351E-03
   1.58370542E-01    1   4.62139670E-05  -3.07322529E-05
   1.58370542E-01    2  -4.08100116E-05   8.53057639E-05
   1.58370542E-01    3  -3.31732055E-06   9.34128524E-06
   1.58370542E-01    4  -5.56443624E-06   5.64546599E-06
   1.58370542E-01    5   7.16362584E-07  -8.05568213E-07
   1.58370542E-01    6   4.36740321E-06  -4.95394544E-06
   1.58370542E-01    7   2.13315151E-06  -1.48434005E-06
   1.58370542E-01    8   1.88794693E-06  -1.81746419E-06
   1.58370542E-01    9   1.02421561E-06  -9.72120120E-07
   1.58370542E-01   10   6.31368887E-07  -7.78569969E-07
   1.58370542E-01   11   4.71114532E-07  -4.88560911E-07
   1.58370542E-01   12   3.36558148E-07  -3.51583559E-07
   1.58370542E-01   13   2.55906584E-07  -2.78128037E-07
   1.58370542E-01   14   2.21399815E-07  -1.97737367E-07
   1.58370542E-01   15   1.76363720E-07  -1.87927283E-07
   1.58370542E-01   16   1.83911819E-07  -1.69243967E-07
   1.58370542E-01   17   1.72423413E-07  -1.54703526E-07
   1.58370542E-01   18   1.44683887E-07  -1.67533112E-07
   1.58370542E-01   19   1.43847989E-07  -1.05330234E-07
   1.58370542E-01   20   5.39396959E-08  -6.58878043E-08
   1.63316496E-01  -12  -5.23864372E-08   4.41251215E-08
   1.63316496E-01  -11  -5.62458797E-08   5.58093752E-08
   1.63316496E-01  -10  -5.59621819E-08   7.65158885E-08
   1.63316496E-01   -9  -6.08544055E-08   9.21596817E-08
   1.63316496E-01   -8  -6.96519366E-08   8.82211528E-08
   1.63316496E-01   -7  -4.26174842E-08   7.41834050E-08
   1.63316496E-01   -6  -5.17336476E-08   8.92127070E-08
   1.63316496E-01   -5  -1.05950695E-07   8.06533054E-08
   1.63316496E-01   -4   2.86346734E-08   8.31544525E-08
   1.63316496E-01   -3   1.95497665E-06  -1.84606429E-06
   1.63316496E-01   -2   1.54404412E-05  -2.99109630E-05
   1.63316496E-01   -1   8.75511216E-05  -1.85003181E-04
   1.63316496E-01    0  -5.98825309E-04   1.59827728E-03
   1.63316496E-01    1   4.66522557E-05  -3.24077456E-05
   1.63316496E-01    2  -3.81550335E-05   8.54636220E-05
   1.63316496E-01    3  -3.32243573E-06   7.45072877E-06
   1.63316496E-01    4  -3.25799396E-06   3.82638193E-06
   1.63316496E-01    5   1.01431428E-07   5.04472057E-08
   1.63316496E-01    6   1.72031150E-06  -2.12629505E-06
   1.63316496E-01    7   8.58279136E-07  -5.26598825E-07
   1.63316496E-01    8   8.25710871E-07  -8.03209646E-07
   1.63316496E-01    9   4.57043029E-07  -4.33312120E-07
   1.63316496E-01   10   2.88231962E-07  -3.53569831E-07
   1.63316496E-01   11   2.12080744E-07  -2.21771992E-07
   1.63316496E-01   12   1.51172397E-07  -1.64579873E-07
   1.63316496E-01   13   1.17787396E-07  -1.29626340E-07
   1.63316496E-01   14   9.75742802E-08  -8.34367049E-08
   1.63316496E-01   15   6.91408755E-08  -8.65474926E-08
   1.63316496E-01   16   8.48842638E-08  -7.51568513E-08
   1.63316496E-01   17   7.31327137E-08  -6.34359567E-08
   1.63316496E-01   18   6.01726808E-08  -7.73841320E-08
   1.63316496E-01   19   6.42937845E-08  -5.21165596E-08
   1.63316496E-01   20   1.63752335E-08  -2.56037868E-08
   1.68262451E-01  -12   1.83609380E-08  -9.75800792E-09
   1.68262451E-01  -11   7.42412664E-09  -1.56058995E-09
   1.68262451E-01  -10   1.84225318E-09  -1.21460658E-08
   1.68262451E-01   -9   2.32931060E-08  -9.26816596E-09
   1.68262451E-01   -8   1.51568420E-08  -2.51210086E-08
   1.68262451E-01   -7   4.49847171E-08  -5.27025353E-08
   1.68262451E-01   -6   1.08750750E-07  -8.65850091E-08
   1.68262451E-01   -5   1.87967662E-07  -2.11795754E-07
   1.68262451E-01   -4   2.94641230E-07  -3.67578014E-07
   1.68262451E-01   -3   1.81018536E-06  -2.10475450E-06
   1.68262451E-01   -2   1.67638794E-05  -3.08729326E-05
   1.68262451E-01   -1   9.02399574E-05  -1.89319865E-04
   1.68262451E-01    0  -6.00636951E-04   1.60288906E-03
   1.68262451E-01    1   4.70661610E-05  -3.40773146E-05
   1.68262451E-01    2  -3.53445440E-05   8.54753127E-05
   1.68262451E-01    3  -3.29510475E-06   5.44530702E-06
   1.68262451E-01    4  -8.06616433E-07   1.87316769E-06
   1.68262451E-01    5  -5.51744163E-07   9.50452668E-07
   1.68262451E-01    6  -1.05778300E-06   8.65964430E-07
   1.68262451E-01    7  -4.80433829E-07   4.75143092E-07
   1.68262451E-01    8  -2.95048189E-07   2.69100187E-07
   1.68262451E-01    9  -1.42280474E-07   1.36314735E-07
   1.68262451E-01   10  -7.45703585E-08   9.57737260E-08
   1.68262451E-01   11  -6.17654704E-08   6.03872469E-08
   1.68262451E-01   12  -4.40152317E-08   3.32242177E-08
   1.68262451E-01   13  -2.86344250E-08   2.78980871E-08
   1.68262451E-01   14  -3.29883774E-08   3.62092436E-08
   1.68262451E-01   15  -4.25539992E-08   2.05882101E-08
   1.68262451E-01   16  -1.99094650E-08   2.39618978E-08
   1.68262451E-01   17  -3.11726368E-08   3.17244098E-08
   1.68262451E-01   18  -2.80849589E-08   1.80865817E-08
   1.68262451E-01   19  -1.96124457E-08   4.49919132E-09
   1.68262451E-01   20  -2.18837964E-08   1.63858114E-08
   1.73208405E-01  -12   8.73771144E-08  -6.32124594E-08
   1.73208405E-01  -11   7.05715504E-08  -5.80293058E-08
   1.73208405E-01  -10   5.90942749E-08  -9.97504671E-08
   1.73208405E-01   -9   1.05912894E-07  -1.09504222E-07
   1.73208405E-01   -8   9.95123451E-08  -1.36612119E-07
   1.73208405E-01   -7   1.30548402E-07  -1.76804206E-07
   1.73208405E-01   -6   2.65985625E-07  -2.58821652E-07
   1.73208405E-01   -5   4.75969773E-07  -4.99471445E-07
   1.73208405E-01   -4   5.54199980E-07  -8.05551498E-07
   1.73208405E-01   -3   1.67101277E-06  -2.35919944E-06
   1.73208405E-01   -2   1.80555254E-05  -3.16846978E-05
   1.73208405E-01   -1   9.28139861E-05  -1.93431860E-04
   1.73208405E-01    0  -6.01721343E-04   1.60551516E-03
   1.73208405E-01    1   4.74623928E-05  -3.56185485E-05
   1.73208405E-01    2  -3.25964840E-05   8.52985732E-05
   1.73208405E-01    3  -3.24120852E-06   3.47776754E-06
   1.73208405E-01    4   1.60514014E-06  -6.57588446E-08
   1.73208405E-01    5  -1.19660092E-06   1.82981838E-06
   1.73208405E-01    6  -3.76221992E-06   3.80250249E-06
   1.73208405E-01    7  -1.78436124E-06   1.44726093E-06
   1.73208405E-01    8  -1.39167552E-06   1.32037553E-06
   1.73208405E-01    9  -7.29502004E-07   6.94715729E-07
   1.73208405E-01   10  -4.30228323E-07   5.36250881E-07
   1.73208405E-01   11  -3.30232557E-07   3.37053869E-07
   1.73208405E-01   12  -2.34542731E-07   2.27135639E-07
   1.73208405E-01   13  -1.72563381E-07   1.82832327E-07
   1.73208405E-01   14  -1.60663365E-07   1.52307282E-07
   1.73208405E-01   15  -1.50411643E-07   1.25540185E-07
   1.73208405E-01   16  -1.22735458E-07   1.20774903E-07
   1.73208405E-01   17  -1.32762719E-07   1.23674635E-07
   1.73208405E-01   18  -1.13546995E-07   1.11817429E-07
   1.73208405E-01   19  -1.01676589E-07   6.03150985E-08
   1.73208405E-01   20  -5.79614967E-08   5.69575121E-08
   1.78154359E-01  -12   1.49832764E-07  -1.12521056E-07
   1.78154359E-01  -11   1.28805669E-07  -1.09625936E-07
   1.78154359E-01  -10   1.11816309E-07  -1.80179184E-07
   1.78154359E-01   -9   1.81266957E-07  -2.01586809E-07
   1.78154359E-01   -8   1.77654811E-07  -2.38511211E-07
   1.78154359E-01   -7   2.08300976E-07  -2.89626093E-07
   1.78154359E-01   -6   4.09396844E-07  -4.15769743E-07
   1.78154359E-01   -5   7.38551266E-07  -7.63113134E-07
   1.78154359E-01   -4   7.90055826E-07  -1.20155438E-06
   1.78154359E-01   -3   1.55320222E-06  -2.59785181E-06
   1.78154359E-01   -2   1.92584683E-05  -3.23567417E-05
   1.78154359E-01   -1   9.51826261E-05  -1.97242696E-04
   1.78154359E-01    0  -6.01958467E-04   1.60596536E-03
   1.78154359E-01    1   4.78489302E-05  -3.69240095E-05
   1.78154359E-01    2  -3.01109559E-05   8.49019751E-05
   1.78154359E-01    3  -3.16800110E-06   1.69008437E-06
   1.78154359E-01    4   3.80468680E-06  -1.85040915E-06
   1.78154359E-01    5  -1.78967704E-06   2.62878840E-06
   1.78154359E-01    6  -6.20394728E-06   6.47814262E-06
   1.78154359E-01    7  -2.96239548E-06   2.32202075E-06
   1.78154359E-01    8  -2.38742330E-06   2.27705568E-06
   1.78154359E-01    9  -1.26348213E-06   1.20279856E-06
   1.78154359E-01   10  -7.53817276E-07   9.36980790E-07
   1.78154359E-01   11  -5.74515125E-07   5.88814509E-07
   1.78154359E-01   12  -4.07027381E-07   4.03511116E-07
   1.78154359E-01   13  -3.03913549E-07   3.24324174E-07
   1.78154359E-01   14  -2.76503941E-07   2.56677698E-07
   1.78154359E-01   15  -2.46822049E-07   2.20932280E-07
   1.78154359E-01   16  -2.16385147E-07   2.08479327E-07
   1.78154359E-01   17  -2.24485820E-07   2.05914439E-07
   1.78154359E-01   18  -1.90205138E-07   1.97224118E-07
   1.78154359E-01   19  -1.76142413E-07   1.11405478E-07
   1.78154359E-01   20  -8.92954557E-08   9.32471513E-08
   1.83100314E-01  -12   2.01580624E-07  -1.54404239E-07
   1.83100314E-01  -11   1.78267343E-07  -1.52937756E-07
   1.83100314E-01  -10   1.56549941E-07  -2.48101908E-07
   1.83100314E-01   -9   2.44400373E-07  -2.79475551E-07
   1.83100314E-01   -8   2.44541311E-07  -3.24160886E-07
   1.83100314E-01   -7   2.73350348E-07  -3.83913006E-07
   1.83100314E-01   -6   5.29921636E-07  -5.47436054E-07
   1.83100314E-01   -5   9.58986074E-07  -9.86155988E-07
   1.83100314E-01   -4   9.87521015E-07  -1.53088822E-06
   1.83100314E-01   -3   1.47072539E-06  -2.81115065E-06
   1.83100314E-01   -2   2.03262950E-05  -3.29107745E-05
   1.83100314E-01   -1   9.72750963E-05  -2.00684522E-04
   1.83100314E-01    0  -6.01292579E-04   1.60420934E-03
   1.83100314E-01    1   4.82346646E-05  -3.79076376E-05
   1.83100314E-01    2  -2.80578410E-05   8.42656660E-05
   1.83100314E-01    3  -3.08362299E-06   2.04637451E-07
   1.83100314E-01    4   5.64218013E-06  -3.35801878E-06
   1.83100314E-01    5  -2.29334506E-06   3.29621701E-06
   1.83100314E-01    6  -8.22125900E-06   8.71567483E-06
   1.83100314E-01    7  -3.93661065E-06   3.04177958E-06
   1.83100314E-01    8  -3.21622988E-06   3.07570078E-06
   1.83100314E-01    9  -1.70876177E-06   1.62686385E-06
   1.83100314E-01   10  -1.02385325E-06   1.27133901E-06
   1.83100314E-01   11  -7.78363199E-07   7.98916595E-07
   1.83100314E-01   12  -5.49999807E-07   5.50612279E-07
   1.83100314E-01   13  -4.13935429E-07   4.42957484E-07
   1.83100314E-01   14  -3.72795740E-07   3.42363340E-07
   1.83100314E-01   15  -3.25346458E-07   3.00412053E-07
   1.83100314E-01   16  -2.94623419E-07   2.81229698E-07
   1.83100314E-01   17  -3.00212393E-07   2.72951480E-07
   1.83100314E-01   18  -2.52957209E-07   2.68610231E-07
   1.83100314E-01   19  -2.38049062E-07   1.54367451E-07
   1.83100314E-01   20  -1.13794910E-07   1.22827205E-07
   1.88046268E-01  -12   2.39383126E-07  -1.86200804E-07
   1.88046268E-01  -11   2.15842513E-07  -1.85301724E-07
   1.88046268E-01  -10   1.90549021E-07  -2.99272906E-07
   1.88046268E-01   -9   2.91415727E-07  -3.38388274E-07
   1.88046268E-01   -8   2.96127390E-07  -3.88359819E-07
   1.88046268E-01   -7   3.21957179E-07  -4.54052163E-07
   1.88046268E-01   -6   6.20510071E-07  -6.46120694E-07
   1.88046268E-01   -5   1.12425294E-06  -1.15565223E-06
   1.88046268E-01   -4   1.13528922E-06  -1.77471902E-06
   1.88046268E-01   -3   1.43503716E-06  -2.99206653E-06
   1.88046268E-01   -2   2.12257639E-05  -3.33778569E-05
   1.88046268E-01   -1   9.90444140E-05  -2.03722100E-04
   1.88046268E-01    0  -5.99729822E-04   1.60036416E-03
   1.88046268E-01    1   4.86289995E-05  -3.85091813E-05
   1.88046268E-01    2  -2.65675257E-05   8.33814086E-05
   1.88046268E-01    3  -2.99660262E-06  -8.82531394E-07
   1.88046268E-01    4   6.99885600E-06  -4.48993876E-06
   1.88046268E-01    5  -2.67791592E-06   3.79240319E-06
   1.88046268E-01    6  -9.68868893E-06   1.03756918E-05
   1.88046268E-01    7  -4.64655374E-06   3.56214581E-06
   1.88046268E-01    8  -3.82637199E-06   3.66651001E-06
   1.88046268E-01    9  -2.03752756E-06   1.94047381E-06
   1.88046268E-01   10  -1.22348375E-06   1.51843352E-06
   1.88046268E-01   11  -9.28980127E-07   9.54197003E-07
   1.88046268E-01   12  -6.54537709E-07   6.59258869E-07
   1.88046268E-01   13  -4.95699554E-07   5.31273401E-07
   1.88046268E-01   14  -4.43481109E-07   4.04012672E-07
   1.88046268E-01   15  -3.81070032E-07   3.59002563E-07
   1.88046268E-01   16  -3.52533043E-07   3.34460145E-07
   1.88046268E-01   17  -3.55172385E-07   3.20603833E-07
   1.88046268E-01   18  -2.97886661E-07   3.21483061E-07
   1.88046268E-01   19  -2.83504668E-07   1.86511148E-07
   1.88046268E-01   20  -1.29953343E-07   1.43839544E-07
   1.92992223E-01  -12   2.61062317E-07  -2.05994381E-07
   1.92992223E-01  -11   2.39310368E-07  -2.04930925E-07
   1.92992223E-01  -10   2.11910445E-07  -3.30733138E-07
   1.92992223E-01   -9   3.19656356E-07  -3.75028180E-07
   1.92992223E-01   -8   3.29560918E-07  -4.27609030E-07
   1.92992223E-01   -7   3.51708733E-07  -4.96334613E-07
   1.92992223E-01   -6   6.76453880E-07  -7.06778579E-07
   1.92992223E-01   -5   1.22564373E-06  -1.26288005E-06
   1.92992223E-01   -4   1.22596115E-06  -1.92093349E-06
   1.92992223E-01   -3   1.45454550E-06  -3.13643060E-06
   1.92992223E-01   -2   2.19383592E-05  -3.37960794E-05
   1.92992223E-01   -1   1.00469451E-04  -2.06354206E-04
   1.92992223E-01    0  -5.97332550E-04   1.59467441E-03
   1.92992223E-01    1   4.90414279E-05  -3.86965825E-05
   1.92992223E-01    2  -2.57249823E-05   8.22520122E-05
   1.92992223E-01    3  -2.91537300E-06  -1.50619393E-06
   1.92992223E-01    4   7.79266894E-06  -5.17640598E-06
   1.92992223E-01    5  -2.92305170E-06   4.09094412E-06
   1.92992223E-01    6  -1.05228160E-05   1.13631620E-05
   1.92992223E-01    7  -5.05204525E-06   3.85401519E-06
   1.92992223E-01    8  -4.18288532E-06   4.01566442E-06
   1.92992223E-01    9  -2.23091893E-06   2.12569514E-06
   1.92992223E-01   10  -1.34127940E-06   1.66408682E-06
   1.92992223E-01   11  -1.01762310E-06   1.04570123E-06
   1.92992223E-01   12  -7.14681513E-07   7.23261281E-07
   1.92992223E-01   13  -5.44422649E-07   5.84122101E-07
   1.92992223E-01   14  -4.84441355E-07   4.38126483E-07
   1.92992223E-01   15  -4.10825976E-07   3.93335674E-07
   1.92992223E-01   16  -3.86745421E-07   3.65096973E-07
   1.92992223E-01   17  -3.86176532E-07   3.46191732E-07
   1.92992223E-01   18  -3.22441813E-07   3.52765483E-07
   1.92992223E-01   19  -3.09868220E-07   2.05987871E-07
   1.92992223E-01   20  -1.36913168E-07   1.55080123E-07
   1.97938177E-01  -12   2.65571087E-07  -2.12683924E-07
   1.97938177E-01  -11   2.47424287E-07  -2.10974961E-07
   1.97938177E-01  -10   2.19641280E-07  -3.40915513E-07
   1.97938177E-01   -9   3.27796876E-07  -3.87699084E-07
   1.97938177E-01   -8   3.43285732E-07  -4.40230081E-07
   1.97938177E-01   -7   3.61593825E-07  -5.09074644E-07
   1.97938177E-01   -6   6.95540612E-07  -7.27181620E-07
   1.97938177E-01   -5   1.25904974E-06  -1.30363565E-06
   1.97938177E-01   -4   1.25627931E-06  -1.96449913E-06
   1.97938177E-01   -3   1.53430451E-06  -3.24304859E-06
   1.97938177E-01   -2   2.24607398E-05  -3.42079704E-05
   1.97938177E-01   -1   1.01555105E-04  -2.08612562E-04
   1.97938177E-01    0  -5.94211074E-04   1.58748729E-03
   1.97938177E-01    1   4.94811078E-05  -3.84663755E-05
   1.97938177E-01    2  -2.55672197E-05   8.08902661E-05
   1.97938177E-01    3  -2.84782608E-06  -1.63410912E-06
   1.97938177E-01    4   7.98117750E-06  -5.37912655E-06
   1.97938177E-01    5  -3.01847377E-06   4.17959653E-06
   1.97938177E-01    6  -1.06849492E-05   1.16306813E-05
   1.97938177E-01    7  -5.13447387E-06   3.90447524E-06
   1.97938177E-01    8  -4.26873510E-06   4.10647475E-06
   1.97938177E-01    9  -2.27966628E-06   2.17370595E-06
   1.97938177E-01   10  -1.37162021E-06   1.70131582E-06
   1.97938177E-01   11  -1.03990103E-06   1.06898787E-06
   1.97938177E-01   12  -7.27629335E-07   7.39629081E-07
   1.97938177E-01   13  -5.57633213E-07   5.98841592E-07
   1.97938177E-01   14  -4.93634686E-07   4.43167293E-07
   1.97938177E-01   15  -4.13290696E-07   4.01765081E-07
   1.97938177E-01   16  -3.95555631E-07   3.71660124E-07
   1.97938177E-01   17  -3.91720249E-07   3.48618193E-07
   1.97938177E-01   18  -3.25514243E-07   3.60901883E-07
   1.97938177E-01   19  -3.15838269E-07   2.11854917E-07
   1.97938177E-01   20  -1.34483340E-07   1.56035409E-07
   2.02884132E-01  -12   2.52989418E-07  -2.05999872E-07
   2.02884132E-01  -11   2.39927671E-07  -2.03517288E-07
   2.02884132E-01  -10   2.13664727E-07  -3.29656903E-07
   2.02884132E-01   -9   3.15844975E-07  -3.76313210E-07
   2.02884132E-01   -8   3.37058181E-07  -4.26361030E-07
   2.02884132E-01   -7   3.51984194E-07  -4.92594305E-07
   2.02884132E-01   -6   6.78041486E-07  -7.07891809E-07
   2.02884132E-01   -5   1.22494116E-06  -1.27822312E-06
