
   ising   psi         q          di      re alpha   im alpha

     1  2.919E-01  2.000E+00 -6.223E-01  7.889E-01  0.000E+00


   is    psifac      dpsi        q       singfac     eval1

  785  1.585E-01  1.610E-03  1.633E+00  3.666E-01  8.261E+00

   is    psifac      dpsi        q       singfac     eval1

 Gaussian Reduction at istep =    786, psi = 1.601E-01, q =  1.633

   is    psifac      dpsi        q       singfac     eval1

  786  1.601E-01  1.610E-03  1.637E+00  3.634E-01  8.325E+00
  787  1.601E-01  1.000E-07  1.637E+00  3.634E-01  8.325E+00
  788  1.601E-01  1.000E-07  1.637E+00  3.634E-01  8.325E+00
  789  1.603E-01  2.054E-04  1.637E+00  3.630E-01  8.333E+00
  790  1.605E-01  2.054E-04  1.637E+00  3.626E-01  8.341E+00
  791  1.607E-01  2.054E-04  1.638E+00  3.621E-01  8.350E+00
  792  1.614E-01  7.056E-04  1.639E+00  3.607E-01  8.378E+00
  793  1.621E-01  7.056E-04  1.641E+00  3.593E-01  8.406E+00
  794  1.628E-01  7.056E-04  1.642E+00  3.579E-01  8.434E+00
  795  1.635E-01  7.056E-04  1.644E+00  3.565E-01  8.461E+00
  796  1.643E-01  8.065E-04  1.645E+00  3.548E-01  8.493E+00
  797  1.651E-01  8.065E-04  1.647E+00  3.532E-01  8.525E+00
  798  1.659E-01  8.065E-04  1.648E+00  3.515E-01  8.556E+00
  799  1.667E-01  8.065E-04  1.650E+00  3.498E-01  8.588E+00
  800  1.675E-01  8.065E-04  1.652E+00  3.482E-01  8.619E+00
  801  1.688E-01  1.246E-03  1.654E+00  3.456E-01  8.668E+00
  802  1.700E-01  1.246E-03  1.657E+00  3.430E-01  8.716E+00
  803  1.713E-01  1.246E-03  1.660E+00  3.403E-01  8.764E+00
  804  1.725E-01  1.246E-03  1.662E+00  3.377E-01  8.812E+00
  805  1.738E-01  1.246E-03  1.665E+00  3.350E-01  8.859E+00
  806  1.753E-01  1.511E-03  1.668E+00  3.318E-01  8.916E+00
  807  1.768E-01  1.511E-03  1.672E+00  3.285E-01  8.974E+00
  808  1.783E-01  1.511E-03  1.675E+00  3.252E-01  9.030E+00
  809  1.798E-01  1.511E-03  1.678E+00  3.218E-01  9.087E+00
  810  1.813E-01  1.511E-03  1.682E+00  3.185E-01  9.143E+00
  811  1.828E-01  1.511E-03  1.685E+00  3.151E-01  9.199E+00
  812  1.850E-01  2.162E-03  1.690E+00  3.102E-01  9.279E+00
  813  1.872E-01  2.162E-03  1.695E+00  3.052E-01  9.358E+00
  814  1.893E-01  2.162E-03  1.700E+00  3.002E-01  9.436E+00
  815  1.915E-01  2.162E-03  1.705E+00  2.952E-01  9.514E+00
  816  1.937E-01  2.162E-03  1.710E+00  2.901E-01  9.591E+00
  817  1.958E-01  2.162E-03  1.715E+00  2.849E-01  9.668E+00
  818  1.980E-01  2.162E-03  1.720E+00  2.797E-01  9.744E+00
  819  2.001E-01  2.162E-03  1.726E+00  2.744E-01  9.819E+00
  820  2.023E-01  2.162E-03  1.731E+00  2.691E-01  9.894E+00
  821  2.045E-01  2.162E-03  1.736E+00  2.638E-01  9.968E+00
  822  2.066E-01  2.162E-03  1.742E+00  2.583E-01  1.004E+01
  823  2.088E-01  2.162E-03  1.747E+00  2.529E-01  1.012E+01
  824  2.110E-01  2.162E-03  1.753E+00  2.473E-01  1.019E+01
  825  2.131E-01  2.162E-03  1.758E+00  2.418E-01  1.026E+01
  826  2.153E-01  2.162E-03  1.764E+00  2.361E-01  1.033E+01
  827  2.174E-01  2.162E-03  1.770E+00  2.304E-01  1.040E+01
  828  2.196E-01  2.162E-03  1.775E+00  2.247E-01  1.047E+01
  829  2.218E-01  2.162E-03  1.781E+00  2.189E-01  1.054E+01
  830  2.239E-01  2.162E-03  1.787E+00  2.130E-01  1.061E+01
  831  2.261E-01  2.162E-03  1.793E+00  2.071E-01  1.068E+01

   is    psifac      dpsi        q       singfac     eval1

 Gaussian Reduction at istep =    832, psi = 2.283E-01, q =  1.793

   is    psifac      dpsi        q       singfac     eval1

  832  2.283E-01  2.162E-03  1.799E+00  2.011E-01  1.075E+01
  833  2.283E-01  1.000E-07  1.799E+00  2.011E-01  1.075E+01
  834  2.283E-01  1.000E-07  1.799E+00  2.011E-01  1.075E+01
  835  2.285E-01  2.505E-04  1.800E+00  2.004E-01  1.076E+01
  836  2.288E-01  2.505E-04  1.800E+00  1.998E-01  1.076E+01
  837  2.290E-01  2.505E-04  1.801E+00  1.991E-01  1.077E+01
  838  2.299E-01  8.691E-04  1.803E+00  1.966E-01  1.080E+01
  839  2.307E-01  8.691E-04  1.806E+00  1.942E-01  1.082E+01
  840  2.316E-01  8.691E-04  1.808E+00  1.918E-01  1.085E+01
  841  2.325E-01  8.691E-04  1.811E+00  1.893E-01  1.088E+01
  842  2.335E-01  9.833E-04  1.813E+00  1.865E-01  1.091E+01
  843  2.344E-01  9.833E-04  1.816E+00  1.838E-01  1.094E+01
  844  2.354E-01  9.833E-04  1.819E+00  1.810E-01  1.097E+01
  845  2.364E-01  9.833E-04  1.822E+00  1.781E-01  1.100E+01
  846  2.374E-01  9.833E-04  1.825E+00  1.753E-01  1.103E+01
  847  2.389E-01  1.508E-03  1.829E+00  1.710E-01  1.107E+01
  848  2.404E-01  1.508E-03  1.833E+00  1.666E-01  1.112E+01
  849  2.419E-01  1.508E-03  1.838E+00  1.622E-01  1.116E+01
  850  2.434E-01  1.508E-03  1.842E+00  1.577E-01  1.121E+01
  851  2.449E-01  1.508E-03  1.847E+00  1.533E-01  1.125E+01
  852  2.467E-01  1.803E-03  1.852E+00  1.479E-01  1.130E+01
  853  2.485E-01  1.803E-03  1.858E+00  1.425E-01  1.136E+01
  854  2.503E-01  1.803E-03  1.863E+00  1.370E-01  1.141E+01
  855  2.521E-01  1.803E-03  1.868E+00  1.316E-01  1.146E+01
  856  2.539E-01  1.803E-03  1.874E+00  1.260E-01  1.151E+01
  857  2.557E-01  1.803E-03  1.880E+00  1.205E-01  1.156E+01
  858  2.583E-01  2.550E-03  1.887E+00  1.125E-01  1.163E+01
  859  2.608E-01  2.550E-03  1.896E+00  1.045E-01  1.170E+01
  860  2.634E-01  2.550E-03  1.904E+00  9.639E-02  1.177E+01
  861  2.659E-01  2.550E-03  1.912E+00  8.820E-02  1.184E+01
  862  2.685E-01  2.550E-03  1.920E+00  7.993E-02  1.191E+01
  863  2.706E-01  2.100E-03  1.927E+00  7.305E-02  1.196E+01
  864  2.727E-01  2.100E-03  1.934E+00  6.612E-02  1.202E+01
  865  2.744E-01  1.714E-03  1.940E+00  6.043E-02  1.206E+01
  866  2.761E-01  1.714E-03  1.945E+00  5.469E-02  1.211E+01
  867  2.775E-01  1.416E-03  1.950E+00  4.993E-02  1.215E+01
  868  2.790E-01  1.416E-03  1.955E+00  4.514E-02  1.218E+01
  869  2.804E-01  1.416E-03  1.960E+00  4.032E-02  1.222E+01
  870  2.818E-01  1.416E-03  1.965E+00  3.548E-02  1.225E+01
  871  2.820E-01  1.928E-04  1.965E+00  3.482E-02  1.226E+01
  872  2.822E-01  1.928E-04  1.966E+00  3.416E-02  1.226E+01
  873  2.824E-01  1.928E-04  1.967E+00  3.349E-02  1.227E+01
  874  2.826E-01  1.928E-04  1.967E+00  3.283E-02  1.227E+01
  875  2.828E-01  1.928E-04  1.968E+00  3.217E-02  1.228E+01
  876  2.831E-01  3.856E-04  1.969E+00  3.084E-02  1.229E+01
  877  2.835E-01  3.856E-04  1.970E+00  2.951E-02  1.230E+01
  878  2.839E-01  3.856E-04  1.972E+00  2.818E-02  1.231E+01
  879  2.843E-01  3.856E-04  1.973E+00  2.684E-02  1.232E+01
  880  2.847E-01  3.856E-04  1.974E+00  2.550E-02  1.233E+01
  881  2.853E-01  6.076E-04  1.977E+00  2.340E-02  1.234E+01
  882  2.859E-01  6.076E-04  1.979E+00  2.128E-02  1.236E+01
  883  2.865E-01  6.076E-04  1.981E+00  1.916E-02  1.237E+01
  884  2.871E-01  6.076E-04  1.983E+00  1.704E-02  1.239E+01
  885  2.876E-01  4.684E-04  1.985E+00  1.539E-02  1.240E+01
  886  2.881E-01  4.684E-04  1.986E+00  1.375E-02  1.241E+01
  887  2.884E-01  3.543E-04  1.987E+00  1.250E-02  1.242E+01
  888  2.888E-01  3.543E-04  1.989E+00  1.126E-02  1.243E+01
  889  2.890E-01  2.814E-04  1.990E+00  1.027E-02  1.243E+01
  890  2.893E-01  2.814E-04  1.991E+00  9.273E-03  1.244E+01
  891  2.893E-01  2.392E-05  1.991E+00  9.189E-03  1.244E+01
  892  2.894E-01  2.392E-05  1.991E+00  9.104E-03  1.244E+01
  893  2.894E-01  2.392E-05  1.991E+00  9.020E-03  1.244E+01
  894  2.894E-01  2.392E-05  1.991E+00  8.935E-03  1.244E+01
  895  2.895E-01  4.784E-05  1.991E+00  8.766E-03  1.244E+01
  896  2.895E-01  4.784E-05  1.991E+00  8.597E-03  1.245E+01
  897  2.896E-01  4.784E-05  1.992E+00  8.428E-03  1.245E+01
  898  2.896E-01  4.784E-05  1.992E+00  8.259E-03  1.245E+01
  899  2.897E-01  1.002E-04  1.992E+00  7.905E-03  1.245E+01
  900  2.898E-01  1.002E-04  1.992E+00  7.551E-03  1.245E+01
  901  2.899E-01  1.002E-04  1.993E+00  7.196E-03  1.246E+01
  902  2.900E-01  1.002E-04  1.993E+00  6.841E-03  1.246E+01
  903  2.901E-01  1.002E-04  1.994E+00  6.486E-03  1.246E+01
  904  2.902E-01  1.002E-04  1.994E+00  6.132E-03  1.246E+01
  905  2.903E-01  8.009E-05  1.994E+00  5.848E-03  1.246E+01
  906  2.904E-01  8.009E-05  1.994E+00  5.564E-03  1.247E+01
  907  2.905E-01  8.009E-05  1.995E+00  5.280E-03  1.247E+01
  908  2.905E-01  8.009E-05  1.995E+00  4.996E-03  1.247E+01
  909  2.906E-01  6.585E-05  1.995E+00  4.763E-03  1.247E+01
  910  2.907E-01  6.585E-05  1.995E+00  4.529E-03  1.247E+01
  911  2.907E-01  6.585E-05  1.996E+00  4.296E-03  1.248E+01
  912  2.908E-01  6.585E-05  1.996E+00  4.062E-03  1.248E+01
  913  2.908E-01  5.369E-05  1.996E+00  3.872E-03  1.248E+01
  914  2.909E-01  5.369E-05  1.996E+00  3.681E-03  1.248E+01
  915  2.910E-01  5.369E-05  1.997E+00  3.490E-03  1.248E+01
  916  2.910E-01  5.369E-05  1.997E+00  3.300E-03  1.248E+01
  917  2.911E-01  4.369E-05  1.997E+00  3.145E-03  1.248E+01
  918  2.911E-01  4.369E-05  1.997E+00  2.989E-03  1.248E+01
  919  2.911E-01  4.369E-05  1.997E+00  2.834E-03  1.249E+01
  920  2.912E-01  4.369E-05  1.997E+00  2.679E-03  1.249E+01
  921  2.912E-01  3.548E-05  1.997E+00  2.553E-03  1.249E+01
  922  2.913E-01  3.548E-05  1.998E+00  2.427E-03  1.249E+01
  923  2.913E-01  3.548E-05  1.998E+00  2.301E-03  1.249E+01
  924  2.913E-01  3.548E-05  1.998E+00  2.174E-03  1.249E+01
  925  2.914E-01  2.885E-05  1.998E+00  2.072E-03  1.249E+01
  926  2.914E-01  2.885E-05  1.998E+00  1.969E-03  1.249E+01
  927  2.914E-01  2.885E-05  1.998E+00  1.867E-03  1.249E+01
  928  2.914E-01  2.885E-05  1.998E+00  1.764E-03  1.249E+01
  929  2.915E-01  2.345E-05  1.998E+00  1.681E-03  1.249E+01
  930  2.915E-01  2.345E-05  1.998E+00  1.597E-03  1.249E+01
  931  2.915E-01  2.345E-05  1.998E+00  1.514E-03  1.250E+01
  932  2.915E-01  2.345E-05  1.999E+00  1.430E-03  1.250E+01
  933  2.916E-01  1.905E-05  1.999E+00  1.362E-03  1.250E+01
  934  2.916E-01  1.905E-05  1.999E+00  1.295E-03  1.250E+01
  935  2.916E-01  1.905E-05  1.999E+00  1.227E-03  1.250E+01
  936  2.916E-01  1.905E-05  1.999E+00  1.159E-03  1.250E+01
  937  2.916E-01  1.546E-05  1.999E+00  1.104E-03  1.250E+01
  938  2.916E-01  1.546E-05  1.999E+00  1.049E-03  1.250E+01
  939  2.917E-01  1.546E-05  1.999E+00  9.941E-04  1.250E+01
  940  2.917E-01  1.546E-05  1.999E+00  9.391E-04  1.250E+01
  941  2.917E-01  1.253E-05  1.999E+00  8.944E-04  1.250E+01
  942  2.917E-01  1.253E-05  1.999E+00  8.498E-04  1.250E+01
  943  2.917E-01  1.253E-05  1.999E+00  8.052E-04  1.250E+01
  944  2.917E-01  1.253E-05  1.999E+00  7.606E-04  1.250E+01
  945  2.917E-01  1.016E-05  1.999E+00  7.244E-04  1.250E+01
  946  2.917E-01  1.016E-05  1.999E+00  6.882E-04  1.250E+01
  947  2.918E-01  1.016E-05  1.999E+00  6.520E-04  1.250E+01
  948  2.918E-01  1.016E-05  1.999E+00  6.158E-04  1.250E+01
  949  2.918E-01  8.231E-06  1.999E+00  5.865E-04  1.250E+01
  950  2.918E-01  8.231E-06  1.999E+00  5.572E-04  1.250E+01
  951  2.918E-01  8.231E-06  1.999E+00  5.279E-04  1.250E+01
  952  2.918E-01  8.231E-06  2.000E+00  4.986E-04  1.250E+01
  953  2.918E-01  6.667E-06  2.000E+00  4.748E-04  1.250E+01
  954  2.918E-01  6.667E-06  2.000E+00  4.511E-04  1.250E+01
  955  2.918E-01  6.667E-06  2.000E+00  4.273E-04  1.250E+01
  956  2.918E-01  6.667E-06  2.000E+00  4.036E-04  1.250E+01
  957  2.918E-01  5.398E-06  2.000E+00  3.844E-04  1.250E+01
  958  2.918E-01  5.398E-06  2.000E+00  3.651E-04  1.250E+01
  959  2.918E-01  5.398E-06  2.000E+00  3.459E-04  1.250E+01
  960  2.918E-01  5.398E-06  2.000E+00  3.267E-04  1.250E+01
  961  2.918E-01  4.370E-06  2.000E+00  3.111E-04  1.250E+01
  962  2.919E-01  4.370E-06  2.000E+00  2.955E-04  1.250E+01
  963  2.919E-01  4.370E-06  2.000E+00  2.800E-04  1.250E+01
  964  2.919E-01  4.370E-06  2.000E+00  2.644E-04  1.250E+01
  965  2.919E-01  3.538E-06  2.000E+00  2.518E-04  1.250E+01
  966  2.919E-01  3.538E-06  2.000E+00  2.392E-04  1.250E+01
  967  2.919E-01  3.538E-06  2.000E+00  2.266E-04  1.250E+01
  968  2.919E-01  3.538E-06  2.000E+00  2.140E-04  1.250E+01
  969  2.919E-01  2.864E-06  2.000E+00  2.038E-04  1.250E+01
  970  2.919E-01  2.864E-06  2.000E+00  1.936E-04  1.250E+01
  971  2.919E-01  2.864E-06  2.000E+00  1.834E-04  1.250E+01
  972  2.919E-01  2.864E-06  2.000E+00  1.732E-04  1.250E+01
  973  2.919E-01  2.318E-06  2.000E+00  1.649E-04  1.250E+01
  974  2.919E-01  2.318E-06  2.000E+00  1.567E-04  1.250E+01
  975  2.919E-01  2.318E-06  2.000E+00  1.484E-04  1.250E+01
  976  2.919E-01  2.318E-06  2.000E+00  1.401E-04  1.250E+01
  977  2.919E-01  1.876E-06  2.000E+00  1.335E-04  1.250E+01
  978  2.919E-01  1.876E-06  2.000E+00  1.268E-04  1.251E+01
  979  2.919E-01  1.876E-06  2.000E+00  1.201E-04  1.251E+01
  980  2.919E-01  1.876E-06  2.000E+00  1.134E-04  1.251E+01
  981  2.919E-01  1.518E-06  2.000E+00  1.080E-04  1.251E+01
  982  2.919E-01  1.518E-06  2.000E+00  1.026E-04  1.251E+01
  983  2.919E-01  7.277E-07  2.000E+00  9.999E-05  1.251E+01

   is    psifac      dpsi        q       singfac     eval1

 Gaussian Reduction at istep =    983, psi = 2.919E-01, q =  2.000

   ising   psi         q          di      re alpha   im alpha

     2  4.879E-01  3.000E+00 -6.202E-01  7.875E-01  0.000E+00


   is    psifac      dpsi        q       singfac     eval1

  984  2.920E-01  5.612E-05  2.000E+00  9.999E-01  1.251E+01
  985  2.920E-01  2.372E-08  2.000E+00  9.999E-01  1.251E+01
  986  2.920E-01  2.372E-08  2.000E+00  9.999E-01  1.251E+01
  987  2.920E-01  4.743E-08  2.000E+00  9.999E-01  1.251E+01
  988  2.920E-01  4.743E-08  2.000E+00  9.999E-01  1.251E+01
  989  2.920E-01  4.743E-08  2.000E+00  9.999E-01  1.251E+01
  990  2.920E-01  2.938E-07  2.000E+00  9.999E-01  1.251E+01
  991  2.920E-01  2.938E-07  2.000E+00  9.999E-01  1.251E+01
  992  2.920E-01  2.938E-07  2.000E+00  9.999E-01  1.251E+01
  993  2.920E-01  6.324E-07  2.000E+00  9.999E-01  1.251E+01
  994  2.920E-01  6.324E-07  2.000E+00  9.999E-01  1.251E+01
  995  2.920E-01  6.324E-07  2.000E+00  9.999E-01  1.251E+01
  996  2.920E-01  6.324E-07  2.000E+00  9.999E-01  1.251E+01
  997  2.920E-01  7.993E-07  2.000E+00  9.999E-01  1.251E+01
  998  2.920E-01  7.993E-07  2.000E+00  9.999E-01  1.251E+01
  999  2.920E-01  7.993E-07  2.000E+00  9.999E-01  1.251E+01
 1000  2.920E-01  7.993E-07  2.000E+00  9.999E-01  1.251E+01
 1001  2.920E-01  7.993E-07  2.000E+00  9.999E-01  1.251E+01
 1002  2.920E-01  2.147E-06  2.000E+00  9.999E-01  1.251E+01
 1003  2.920E-01  1.752E-06  2.000E+00  9.999E-01  1.251E+01
 1004  2.920E-01  1.752E-06  2.000E+00  9.999E-01  1.251E+01
 1005  2.920E-01  1.752E-06  2.000E+00  9.998E-01  1.251E+01
 1006  2.920E-01  1.752E-06  2.000E+00  9.998E-01  1.251E+01
 1007  2.920E-01  1.752E-06  2.000E+00  9.998E-01  1.251E+01
 1008  2.920E-01  2.079E-06  2.000E+00  9.998E-01  1.251E+01
 1009  2.920E-01  2.079E-06  2.000E+00  9.998E-01  1.251E+01
 1010  2.920E-01  2.079E-06  2.000E+00  9.998E-01  1.251E+01
 1011  2.920E-01  2.079E-06  2.000E+00  9.998E-01  1.251E+01
 1012  2.920E-01  2.079E-06  2.000E+00  9.998E-01  1.251E+01
 1013  2.920E-01  3.077E-06  2.000E+00  9.998E-01  1.251E+01
 1014  2.920E-01  3.077E-06  2.000E+00  9.998E-01  1.251E+01
 1015  2.920E-01  3.077E-06  2.000E+00  9.998E-01  1.251E+01
 1016  2.920E-01  3.077E-06  2.000E+00  9.998E-01  1.251E+01
 1017  2.920E-01  3.077E-06  2.000E+00  9.997E-01  1.251E+01
 1018  2.920E-01  4.069E-06  2.000E+00  9.997E-01  1.251E+01
 1019  2.920E-01  4.069E-06  2.000E+00  9.997E-01  1.251E+01
 1020  2.920E-01  4.069E-06  2.000E+00  9.997E-01  1.251E+01
 1021  2.920E-01  4.069E-06  2.000E+00  9.997E-01  1.251E+01
 1022  2.920E-01  4.069E-06  2.000E+00  9.997E-01  1.251E+01
 1023  2.920E-01  5.605E-06  2.000E+00  9.996E-01  1.251E+01
 1024  2.920E-01  5.605E-06  2.000E+00  9.996E-01  1.251E+01
 1025  2.920E-01  5.605E-06  2.000E+00  9.996E-01  1.251E+01
 1026  2.921E-01  5.605E-06  2.000E+00  9.996E-01  1.251E+01
 1027  2.921E-01  5.605E-06  2.000E+00  9.996E-01  1.251E+01
 1028  2.921E-01  7.908E-06  2.000E+00  9.995E-01  1.251E+01
 1029  2.921E-01  7.908E-06  2.000E+00  9.995E-01  1.251E+01
 1030  2.921E-01  7.908E-06  2.001E+00  9.995E-01  1.251E+01
 1031  2.921E-01  7.908E-06  2.001E+00  9.995E-01  1.251E+01
 1032  2.921E-01  7.908E-06  2.001E+00  9.994E-01  1.251E+01
 1033  2.921E-01  1.132E-05  2.001E+00  9.994E-01  1.251E+01
 1034  2.921E-01  1.132E-05  2.001E+00  9.993E-01  1.251E+01
 1035  2.921E-01  1.132E-05  2.001E+00  9.993E-01  1.251E+01
 1036  2.921E-01  1.132E-05  2.001E+00  9.993E-01  1.251E+01
 1037  2.922E-01  1.132E-05  2.001E+00  9.992E-01  1.251E+01
 1038  2.922E-01  1.650E-05  2.001E+00  9.992E-01  1.251E+01
 1039  2.922E-01  1.650E-05  2.001E+00  9.991E-01  1.251E+01
 1040  2.922E-01  1.650E-05  2.001E+00  9.991E-01  1.251E+01
 1041  2.922E-01  1.650E-05  2.001E+00  9.990E-01  1.251E+01
 1042  2.922E-01  1.650E-05  2.001E+00  9.989E-01  1.251E+01
 1043  2.923E-01  2.425E-05  2.001E+00  9.988E-01  1.251E+01
 1044  2.923E-01  2.425E-05  2.001E+00  9.988E-01  1.251E+01
 1045  2.923E-01  2.425E-05  2.001E+00  9.987E-01  1.251E+01
 1046  2.923E-01  2.425E-05  2.001E+00  9.986E-01  1.252E+01
 1047  2.924E-01  2.425E-05  2.001E+00  9.985E-01  1.252E+01
 1048  2.924E-01  3.550E-05  2.002E+00  9.984E-01  1.252E+01
 1049  2.924E-01  3.550E-05  2.002E+00  9.982E-01  1.252E+01
 1050  2.925E-01  3.550E-05  2.002E+00  9.981E-01  1.252E+01
 1051  2.925E-01  3.550E-05  2.002E+00  9.980E-01  1.252E+01
 1052  2.925E-01  3.550E-05  2.002E+00  9.979E-01  1.252E+01
 1053  2.926E-01  5.144E-05  2.002E+00  9.977E-01  1.252E+01
 1054  2.926E-01  5.144E-05  2.003E+00  9.975E-01  1.252E+01
 1055  2.927E-01  5.144E-05  2.003E+00  9.973E-01  1.252E+01
 1056  2.927E-01  5.144E-05  2.003E+00  9.971E-01  1.252E+01
 1057  2.928E-01  5.144E-05  2.003E+00  9.969E-01  1.253E+01
 1058  2.929E-01  7.413E-05  2.003E+00  9.967E-01  1.253E+01
 1059  2.929E-01  7.413E-05  2.004E+00  9.964E-01  1.253E+01
 1060  2.930E-01  7.413E-05  2.004E+00  9.962E-01  1.253E+01
 1061  2.931E-01  7.413E-05  2.004E+00  9.959E-01  1.253E+01
 1062  2.932E-01  7.413E-05  2.004E+00  9.956E-01  1.253E+01
 1063  2.933E-01  1.070E-04  2.005E+00  9.952E-01  1.254E+01
 1064  2.934E-01  1.070E-04  2.005E+00  9.949E-01  1.254E+01
 1065  2.935E-01  1.070E-04  2.006E+00  9.945E-01  1.254E+01
 1066  2.936E-01  1.070E-04  2.006E+00  9.941E-01  1.254E+01
 1067  2.937E-01  1.070E-04  2.006E+00  9.937E-01  1.255E+01
 1068  2.939E-01  1.543E-04  2.007E+00  9.932E-01  1.255E+01
 1069  2.940E-01  1.543E-04  2.007E+00  9.926E-01  1.255E+01
 1070  2.942E-01  1.543E-04  2.008E+00  9.920E-01  1.256E+01
 1071  2.943E-01  1.543E-04  2.009E+00  9.915E-01  1.256E+01
 1072  2.945E-01  1.543E-04  2.009E+00  9.909E-01  1.256E+01
 1073  2.947E-01  2.234E-04  2.010E+00  9.901E-01  1.257E+01
 1074  2.949E-01  2.234E-04  2.011E+00  9.893E-01  1.257E+01
 1075  2.951E-01  2.234E-04  2.011E+00  9.885E-01  1.258E+01
 1076  2.954E-01  2.234E-04  2.012E+00  9.877E-01  1.258E+01
 1077  2.956E-01  2.234E-04  2.013E+00  9.869E-01  1.259E+01
 1078  2.961E-01  5.130E-04  2.015E+00  9.851E-01  1.260E+01
 1079  2.966E-01  5.130E-04  2.017E+00  9.832E-01  1.261E+01
 1080  2.971E-01  5.130E-04  2.019E+00  9.813E-01  1.262E+01
 1081  2.976E-01  5.130E-04  2.021E+00  9.795E-01  1.264E+01
 1082  2.982E-01  5.130E-04  2.022E+00  9.776E-01  1.265E+01
 1083  2.992E-01  1.049E-03  2.026E+00  9.738E-01  1.267E+01
 1084  3.002E-01  1.049E-03  2.030E+00  9.699E-01  1.269E+01
 1085  3.013E-01  1.049E-03  2.034E+00  9.661E-01  1.272E+01
 1086  3.023E-01  1.049E-03  2.038E+00  9.622E-01  1.274E+01
 1087  3.034E-01  1.049E-03  2.042E+00  9.583E-01  1.276E+01
 1088  3.044E-01  1.049E-03  2.046E+00  9.544E-01  1.278E+01
 1089  3.055E-01  1.049E-03  2.049E+00  9.505E-01  1.281E+01
 1090  3.065E-01  1.049E-03  2.053E+00  9.466E-01  1.283E+01
 1091  3.076E-01  1.049E-03  2.057E+00  9.426E-01  1.285E+01
 1092  3.086E-01  1.049E-03  2.061E+00  9.387E-01  1.287E+01
 1093  3.097E-01  1.049E-03  2.065E+00  9.347E-01  1.289E+01
 1094  3.107E-01  1.049E-03  2.069E+00  9.307E-01  1.292E+01
 1095  3.118E-01  1.049E-03  2.073E+00  9.267E-01  1.294E+01
 1096  3.128E-01  1.049E-03  2.077E+00  9.227E-01  1.296E+01
 1097  3.141E-01  1.246E-03  2.082E+00  9.179E-01  1.298E+01
 1098  3.153E-01  1.246E-03  2.087E+00  9.131E-01  1.301E+01
 1099  3.166E-01  1.246E-03  2.092E+00  9.083E-01  1.303E+01
 1100  3.178E-01  1.246E-03  2.097E+00  9.034E-01  1.306E+01
 1101  3.191E-01  1.246E-03  2.101E+00  8.985E-01  1.308E+01
 1102  3.207E-01  1.650E-03  2.108E+00  8.920E-01  1.312E+01
 1103  3.224E-01  1.650E-03  2.114E+00  8.855E-01  1.315E+01
 1104  3.240E-01  1.650E-03  2.121E+00  8.790E-01  1.318E+01
 1105  3.257E-01  1.650E-03  2.128E+00  8.724E-01  1.321E+01
 1106  3.273E-01  1.650E-03  2.134E+00  8.657E-01  1.324E+01
 1107  3.292E-01  1.838E-03  2.142E+00  8.583E-01  1.327E+01
 1108  3.310E-01  1.838E-03  2.149E+00  8.508E-01  1.331E+01
 1109  3.328E-01  1.838E-03  2.157E+00  8.432E-01  1.334E+01
 1110  3.347E-01  1.838E-03  2.164E+00  8.357E-01  1.337E+01
 1111  3.365E-01  1.838E-03  2.172E+00  8.280E-01  1.340E+01
 1112  3.383E-01  1.838E-03  2.180E+00  8.203E-01  1.343E+01
 1113  3.409E-01  2.576E-03  2.191E+00  8.095E-01  1.348E+01
 1114  3.435E-01  2.576E-03  2.201E+00  7.985E-01  1.352E+01
 1115  3.461E-01  2.576E-03  2.213E+00  7.874E-01  1.356E+01
 1116  3.486E-01  2.576E-03  2.224E+00  7.763E-01  1.360E+01
 1117  3.512E-01  2.576E-03  2.235E+00  7.650E-01  1.364E+01
 1118  3.538E-01  2.576E-03  2.246E+00  7.536E-01  1.368E+01
 1119  3.564E-01  2.576E-03  2.258E+00  7.422E-01  1.371E+01
 1120  3.584E-01  2.056E-03  2.267E+00  7.329E-01  1.374E+01
 1121  3.601E-01  1.634E-03  2.274E+00  7.255E-01  1.377E+01
 1122  3.614E-01  1.330E-03  2.281E+00  7.195E-01  1.378E+01
 1123  3.627E-01  1.330E-03  2.287E+00  7.134E-01  1.380E+01
 1124  3.641E-01  1.330E-03  2.293E+00  7.073E-01  1.382E+01
 1125  3.654E-01  1.330E-03  2.299E+00  7.012E-01  1.384E+01
 1126  3.667E-01  1.330E-03  2.305E+00  6.950E-01  1.385E+01
 1127  3.680E-01  1.330E-03  2.311E+00  6.888E-01  1.387E+01
 1128  3.694E-01  1.330E-03  2.317E+00  6.826E-01  1.389E+01
 1129  3.707E-01  1.330E-03  2.324E+00  6.764E-01  1.390E+01
 1130  3.720E-01  1.330E-03  2.330E+00  6.701E-01  1.392E+01
 1131  3.734E-01  1.330E-03  2.336E+00  6.638E-01  1.394E+01
 1132  3.747E-01  1.330E-03  2.343E+00  6.574E-01  1.395E+01
 1133  3.760E-01  1.330E-03  2.349E+00  6.511E-01  1.397E+01
 1134  3.774E-01  1.330E-03  2.355E+00  6.447E-01  1.398E+01
 1135  3.787E-01  1.330E-03  2.362E+00  6.382E-01  1.400E+01
 1136  3.800E-01  1.330E-03  2.368E+00  6.318E-01  1.401E+01
 1137  3.813E-01  1.330E-03  2.375E+00  6.253E-01  1.403E+01
 1138  3.827E-01  1.330E-03  2.381E+00  6.188E-01  1.404E+01
