
   ising   psi         q          di      re alpha   im alpha

     1  2.919E-01  2.000E+00 -6.223E-01  7.889E-01  0.000E+00


   is    psifac      dpsi        q       singfac     eval1

 2121  7.771E-01  1.108E-08  6.000E+00  9.999E-01  8.046E+00
 2122  7.771E-01  6.742E-08  6.000E+00  9.999E-01  8.046E+00
 2123  7.771E-01  6.742E-08  6.000E+00  9.999E-01  8.046E+00
 2124  7.771E-01  6.742E-08  6.000E+00  9.999E-01  8.046E+00
 2125  7.771E-01  1.462E-07  6.000E+00  9.999E-01  8.046E+00
 2126  7.771E-01  1.462E-07  6.000E+00  9.999E-01  8.046E+00
 2127  7.771E-01  1.462E-07  6.000E+00  9.999E-01  8.046E+00
 2128  7.771E-01  1.462E-07  6.000E+00  9.999E-01  8.046E+00
 2129  7.771E-01  1.842E-07  6.000E+00  9.999E-01  8.046E+00
 2130  7.771E-01  1.842E-07  6.000E+00  9.999E-01  8.046E+00
 2131  7.771E-01  1.842E-07  6.000E+00  9.999E-01  8.046E+00
 2132  7.771E-01  1.842E-07  6.000E+00  9.999E-01  8.046E+00
 2133  7.771E-01  1.842E-07  6.000E+00  9.999E-01  8.046E+00
 2134  7.771E-01  4.107E-07  6.000E+00  9.999E-01  8.046E+00
 2135  7.771E-01  4.107E-07  6.000E+00  9.999E-01  8.046E+00
 2136  7.771E-01  4.107E-07  6.000E+00  9.999E-01  8.046E+00
 2137  7.771E-01  4.107E-07  6.000E+00  9.999E-01  8.046E+00
 2138  7.771E-01  4.107E-07  6.000E+00  9.998E-01  8.046E+00
 2139  7.771E-01  4.679E-07  6.000E+00  9.998E-01  8.046E+00
 2140  7.771E-01  4.679E-07  6.000E+00  9.998E-01  8.046E+00
 2141  7.771E-01  4.679E-07  6.000E+00  9.998E-01  8.046E+00
 2142  7.771E-01  4.679E-07  6.000E+00  9.998E-01  8.046E+00
 2143  7.771E-01  4.679E-07  6.000E+00  9.998E-01  8.046E+00
 2144  7.771E-01  6.249E-07  6.000E+00  9.998E-01  8.046E+00
 2145  7.771E-01  6.249E-07  6.000E+00  9.998E-01  8.046E+00
 2146  7.771E-01  6.249E-07  6.000E+00  9.998E-01  8.046E+00
 2147  7.771E-01  6.249E-07  6.000E+00  9.998E-01  8.046E+00
 2148  7.771E-01  6.249E-07  6.000E+00  9.998E-01  8.046E+00
 2149  7.771E-01  6.249E-07  6.000E+00  9.998E-01  8.046E+00
 2150  7.771E-01  1.454E-06  6.000E+00  9.997E-01  8.046E+00
 2151  7.772E-01  1.153E-06  6.000E+00  9.997E-01  8.046E+00
 2152  7.772E-01  1.153E-06  6.000E+00  9.997E-01  8.046E+00
 2153  7.772E-01  1.153E-06  6.000E+00  9.997E-01  8.046E+00
 2154  7.772E-01  1.153E-06  6.000E+00  9.997E-01  8.046E+00
 2155  7.772E-01  1.153E-06  6.000E+00  9.996E-01  8.046E+00
 2156  7.772E-01  1.153E-06  6.000E+00  9.996E-01  8.046E+00
 2157  7.772E-01  1.153E-06  6.000E+00  9.996E-01  8.046E+00
 2158  7.772E-01  1.153E-06  6.000E+00  9.996E-01  8.046E+00
 2159  7.772E-01  1.153E-06  6.000E+00  9.996E-01  8.045E+00
 2160  7.772E-01  1.392E-06  6.000E+00  9.996E-01  8.045E+00
 2161  7.772E-01  1.392E-06  6.000E+00  9.995E-01  8.045E+00
 2162  7.772E-01  1.392E-06  6.000E+00  9.995E-01  8.045E+00
 2163  7.772E-01  1.392E-06  6.001E+00  9.995E-01  8.045E+00
 2164  7.772E-01  1.392E-06  6.001E+00  9.995E-01  8.045E+00
 2165  7.772E-01  1.953E-06  6.001E+00  9.994E-01  8.045E+00
 2166  7.772E-01  1.953E-06  6.001E+00  9.994E-01  8.045E+00
 2167  7.772E-01  1.953E-06  6.001E+00  9.994E-01  8.045E+00
 2168  7.772E-01  1.953E-06  6.001E+00  9.994E-01  8.045E+00
 2169  7.772E-01  1.953E-06  6.001E+00  9.993E-01  8.045E+00
 2170  7.772E-01  3.883E-06  6.001E+00  9.993E-01  8.045E+00
 2171  7.772E-01  3.883E-06  6.001E+00  9.992E-01  8.045E+00
 2172  7.772E-01  3.883E-06  6.001E+00  9.992E-01  8.045E+00
 2173  7.772E-01  3.883E-06  6.001E+00  9.991E-01  8.044E+00
 2174  7.772E-01  3.883E-06  6.001E+00  9.990E-01  8.044E+00
 2175  7.772E-01  5.212E-06  6.001E+00  9.990E-01  8.044E+00
 2176  7.772E-01  5.212E-06  6.001E+00  9.989E-01  8.044E+00
 2177  7.772E-01  5.212E-06  6.001E+00  9.988E-01  8.044E+00
 2178  7.772E-01  5.212E-06  6.001E+00  9.987E-01  8.044E+00
 2179  7.772E-01  5.212E-06  6.001E+00  9.987E-01  8.043E+00
 2180  7.772E-01  7.504E-06  6.001E+00  9.986E-01  8.043E+00
 2181  7.772E-01  7.504E-06  6.002E+00  9.984E-01  8.043E+00
 2182  7.772E-01  7.504E-06  6.002E+00  9.983E-01  8.043E+00
 2183  7.773E-01  7.504E-06  6.002E+00  9.982E-01  8.042E+00
 2184  7.773E-01  7.504E-06  6.002E+00  9.981E-01  8.042E+00
 2185  7.773E-01  1.187E-05  6.002E+00  9.979E-01  8.042E+00
 2186  7.773E-01  1.187E-05  6.002E+00  9.978E-01  8.041E+00
 2187  7.773E-01  1.187E-05  6.002E+00  9.976E-01  8.041E+00
 2188  7.773E-01  1.187E-05  6.003E+00  9.974E-01  8.041E+00
 2189  7.773E-01  1.187E-05  6.003E+00  9.972E-01  8.040E+00
 2190  7.773E-01  1.690E-05  6.003E+00  9.970E-01  8.040E+00
 2191  7.774E-01  1.690E-05  6.003E+00  9.967E-01  8.039E+00
 2192  7.774E-01  1.690E-05  6.004E+00  9.965E-01  8.039E+00
 2193  7.774E-01  1.690E-05  6.004E+00  9.962E-01  8.038E+00
 2194  7.774E-01  1.690E-05  6.004E+00  9.960E-01  8.037E+00
 2195  7.774E-01  2.422E-05  6.004E+00  9.956E-01  8.037E+00
 2196  7.775E-01  2.422E-05  6.005E+00  9.953E-01  8.036E+00
 2197  7.775E-01  2.422E-05  6.005E+00  9.949E-01  8.035E+00
 2198  7.775E-01  2.422E-05  6.005E+00  9.946E-01  8.034E+00
 2199  7.775E-01  2.422E-05  6.006E+00  9.942E-01  8.033E+00
 2200  7.776E-01  3.570E-05  6.006E+00  9.937E-01  8.032E+00
 2201  7.776E-01  3.570E-05  6.007E+00  9.932E-01  8.031E+00
 2202  7.776E-01  3.570E-05  6.007E+00  9.926E-01  8.030E+00
 2203  7.777E-01  3.570E-05  6.008E+00  9.921E-01  8.029E+00
 2204  7.777E-01  3.570E-05  6.008E+00  9.916E-01  8.028E+00
 2205  7.778E-01  5.152E-05  6.009E+00  9.908E-01  8.026E+00
 2206  7.778E-01  5.152E-05  6.010E+00  9.901E-01  8.024E+00
 2207  7.779E-01  5.152E-05  6.011E+00  9.893E-01  8.022E+00
 2208  7.779E-01  5.152E-05  6.011E+00  9.886E-01  8.021E+00
 2209  7.780E-01  5.152E-05  6.012E+00  9.878E-01  8.019E+00
 2210  7.781E-01  1.196E-04  6.014E+00  9.860E-01  8.015E+00
 2211  7.782E-01  1.196E-04  6.016E+00  9.843E-01  8.011E+00
 2212  7.783E-01  1.196E-04  6.017E+00  9.825E-01  8.007E+00
 2213  7.784E-01  1.196E-04  6.019E+00  9.807E-01  8.003E+00
 2214  7.786E-01  1.196E-04  6.021E+00  9.790E-01  7.999E+00
 2215  7.788E-01  2.644E-04  6.025E+00  9.751E-01  7.991E+00
 2216  7.791E-01  2.644E-04  6.029E+00  9.712E-01  7.982E+00
 2217  7.794E-01  2.644E-04  6.033E+00  9.673E-01  7.973E+00
 2218  7.796E-01  2.644E-04  6.037E+00  9.633E-01  7.964E+00
 2219  7.799E-01  2.644E-04  6.041E+00  9.594E-01  7.956E+00
 2220  7.802E-01  3.340E-04  6.046E+00  9.545E-01  7.945E+00
 2221  7.805E-01  3.340E-04  6.050E+00  9.495E-01  7.934E+00
 2222  7.809E-01  3.340E-04  6.055E+00  9.445E-01  7.922E+00
 2223  7.812E-01  3.340E-04  6.060E+00  9.396E-01  7.911E+00
 2224  7.816E-01  3.340E-04  6.065E+00  9.346E-01  7.900E+00
 2225  7.820E-01  4.702E-04  6.072E+00  9.276E-01  7.885E+00
 2226  7.825E-01  4.702E-04  6.079E+00  9.206E-01  7.869E+00
 2227  7.830E-01  4.702E-04  6.086E+00  9.135E-01  7.854E+00
 2228  7.834E-01  4.702E-04  6.094E+00  9.065E-01  7.838E+00
 2229  7.839E-01  4.702E-04  6.101E+00  8.994E-01  7.822E+00
 2230  7.848E-01  8.669E-04  6.114E+00  8.863E-01  7.794E+00
 2231  7.856E-01  8.669E-04  6.127E+00  8.732E-01  7.765E+00
 2232  7.865E-01  8.669E-04  6.140E+00  8.601E-01  7.736E+00
 2233  7.874E-01  8.669E-04  6.153E+00  8.469E-01  7.707E+00
 2234  7.886E-01  1.213E-03  6.172E+00  8.283E-01  7.667E+00
 2235  7.898E-01  1.213E-03  6.190E+00  8.096E-01  7.626E+00
 2236  7.910E-01  1.213E-03  6.209E+00  7.909E-01  7.586E+00
 2237  7.922E-01  1.213E-03  6.228E+00  7.720E-01  7.546E+00
 2238  7.936E-01  1.408E-03  6.250E+00  7.500E-01  7.498E+00
 2239  7.950E-01  1.408E-03  6.272E+00  7.278E-01  7.451E+00
 2240  7.964E-01  1.408E-03  6.294E+00  7.056E-01  7.404E+00
 2241  7.979E-01  1.408E-03  6.317E+00  6.832E-01  7.357E+00
 2242  7.997E-01  1.828E-03  6.346E+00  6.539E-01  7.296E+00
 2243  8.015E-01  1.828E-03  6.376E+00  6.244E-01  7.235E+00
 2244  8.033E-01  1.828E-03  6.405E+00  5.947E-01  7.175E+00
 2245  8.052E-01  1.828E-03  6.435E+00  5.648E-01  7.114E+00
 2246  8.070E-01  1.828E-03  6.465E+00  5.346E-01  7.054E+00
 2247  8.088E-01  1.828E-03  6.496E+00  5.042E-01  6.994E+00
 2248  8.106E-01  1.828E-03  6.526E+00  4.736E-01  6.934E+00
 2249  8.125E-01  1.828E-03  6.557E+00  4.428E-01  6.874E+00
 2250  8.143E-01  1.828E-03  6.588E+00  4.117E-01  6.814E+00
 2251  8.161E-01  1.828E-03  6.620E+00  3.803E-01  6.754E+00
 2252  8.180E-01  1.828E-03  6.651E+00  3.485E-01  6.695E+00
 2253  8.194E-01  1.456E-03  6.677E+00  3.231E-01  6.647E+00
 2254  8.209E-01  1.456E-03  6.703E+00  2.974E-01  6.600E+00
 2255  8.221E-01  1.212E-03  6.724E+00  2.758E-01  6.561E+00
 2256  8.233E-01  1.212E-03  6.746E+00  2.542E-01  6.522E+00
 2257  8.245E-01  1.212E-03  6.768E+00  2.323E-01  6.483E+00
 2258  8.254E-01  9.218E-04  6.784E+00  2.157E-01  6.453E+00
 2259  8.264E-01  9.218E-04  6.801E+00  1.990E-01  6.423E+00
 2260  8.273E-01  9.218E-04  6.818E+00  1.822E-01  6.394E+00
 2261  8.280E-01  7.022E-04  6.831E+00  1.693E-01  6.371E+00
 2262  8.287E-01  7.022E-04  6.844E+00  1.564E-01  6.349E+00
 2263  8.294E-01  7.022E-04  6.856E+00  1.435E-01  6.326E+00
 2264  8.299E-01  5.424E-04  6.867E+00  1.335E-01  6.309E+00
 2265  8.305E-01  5.424E-04  6.877E+00  1.235E-01  6.291E+00
 2266  8.310E-01  5.424E-04  6.887E+00  1.134E-01  6.274E+00
 2267  8.314E-01  4.223E-04  6.894E+00  1.055E-01  6.261E+00
 2268  8.319E-01  4.223E-04  6.902E+00  9.768E-02  6.247E+00
 2269  8.323E-01  4.223E-04  6.910E+00  8.980E-02  6.234E+00
 2270  8.326E-01  3.311E-04  6.916E+00  8.360E-02  6.223E+00
 2271  8.329E-01  3.311E-04  6.923E+00  7.740E-02  6.213E+00
 2272  8.333E-01  3.311E-04  6.929E+00  7.118E-02  6.202E+00
 2273  8.335E-01  2.612E-04  6.934E+00  6.627E-02  6.194E+00
 2274  8.338E-01  2.612E-04  6.939E+00  6.136E-02  6.186E+00
 2275  8.341E-01  2.612E-04  6.944E+00  5.643E-02  6.178E+00
 2276  8.343E-01  2.072E-04  6.947E+00  5.252E-02  6.171E+00
 2277  8.345E-01  2.072E-04  6.951E+00  4.861E-02  6.164E+00
 2278  8.347E-01  2.072E-04  6.955E+00  4.469E-02  6.158E+00
 2279  8.348E-01  1.647E-04  6.958E+00  4.157E-02  6.153E+00
 2280  8.350E-01  1.647E-04  6.962E+00  3.845E-02  6.148E+00
 2281  8.352E-01  1.647E-04  6.965E+00  3.532E-02  6.142E+00
 2282  8.353E-01  1.315E-04  6.967E+00  3.283E-02  6.138E+00
 2283  8.354E-01  1.315E-04  6.970E+00  3.033E-02  6.134E+00
 2284  8.356E-01  1.315E-04  6.972E+00  2.783E-02  6.130E+00
 2285  8.357E-01  1.041E-04  6.974E+00  2.585E-02  6.127E+00
 2286  8.358E-01  1.041E-04  6.976E+00  2.387E-02  6.123E+00
 2287  8.359E-01  1.041E-04  6.978E+00  2.188E-02  6.120E+00
 2288  8.360E-01  8.235E-05  6.980E+00  2.032E-02  6.118E+00
 2289  8.360E-01  8.235E-05  6.981E+00  1.875E-02  6.115E+00
 2290  8.361E-01  8.235E-05  6.983E+00  1.717E-02  6.112E+00
 2291  8.362E-01  6.489E-05  6.984E+00  1.594E-02  6.110E+00
 2292  8.363E-01  6.489E-05  6.985E+00  1.470E-02  6.108E+00
 2293  8.363E-01  6.489E-05  6.987E+00  1.346E-02  6.106E+00
 2294  8.364E-01  5.097E-05  6.988E+00  1.248E-02  6.105E+00
 2295  8.364E-01  5.097E-05  6.988E+00  1.151E-02  6.103E+00
 2296  8.365E-01  5.097E-05  6.989E+00  1.054E-02  6.102E+00
 2297  8.365E-01  3.996E-05  6.990E+00  9.772E-03  6.100E+00
 2298  8.365E-01  4.790E-06  6.990E+00  9.681E-03  6.100E+00
 2299  8.365E-01  4.790E-06  6.990E+00  9.589E-03  6.100E+00
 2300  8.365E-01  4.790E-06  6.991E+00  9.498E-03  6.100E+00
 2301  8.365E-01  4.790E-06  6.991E+00  9.406E-03  6.100E+00
 2302  8.365E-01  4.790E-06  6.991E+00  9.314E-03  6.100E+00
 2303  8.365E-01  9.580E-06  6.991E+00  9.131E-03  6.099E+00
 2304  8.366E-01  9.580E-06  6.991E+00  8.948E-03  6.099E+00
 2305  8.366E-01  9.580E-06  6.991E+00  8.765E-03  6.099E+00
 2306  8.366E-01  9.580E-06  6.991E+00  8.581E-03  6.098E+00
 2307  8.366E-01  1.716E-05  6.992E+00  8.253E-03  6.098E+00
 2308  8.366E-01  1.716E-05  6.992E+00  7.925E-03  6.097E+00
 2309  8.366E-01  1.716E-05  6.992E+00  7.597E-03  6.097E+00
 2310  8.366E-01  1.716E-05  6.993E+00  7.269E-03  6.096E+00
 2311  8.367E-01  1.716E-05  6.993E+00  6.940E-03  6.096E+00
 2312  8.367E-01  1.935E-05  6.993E+00  6.570E-03  6.095E+00
 2313  8.367E-01  1.935E-05  6.994E+00  6.199E-03  6.095E+00
 2314  8.367E-01  1.935E-05  6.994E+00  5.829E-03  6.094E+00
 2315  8.367E-01  1.935E-05  6.995E+00  5.459E-03  6.093E+00
 2316  8.368E-01  1.935E-05  6.995E+00  5.088E-03  6.093E+00
 2317  8.368E-01  1.610E-05  6.995E+00  4.780E-03  6.092E+00
 2318  8.368E-01  1.610E-05  6.996E+00  4.471E-03  6.092E+00
 2319  8.368E-01  1.610E-05  6.996E+00  4.163E-03  6.091E+00
 2320  8.368E-01  1.288E-05  6.996E+00  3.916E-03  6.091E+00
 2321  8.368E-01  1.288E-05  6.996E+00  3.670E-03  6.090E+00
 2322  8.368E-01  1.288E-05  6.997E+00  3.423E-03  6.090E+00
 2323  8.369E-01  1.047E-05  6.997E+00  3.222E-03  6.090E+00
 2324  8.369E-01  1.047E-05  6.997E+00  3.022E-03  6.089E+00
 2325  8.369E-01  1.047E-05  6.997E+00  2.821E-03  6.089E+00
 2326  8.369E-01  8.629E-06  6.997E+00  2.656E-03  6.089E+00
 2327  8.369E-01  8.629E-06  6.998E+00  2.490E-03  6.089E+00
 2328  8.369E-01  8.629E-06  6.998E+00  2.325E-03  6.088E+00
 2329  8.369E-01  7.105E-06  6.998E+00  2.189E-03  6.088E+00
 2330  8.369E-01  7.105E-06  6.998E+00  2.053E-03  6.088E+00
 2331  8.369E-01  7.105E-06  6.998E+00  1.917E-03  6.088E+00
 2332  8.369E-01  5.867E-06  6.998E+00  1.804E-03  6.087E+00
 2333  8.369E-01  5.867E-06  6.998E+00  1.692E-03  6.087E+00
 2334  8.369E-01  5.867E-06  6.998E+00  1.579E-03  6.087E+00
 2335  8.369E-01  4.829E-06  6.999E+00  1.487E-03  6.087E+00
 2336  8.369E-01  4.829E-06  6.999E+00  1.394E-03  6.087E+00
 2337  8.370E-01  4.829E-06  6.999E+00  1.302E-03  6.087E+00
 2338  8.370E-01  3.985E-06  6.999E+00  1.225E-03  6.086E+00
 2339  8.370E-01  3.985E-06  6.999E+00  1.149E-03  6.086E+00
 2340  8.370E-01  3.985E-06  6.999E+00  1.072E-03  6.086E+00
 2341  8.370E-01  3.279E-06  6.999E+00  1.009E-03  6.086E+00
 2342  8.370E-01  3.279E-06  6.999E+00  9.466E-04  6.086E+00
 2343  8.370E-01  3.279E-06  6.999E+00  8.838E-04  6.086E+00
 2344  8.370E-01  2.706E-06  6.999E+00  8.319E-04  6.086E+00
 2345  8.370E-01  2.706E-06  6.999E+00  7.800E-04  6.086E+00
 2346  8.370E-01  2.706E-06  6.999E+00  7.281E-04  6.086E+00
 2347  8.370E-01  2.226E-06  6.999E+00  6.855E-04  6.086E+00
 2348  8.370E-01  2.226E-06  6.999E+00  6.428E-04  6.086E+00
 2349  8.370E-01  2.226E-06  6.999E+00  6.001E-04  6.085E+00
 2350  8.370E-01  1.837E-06  6.999E+00  5.649E-04  6.085E+00
 2351  8.370E-01  1.837E-06  6.999E+00  5.296E-04  6.085E+00
 2352  8.370E-01  1.837E-06  7.000E+00  4.944E-04  6.085E+00
 2353  8.370E-01  1.512E-06  7.000E+00  4.654E-04  6.085E+00
 2354  8.370E-01  1.512E-06  7.000E+00  4.365E-04  6.085E+00
 2355  8.370E-01  1.512E-06  7.000E+00  4.075E-04  6.085E+00
 2356  8.370E-01  1.247E-06  7.000E+00  3.836E-04  6.085E+00
 2357  8.370E-01  1.247E-06  7.000E+00  3.596E-04  6.085E+00
 2358  8.370E-01  1.247E-06  7.000E+00  3.357E-04  6.085E+00
 2359  8.370E-01  1.026E-06  7.000E+00  3.160E-04  6.085E+00
 2360  8.370E-01  1.026E-06  7.000E+00  2.964E-04  6.085E+00
 2361  8.370E-01  1.026E-06  7.000E+00  2.767E-04  6.085E+00
 2362  8.370E-01  8.470E-07  7.000E+00  2.605E-04  6.085E+00
 2363  8.370E-01  8.470E-07  7.000E+00  2.442E-04  6.085E+00
 2364  8.370E-01  8.470E-07  7.000E+00  2.280E-04  6.085E+00
 2365  8.370E-01  6.968E-07  7.000E+00  2.146E-04  6.085E+00
 2366  8.370E-01  6.968E-07  7.000E+00  2.012E-04  6.085E+00
 2367  8.370E-01  6.968E-07  7.000E+00  1.879E-04  6.085E+00
 2368  8.370E-01  5.751E-07  7.000E+00  1.769E-04  6.085E+00
 2369  8.370E-01  5.751E-07  7.000E+00  1.658E-04  6.085E+00
 2370  8.370E-01  5.751E-07  7.000E+00  1.548E-04  6.085E+00
 2371  8.370E-01  4.731E-07  7.000E+00  1.457E-04  6.085E+00
 2372  8.370E-01  4.731E-07  7.000E+00  1.367E-04  6.085E+00
 2373  8.370E-01  4.731E-07  7.000E+00  1.276E-04  6.085E+00
 2374  8.370E-01  3.905E-07  7.000E+00  1.201E-04  6.085E+00
 2375  8.370E-01  3.905E-07  7.000E+00  1.126E-04  6.085E+00
 2376  8.370E-01  3.905E-07  7.000E+00  1.051E-04  6.085E+00
 2377  8.370E-01  2.675E-07  7.000E+00  1.000E-04  6.085E+00

   is    psifac      dpsi        q       singfac     eval1

 Gaussian Reduction at istep =   2377, psi = 8.370E-01, q =  7.000

   ising   psi         q          di      re alpha   im alpha

     7  8.829E-01  8.000E+00 -7.459E-01  8.637E-01  0.000E+00


   is    psifac      dpsi        q       singfac     eval1

 2378  8.370E-01  1.043E-05  7.000E+00  9.999E-01  6.084E+00
 2379  8.370E-01  4.405E-09  7.000E+00  9.999E-01  6.084E+00
 2380  8.370E-01  4.405E-09  7.000E+00  9.999E-01  6.084E+00
 2381  8.370E-01  8.809E-09  7.000E+00  9.999E-01  6.084E+00
 2382  8.370E-01  8.809E-09  7.000E+00  9.999E-01  6.084E+00
 2383  8.370E-01  8.809E-09  7.000E+00  9.999E-01  6.084E+00
 2384  8.370E-01  5.300E-08  7.000E+00  9.999E-01  6.084E+00
 2385  8.370E-01  5.300E-08  7.000E+00  9.999E-01  6.084E+00
 2386  8.370E-01  5.300E-08  7.000E+00  9.999E-01  6.084E+00
 2387  8.370E-01  1.145E-07  7.000E+00  9.999E-01  6.084E+00
 2388  8.370E-01  1.145E-07  7.000E+00  9.999E-01  6.084E+00
 2389  8.370E-01  1.145E-07  7.000E+00  9.999E-01  6.084E+00
 2390  8.370E-01  1.145E-07  7.000E+00  9.999E-01  6.084E+00
 2391  8.370E-01  1.455E-07  7.000E+00  9.999E-01  6.084E+00
 2392  8.370E-01  1.455E-07  7.000E+00  9.999E-01  6.084E+00
 2393  8.370E-01  1.455E-07  7.000E+00  9.999E-01  6.084E+00
 2394  8.370E-01  1.455E-07  7.000E+00  9.999E-01  6.084E+00
 2395  8.370E-01  1.455E-07  7.000E+00  9.999E-01  6.084E+00
 2396  8.370E-01  3.166E-07  7.000E+00  9.999E-01  6.084E+00
 2397  8.370E-01  3.166E-07  7.000E+00  9.999E-01  6.084E+00
 2398  8.370E-01  3.166E-07  7.000E+00  9.999E-01  6.084E+00
 2399  8.370E-01  3.166E-07  7.000E+00  9.998E-01  6.084E+00
 2400  8.370E-01  3.166E-07  7.000E+00  9.998E-01  6.084E+00
 2401  8.370E-01  3.641E-07  7.000E+00  9.998E-01  6.084E+00
 2402  8.370E-01  3.641E-07  7.000E+00  9.998E-01  6.084E+00
 2403  8.370E-01  3.641E-07  7.000E+00  9.998E-01  6.084E+00
 2404  8.370E-01  3.641E-07  7.000E+00  9.998E-01  6.084E+00
 2405  8.370E-01  3.641E-07  7.000E+00  9.998E-01  6.084E+00
 2406  8.370E-01  4.847E-07  7.000E+00  9.998E-01  6.084E+00
 2407  8.370E-01  4.847E-07  7.000E+00  9.998E-01  6.084E+00
 2408  8.370E-01  4.847E-07  7.000E+00  9.998E-01  6.084E+00
 2409  8.370E-01  4.847E-07  7.000E+00  9.998E-01  6.084E+00
 2410  8.370E-01  4.847E-07  7.000E+00  9.998E-01  6.084E+00
 2411  8.370E-01  4.847E-07  7.000E+00  9.998E-01  6.084E+00
 2412  8.370E-01  1.095E-06  7.000E+00  9.997E-01  6.084E+00
 2413  8.370E-01  9.045E-07  7.000E+00  9.997E-01  6.084E+00
 2414  8.370E-01  9.045E-07  7.000E+00  9.997E-01  6.084E+00
 2415  8.370E-01  9.045E-07  7.000E+00  9.997E-01  6.084E+00
 2416  8.370E-01  9.045E-07  7.000E+00  9.997E-01  6.084E+00
 2417  8.370E-01  9.045E-07  7.000E+00  9.996E-01  6.084E+00
 2418  8.370E-01  9.045E-07  7.000E+00  9.996E-01  6.084E+00
 2419  8.370E-01  1.054E-06  7.000E+00  9.996E-01  6.084E+00
 2420  8.370E-01  1.054E-06  7.000E+00  9.996E-01  6.084E+00
 2421  8.370E-01  1.054E-06  7.000E+00  9.996E-01  6.084E+00
 2422  8.370E-01  1.054E-06  7.000E+00  9.995E-01  6.084E+00
 2423  8.370E-01  1.054E-06  7.000E+00  9.995E-01  6.084E+00
 2424  8.370E-01  1.054E-06  7.000E+00  9.995E-01  6.084E+00
 2425  8.370E-01  1.214E-06  7.001E+00  9.995E-01  6.084E+00
 2426  8.370E-01  1.214E-06  7.001E+00  9.995E-01  6.084E+00
 2427  8.370E-01  1.214E-06  7.001E+00  9.994E-01  6.084E+00
 2428  8.370E-01  1.214E-06  7.001E+00  9.994E-01  6.084E+00
 2429  8.371E-01  1.214E-06  7.001E+00  9.994E-01  6.084E+00
 2430  8.371E-01  1.214E-06  7.001E+00  9.994E-01  6.083E+00
 2431  8.371E-01  1.546E-06  7.001E+00  9.993E-01  6.083E+00
 2432  8.371E-01  1.546E-06  7.001E+00  9.993E-01  6.083E+00
 2433  8.371E-01  1.546E-06  7.001E+00  9.993E-01  6.083E+00
 2434  8.371E-01  1.546E-06  7.001E+00  9.992E-01  6.083E+00
 2435  8.371E-01  1.546E-06  7.001E+00  9.992E-01  6.083E+00
 2436  8.371E-01  3.723E-06  7.001E+00  9.991E-01  6.083E+00
 2437  8.371E-01  3.723E-06  7.001E+00  9.991E-01  6.083E+00
 2438  8.371E-01  3.723E-06  7.001E+00  9.990E-01  6.083E+00
 2439  8.371E-01  3.723E-06  7.001E+00  9.989E-01  6.083E+00
 2440  8.371E-01  3.723E-06  7.001E+00  9.989E-01  6.083E+00
 2441  8.371E-01  4.913E-06  7.001E+00  9.988E-01  6.083E+00
 2442  8.371E-01  4.913E-06  7.001E+00  9.987E-01  6.082E+00
 2443  8.371E-01  4.913E-06  7.001E+00  9.986E-01  6.082E+00
 2444  8.371E-01  4.913E-06  7.002E+00  9.985E-01  6.082E+00
 2445  8.371E-01  4.913E-06  7.002E+00  9.984E-01  6.082E+00
 2446  8.371E-01  6.976E-06  7.002E+00  9.983E-01  6.082E+00
 2447  8.371E-01  6.976E-06  7.002E+00  9.981E-01  6.081E+00
 2448  8.371E-01  6.976E-06  7.002E+00  9.980E-01  6.081E+00
 2449  8.371E-01  6.976E-06  7.002E+00  9.979E-01  6.081E+00
 2450  8.371E-01  6.976E-06  7.002E+00  9.977E-01  6.081E+00
 2451  8.371E-01  6.976E-06  7.002E+00  9.976E-01  6.081E+00
 2452  8.372E-01  1.164E-05  7.003E+00  9.974E-01  6.080E+00
 2453  8.372E-01  1.164E-05  7.003E+00  9.971E-01  6.080E+00
 2454  8.372E-01  1.164E-05  7.003E+00  9.969E-01  6.080E+00
 2455  8.372E-01  1.164E-05  7.003E+00  9.967E-01  6.079E+00
 2456  8.372E-01  1.164E-05  7.004E+00  9.965E-01  6.079E+00
 2457  8.372E-01  1.164E-05  7.004E+00  9.962E-01  6.078E+00
 2458  8.372E-01  1.755E-05  7.004E+00  9.959E-01  6.078E+00
 2459  8.372E-01  1.755E-05  7.004E+00  9.956E-01  6.077E+00
 2460  8.373E-01  1.755E-05  7.005E+00  9.952E-01  6.077E+00
 2461  8.373E-01  1.755E-05  7.005E+00  9.949E-01  6.076E+00
 2462  8.373E-01  1.755E-05  7.005E+00  9.946E-01  6.076E+00
 2463  8.373E-01  2.221E-05  7.006E+00  9.941E-01  6.075E+00
 2464  8.373E-01  2.221E-05  7.006E+00  9.937E-01  6.074E+00
 2465  8.374E-01  2.221E-05  7.007E+00  9.933E-01  6.074E+00
 2466  8.374E-01  2.221E-05  7.007E+00  9.929E-01  6.073E+00
 2467  8.374E-01  2.221E-05  7.008E+00  9.924E-01  6.072E+00
 2468  8.375E-01  4.327E-05  7.008E+00  9.916E-01  6.071E+00
 2469  8.375E-01  4.327E-05  7.009E+00  9.908E-01  6.070E+00
 2470  8.375E-01  4.327E-05  7.010E+00  9.899E-01  6.068E+00
 2471  8.376E-01  4.327E-05  7.011E+00  9.891E-01  6.067E+00
 2472  8.376E-01  4.327E-05  7.012E+00  9.883E-01  6.066E+00
 2473  8.377E-01  8.775E-05  7.013E+00  9.866E-01  6.063E+00
