 IPEC_PMODB_CHEBYSHEV: Reconstructed perturbed mod b by chebyshev
 
    jac_out = hamada  
      cstep =    256      mpert =  33   mthsurf = 960
 
              psi    m       real(lagb)       imag(lagb)       real(divx)       imag(divx)
   1.55250883E-01    0   1.18892065E-03  -1.73201483E-03  -1.83946472E-03   2.56764419E-03
   1.55250883E-01    1   2.56012402E-04  -4.02738077E-05  -1.12092519E-03   7.72513579E-04
   1.55250883E-01    2   2.44929887E-06  -1.10136474E-04  -1.24892700E-04   2.63073824E-04
   1.55250883E-01    3  -5.10481307E-06   3.19991495E-07   3.48719683E-05  -1.77818657E-06
   1.55250883E-01    4  -8.85681804E-06  -5.79446809E-06   6.68371541E-05  -6.49655284E-05
   1.55250883E-01    5   1.48144693E-05   1.37085588E-05  -2.14934445E-05  -3.10471064E-05
   1.55250883E-01    6   1.38185689E-05   1.46289782E-05  -2.64562913E-05  -3.09198510E-05
   1.55250883E-01    7   9.33519141E-07   1.13429506E-06  -6.70615515E-06  -8.61167245E-06
   1.55250883E-01    8   3.31255327E-06   2.38711337E-06  -6.17236442E-06  -4.85509413E-06
   1.55250883E-01    9  -1.21671020E-06  -6.20955102E-07   2.62445068E-08  -7.45729056E-07
   1.55250883E-01   10   1.98934025E-06   8.24527844E-07  -2.71138442E-06  -1.59143968E-06
   1.55250883E-01   11  -3.59609576E-07   3.10445167E-07  -5.71625563E-07  -1.16586083E-06
   1.55250883E-01   12   1.10890899E-06   2.92528720E-07  -1.70273632E-06  -1.03280852E-06
   1.55250883E-01   13   1.41773548E-07   5.90530807E-07  -8.56971885E-07  -1.29587838E-06
   1.55250883E-01   14   7.07868998E-07   3.58119422E-07  -1.47308494E-06  -1.13244796E-06
   1.55250883E-01   15   3.62183612E-07   4.90601712E-07  -1.02347498E-06  -1.24628310E-06
   1.55250883E-01   16   4.74222209E-07   3.43709157E-07  -1.06750281E-06  -9.39141834E-07
   1.55250883E-01   17   2.64160383E-07   3.08543417E-07  -8.66873616E-07  -9.41702857E-07
   1.55250883E-01   18   2.60644753E-07   2.26513627E-07  -5.50936483E-07  -6.74766655E-07
   1.55250883E-01   19   1.29353569E-07   1.52063652E-07  -5.69033329E-07  -2.33220797E-07
   1.55250883E-01   20   2.44946532E-08   2.35523716E-08   1.25178656E-06   1.21308219E-06
   1.59107155E-01  -12  -8.36691843E-08   8.48214723E-08   1.12833535E-07  -2.31118297E-07
   1.59107155E-01  -11  -6.72165475E-08   5.21748280E-08  -1.90195961E-08  -8.81627556E-08
   1.59107155E-01  -10  -2.92371066E-07  -2.08215238E-07   4.90313281E-07   3.56572453E-07
   1.59107155E-01   -9  -1.68295387E-07  -1.06774627E-07   5.38829760E-07   2.87379159E-07
   1.59107155E-01   -8  -5.50450656E-07  -3.73009997E-07   1.05304833E-06   7.23788291E-07
   1.59107155E-01   -7  -1.21798359E-07  -3.43198266E-07   6.23995445E-07   7.92007210E-07
   1.59107155E-01   -6  -1.01150114E-06  -4.15035806E-07   1.49731285E-06   1.02816938E-06
   1.59107155E-01   -5   8.48602037E-07  -5.91994926E-07  -5.95762509E-07   1.08683008E-06
   1.59107155E-01   -4  -3.50132284E-06   1.60546782E-06   5.01901524E-06  -3.11032917E-06
   1.59107155E-01   -3   1.53690021E-06   2.55829259E-06  -3.28293939E-06   1.10119831E-06
   1.59107155E-01   -2   2.93826369E-06  -1.92698575E-05   1.05211604E-05   2.42842816E-06
   1.59107155E-01   -1  -3.88740940E-05   7.67047708E-05  -9.99541772E-05   1.18069397E-04
   1.59107155E-01    0   1.19727973E-03  -1.73787949E-03  -1.85517255E-03   2.57621610E-03
   1.59107155E-01    1   2.63064400E-04  -4.54857058E-05  -1.16100445E-03   8.16586361E-04
   1.59107155E-01    2   4.80271628E-06  -1.06785830E-04  -1.19859568E-04   2.49707830E-04
   1.59107155E-01    3   2.80004797E-07   2.17621462E-06   1.90193314E-05  -3.52507661E-06
   1.59107155E-01    4  -6.35663201E-06  -3.62847316E-06   4.69328451E-05  -4.71477219E-05
   1.59107155E-01    5   1.06500871E-05   9.83103959E-06  -1.52054213E-05  -2.19864812E-05
   1.59107155E-01    6   9.75190061E-06   1.03350285E-05  -1.86187415E-05  -2.17638981E-05
   1.59107155E-01    7   6.99197693E-07   9.23027754E-07  -4.72870497E-06  -6.13782779E-06
   1.59107155E-01    8   2.39435216E-06   1.67359489E-06  -4.47476523E-06  -3.37590803E-06
   1.59107155E-01    9  -8.82052947E-07  -4.10814834E-07   5.08545406E-08  -5.19571702E-07
   1.59107155E-01   10   1.41687065E-06   5.69595439E-07  -1.93625550E-06  -1.11184573E-06
   1.59107155E-01   11  -2.59889107E-07   2.41771553E-07  -3.82233324E-07  -8.18072153E-07
   1.59107155E-01   12   7.78322814E-07   1.99762851E-07  -1.18526142E-06  -6.90070240E-07
   1.59107155E-01   13   9.79616946E-08   4.25622115E-07  -5.57695539E-07  -8.27236452E-07
   1.59107155E-01   14   4.94706899E-07   2.48277553E-07  -1.07058057E-06  -7.17683124E-07
   1.59107155E-01   15   2.54869629E-07   3.44281663E-07  -6.97724985E-07  -8.35772635E-07
   1.59107155E-01   16   3.37643520E-07   2.34638519E-07  -7.68503046E-07  -5.82936950E-07
   1.59107155E-01   17   1.89314775E-07   2.12349073E-07  -6.51518763E-07  -6.88625692E-07
   1.59107155E-01   18   1.91703603E-07   1.54549139E-07  -3.58033577E-07  -4.51028565E-07
   1.59107155E-01   19   9.41044236E-08   1.07573121E-07  -4.77494333E-07  -1.10973096E-07
   1.59107155E-01   20   2.14588272E-08   1.84362253E-08   9.53675272E-07   9.34868224E-07
   1.62963427E-01  -12  -4.47318909E-08   5.33259481E-08   2.84189672E-08  -1.66899797E-07
   1.62963427E-01  -11  -3.10362880E-08   3.24279973E-08  -1.09560683E-07  -1.07123505E-07
   1.62963427E-01  -10  -1.53912379E-07  -1.09267881E-07   2.31124221E-07   1.77435080E-07
   1.62963427E-01   -9  -8.25982005E-08  -7.48795275E-08   2.55877295E-07   1.36884987E-07
   1.62963427E-01   -8  -2.98777977E-07  -1.70369212E-07   5.77768141E-07   3.69095638E-07
   1.62963427E-01   -7  -4.07969181E-09  -2.63765815E-07   9.03414714E-08   4.98717715E-07
   1.62963427E-01   -6  -5.99806333E-07  -7.57662330E-08   7.57204076E-07   3.44531589E-07
   1.62963427E-01   -5   7.09658896E-07  -4.33390952E-07  -8.99035441E-07   6.80286707E-07
   1.62963427E-01   -4  -2.71033836E-06   1.89961170E-06   3.91994007E-06  -4.01009355E-06
   1.62963427E-01   -3   5.46627755E-07   3.70426522E-06  -2.70749925E-06  -2.40312283E-07
   1.62963427E-01   -2   4.97410045E-06  -2.12214146E-05   8.27641967E-06   3.72426639E-06
   1.62963427E-01   -1  -4.10979685E-05   7.96772964E-05  -9.96664380E-05   1.16758933E-04
   1.62963427E-01    0   1.20386331E-03  -1.74066325E-03  -1.86865761E-03   2.58049961E-03
   1.62963427E-01    1   2.70659015E-04  -5.10444453E-05  -1.18638770E-03   8.40121605E-04
   1.62963427E-01    2   7.46806898E-06  -1.03127778E-04  -1.14472323E-04   2.34476194E-04
   1.62963427E-01    3   6.18564438E-06   4.29464053E-06   1.25540123E-06  -5.30910243E-06
   1.62963427E-01    4  -3.57158958E-06  -1.26217084E-06   2.48210118E-05  -2.73088133E-05
   1.62963427E-01    5   6.03937023E-06   5.54797343E-06  -8.28784849E-06  -1.19879543E-05
   1.62963427E-01    6   5.25327450E-06   5.58971558E-06  -9.96171624E-06  -1.16514793E-05
   1.62963427E-01    7   4.35655925E-07   6.73249702E-07  -2.54235073E-06  -3.39388641E-06
   1.62963427E-01    8   1.37014801E-06   8.85738758E-07  -2.57850369E-06  -1.74709583E-06
   1.62963427E-01    9  -5.07863199E-07  -1.82200996E-07   7.46997587E-08  -2.68765149E-07
   1.62963427E-01   10   7.81616442E-07   2.89300838E-07  -1.07455015E-06  -5.83198476E-07
   1.62963427E-01   11  -1.48454631E-07   1.62557472E-07  -1.75923498E-07  -4.32914535E-07
   1.62963427E-01   12   4.13267939E-07   9.81156889E-08  -6.14389364E-07  -3.17188235E-07
   1.62963427E-01   13   4.97857037E-08   2.42023603E-07  -2.34534032E-07  -3.20889936E-07
   1.62963427E-01   14   2.59721157E-07   1.27330500E-07  -6.19865417E-07  -2.70922308E-07
   1.62963427E-01   15   1.36238216E-07   1.82893334E-07  -3.41537618E-07  -3.87324895E-07
   1.62963427E-01   16   1.86153595E-07   1.15153004E-07  -4.34742509E-07  -1.99885456E-07
   1.62963427E-01   17   1.06030686E-07   1.06848672E-07  -4.08531322E-07  -4.03998901E-07
   1.62963427E-01   18   1.14379777E-07   7.58585257E-08  -1.50237779E-07  -2.07918194E-07
   1.62963427E-01   19   5.45406301E-08   5.83939244E-08  -3.65570597E-07   1.45249859E-08
   1.62963427E-01   20   1.76389932E-08   1.25437928E-08   6.12818303E-07   6.15089144E-07
   1.66819699E-01  -12  -4.12852669E-09   1.96609959E-08  -5.77352932E-08  -9.69409777E-08
   1.66819699E-01  -11   6.46965291E-09   1.08935350E-08  -1.94606273E-07  -1.20375448E-07
   1.66819699E-01  -10  -9.58423518E-09  -5.18554672E-09  -3.64589378E-08  -1.10085668E-08
   1.66819699E-01   -9   7.35479569E-09  -4.14573958E-08  -3.80439628E-08  -1.64867109E-08
   1.66819699E-01   -8  -3.65383514E-08   4.19968197E-08   8.20708884E-08  -5.28405280E-09
   1.66819699E-01   -7   1.18676624E-07  -1.79449284E-07  -4.52706487E-07   1.94576296E-07
   1.66819699E-01   -6  -1.69223071E-07   2.77258241E-07  -6.77838379E-09  -3.68162421E-07
   1.66819699E-01   -5   5.63975170E-07  -2.64612805E-07  -1.19608134E-06   2.63655058E-07
   1.66819699E-01   -4  -1.85858123E-06   2.15911167E-06   2.72806048E-06  -4.84170813E-06
   1.66819699E-01   -3  -4.97641891E-07   4.92201283E-06  -2.09432378E-06  -1.64329549E-06
   1.66819699E-01   -2   7.35484690E-06  -2.36523291E-05   5.43450467E-06   5.82841183E-06
   1.66819699E-01   -1  -4.34476085E-05   8.28009374E-05  -9.92909351E-05   1.15311619E-04
   1.66819699E-01    0   1.20859789E-03  -1.74031235E-03  -1.87974445E-03   2.58042400E-03
   1.66819699E-01    1   2.78636638E-04  -5.67616711E-05  -1.19681058E-03   8.42978019E-04
   1.66819699E-01    2   1.02012430E-05  -9.92827734E-05  -1.08819670E-04   2.17995228E-04
   1.66819699E-01    3   1.23508805E-05   6.57987880E-06  -1.76073442E-05  -7.04945172E-06
   1.66819699E-01    4  -6.35322631E-07   1.19657950E-06   1.55038582E-06  -6.40274928E-06
   1.66819699E-01    5   1.20296928E-06   1.06560893E-06  -1.07221276E-06  -1.53205109E-06
   1.66819699E-01    6   5.36772042E-07   6.19853188E-07  -8.98283448E-07  -1.06562154E-06
   1.66819699E-01    7   1.55499193E-07   3.97099372E-07  -2.52080404E-07  -5.10458718E-07
   1.66819699E-01    8   2.88638080E-07   6.11262805E-08  -5.74756632E-07  -4.64885624E-08
   1.66819699E-01    9  -1.11980859E-07   5.40090293E-08   9.56154672E-08  -6.09518335E-09
   1.66819699E-01   10   1.13797860E-07  -2.96679587E-09  -1.67777359E-07  -3.14367189E-08
   1.66819699E-01   11  -3.06471123E-08   7.65370793E-08   3.79043120E-08  -3.00874566E-08
   1.66819699E-01   12   3.11196779E-08  -7.54834890E-09  -1.69769642E-08   6.74116703E-08
   1.66819699E-01   13  -4.60852975E-10   4.84468695E-08   9.74810595E-08   1.97920641E-07
   1.66819699E-01   14   1.40669276E-08   1.07913716E-09  -1.41873683E-07   1.86007410E-07
   1.66819699E-01   15   1.19505313E-08   1.40983928E-08   2.81606541E-08   7.74367486E-08
   1.66819699E-01   16   2.69333618E-08  -9.02522167E-09  -8.19988103E-08   1.91106837E-07
   1.66819699E-01   17   1.82910085E-08  -2.94672423E-09  -1.48797065E-07  -1.01188034E-07
   1.66819699E-01   18   3.23348395E-08  -5.79385446E-09   6.25917162E-08   4.32164650E-08
   1.66819699E-01   19   1.25718761E-08   6.87315463E-09  -2.37633406E-07   1.36868796E-07
   1.66819699E-01   20   1.31871063E-08   6.18912962E-09   2.45785109E-07   2.69148787E-07
   1.70675971E-01  -12   3.62511272E-08  -1.46398186E-08  -1.41228590E-07  -2.39447207E-08
   1.70675971E-01  -11   4.36172499E-08  -1.14447803E-08  -2.69144306E-07  -1.27197084E-07
   1.70675971E-01  -10   1.34012960E-07   9.93322491E-08  -2.99427289E-07  -1.99710916E-07
   1.70675971E-01   -9   9.74567071E-08  -8.02464482E-09  -3.29258176E-07  -1.64847310E-07
   1.70675971E-01   -8   2.24298808E-07   2.54434044E-07  -4.11103810E-07  -3.80988545E-07
   1.70675971E-01   -7   2.40948714E-07  -9.40569316E-08  -9.80550205E-07  -1.05606375E-07
   1.70675971E-01   -6   2.60758496E-07   6.27882149E-07  -7.60235330E-07  -1.07669755E-06
   1.70675971E-01   -5   4.18798094E-07  -9.21394325E-08  -1.47399801E-06  -1.44788928E-07
   1.70675971E-01   -4  -9.86928157E-07   2.37371354E-06   1.50125483E-06  -5.57113743E-06
   1.70675971E-01   -3  -1.55311197E-06   6.16951769E-06  -1.47057247E-06  -3.05087371E-06
   1.70675971E-01   -2   9.98923881E-06  -2.64789405E-05   2.11935868E-06   8.65285980E-06
   1.70675971E-01   -1  -4.58815370E-05   8.59931565E-05  -9.88398909E-05   1.13819862E-04
   1.70675971E-01    0   1.21149638E-03  -1.73691533E-03  -1.88837574E-03   2.57611662E-03
   1.70675971E-01    1   2.86830284E-04  -6.24514666E-05  -1.19266730E-03   8.25923273E-04
   1.70675971E-01    2   1.27662550E-05  -9.53745319E-05  -1.03004195E-04   2.00913057E-04
   1.70675971E-01    3   1.85143179E-05   8.93315908E-06  -3.67433684E-05  -8.67042146E-06
   1.70675971E-01    4   2.31751290E-06   3.64055348E-06  -2.18233906E-05   1.46088343E-05
   1.70675971E-01    5  -3.63770276E-06  -3.40946694E-06   6.11027251E-06   8.90006576E-06
   1.70675971E-01    6  -4.18283191E-06  -4.34722269E-06   8.15764793E-06   9.50959767E-06
   1.70675971E-01    7  -1.28466530E-07   1.07375691E-07   2.03678452E-06   2.38103034E-06
   1.70675971E-01    8  -8.00989975E-07  -7.62603701E-07   1.44432224E-06   1.64805286E-06
   1.70675971E-01    9   2.87547052E-07   2.87056065E-07   1.11579805E-07   2.55565541E-07
   1.70675971E-01   10  -5.56186792E-07  -2.93842188E-07   7.42261106E-07   5.17474900E-07
   1.70675971E-01   11   8.81362929E-08  -1.24128744E-08   2.49910105E-07   3.70597337E-07
   1.70675971E-01   12  -3.50711865E-07  -1.12387397E-07   5.80109036E-07   4.45397750E-07
   1.70675971E-01   13  -5.04890461E-08  -1.46316320E-07   4.23525653E-07   7.04234577E-07
   1.70675971E-01   14  -2.31092306E-07  -1.24679590E-07   3.42256328E-07   6.31572849E-07
   1.70675971E-01   15  -1.12317730E-07  -1.54425460E-07   3.94541749E-07   5.37003016E-07
   1.70675971E-01   16  -1.32797584E-07  -1.32195844E-07   2.73801938E-07   5.71449907E-07
   1.70675971E-01   17  -6.98926138E-08  -1.12037109E-07   1.16583594E-07   2.06266441E-07
   1.70675971E-01   18  -5.07187027E-08  -8.66601070E-08   2.70725059E-07   2.91133959E-07
   1.70675971E-01   19  -2.98677945E-08  -4.46331135E-08  -9.84286094E-08   2.49936530E-07
   1.70675971E-01   20   8.27486162E-09  -3.05970296E-10  -1.30379711E-07  -8.70463505E-08
   1.74532244E-01  -12   7.45968400E-08  -4.80822888E-08  -2.17899865E-07   4.93805761E-08
   1.74532244E-01  -11   7.88029704E-08  -3.36108524E-08  -3.28649103E-07  -1.27139696E-07
   1.74532244E-01  -10   2.70573429E-07   1.99755272E-07  -5.45389732E-07  -3.79942902E-07
   1.74532244E-01   -9   1.83753684E-07   2.39573610E-08  -6.04700005E-07  -3.00739413E-07
   1.74532244E-01   -8   4.72301780E-07   4.57673366E-07  -8.79807294E-07  -7.40253748E-07
   1.74532244E-01   -7   3.57459454E-07  -1.12905452E-08  -1.47013932E-06  -3.87686420E-07
   1.74532244E-01   -6   6.71455937E-07   9.60706261E-07  -1.47053321E-06  -1.74936196E-06
   1.74532244E-01   -5   2.81086882E-07   7.76980774E-08  -1.72104855E-06  -5.27772179E-07
   1.74532244E-01   -4  -1.35494716E-07   2.53548726E-06   2.96695413E-07  -6.16992037E-06
   1.74532244E-01   -3  -2.57849611E-06   7.40559032E-06  -8.62525188E-07  -4.40836525E-06
   1.74532244E-01   -2   1.27802406E-05  -2.96056694E-05  -1.53194649E-06   1.20848396E-05
   1.74532244E-01   -1  -4.83582567E-05   8.91729972E-05  -9.83259161E-05   1.12372879E-04
   1.74532244E-01    0   1.21264978E-03  -1.73068694E-03  -1.89460381E-03   2.56788039E-03
   1.74532244E-01    1   2.95072981E-04  -6.79382533E-05  -1.17493796E-03   7.90523778E-04
   1.74532244E-01    2   1.49449283E-05  -9.15244753E-05  -9.71365879E-05   1.83879736E-04
   1.74532244E-01    3   2.44255761E-05   1.12566600E-05  -5.53497919E-05  -1.01044660E-05
   1.74532244E-01    4   5.15702354E-06   5.96772909E-06  -4.42830905E-05   3.47979422E-05
   1.74532244E-01    5  -8.26995156E-06  -7.67916769E-06   1.29428023E-05   1.88471801E-05
   1.74532244E-01    6  -8.69926997E-06  -9.09338351E-06   1.68090506E-05   1.96097644E-05
   1.74532244E-01    7  -4.03787091E-07  -1.83028411E-07   4.22310533E-06   5.15397938E-06
   1.74532244E-01    8  -1.85117461E-06  -1.54936506E-06   3.38957534E-06   3.26196708E-06
   1.74532244E-01    9   6.73244879E-07   5.06755508E-07   1.20801479E-07   5.03815054E-07
   1.74532244E-01   10  -1.19906551E-06  -5.70554676E-07   1.61526780E-06   1.03865876E-06
   1.74532244E-01   11   2.02675199E-07  -1.00442708E-07   4.51206866E-07   7.50072164E-07
   1.74532244E-01   12  -7.15526959E-07  -2.11788532E-07   1.15114217E-06   7.99312844E-07
   1.74532244E-01   13  -9.81122609E-08  -3.33771838E-07   7.29606822E-07   1.17443573E-06
   1.74532244E-01   14  -4.65061765E-07  -2.44400734E-07   8.12092077E-07   1.04544709E-06
   1.74532244E-01   15  -2.31119452E-07  -3.15312808E-07   7.41592692E-07   9.70898109E-07
   1.74532244E-01   16  -2.86090362E-07  -2.48923643E-07   6.17269735E-07   9.23658936E-07
   1.74532244E-01   17  -1.54652241E-07  -2.15646632E-07   3.76771256E-07   5.05233901E-07
   1.74532244E-01   18  -1.31177235E-07  -1.63168558E-07   4.64972391E-07   5.25174402E-07
   1.74532244E-01   19  -7.09035532E-08  -9.38606708E-08   4.71320010E-08   3.48142209E-07
   1.74532244E-01   20   3.08624600E-09  -6.62647696E-09  -4.98900832E-07  -4.37784108E-07
   1.78388516E-01  -12   1.09249804E-07  -7.92711636E-08  -2.83994726E-07   1.20426053E-07
   1.78388516E-01  -11   1.10566415E-07  -5.46758764E-08  -3.69257924E-07  -1.20039591E-07
   1.78388516E-01  -10   3.94334515E-07   2.91902094E-07  -7.63063431E-07  -5.43644532E-07
   1.78388516E-01   -9   2.62601576E-07   5.31400155E-08  -8.52429674E-07  -4.17433958E-07
   1.78388516E-01   -8   6.97027169E-07   6.43196669E-07  -1.30394812E-06  -1.06662699E-06
   1.78388516E-01   -7   4.63384849E-07   6.54024926E-08  -1.90086728E-06  -6.38750121E-07
   1.78388516E-01   -6   1.04573756E-06   1.26168611E-06  -2.10809261E-06  -2.35718771E-06
   1.78388516E-01   -5   1.57231474E-07   2.38980021E-07  -1.92710112E-06  -8.69711727E-07
   1.78388516E-01   -4   6.58050635E-07   2.63897623E-06  -8.31601060E-07  -6.61597825E-06
   1.78388516E-01   -3  -3.53569612E-06   8.59157613E-06  -2.94500111E-07  -5.66551258E-06
   1.78388516E-01   -2   1.56296592E-05  -3.29300126E-05  -5.37609891E-06   1.59935323E-05
   1.78388516E-01   -1  -5.08379831E-05   9.22644369E-05  -9.77613772E-05   1.11052946E-04
   1.78388516E-01    0   1.21221659E-03  -1.72194863E-03  -1.89857858E-03   2.55616644E-03
   1.78388516E-01    1   3.03204545E-04  -7.30636542E-05  -1.14510014E-03   7.39014048E-04
   1.78388516E-01    2   1.65451421E-05  -8.78467006E-05  -9.13299643E-05   1.67519545E-04
   1.78388516E-01    3   2.98551669E-05   1.34574742E-05  -7.26784669E-05  -1.12946794E-05
   1.78388516E-01    4   7.76323326E-06   8.08529485E-06  -6.48902412E-05   5.33070742E-05
   1.78388516E-01    5  -1.24982116E-05  -1.15617348E-05   1.91354703E-05   2.78862490E-05
   1.78388516E-01    6  -1.28229434E-05  -1.34183291E-05   2.46914805E-05   2.88084853E-05
   1.78388516E-01    7  -6.58856557E-07  -4.61654225E-07   6.21393464E-06   7.69163066E-06
   1.78388516E-01    8  -2.81787160E-06  -2.26604969E-06   5.17839373E-06   4.72693893E-06
   1.78388516E-01    9   1.02890501E-06   7.03895682E-07   1.21792288E-07   7.27220348E-07
   1.78388516E-01   10  -1.78785294E-06  -8.21431672E-07   2.41405037E-06   1.50931053E-06
   1.78388516E-01   11   3.08134172E-07  -1.83885791E-07   6.33706036E-07   1.09077779E-06
   1.78388516E-01   12  -1.04799643E-06  -3.01549274E-07   1.67255246E-06   1.11326333E-06
   1.78388516E-01   13  -1.41332304E-07  -5.06060626E-07   1.00310657E-06   1.58718672E-06
   1.78388516E-01   14  -6.78037436E-07  -3.53010494E-07   1.24871673E-06   1.40930749E-06
   1.78388516E-01   15  -3.39451579E-07  -4.61801658E-07   1.05474551E-06   1.36048916E-06
   1.78388516E-01   16  -4.26541804E-07  -3.54252789E-07   9.34161221E-07   1.23204175E-06
   1.78388516E-01   17  -2.32417189E-07  -3.09411718E-07   6.21615487E-07   7.83516150E-07
   1.78388516E-01   18  -2.05689298E-07  -2.32064531E-07   6.37043008E-07   7.35675720E-07
   1.78388516E-01   19  -1.08794579E-07  -1.38726771E-07   1.94167433E-07   4.26650579E-07
   1.78388516E-01   20  -2.18984632E-09  -1.24772862E-08  -8.43950490E-07  -7.68183652E-07
   1.82244788E-01  -12   1.38763323E-07  -1.06961268E-07  -3.36304801E-07   1.86775553E-07
   1.82244788E-01  -11   1.37642675E-07  -7.37931112E-08  -3.87911087E-07  -1.06018752E-07
   1.82244788E-01  -10   5.00285139E-07   3.72092557E-07  -9.42685579E-07  -6.83723418E-07
   1.82244788E-01   -9   3.30798850E-07   7.83365716E-08  -1.06206638E-06  -5.09178219E-07
   1.82244788E-01   -8   8.89397849E-07   8.03545864E-07  -1.66602103E-06  -1.34557645E-06
   1.82244788E-01   -7   5.54529235E-07   1.32956022E-07  -2.25530631E-06  -8.47588313E-07
   1.82244788E-01   -6   1.36864854E-06   1.51863253E-06  -2.64746132E-06  -2.87499116E-06
   1.82244788E-01   -5   5.28155961E-08   3.86424994E-07  -2.08397838E-06  -1.15728553E-06
   1.82244788E-01   -4   1.35994619E-06   2.68124405E-06  -1.83490961E-06  -6.89412624E-06
   1.82244788E-01   -3  -4.39122220E-06   9.69282582E-06   2.12062394E-07  -6.77836575E-06
   1.82244788E-01   -2   1.84424057E-05  -3.63473552E-05  -9.27007219E-06   2.02368545E-05
   1.82244788E-01   -1  -5.32841515E-05   9.51992672E-05  -9.71578343E-05   1.09932212E-04
   1.82244788E-01    0   1.21041050E-03  -1.71110666E-03  -1.90053283E-03   2.54154347E-03
   1.82244788E-01    1   3.11077519E-04  -7.76921432E-05  -1.10502999E-03   6.74152920E-04
   1.82244788E-01    2   1.74074544E-05  -8.44436199E-05  -8.56945089E-05   1.52406384E-04
   1.82244788E-01    3   3.46027926E-05   1.54510898E-05  -8.80634870E-05  -1.21966608E-05
   1.82244788E-01    4   1.00304619E-05   9.91299020E-06  -8.28193453E-05   6.93805655E-05
   1.82244788E-01    5  -1.61511518E-05  -1.48983367E-05   2.44357699E-05   3.56477663E-05
   1.82244788E-01    6  -1.63878163E-05  -1.71468605E-05   3.14863204E-05   3.67328762E-05
   1.82244788E-01    7  -8.83343335E-07  -7.16950603E-07   7.92790549E-06   9.89133098E-06
   1.82244788E-01    8  -3.66216624E-06  -2.88372850E-06   6.73774806E-06   5.98338161E-06
   1.82244788E-01    9   1.34018286E-06   8.70567557E-07   1.13422798E-07   9.15742150E-07
   1.82244788E-01   10  -2.29883422E-06  -1.03632107E-06   3.10588108E-06   1.90953134E-06
   1.82244788E-01   11   4.00240223E-07  -2.59396099E-07   7.90405755E-07   1.37731414E-06
   1.82244788E-01   12  -1.33471855E-06  -3.78029255E-07   2.12378057E-06   1.37349766E-06
   1.82244788E-01   13  -1.78411590E-07  -6.56246182E-07   1.23323124E-06   1.92420707E-06
   1.82244788E-01   14  -8.61461497E-07  -4.46090417E-07   1.63541643E-06   1.70749773E-06
   1.82244788E-01   15  -4.32936991E-07  -5.87979312E-07   1.32140310E-06   1.68966352E-06
   1.82244788E-01   16  -5.48527375E-07  -4.43886337E-07   1.21189892E-06   1.48326590E-06
   1.82244788E-01   17  -3.00044365E-07  -3.89539040E-07   8.42022811E-07   1.03029300E-06
   1.82244788E-01   18  -2.71278194E-07  -2.90528273E-07   7.79843385E-07   9.14319869E-07
   1.82244788E-01   19  -1.41997945E-07  -1.77405974E-07   3.38006177E-07   4.81548590E-07
   1.82244788E-01   20  -7.36668113E-09  -1.75946384E-08  -1.15124039E-06  -1.06475325E-06
   1.86101060E-01  -12   1.61950936E-07  -1.30098949E-07  -3.72276277E-07   2.46284561E-07
   1.86101060E-01  -11   1.59003276E-07  -9.02269265E-08  -3.82453061E-07  -8.54745357E-08
   1.86101060E-01  -10   5.84329644E-07   4.37269671E-07  -1.07633736E-06  -7.94294290E-07
   1.86101060E-01   -9   3.85692730E-07   9.85614963E-08  -1.22513034E-06  -5.71389225E-07
   1.86101060E-01   -8   1.04199989E-06   9.32568029E-07  -1.95168242E-06  -1.56498253E-06
   1.86101060E-01   -7   6.27463358E-07   1.88787803E-07  -2.51976635E-06  -1.00507108E-06
   1.86101060E-01   -6   1.62790590E-06   1.72160355E-06  -3.06814839E-06  -3.28219056E-06
   1.86101060E-01   -5  -2.75704807E-08   5.15574472E-07  -2.18571003E-06  -1.37987427E-06
   1.86101060E-01   -4   1.94153255E-06   2.66182686E-06  -2.67156293E-06  -6.99629494E-06
   1.86101060E-01   -3  -5.11732259E-06   1.06798931E-05   6.39328400E-07  -7.71077685E-06
   1.86101060E-01   -2   2.11302690E-05  -3.97554294E-05  -1.30770664E-05   2.46680373E-05
   1.86101060E-01   -1  -5.56646589E-05   9.79194289E-05  -9.65255696E-05   1.09070147E-04
   1.86101060E-01    0   1.20748721E-03  -1.69862902E-03  -1.90076568E-03   2.52466543E-03
   1.86101060E-01    1   3.18562154E-04  -8.17153609E-05  -1.05689762E-03   5.99073471E-04
   1.86101060E-01    2   1.74099813E-05  -8.14023898E-05  -8.03326442E-05   1.39042941E-04
   1.86101060E-01    3   3.85038832E-05   1.71642991E-05  -1.00943480E-04  -1.27797396E-05
   1.86101060E-01    4   1.18708269E-05   1.13857066E-05  -9.73851990E-05   8.23896863E-05
   1.86101060E-01    5  -1.90873164E-05  -1.75582920E-05   2.86368739E-05   4.18279197E-05
   1.86101060E-01    6  -1.92568873E-05  -2.01346426E-05   3.69312699E-05   4.30758364E-05
   1.86101060E-01    7  -1.06853591E-06  -9.38679491E-07   9.29792377E-06   1.16679352E-05
   1.86101060E-01    8  -4.35156894E-06  -3.37860127E-06   8.00662723E-06   6.98239876E-06
   1.86101060E-01    9   1.59507616E-06   1.00041898E-06   9.49603427E-08   1.06107613E-06
   1.86101060E-01   10  -2.71234977E-06  -1.20692330E-06   3.66358372E-06   2.22298722E-06
