 IPEC_PMODB_CHEBYSHEV: Reconstructed perturbed mod b by chebyshev
 
    jac_out = hamada  
      cstep =    256      mpert =  33   mthsurf = 960
 
              psi    m       real(lagb)       imag(lagb)       real(divx)       imag(divx)
   7.83823232E-01   -6   1.44590790E-05  -2.05486458E-06  -2.40222120E-05  -4.59505211E-06
   7.83823232E-01   -5  -1.53815085E-05   3.19616129E-05  -2.18114819E-06  -2.89002366E-05
   7.83823232E-01   -4   4.97577747E-05  -1.30262849E-05  -5.85635932E-05  -1.97174025E-05
   7.83823232E-01   -3  -1.40770694E-04   1.33943639E-04   1.33600933E-04  -1.24610647E-04
   7.83823232E-01   -2   2.63723605E-04  -2.75042035E-04  -2.88538961E-04   2.62718646E-04
   7.83823232E-01   -1  -3.82860158E-04   4.45490721E-04   3.05733533E-04  -2.92148661E-04
   7.83823232E-01    0   9.39958352E-04  -1.22797845E-03  -1.59716517E-03   1.91439969E-03
   7.83823232E-01    1   6.37746786E-04  -8.12299105E-04  -1.14286093E-03   1.23399005E-03
   7.83823232E-01    2   3.90134798E-04   9.57398843E-05  -1.20149934E-03   5.48033866E-04
   7.83823232E-01    3   9.92972469E-05  -1.72389068E-04  -5.05943997E-04   4.83810291E-04
   7.83823232E-01    4   4.49786182E-05   4.88733731E-05  -2.72743762E-04   1.80090417E-04
   7.83823232E-01    5  -2.57338454E-06  -3.83600916E-05  -2.76588379E-05   9.54694769E-05
   7.83823232E-01    6  -4.49058584E-05  -7.57978041E-06   7.71241653E-05   3.08730793E-05
   7.83823232E-01    7   5.03446374E-06   1.55622852E-05   4.91329376E-06  -1.09157567E-06
   7.83823232E-01    8  -6.19162030E-06   7.94578108E-06   9.04396774E-06  -5.42745514E-06
   7.83823232E-01    9   5.22277347E-06   9.02199054E-06  -3.60732567E-06  -3.35789539E-06
   7.83823232E-01   10  -3.38780521E-06   6.80242555E-07   3.92741814E-06   2.99113099E-06
   7.83823232E-01   11   1.43197288E-06  -8.47242647E-07   1.50837225E-06   6.19934258E-06
   7.83823232E-01   12  -2.82732516E-06  -1.43411047E-06   4.61993727E-06   4.74725693E-06
   7.83823232E-01   13  -3.15273184E-07  -1.98513284E-06   2.92443737E-06   5.60537350E-06
   7.83823232E-01   14  -2.11877701E-06  -1.25963872E-06   3.98954540E-06   3.95492813E-06
   7.83823232E-01   15  -9.35889277E-07  -1.21008096E-06   2.99104370E-06   3.63383438E-06
   7.83823232E-01   16  -1.35376080E-06  -9.54117682E-07   2.91453856E-06   3.10450117E-06
   7.83823232E-01   17  -6.76582006E-07  -7.70668554E-07   1.90018178E-06   2.20595080E-06
   7.83823232E-01   18  -6.91313660E-07  -6.64524053E-07   1.79696279E-06   1.88210886E-06
   7.83823232E-01   19  -3.50442864E-07  -4.06681636E-07   8.24953885E-07   1.15042862E-06
   7.83823232E-01   20  -4.93472447E-08  -7.83816395E-08  -4.43449804E-06  -4.16943294E-06
   7.87679504E-01  -12   2.17854783E-07  -1.51517629E-07  -3.39133346E-07  -5.95148864E-08
   7.87679504E-01  -11  -1.18255768E-07  -1.22473024E-09  -3.93178285E-07  -8.42795260E-08
   7.87679504E-01  -10   1.05665399E-06   1.56208558E-07  -1.87230138E-06  -1.06622774E-06
   7.87679504E-01   -9   2.87777017E-06  -1.44388579E-07  -6.88585967E-06   6.89958086E-07
   7.87679504E-01   -8   5.29652794E-06  -2.29915403E-06  -9.75874370E-06   2.17743812E-06
   7.87679504E-01   -7   7.53069164E-06   4.94270823E-06  -2.01795888E-05  -3.23116319E-06
   7.87679504E-01   -6   1.44277908E-05  -2.68037659E-06  -2.39578891E-05  -3.46832993E-06
   7.87679504E-01   -5  -1.58928903E-05   3.23091673E-05  -1.65143276E-06  -2.86455456E-05
   7.87679504E-01   -4   5.02860225E-05  -1.40469689E-05  -5.89857045E-05  -1.82658372E-05
   7.87679504E-01   -3  -1.42206026E-04   1.34776414E-04   1.34808897E-04  -1.24613851E-04
   7.87679504E-01   -2   2.65235974E-04  -2.77500997E-04  -2.89231067E-04   2.66478237E-04
   7.87679504E-01   -1  -3.84449051E-04   4.47121540E-04   3.06366390E-04  -2.94722371E-04
   7.87679504E-01    0   9.31672784E-04  -1.21394248E-03  -1.57984506E-03   1.89574483E-03
   7.87679504E-01    1   6.31939919E-04  -8.26960294E-04  -1.12240554E-03   1.23858037E-03
   7.87679504E-01    2   3.96132453E-04   9.38038683E-05  -1.11120664E-03   4.89602536E-04
   7.87679504E-01    3   8.61558048E-05  -1.72020222E-04  -4.65388380E-04   4.77094534E-04
   7.87679504E-01    4   3.87432053E-05   4.60982667E-05  -2.42826130E-04   1.59409554E-04
   7.87679504E-01    5   3.51826627E-06  -3.40164492E-05  -3.46635788E-05   8.28699153E-05
   7.87679504E-01    6  -3.95146162E-05  -2.65160309E-07   6.60262229E-05   1.67710962E-05
   7.87679504E-01    7   5.34049687E-06   1.58508326E-05   3.17881108E-06  -5.32178566E-06
   7.87679504E-01    8  -5.41667866E-06   9.51424417E-06   7.49901851E-06  -8.07009525E-06
   7.87679504E-01    9   4.85392253E-06   9.05339440E-06  -3.45351990E-06  -4.35345836E-06
   7.87679504E-01   10  -2.70103495E-06   1.35137327E-06   3.04621659E-06   1.88351204E-06
   7.87679504E-01   11   1.25310240E-06  -7.54495327E-07   1.52288749E-06   5.68175576E-06
   7.87679504E-01   12  -2.39637074E-06  -1.26169070E-06   4.06522920E-06   4.22550875E-06
   7.87679504E-01   13  -2.69918876E-07  -1.82561965E-06   2.64889261E-06   5.13229446E-06
   7.87679504E-01   14  -1.83225149E-06  -1.12080417E-06   3.44819990E-06   3.45717459E-06
   7.87679504E-01   15  -7.84259314E-07  -1.03830601E-06   2.57149784E-06   3.17912329E-06
   7.87679504E-01   16  -1.16833261E-06  -8.05619558E-07   2.46420612E-06   2.68205058E-06
   7.87679504E-01   17  -5.65442192E-07  -6.38872036E-07   1.57343894E-06   1.85110668E-06
   7.87679504E-01   18  -5.94927210E-07  -5.72204139E-07   1.56442899E-06   1.65519310E-06
   7.87679504E-01   19  -2.93921862E-07  -3.47998766E-07   6.39984770E-07   1.02652264E-06
   7.87679504E-01   20  -4.76338006E-08  -8.00624192E-08  -4.35124268E-06  -4.07235063E-06
   7.91535776E-01  -12   1.69015366E-07  -9.41768534E-08  -1.96833801E-07  -2.02298728E-07
   7.91535776E-01  -11  -1.79225307E-07   2.59145974E-08  -2.28171603E-07  -9.25530992E-08
   7.91535776E-01  -10   8.41642518E-07  -2.51896463E-08  -1.40677855E-06  -7.32468476E-07
   7.91535776E-01   -9   2.85144289E-06  -2.00574776E-07  -6.69263027E-06   1.02295643E-06
   7.91535776E-01   -8   5.06036079E-06  -2.76342057E-06  -9.27817909E-06   3.10547437E-06
   7.91535776E-01   -7   7.41795782E-06   4.93749576E-06  -1.99244446E-05  -2.67859228E-06
   7.91535776E-01   -6   1.43134854E-05  -3.41123104E-06  -2.37502945E-05  -2.12506715E-06
   7.91535776E-01   -5  -1.63614952E-05   3.26338079E-05  -1.07436147E-06  -2.82713617E-05
   7.91535776E-01   -4   5.06193436E-05  -1.51630152E-05  -5.91516933E-05  -1.65569251E-05
   7.91535776E-01   -3  -1.43394185E-04   1.35403999E-04   1.35839203E-04  -1.24295735E-04
   7.91535776E-01   -2   2.66321306E-04  -2.79546213E-04  -2.89469481E-04   2.69813124E-04
   7.91535776E-01   -1  -3.85692132E-04   4.48288135E-04   3.06877605E-04  -2.96647113E-04
   7.91535776E-01    0   9.23300172E-04  -1.20080617E-03  -1.56270278E-03   1.87825026E-03
   7.91535776E-01    1   6.27774078E-04  -8.39734304E-04  -1.10788670E-03   1.24632740E-03
   7.91535776E-01    2   4.00078541E-04   9.01589351E-05  -1.02527536E-03   4.34292955E-04
   7.91535776E-01    3   7.13409460E-05  -1.71610534E-04  -4.17626916E-04   4.67389108E-04
   7.91535776E-01    4   3.13475564E-05   4.26164242E-05  -2.04874272E-04   1.31841902E-04
   7.91535776E-01    5   1.06227753E-05  -2.84859831E-05  -4.30449377E-05   6.73783587E-05
   7.91535776E-01    6  -3.25307541E-05   8.60283608E-06   5.20640154E-05  -6.42762236E-07
   7.91535776E-01    7   5.63748851E-06   1.62846334E-05   8.37780996E-07  -1.05488718E-05
   7.91535776E-01    8  -4.29638986E-06   1.13258381E-05   5.36664169E-06  -1.12688347E-05
   7.91535776E-01    9   4.32029721E-06   9.04997471E-06  -3.24193758E-06  -5.49835927E-06
   7.91535776E-01   10  -1.81641327E-06   2.11903037E-06   1.91800945E-06   5.66884883E-07
   7.91535776E-01   11   1.02334680E-06  -6.10827169E-07   1.51091900E-06   4.99369108E-06
   7.91535776E-01   12  -1.85535021E-06  -1.05745741E-06   3.35632554E-06   3.57327066E-06
   7.91535776E-01   13  -2.15512332E-07  -1.60017557E-06   2.29398963E-06   4.47827200E-06
   7.91535776E-01   14  -1.47397342E-06  -9.45763240E-07   2.77877985E-06   2.81394810E-06
   7.91535776E-01   15  -5.96150634E-07  -8.12504671E-07   2.04609302E-06   2.57432595E-06
   7.91535776E-01   16  -9.34652558E-07  -6.20679812E-07   1.91023069E-06   2.13435958E-06
   7.91535776E-01   17  -4.26633435E-07  -4.73197908E-07   1.17460333E-06   1.40630026E-06
   7.91535776E-01   18  -4.72767406E-07  -4.54351243E-07   1.26343369E-06   1.35246059E-06
   7.91535776E-01   19  -2.23654467E-07  -2.72942586E-07   4.24326292E-07   8.57808102E-07
   7.91535776E-01   20  -4.37989857E-08  -7.82822963E-08  -4.11311203E-06  -3.82890802E-06
   7.95392048E-01  -12   1.06197761E-07  -3.03660227E-08  -2.15285635E-08  -3.54493661E-07
   7.95392048E-01  -11  -2.47588168E-07   6.01331520E-08  -3.75831219E-08  -9.57158114E-08
   7.95392048E-01  -10   5.96001399E-07  -2.39307742E-07  -8.79733707E-07  -3.35171310E-07
   7.95392048E-01   -9   2.80438050E-06  -2.67750621E-07  -6.43776012E-06   1.40981283E-06
   7.95392048E-01   -8   4.78072141E-06  -3.28296691E-06  -8.71552462E-06   4.14007371E-06
   7.95392048E-01   -7   7.27333503E-06   4.91715515E-06  -1.95520468E-05  -2.03738439E-06
   7.95392048E-01   -6   1.41361097E-05  -4.22936968E-06  -2.34297316E-05  -6.02317675E-07
   7.95392048E-01   -5  -1.67985050E-05   3.29415314E-05  -4.51557454E-07  -2.77970134E-05
   7.95392048E-01   -4   5.07962089E-05  -1.63562258E-05  -5.91139158E-05  -1.46346208E-05
   7.95392048E-01   -3  -1.44378038E-04   1.35862512E-04   1.36735839E-04  -1.23715365E-04
   7.95392048E-01   -2   2.67032646E-04  -2.81210964E-04  -2.89333480E-04   2.72730589E-04
   7.95392048E-01   -1  -3.86607044E-04   4.49061425E-04   3.07300583E-04  -2.98022383E-04
   7.95392048E-01    0   9.14943879E-04  -1.18873319E-03  -1.54598143E-03   1.86213394E-03
   7.95392048E-01    1   6.25337572E-04  -8.50658237E-04  -1.10003933E-03   1.25803620E-03
   7.95392048E-01    2   4.02201450E-04   8.49261259E-05  -9.45615283E-04   3.82945896E-04
   7.95392048E-01    3   5.52578652E-05  -1.71212397E-04  -3.63662442E-04   4.54689693E-04
   7.95392048E-01    4   2.29442321E-05   3.85497081E-05  -1.59859542E-04   9.81700758E-05
   7.95392048E-01    5   1.85011555E-05  -2.19839978E-05  -5.24766057E-05   4.95182323E-05
   7.95392048E-01    6  -2.41516257E-05   1.87843198E-05   3.56406213E-05  -2.08850219E-05
   7.95392048E-01    7   5.91459588E-06   1.68698279E-05  -2.03321066E-06  -1.66641778E-05
   7.95392048E-01    8  -2.86371416E-06   1.33371057E-05   2.71404759E-06  -1.49511592E-05
   7.95392048E-01    9   3.63297241E-06   9.02469228E-06  -2.96772381E-06  -6.77971919E-06
   7.95392048E-01   10  -7.59468974E-07   2.96711769E-06   5.79455961E-07  -9.31109411E-07
   7.95392048E-01   11   7.47105583E-07  -4.15861453E-07   1.48030721E-06   4.15030778E-06
   7.95392048E-01   12  -1.22080495E-06  -8.27356638E-07   2.51826403E-06   2.80964286E-06
   7.95392048E-01   13  -1.54704414E-07  -1.31506519E-06   1.87421390E-06   3.66260374E-06
   7.95392048E-01   14  -1.05506899E-06  -7.40473327E-07   2.00318535E-06   2.04459702E-06
   7.95392048E-01   15  -3.77146440E-07  -5.38744476E-07   1.43095230E-06   1.83617253E-06
   7.95392048E-01   16  -6.59600639E-07  -4.04862175E-07   1.26892265E-06   1.47695251E-06
   7.95392048E-01   17  -2.63901155E-07  -2.78121933E-07   7.15053623E-07   8.83821282E-07
   7.95392048E-01   18  -3.28227584E-07  -3.14311074E-07   9.02021629E-07   9.82189070E-07
   7.95392048E-01   19  -1.41502824E-07  -1.83518450E-07   1.84123171E-07   6.48415768E-07
   7.95392048E-01   20  -3.77798811E-08  -7.29015913E-08  -3.72175427E-06  -3.44101579E-06
   7.99248320E-01  -12   3.10742519E-08   3.76045227E-08   1.82135502E-07  -5.11150269E-07
   7.99248320E-01  -11  -3.20926129E-07   1.00538719E-07   1.71388537E-07  -9.35068819E-08
   7.99248320E-01  -10   3.28859477E-07  -4.81018403E-07  -3.10167416E-07   1.15363493E-07
   7.99248320E-01   -9   2.74102672E-06  -3.44205969E-07  -6.13742982E-06   1.84097162E-06
   7.99248320E-01   -8   4.47378179E-06  -3.84506208E-06  -8.10159958E-06   5.25421823E-06
   7.99248320E-01   -7   7.10167480E-06   4.88787269E-06  -1.90855643E-05  -1.32936389E-06
   7.99248320E-01   -6   1.39202504E-05  -5.11234877E-06  -2.30344848E-05   1.05367774E-06
   7.99248320E-01   -5  -1.72173711E-05   3.32398765E-05   2.13021090E-07  -2.72472816E-05
   7.99248320E-01   -4   5.08652648E-05  -1.76049685E-05  -5.89385688E-05  -1.25531813E-05
   7.99248320E-01   -3  -1.45211730E-04   1.36198014E-04   1.37550551E-04  -1.22946611E-04
   7.99248320E-01   -2   2.67443310E-04  -2.82546904E-04  -2.88926760E-04   2.75255996E-04
   7.99248320E-01   -1  -3.87222676E-04   4.49532727E-04   3.07671358E-04  -2.98975023E-04
   7.99248320E-01    0   9.06700305E-04  -1.17784747E-03  -1.52991590E-03   1.84755820E-03
   7.99248320E-01    1   6.24703932E-04  -8.59830134E-04  -1.09944873E-03   1.27437011E-03
   7.99248320E-01    2   4.02806385E-04   7.82832921E-05  -8.74034050E-04   3.36250899E-04
   7.99248320E-01    3   3.83841520E-05  -1.70868691E-04  -3.04784878E-04   4.39065019E-04
   7.99248320E-01    4   1.37273655E-05   3.40481096E-05  -1.09065078E-04   5.94551365E-05
   7.99248320E-01    5   2.68632543E-05  -1.47804753E-05  -6.25584207E-05   2.99424916E-05
   7.99248320E-01    6  -1.46367573E-05   2.99759694E-05   1.72743571E-05  -4.33362737E-05
   7.99248320E-01    7   6.15981285E-06   1.76078565E-05  -5.33132851E-06  -2.35208936E-05
   7.99248320E-01    8  -1.16550775E-06   1.54944551E-05  -3.67022017E-07  -1.90223066E-05
   7.99248320E-01    9   2.80886649E-06   8.99260217E-06  -2.62690107E-06  -8.17970713E-06
   7.99248320E-01   10   4.36045697E-07   3.87585428E-06  -9.22112523E-07  -2.57497805E-06
   7.99248320E-01   11   4.30576121E-07  -1.70814359E-07   1.44065751E-06   3.17309486E-06
   7.99248320E-01   12  -5.13915296E-07  -5.78609353E-07   1.58289634E-06   1.95899781E-06
   7.99248320E-01   13  -9.06441609E-08  -9.79194716E-07   1.40775853E-06   2.71196922E-06
   7.99248320E-01   14  -5.89677410E-07  -5.12466094E-07   1.14885266E-06   1.17455018E-06
   7.99248320E-01   15  -1.34347364E-07  -2.25285937E-07   7.46694801E-07   9.87492636E-07
   7.99248320E-01   16  -3.52041561E-07  -1.65252869E-07   5.60898242E-07   7.30498097E-07
   7.99248320E-01   17  -8.20927866E-08  -5.94835945E-08   2.09101538E-07   2.99603126E-07
   7.99248320E-01   18  -1.65734003E-07  -1.56474165E-07   4.90999363E-07   5.55740790E-07
   7.99248320E-01   19  -4.98683334E-08  -8.23845746E-08  -7.32437325E-08   4.04254553E-07
   7.99248320E-01   20  -2.95736409E-08  -6.39071704E-08  -3.18443273E-06  -2.91587529E-06
   8.03104593E-01  -12  -5.41201300E-08   1.07109049E-07   4.08174218E-07  -6.66854520E-07
   8.03104593E-01  -11  -3.96455764E-07   1.45941298E-07   3.90319540E-07  -8.58775609E-08
   8.03104593E-01  -10   5.08057760E-08  -7.43898412E-07   2.80049238E-07   6.06301489E-07
   8.03104593E-01   -9   2.66685343E-06  -4.27760027E-07  -5.81095940E-06   2.30462187E-06
   8.03104593E-01   -8   4.15820574E-06  -4.43462573E-06  -7.47188146E-06   6.41630660E-06
   8.03104593E-01   -7   6.90911725E-06   4.85686680E-06  -1.85537513E-05  -5.80550496E-07
   8.03104593E-01   -6   1.36945323E-05  -6.03383424E-06  -2.26098897E-05   2.78846695E-06
   8.03104593E-01   -5  -1.76334625E-05   3.35377640E-05   9.13138396E-07  -2.66519665E-05
   8.03104593E-01   -4   5.08841618E-05  -1.88846431E-05  -5.87040643E-05  -1.03760314E-05
   8.03104593E-01   -3  -1.45959342E-04   1.36465391E-04   1.38341519E-04  -1.22076492E-04
   8.03104593E-01   -2   2.67645312E-04  -2.83623014E-04  -2.88375113E-04   2.77432511E-04
   8.03104593E-01   -1  -3.87578541E-04   4.49811547E-04   3.08027682E-04  -2.99656462E-04
   8.03104593E-01    0   8.98654441E-04  -1.16822647E-03  -1.51472341E-03   1.83462032E-03
   8.03104593E-01    1   6.25928520E-04  -8.67406629E-04  -1.10651920E-03   1.29581368E-03
   8.03104593E-01    2   4.02268389E-04   7.04626742E-05  -8.12187335E-04   2.94725359E-04
   8.03104593E-01    3   2.12585304E-05  -1.70611484E-04  -2.42555010E-04   4.20668135E-04
   8.03104593E-01    4   3.92887835E-06   2.92855389E-05  -5.40614719E-05   1.70182270E-05
   8.03104593E-01    5   3.53748910E-05  -7.19411027E-06  -7.28265550E-05   9.41940410E-06
   8.03104593E-01    6  -4.30248730E-06   4.18176870E-05  -2.41251216E-06  -6.72542871E-05
   8.03104593E-01    7   6.36036983E-06   1.84950120E-05  -8.92972606E-06  -3.09366536E-05
   8.03104593E-01    8   7.38290851E-07   1.77353969E-05  -3.76211192E-06  -2.33671119E-05
   8.03104593E-01    9   1.87052748E-06   8.97037405E-06  -2.21665621E-06  -9.67572104E-06
   8.03104593E-01   10   1.72884798E-06   4.82223674E-06  -2.52976632E-06  -4.32206089E-06
   8.03104593E-01   11   8.16616639E-08   1.21415685E-07   1.40304435E-06   2.08957593E-06
   8.03104593E-01   12   2.39969468E-07  -3.19529540E-07   5.88137684E-07   1.05047651E-06
   8.03104593E-01   13  -2.68945946E-08  -6.03980146E-07   9.16087455E-07   1.65997613E-06
   8.03104593E-01   14  -9.46348573E-08  -2.70681002E-07   2.48117296E-07   2.34807262E-07
   8.03104593E-01   15   1.23785920E-07   1.17564045E-07   1.79801792E-08   5.67937181E-08
   8.03104593E-01   16  -2.26368692E-08   8.96989320E-08  -1.89373656E-07  -7.96146839E-08
   8.03104593E-01   17   1.12945181E-07   1.75637640E-07  -3.26327845E-07  -3.27116643E-07
   8.03104593E-01   18   9.34329712E-09   1.38152144E-08   4.37281550E-08   8.73454150E-08
   8.03104593E-01   19   4.83594882E-08   2.72013659E-08  -3.39332037E-07   1.32910958E-07
   8.03104593E-01   20  -1.92433172E-08  -5.14231010E-08  -2.51418654E-06  -2.26612110E-06
   8.06960865E-01  -12  -1.46629858E-07   1.75284097E-07   6.49393246E-07  -8.15893972E-07
   8.06960865E-01  -11  -4.71107994E-07   1.94872287E-07   6.09791186E-07  -7.29893562E-08
   8.06960865E-01  -10  -2.26410930E-07  -1.02037485E-06   8.66800395E-07   1.12256694E-06
   8.06960865E-01   -9   2.58822807E-06  -5.15799562E-07  -5.48029621E-06   2.78695468E-06
   8.06960865E-01   -8   3.85461546E-06  -5.03462059E-06  -6.86547888E-06   7.59096429E-06
   8.06960865E-01   -7   6.70293181E-06   4.83222431E-06  -1.79901700E-05   1.79425465E-07
   8.06960865E-01   -6   1.34908043E-05  -6.96428469E-06  -2.22070349E-05   4.54075035E-06
   8.06960865E-01   -5  -1.80636184E-05   3.38452655E-05   1.64045098E-06  -2.60452280E-05
   8.06960865E-01   -4   5.09179269E-05  -2.01682891E-05  -5.84987667E-05  -8.17420252E-06
   8.06960865E-01   -3  -1.46693050E-04   1.36726779E-04   1.39171667E-04  -1.21202856E-04
   8.06960865E-01   -2   2.67746877E-04  -2.84523743E-04  -2.87822951E-04   2.79320059E-04
   8.06960865E-01   -1  -3.87723676E-04   4.50022465E-04   3.08407932E-04  -3.00238786E-04
   8.06960865E-01    0   8.90875637E-04  -1.15989573E-03  -1.50059402E-03   1.82334486E-03
   8.06960865E-01    1   6.29044750E-04  -8.73598296E-04  -1.12144615E-03   1.32264016E-03
   8.06960865E-01    2   4.01022252E-04   6.17464051E-05  -7.61529414E-04   2.58698670E-04
   8.06960865E-01    3   4.46635361E-06  -1.70461167E-04  -1.78777919E-04   3.99747037E-04
   8.06960865E-01    4  -6.18700657E-06   2.44542530E-05   3.33022759E-06  -2.75888625E-05
   8.06960865E-01    5   4.36673925E-05   4.16023199E-07  -8.27672056E-05  -1.11872514E-05
   8.06960865E-01    6   6.48597277E-06   5.39019692E-05  -2.27099686E-05  -9.17928516E-05
   8.06960865E-01    7   6.50322185E-06   1.95221222E-05  -1.26809117E-05  -3.86976711E-05
   8.06960865E-01    8   2.77603453E-06   1.99902269E-05  -7.33689748E-06  -2.78527652E-05
   8.06960865E-01    9   8.45699785E-07   8.97569871E-06  -1.73562784E-06  -1.12407497E-05
   8.06960865E-01   10   3.07116394E-06   5.78066302E-06  -4.17851748E-06  -6.12353084E-06
   8.06960865E-01   11  -2.90189746E-07   4.56206905E-07   1.37962365E-06   9.32773818E-07
   8.06960865E-01   12   1.01200218E-06  -5.92841300E-08  -4.23088360E-07   1.17266604E-07
   8.06960865E-01   13   3.26754557E-08  -2.03112445E-07   4.23330844E-07   5.46411456E-07
   8.06960865E-01   14   4.10972267E-07  -2.52310030E-08  -6.62667653E-07  -7.38823268E-07
   8.06960865E-01   15   3.87655261E-07   4.77687060E-07  -7.27141559E-07  -9.22409175E-07
   8.06960865E-01   16   3.16426867E-07   3.50406571E-07  -9.54209772E-07  -9.23917467E-07
   8.06960865E-01   17   3.14516661E-07   4.19103789E-07  -8.72141939E-07  -9.74290569E-07
   8.06960865E-01   18   1.90822321E-07   1.90394467E-07  -4.24197206E-07  -4.06245588E-07
   8.06960865E-01   19   1.49876941E-07   1.41462948E-07  -6.04866749E-07  -1.56524052E-07
   8.06960865E-01   20  -6.92226096E-09  -3.57173080E-08  -1.72980253E-06  -1.50978619E-06
   8.10817137E-01  -12  -2.43244289E-07   2.39122902E-07   8.97572036E-07  -9.52450786E-07
   8.10817137E-01  -11  -5.41625975E-07   2.45615541E-07   8.19679147E-07  -5.52025524E-08
   8.10817137E-01  -10  -4.90255453E-07  -1.30192779E-06   1.42449554E-06   1.64724595E-06
   8.10817137E-01   -9   2.51223430E-06  -6.05335457E-07  -5.16935312E-06   3.27251632E-06
   8.10817137E-01   -8   3.58493139E-06  -5.62655545E-06  -6.32386433E-06   8.74006784E-06
   8.10817137E-01   -7   6.49129541E-06   4.82268995E-06  -1.74321448E-05   9.18091987E-07
   8.10817137E-01   -6   1.33431218E-05  -7.87181665E-06  -2.18811055E-05   6.24412376E-06
   8.10817137E-01   -5  -1.85256134E-05   3.41733014E-05   2.38479471E-06  -2.54646984E-05
   8.10817137E-01   -4   5.10368958E-05  -2.14273268E-05  -5.84181125E-05  -6.02435611E-06
   8.10817137E-01   -3  -1.47490814E-04   1.37049559E-04   1.40106644E-04  -1.20431437E-04
   8.10817137E-01   -2   2.67869067E-04  -2.85346378E-04  -2.87428687E-04   2.80993512E-04
   8.10817137E-01   -1  -3.87715100E-04   4.50301106E-04   3.08849881E-04  -3.00909640E-04
   8.10817137E-01    0   8.83413773E-04  -1.15282494E-03  -1.48768128E-03   1.81367827E-03
   8.10817137E-01    1   6.34060041E-04  -8.78662704E-04  -1.14419316E-03   1.35488521E-03
   8.10817137E-01    2   3.99549372E-04   5.24598771E-05  -7.23265581E-04   2.28302237E-04
   8.10817137E-01    3  -1.13779638E-05  -1.70426046E-04  -1.15465858E-04   3.76654157E-04
   8.10817137E-01    4  -1.63309451E-05   1.97579827E-05   6.10881310E-05  -7.26242645E-05
   8.10817137E-01    5   5.13494276E-05   7.66110884E-06  -9.18336359E-05  -3.09434225E-05
   8.10817137E-01    6   1.73250301E-05   6.57859342E-05  -4.28412589E-05  -1.16026250E-04
   8.10817137E-01    7   6.57561521E-06   2.06743881E-05  -1.64212305E-05  -4.65644166E-05
   8.10817137E-01    8   4.86630888E-06   2.21841399E-05  -1.09410560E-05  -3.23324769E-05
   8.10817137E-01    9  -2.33336012E-07   9.02659182E-06  -1.18418251E-06  -1.28439235E-05
   8.10817137E-01   10   4.41011211E-06   6.72371157E-06  -5.79731761E-06  -7.92570696E-06
   8.10817137E-01   11  -6.74217012E-07   8.27228155E-07   1.38315909E-06  -2.59570875E-07
   8.10817137E-01   12   1.77070606E-06   1.92402409E-07  -1.40420210E-06  -8.04333740E-07
   8.10817137E-01   13   8.40218633E-08   2.07782670E-07  -4.44815692E-08  -5.83805217E-07
   8.10817137E-01   14   9.06381769E-07   2.12897988E-07  -1.54425115E-06  -1.70673664E-06
   8.10817137E-01   15   6.46811267E-07   8.41476789E-07  -1.45807064E-06  -1.91251246E-06
   8.10817137E-01   16   6.51792541E-07   6.06435747E-07  -1.70353140E-06  -1.76971826E-06
   8.10817137E-01   17   5.15271242E-07   6.61956807E-07  -1.40764952E-06  -1.61770819E-06
   8.10817137E-01   18   3.71883295E-07   3.66462031E-07  -8.95383486E-07  -9.06233576E-07
   8.10817137E-01   19   2.51062566E-07   2.56212891E-07  -8.60021166E-07  -4.53701719E-07
   8.10817137E-01   20   7.18322143E-09  -1.72035316E-08  -8.55579625E-07  -6.70072230E-07
   8.14673409E-01  -12  -3.40386232E-07   2.95584871E-07   1.14370389E-06  -1.07081746E-06
   8.14673409E-01  -11  -6.04679568E-07   2.96250533E-07   1.00949693E-06  -3.30550272E-08
   8.14673409E-01  -10  -7.27846088E-07  -1.57934808E-06   1.92697064E-06   2.16209692E-06
   8.14673409E-01   -9   2.44644728E-06  -6.93077444E-07  -4.90320586E-06   3.74465435E-06
   8.14673409E-01   -8   3.37159718E-06  -6.19109153E-06  -5.88938896E-06   9.82396917E-06
   8.14673409E-01   -7   6.28300963E-06   4.83741167E-06  -1.69194604E-05   1.60108080E-06
   8.14673409E-01   -6   1.32865432E-05  -8.72323935E-06  -2.16893964E-05   7.82917647E-06
   8.14673409E-01   -5  -1.90375456E-05   3.45332719E-05   3.13458969E-06  -2.49503763E-05
   8.14673409E-01   -4   5.13142369E-05  -2.26324231E-05  -5.85611588E-05  -4.00641757E-06
   8.14673409E-01   -3  -1.48433625E-04   1.37503950E-04   1.41212520E-04  -1.19872316E-04
   8.14673409E-01   -2   2.68141563E-04  -2.86197624E-04  -2.87359041E-04   2.82540086E-04
   8.14673409E-01   -1  -3.87615834E-04   4.50789277E-04   3.09389338E-04  -3.01866024E-04
   8.14673409E-01    0   8.76296004E-04  -1.14692588E-03  -1.47609348E-03   1.80548596E-03
   8.14673409E-01    1   6.40951593E-04  -8.82895220E-04  -1.17447514E-03   1.39232839E-03
   8.14673409E-01    2   3.98361745E-04   4.29629756E-05  -6.98307858E-04   2.03466080E-04
   8.14673409E-01    3  -2.56512582E-05  -1.70502443E-04  -5.47907672E-05   3.51854133E-04
   8.14673409E-01    4  -2.61972688E-05   1.54038735E-05   1.17051281E-04  -1.16207413E-04
