 IPEC_PMODB_CHETEST: Reconstructed perturbed mod b by chebyshev
 
    jac_out = boozer  
      cstep =    200      mpert =  33   mthsurf = 960
 
              psi    m       real(lagb)       imag(lagb)
   1.88047114E-01    2  -1.52668179E-05   8.81923045E-05
   1.88047114E-01    3  -3.38098921E-06  -1.81332250E-06
   1.88047114E-01    4   7.30647824E-06  -5.04964768E-06
   1.88047114E-01    5  -4.18824435E-06   4.56666958E-06
   1.88047114E-01    6  -1.08221591E-05   1.17217372E-05
   1.88047114E-01    7  -5.19223187E-06   3.91706889E-06
   1.88047114E-01    8  -4.52268220E-06   4.20654538E-06
   1.88047114E-01    9  -2.32870237E-06   2.08338161E-06
   1.88047114E-01   10  -1.48770485E-06   1.68707273E-06
   1.88047114E-01   11  -1.07280772E-06   1.01868589E-06
   1.88047114E-01   12  -8.30987012E-07   7.83830659E-07
   1.88047114E-01   13  -6.10798630E-07   5.92354761E-07
   1.88047114E-01   14  -5.03725740E-07   4.69626330E-07
   1.88047114E-01   15  -4.21798627E-07   3.98414549E-07
   1.88047114E-01   16  -3.76883663E-07   3.22872577E-07
   1.88047114E-01   17  -3.36054206E-07   2.91242340E-07
   1.88047114E-01   18  -3.05578315E-07   2.63293778E-07
   1.88047114E-01   19  -2.96944078E-07   2.44475835E-07
   1.88047114E-01   20  -2.96900441E-07   2.38606112E-07
   1.92993090E-01  -12   2.39766779E-07  -3.01474378E-07
   1.92993090E-01  -11   2.70220044E-07  -2.87192659E-07
   1.92993090E-01  -10   3.49088484E-07  -2.87079738E-07
   1.92993090E-01   -9   4.17618461E-07  -3.64657762E-07
   1.92993090E-01   -8   3.70186716E-07  -4.32761989E-07
   1.92993090E-01   -7   3.74439749E-07  -4.82080260E-07
   1.92993090E-01   -6   7.48762177E-07  -7.40402661E-07
   1.92993090E-01   -5   1.11570499E-06  -1.12841430E-06
   1.92993090E-01   -4   1.02129429E-06  -1.39577578E-06
   1.92993090E-01   -3   2.08769174E-06  -1.87846927E-06
   1.92993090E-01   -2   2.14712053E-05  -3.44352910E-05
   1.92993090E-01   -1   9.07086173E-05  -2.10435434E-04
   1.92993090E-01    0  -5.27079882E-04   1.63541562E-03
   1.92993090E-01    1   4.98576426E-05  -4.82229346E-05
   1.92993090E-01    2  -1.44240387E-05   8.68381451E-05
   1.92993090E-01    3  -3.43575050E-06  -2.35696851E-06
   1.92993090E-01    4   8.10872845E-06  -5.81550116E-06
   1.92993090E-01    5  -4.59053615E-06   4.91119451E-06
   1.92993090E-01    6  -1.17649744E-05   1.28085632E-05
   1.92993090E-01    7  -5.65990456E-06   4.23477054E-06
   1.92993090E-01    8  -4.94460766E-06   4.60517918E-06
   1.92993090E-01    9  -2.55225155E-06   2.27941617E-06
   1.92993090E-01   10  -1.62749793E-06   1.84659202E-06
   1.92993090E-01   11  -1.17392036E-06   1.11351131E-06
   1.92993090E-01   12  -9.08439645E-07   8.56966125E-07
   1.92993090E-01   13  -6.67095972E-07   6.46667305E-07
   1.92993090E-01   14  -5.49483661E-07   5.11880517E-07
   1.92993090E-01   15  -4.58991233E-07   4.34298879E-07
   1.92993090E-01   16  -4.10772639E-07   3.51936994E-07
   1.92993090E-01   17  -3.66306597E-07   3.16619721E-07
   1.92993090E-01   18  -3.32264600E-07   2.85939354E-07
   1.92993090E-01   19  -3.22569841E-07   2.65846189E-07
   1.92993090E-01   20  -3.22439524E-07   2.59643745E-07
   1.97939067E-01  -12   2.44544652E-07  -3.05549285E-07
   1.97939067E-01  -11   2.76113966E-07  -2.90715016E-07
   1.97939067E-01  -10   3.56949973E-07  -2.89917634E-07
   1.97939067E-01   -9   4.27103930E-07  -3.68354893E-07
   1.97939067E-01   -8   3.78706804E-07  -4.39018769E-07
   1.97939067E-01   -7   3.80317797E-07  -4.83728818E-07
   1.97939067E-01   -6   7.62998965E-07  -7.46896245E-07
   1.97939067E-01   -5   1.13515829E-06  -1.14033360E-06
   1.97939067E-01   -4   1.04060633E-06  -1.39918361E-06
   1.97939067E-01   -3   2.19588006E-06  -1.94804379E-06
   1.97939067E-01   -2   2.19860902E-05  -3.49333147E-05
   1.97939067E-01   -1   9.18208518E-05  -2.13091758E-04
   1.97939067E-01    0  -5.23987520E-04   1.62782474E-03
   1.97939067E-01    1   5.05192601E-05  -4.79297668E-05
   1.97939067E-01    2  -1.46279122E-05   8.53022574E-05
   1.97939067E-01    3  -3.38098412E-06  -2.39246912E-06
   1.97939067E-01    4   8.28951226E-06  -6.04017991E-06
   1.97939067E-01    5  -4.73583907E-06   4.99921672E-06
   1.97939067E-01    6  -1.19568572E-05   1.30855051E-05
   1.97939067E-01    7  -5.76706105E-06   4.28930001E-06
   1.97939067E-01    8  -5.04694790E-06   4.70867796E-06
   1.97939067E-01    9  -2.61067377E-06   2.32900713E-06
   1.97939067E-01   10  -1.66141804E-06   1.88619284E-06
   1.97939067E-01   11  -1.19822927E-06   1.13560530E-06
   1.97939067E-01   12  -9.26228412E-07   8.73909959E-07
   1.97939067E-01   13  -6.79493047E-07   6.58398517E-07
   1.97939067E-01   14  -5.59112200E-07   5.20428225E-07
   1.97939067E-01   15  -4.65973810E-07   4.41508340E-07
   1.97939067E-01   16  -4.17532339E-07   3.57768781E-07
   1.97939067E-01   17  -3.72410213E-07   3.21066085E-07
   1.97939067E-01   18  -3.36982634E-07   2.89675651E-07
   1.97939067E-01   19  -3.26831620E-07   2.69638599E-07
   1.97939067E-01   20  -3.26690610E-07   2.63468859E-07
   2.02885044E-01  -12   2.33641973E-07  -2.89951318E-07
   2.02885044E-01  -11   2.64351209E-07  -2.75592369E-07
   2.02885044E-01  -10   3.42152911E-07  -2.74171841E-07
   2.02885044E-01   -9   4.09863675E-07  -3.48499242E-07
   2.02885044E-01   -8   3.63863917E-07  -4.16788922E-07
   2.02885044E-01   -7   3.62573990E-07  -4.52187610E-07
   2.02885044E-01   -6   7.27867487E-07  -6.98569903E-07
   2.02885044E-01   -5   1.07686289E-06  -1.06748555E-06
   2.02885044E-01   -4   9.83019196E-07  -1.28386175E-06
   2.02885044E-01   -3   2.30626571E-06  -1.96561376E-06
   2.02885044E-01   -2   2.22149983E-05  -3.53298669E-05
   2.02885044E-01   -1   9.25336517E-05  -2.15157248E-04
   2.02885044E-01    0  -5.20290354E-04   1.61896872E-03
   2.02885044E-01    1   5.11656691E-05  -4.70568884E-05
   2.02885044E-01    2  -1.58474517E-05   8.36136616E-05
   2.02885044E-01    3  -3.22661054E-06  -1.92402329E-06
   2.02885044E-01    4   7.84745655E-06  -5.71647502E-06
   2.02885044E-01    5  -4.62297450E-06   4.83379386E-06
   2.02885044E-01    6  -1.14036743E-05   1.25545585E-05
   2.02885044E-01    7  -5.51584667E-06   4.08433926E-06
   2.02885044E-01    8  -4.83064050E-06   4.51768976E-06
   2.02885044E-01    9  -2.50412645E-06   2.23263813E-06
   2.02885044E-01   10  -1.58964358E-06   1.80615720E-06
   2.02885044E-01   11  -1.14589138E-06   1.08527120E-06
   2.02885044E-01   12  -8.84482431E-07   8.34853277E-07
   2.02885044E-01   13  -6.48121630E-07   6.27785508E-07
   2.02885044E-01   14  -5.32751405E-07   4.95503004E-07
   2.02885044E-01   15  -4.42890777E-07   4.20179049E-07
   2.02885044E-01   16  -3.97290120E-07   3.40572327E-07
   2.02885044E-01   17  -3.54501921E-07   3.04748113E-07
   2.02885044E-01   18  -3.19888994E-07   2.74648611E-07
   2.02885044E-01   19  -3.09903113E-07   2.56021472E-07
   2.02885044E-01   20  -3.09831408E-07   2.50255415E-07
   2.07831020E-01  -12   2.08013903E-07  -2.56048079E-07
   2.07831020E-01  -11   2.35993830E-07  -2.43211200E-07
   2.07831020E-01  -10   3.06091480E-07  -2.41339429E-07
   2.07831020E-01   -9   3.67550863E-07  -3.06906984E-07
   2.07831020E-01   -8   3.27087943E-07  -3.68231862E-07
   2.07831020E-01   -7   3.22876250E-07  -3.90019360E-07
   2.07831020E-01   -6   6.46525471E-07  -5.99271855E-07
   2.07831020E-01   -5   9.45782526E-07  -9.15694265E-07
   2.07831020E-01   -4   8.53526625E-07  -1.05924053E-06
   2.07831020E-01   -3   2.41961795E-06  -1.93668297E-06
   2.07831020E-01   -2   2.21883749E-05  -3.56726100E-05
   2.07831020E-01   -1   9.28937786E-05  -2.16721300E-04
   2.07831020E-01    0  -5.16158426E-04   1.60934421E-03
   2.07831020E-01    1   5.17954572E-05  -4.56731013E-05
   2.07831020E-01    2  -1.79874179E-05   8.18055941E-05
   2.07831020E-01    3  -2.98881172E-06  -9.87111660E-07
   2.07831020E-01    4   6.81983518E-06  -4.87113626E-06
   2.07831020E-01    5  -4.26698662E-06   4.43393245E-06
   2.07831020E-01    6  -1.01577473E-05   1.12681312E-05
   2.07831020E-01    7  -4.93080124E-06   3.63981990E-06
   2.07831020E-01    8  -4.31649558E-06   4.05126844E-06
   2.07831020E-01    9  -2.24307028E-06   1.99992775E-06
   2.07831020E-01   10  -1.41894217E-06   1.61423933E-06
   2.07831020E-01   11  -1.02183998E-06   9.67334995E-07
   2.07831020E-01   12  -7.87029221E-07   7.43481336E-07
   2.07831020E-01   13  -5.75832933E-07   5.57709873E-07
   2.07831020E-01   14  -4.72780362E-07   4.39425899E-07
   2.07831020E-01   15  -3.91744750E-07   3.72217977E-07
   2.07831020E-01   16  -3.51847948E-07   3.01995343E-07
   2.07831020E-01   17  -3.14209819E-07   2.69121419E-07
   2.07831020E-01   18  -2.82491649E-07   2.42164214E-07
   2.07831020E-01   19  -2.73268880E-07   2.26246452E-07
   2.07831020E-01   20  -2.73346668E-07   2.21240400E-07
   2.12776997E-01  -12   1.69478633E-07  -2.06282923E-07
   2.12776997E-01  -11   1.93077271E-07  -1.95980345E-07
   2.12776997E-01  -10   2.51410074E-07  -1.93931464E-07
   2.12776997E-01   -9   3.03295974E-07  -2.46673528E-07
   2.12776997E-01   -8   2.71098145E-07  -2.97068657E-07
   2.12776997E-01   -7   2.64180379E-07  -3.01564488E-07
   2.12776997E-01   -6   5.24828296E-07  -4.55822823E-07
   2.12776997E-01   -5   7.51133385E-07  -6.95396625E-07
   2.12776997E-01   -4   6.61324820E-07  -7.41138017E-07
   2.12776997E-01   -3   2.53698617E-06  -1.86982412E-06
   2.12776997E-01   -2   2.19532400E-05  -3.60135958E-05
   2.12776997E-01   -1   9.29705504E-05  -2.17908201E-04
   2.12776997E-01    0  -5.11779227E-04   1.59946892E-03
   2.12776997E-01    1   5.24094120E-05  -4.38766941E-05
   2.12776997E-01    2  -2.08977040E-05   7.99135322E-05
   2.12776997E-01    3  -2.68874973E-06   3.55430638E-07
   2.12776997E-01    4   5.27815142E-06  -3.56135726E-06
   2.12776997E-01    5  -3.69732855E-06   3.83254347E-06
   2.12776997E-01    6  -8.31208649E-06   9.32305123E-06
   2.12776997E-01    7  -4.05612367E-06   2.98980533E-06
   2.12776997E-01    8  -3.54283027E-06   3.34469123E-06
   2.12776997E-01    9  -1.84706443E-06   1.64853945E-06
   2.12776997E-01   10  -1.16189855E-06   1.32478103E-06
   2.12776997E-01   11  -8.35222024E-07   7.90601272E-07
   2.12776997E-01   12  -6.40958683E-07   6.06557211E-07
   2.12776997E-01   13  -4.67875247E-07   4.53376051E-07
   2.12776997E-01   14  -3.83549131E-07   3.56347740E-07
   2.12776997E-01   15  -3.16172227E-07   3.01089202E-07
   2.12776997E-01   16  -2.84480222E-07   2.44947664E-07
   2.12776997E-01   17  -2.54471446E-07   2.16770026E-07
   2.12776997E-01   18  -2.27482802E-07   1.94544382E-07
   2.12776997E-01   19  -2.19560532E-07   1.82511361E-07
   2.12776997E-01   20  -2.19864601E-07   1.78588452E-07
   2.17722974E-01  -12   1.20565577E-07  -1.43973561E-07
   2.17722974E-01  -11   1.38440212E-07  -1.37133707E-07
   2.17722974E-01  -10   1.81781698E-07  -1.35268439E-07
   2.17722974E-01   -9   2.21444262E-07  -1.71919935E-07
   2.17722974E-01   -8   1.99675704E-07  -2.08274035E-07
   2.17722974E-01   -7   1.90485441E-07  -1.92584257E-07
   2.17722974E-01   -6   3.70838603E-07  -2.77450386E-07
   2.17722974E-01   -5   5.05614574E-07  -4.20781575E-07
   2.17722974E-01   -4   4.19043856E-07  -3.50480768E-07
   2.17722974E-01   -3   2.65962301E-06  -1.77598685E-06
   2.17722974E-01   -2   2.15694385E-05  -3.64059391E-05
   2.17722974E-01   -1   9.28503973E-05  -2.18867591E-04
   2.17722974E-01    0  -5.07346361E-04   1.58985178E-03
   2.17722974E-01    1   5.30103777E-05  -4.17880201E-05
   2.17722974E-01    2  -2.43852646E-05   7.79733210E-05
   2.17722974E-01    3  -2.35106089E-06   2.01864489E-06
   2.17722974E-01    4   3.32205727E-06  -1.86976471E-06
   2.17722974E-01    5  -2.95534209E-06   3.07372751E-06
   2.17722974E-01    6  -5.99266612E-06   6.85242136E-06
   2.17722974E-01    7  -2.95198663E-06   2.17969615E-06
   2.17722974E-01    8  -2.56225511E-06   2.44648896E-06
   2.17722974E-01    9  -1.34311934E-06   1.20270134E-06
   2.17722974E-01   10  -8.35860105E-07   9.57507279E-07
   2.17722974E-01   11  -5.98630996E-07   5.67116515E-07
   2.17722974E-01   12  -4.56029130E-07   4.33356282E-07
   2.17722974E-01   13  -3.31455552E-07   3.21877358E-07
   2.17722974E-01   14  -2.71015305E-07   2.51903219E-07
   2.17722974E-01   15  -2.21140637E-07   2.11525049E-07
   2.17722974E-01   16  -1.99660604E-07   1.73359183E-07
   2.17722974E-01   17  -1.79288889E-07   1.51191658E-07
   2.17722974E-01   18  -1.58514886E-07   1.34934216E-07
   2.17722974E-01   19  -1.52338004E-07   1.27777752E-07
   2.17722974E-01   20  -1.52938516E-07   1.25212004E-07
   2.22668950E-01  -12   6.43335359E-08  -7.30743698E-08
   2.22668950E-01  -11   7.55204428E-08  -7.04988838E-08
   2.22668950E-01  -10   1.01643026E-07  -6.92428032E-08
   2.22668950E-01   -9   1.27242027E-07  -8.74976717E-08
   2.22668950E-01   -8   1.17391511E-07  -1.07717027E-07
   2.22668950E-01   -7   1.06546313E-07  -6.98470062E-08
   2.22668950E-01   -6   1.94244111E-07  -7.51245186E-08
   2.22668950E-01   -5   2.24493411E-07  -1.08774380E-07
   2.22668950E-01   -4   1.41836901E-07   8.81799347E-08
   2.22668950E-01   -3   2.78889054E-06  -1.66770710E-06
   2.22668950E-01   -2   2.11053576E-05  -3.69005803E-05
   2.22668950E-01   -1   9.26307075E-05  -2.19763854E-04
   2.22668950E-01    0  -5.03048816E-04   1.58096605E-03
   2.22668950E-01    1   5.36029686E-05  -3.95412750E-05
   2.22668950E-01    2  -2.82277038E-05   7.60194855E-05
   2.22668950E-01    3  -2.00222857E-06   3.90157580E-06
   2.22668950E-01    4   1.07209327E-06   1.01680290E-07
   2.22668950E-01    5  -2.09123239E-06   2.20959979E-06
   2.22668950E-01    6  -3.34934178E-06   4.01596061E-06
   2.22668950E-01    7  -1.69018982E-06   1.26297435E-06
   2.22668950E-01    8  -1.43786515E-06   1.41492321E-06
   2.22668950E-01    9  -7.63737636E-07   6.91452065E-07
   2.22668950E-01   10  -4.61683104E-07   5.36097142E-07
   2.22668950E-01   11  -3.27195824E-07   3.11297711E-07
   2.22668950E-01   12  -2.43962109E-07   2.34995970E-07
   2.22668950E-01   13  -1.75219570E-07   1.71683655E-07
   2.22668950E-01   14  -1.42313730E-07   1.32803766E-07
   2.22668950E-01   15  -1.12590480E-07   1.09184749E-07
   2.22668950E-01   16  -1.02739243E-07   9.18957458E-08
   2.22668950E-01   17  -9.34399456E-08   7.65455982E-08
   2.22668950E-01   18  -7.99371881E-08   6.70755747E-08
   2.22668950E-01   19  -7.58329406E-08   6.55572870E-08
   2.22668950E-01   20  -7.67906852E-08   6.45608862E-08
   2.27614927E-01  -12   4.17118885E-09   2.08155716E-09
   2.27614927E-01  -11   8.13067166E-09  -2.47230769E-10
   2.27614927E-01  -10   1.59041859E-08  -6.44728221E-11
   2.27614927E-01   -9   2.64930765E-08   1.32849501E-09
   2.27614927E-01   -8   2.93077359E-08  -1.77440293E-09
   2.27614927E-01   -7   1.75628168E-08   5.93148078E-08
   2.27614927E-01   -6   5.72322136E-09   1.39160809E-07
   2.27614927E-01   -5  -7.53923809E-08   2.22065589E-07
   2.27614927E-01   -4  -1.53610994E-07   5.48258049E-07
   2.27614927E-01   -3   2.92615551E-06  -1.55826993E-06
   2.27614927E-01   -2   2.06333954E-05  -3.75433015E-05
   2.27614927E-01   -1   9.24133650E-05  -2.20765130E-04
   2.27614927E-01    0  -4.99061334E-04   1.57322651E-03
   2.27614927E-01    1   5.41931653E-05  -3.72759971E-05
   2.27614927E-01    2  -3.21876394E-05   7.40837944E-05
   2.27614927E-01    3  -1.66893450E-06   5.89388129E-06
   2.27614927E-01    4  -1.33825459E-06   2.23844515E-06
   2.27614927E-01    5  -1.16074542E-06   1.29686877E-06
   2.27614927E-01    6  -5.46024899E-07   9.89491617E-07
   2.27614927E-01    7  -3.49446102E-07   2.97704601E-07
   2.27614927E-01    8  -2.39094628E-07   3.14150112E-07
   2.27614927E-01    9  -1.44776298E-07   1.46731884E-07
   2.27614927E-01   10  -6.23648336E-08   8.66270739E-08
   2.27614927E-01   11  -3.75878255E-08   3.89853027E-08
   2.27614927E-01   12  -1.76739498E-08   2.37062063E-08
   2.27614927E-01   13  -8.68551715E-09   1.20853410E-08
   2.27614927E-01   14  -5.28859729E-09   6.39676690E-09
   2.27614927E-01   15   2.95319305E-09   2.83736913E-10
   2.27614927E-01   16   4.07724780E-10   5.65221335E-09
   2.27614927E-01   17  -2.16489136E-09  -2.61987251E-09
   2.27614927E-01   18   3.48907372E-09  -4.93771786E-09
   2.27614927E-01   19   5.32845965E-09  -3.18683587E-10
   2.27614927E-01   20   3.96425663E-09   3.95613079E-10
   2.32560904E-01  -12  -5.64079780E-08   7.70450824E-08
   2.32560904E-01  -11  -5.97721599E-08   6.93596080E-08
   2.32560904E-01  -10  -7.03491474E-08   6.79954795E-08
   2.32560904E-01   -9  -7.47937525E-08   8.92004713E-08
   2.32560904E-01   -8  -5.93287279E-08   1.03059784E-07
   2.32560904E-01   -7  -7.11358602E-08   1.87450214E-07
   2.32560904E-01   -6  -1.83703208E-07   3.53116670E-07
   2.32560904E-01   -5  -3.76655204E-07   5.52667226E-07
   2.32560904E-01   -4  -4.50094612E-07   1.00273460E-06
   2.32560904E-01   -3   3.07268010E-06  -1.46087584E-06
   2.32560904E-01   -2   2.02254484E-05  -3.83721356E-05
   2.32560904E-01   -1   9.22983659E-05  -2.22032589E-04
   2.32560904E-01    0  -4.95536233E-04   1.56697138E-03
   2.32560904E-01    1   5.47878217E-05  -3.51287821E-05
   2.32560904E-01    2  -3.60270009E-05   7.21941203E-05
   2.32560904E-01    3  -1.37648133E-06   7.88252725E-06
   2.32560904E-01    4  -3.77069701E-06   4.42043629E-06
   2.32560904E-01    5  -2.21751128E-07   3.93374097E-07
   2.32560904E-01    6   2.24929403E-06  -2.04578959E-06
   2.32560904E-01    7   9.89414726E-07  -6.56997651E-07
   2.32560904E-01    8   9.62513597E-07  -7.89696429E-07
   2.32560904E-01    9   4.76739893E-07  -3.98565288E-07
   2.32560904E-01   10   3.38355365E-07  -3.64018937E-07
   2.32560904E-01   11   2.52994175E-07  -2.33522153E-07
   2.32560904E-01   12   2.09509430E-07  -1.87915221E-07
   2.32560904E-01   13   1.58334185E-07  -1.47372719E-07
   2.32560904E-01   14   1.31983796E-07  -1.19782259E-07
   2.32560904E-01   15   1.18776525E-07  -1.08784000E-07
   2.32560904E-01   16   1.03735217E-07  -8.01588055E-08
   2.32560904E-01   17   8.91522343E-08  -8.16440243E-08
   2.32560904E-01   18   8.68800642E-08  -7.69082787E-08
   2.32560904E-01   19   8.64064519E-08  -6.59324504E-08
   2.32560904E-01   20   8.45997220E-08  -6.34420313E-08
   2.37506880E-01  -12  -1.13965081E-07   1.47504097E-07
   2.37506880E-01  -11  -1.24311395E-07   1.34212928E-07
   2.37506880E-01  -10  -1.52145005E-07   1.30849039E-07
   2.37506880E-01   -9  -1.70746695E-07   1.70972290E-07
   2.37506880E-01   -8  -1.43384131E-07   2.00547288E-07
   2.37506880E-01   -7  -1.54394246E-07   3.07413794E-07
   2.37506880E-01   -6  -3.63298422E-07   5.54859101E-07
   2.37506880E-01   -5  -6.62345022E-07   8.64529120E-07
   2.37506880E-01   -4  -7.30865496E-07   1.42568525E-06
   2.37506880E-01   -3   3.22951453E-06  -1.38785563E-06
   2.37506880E-01   -2   1.99486628E-05  -3.94152749E-05
   2.37506880E-01   -1   9.23778572E-05  -2.23710553E-04
   2.37506880E-01    0  -4.92596949E-04   1.56244944E-03
   2.37506880E-01    1   5.53941173E-05  -3.32256413E-05
   2.37506880E-01    2  -3.95205043E-05   7.03736222E-05
   2.37506880E-01    3  -1.14736767E-06   9.75820321E-06
   2.37506880E-01    4  -6.09003495E-06   6.52886808E-06
   2.37506880E-01    5   6.69079098E-07  -4.45227340E-07
   2.37506880E-01    6   4.87412877E-06  -4.91367267E-06
   2.37506880E-01    7   2.24806213E-06  -1.54433941E-06
   2.37506880E-01    8   2.09739213E-06  -1.83228724E-06
   2.37506880E-01    9   1.06473374E-06  -9.12472273E-07
   2.37506880E-01   10   7.17349544E-07  -7.89685244E-07
   2.37506880E-01   11   5.27804919E-07  -4.90398811E-07
   2.37506880E-01   12   4.24611463E-07  -3.87621655E-07
   2.37506880E-01   13   3.16291603E-07  -2.97436393E-07
   2.37506880E-01   14   2.61655477E-07  -2.38440060E-07
   2.37506880E-01   15   2.28358179E-07  -2.11809903E-07
   2.37506880E-01   16   2.01373291E-07  -1.60505553E-07
   2.37506880E-01   17   1.75290416E-07  -1.56019129E-07
   2.37506880E-01   18   1.65507236E-07  -1.44773659E-07
   2.37506880E-01   19   1.62817286E-07  -1.27503479E-07
   2.37506880E-01   20   1.60546097E-07  -1.23248579E-07
   2.42452857E-01  -12  -1.65319648E-07   2.09514454E-07
   2.42452857E-01  -11  -1.81897835E-07   1.90577910E-07
   2.42452857E-01  -10  -2.24891297E-07   1.84811350E-07
   2.42452857E-01   -9  -2.55945696E-07   2.41986000E-07
   2.42452857E-01   -8  -2.18112214E-07   2.85042906E-07
   2.42452857E-01   -7  -2.27506185E-07   4.12747373E-07
   2.42452857E-01   -6  -5.23183541E-07   7.33545243E-07
   2.42452857E-01   -5  -9.16854643E-07   1.14070654E-06
   2.42452857E-01   -4  -9.80525636E-07   1.79365908E-06
   2.42452857E-01   -3   3.39739760E-06  -1.34997281E-06
   2.42452857E-01   -2   1.98616583E-05  -4.06895575E-05
   2.42452857E-01   -1   9.27308942E-05  -2.25917958E-04
   2.42452857E-01    0  -4.90333471E-04   1.55981251E-03
   2.42452857E-01    1   5.60189860E-05  -3.16753699E-05
   2.42452857E-01    2  -4.24676539E-05   6.86402543E-05
   2.42452857E-01    3  -1.00008236E-06   1.14211428E-05
   2.42452857E-01    4  -8.17141054E-06   8.45264362E-06
   2.42452857E-01    5   1.45933399E-06  -1.16846317E-06
   2.42452857E-01    6   7.18021266E-06  -7.45240503E-06
   2.42452857E-01    7   3.35487210E-06  -2.31289846E-06
   2.42452857E-01    8   3.10168347E-06  -2.75455769E-06
   2.42452857E-01    9   1.58601436E-06  -1.36566784E-06
   2.42452857E-01   10   1.05334169E-06  -1.16634996E-06
   2.42452857E-01   11   7.71451151E-07  -7.17141548E-07
   2.42452857E-01   12   6.15699869E-07  -5.64175160E-07
   2.42452857E-01   13   4.56414634E-07  -4.29639521E-07
   2.42452857E-01   14   3.76527552E-07  -3.42917285E-07
   2.42452857E-01   15   3.25717378E-07  -3.03103082E-07
   2.42452857E-01   16   2.87941195E-07  -2.30808252E-07
   2.42452857E-01   17   2.51471315E-07  -2.21631682E-07
   2.42452857E-01   18   2.35050081E-07  -2.04823132E-07
   2.42452857E-01   19   2.30377958E-07  -1.81591100E-07
   2.42452857E-01   20   2.27634891E-07  -1.75657792E-07
   2.47398834E-01  -12  -2.07709531E-07   2.59698423E-07
   2.47398834E-01  -11  -2.29410204E-07   2.35282422E-07
   2.47398834E-01  -10  -2.84606919E-07   2.26786937E-07
   2.47398834E-01   -9  -3.25695407E-07   2.98305745E-07
   2.47398834E-01   -8  -2.79392657E-07   3.51780807E-07
   2.47398834E-01   -7  -2.86450664E-07   4.98002467E-07
   2.47398834E-01   -6  -6.54832802E-07   8.79917352E-07
   2.47398834E-01   -5  -1.12670224E-06   1.36665990E-06
   2.47398834E-01   -4  -1.18579789E-06   2.08684804E-06
   2.47398834E-01   -3   3.57667051E-06  -1.35584486E-06
   2.47398834E-01   -2   2.00113935E-05  -4.21995748E-05
   2.47398834E-01   -1   9.34191505E-05  -2.28741530E-04
   2.47398834E-01    0  -4.88799712E-04   1.55911324E-03
   2.47398834E-01    1   5.66685563E-05  -3.05642025E-05
   2.47398834E-01    2  -4.47027516E-05   6.70065938E-05
   2.47398834E-01    3  -9.48168709E-07   1.27860916E-05
   2.47398834E-01    4  -9.90658823E-06   1.00939562E-05
   2.47398834E-01    5   2.10352414E-06  -1.73360118E-06
   2.47398834E-01    6   9.04095661E-06  -9.52285116E-06
   2.47398834E-01    7   4.24853686E-06  -2.91921146E-06
   2.47398834E-01    8   3.92045702E-06  -3.50568916E-06
   2.47398834E-01    9   2.01195187E-06  -1.73295745E-06
   2.47398834E-01   10   1.32797951E-06  -1.47333670E-06
   2.47398834E-01   11   9.70667018E-07  -9.01301035E-07
   2.47398834E-01   12   7.72486384E-07  -7.07913151E-07
   2.47398834E-01   13   5.71148035E-07  -5.36730925E-07
   2.47398834E-01   14   4.70412398E-07  -4.27523842E-07
   2.47398834E-01   15   4.05713075E-07  -3.77775942E-07
   2.47398834E-01   16   3.58817327E-07  -2.87170644E-07
   2.47398834E-01   17   3.13599281E-07  -2.74968645E-07
   2.47398834E-01   18   2.91812460E-07  -2.53883128E-07
   2.47398834E-01   19   2.85515282E-07  -2.25267323E-07
   2.47398834E-01   20   2.82307245E-07  -2.17810048E-07
   2.52344810E-01  -12  -2.38920513E-07   2.95402804E-07
   2.52344810E-01  -11  -2.64341673E-07   2.65866222E-07
   2.52344810E-01  -10  -3.28108504E-07   2.54414778E-07
   2.52344810E-01   -9  -3.76245586E-07   3.36900900E-07
   2.52344810E-01   -8  -3.23924079E-07   3.97098733E-07
   2.52344810E-01   -7  -3.28078606E-07   5.58991034E-07
   2.52344810E-01   -6  -7.51470592E-07   9.86733259E-07
   2.52344810E-01   -5  -1.28115995E-06   1.53093122E-06
   2.52344810E-01   -4  -1.33614263E-06   2.29000179E-06
   2.52344810E-01   -3   3.76720862E-06  -1.41150591E-06
   2.52344810E-01   -2   2.04307952E-05  -4.39374119E-05
   2.52344810E-01   -1   9.44837490E-05  -2.32230948E-04
   2.52344810E-01    0  -4.88012795E-04   1.56030775E-03
   2.52344810E-01    1   5.73476329E-05  -2.99519506E-05
   2.52344810E-01    2  -4.61025370E-05   6.54799602E-05
   2.52344810E-01    3  -9.99592035E-07   1.37862284E-05
   2.52344810E-01    4  -1.12090152E-05   1.13728831E-05
   2.52344810E-01    5   2.56523634E-06  -2.10765827E-06
   2.52344810E-01    6   1.03573562E-05  -1.10150146E-05
   2.52344810E-01    7   4.88093433E-06  -3.32980088E-06
   2.52344810E-01    8   4.51028085E-06  -4.04549342E-06
   2.52344810E-01    9   2.31982123E-06  -1.99445669E-06
   2.52344810E-01   10   1.52669479E-06  -1.69428440E-06
   2.52344810E-01   11   1.11493554E-06  -1.03306484E-06
   2.52344810E-01   12   8.86807426E-07  -8.11201546E-07
   2.52344810E-01   13   6.54506625E-07  -6.13014246E-07
   2.52344810E-01   14   5.38422910E-07  -4.87804734E-07
   2.52344810E-01   15   4.64282459E-07  -4.31971902E-07
