 IPEC_CONTROL_FUN: Plasma response for an external perturbation on the control surface in functions
 
    mthsurf = 960
  vacuum energy =   1.40728172E+01
 surface energy =   2.21900113E+01
  plasma energy =   1.65856186E+01
 
 jac_type = boozer          
 
                r                z        real(xin)        imag(xin)       real(xout)       imag(xout)        real(bin)        imag(bin)       real(bout)       imag(bout)
   1.08416993E+00  -1.90588489E-01  -2.85452372E-03  -3.05138957E-03   7.00594728E-05  -6.40629398E-04  -8.37403521E-04  -3.69272940E-04  -9.19086624E-04  -3.59649473E-04
   1.08465386E+00  -1.96822994E-01  -2.79411603E-03  -3.14209124E-03   7.06550084E-05  -6.46794085E-04  -8.35488033E-04  -3.69167465E-04  -9.16187631E-04  -3.57221340E-04
   1.08515282E+00  -2.03043768E-01  -2.73135625E-03  -3.23171297E-03   7.14984935E-05  -6.53049356E-04  -8.33602493E-04  -3.68802133E-04  -9.13368808E-04  -3.54422959E-04
   1.08566662E+00  -2.09250303E-01  -2.66625659E-03  -3.32020169E-03   7.25901119E-05  -6.59383154E-04  -8.31768742E-04  -3.68194837E-04  -9.10664897E-04  -3.51275842E-04
   1.08619512E+00  -2.15442073E-01  -2.59882964E-03  -3.40750345E-03   7.39285966E-05  -6.65782850E-04  -8.30006980E-04  -3.67367191E-04  -9.08107708E-04  -3.47807063E-04
   1.08673825E+00  -2.21618649E-01  -2.52908852E-03  -3.49356332E-03   7.55112588E-05  -6.72235423E-04  -8.28335360E-04  -3.66344202E-04  -9.05725467E-04  -3.44048807E-04
   1.08729610E+00  -2.27779700E-01  -2.45704688E-03  -3.57832541E-03   7.73340443E-05  -6.78727649E-04  -8.26769624E-04  -3.65153888E-04  -9.03542232E-04  -3.40037831E-04
   1.08786874E+00  -2.33924868E-01  -2.38271902E-03  -3.66173282E-03   7.93916161E-05  -6.85246275E-04  -8.25322779E-04  -3.63826840E-04  -9.01577378E-04  -3.35814843E-04
   1.08845622E+00  -2.40053762E-01  -2.30611998E-03  -3.74372767E-03   8.16774620E-05  -6.91778199E-04  -8.24004839E-04  -3.62395743E-04  -8.99845184E-04  -3.31423803E-04
   1.08905850E+00  -2.46165921E-01  -2.22726561E-03  -3.82425105E-03   8.41840252E-05  -6.98310632E-04  -8.22822613E-04  -3.60894860E-04  -8.98354501E-04  -3.26911178E-04
   1.08967551E+00  -2.52260840E-01  -2.14617265E-03  -3.90324310E-03   8.69028550E-05  -7.04831243E-04  -8.21779562E-04  -3.59359490E-04  -8.97108531E-04  -3.22325137E-04
   1.09030715E+00  -2.58337985E-01  -2.06285889E-03  -3.98064296E-03   8.98247749E-05  -7.11328300E-04  -8.20875720E-04  -3.57825405E-04  -8.96104717E-04  -3.17714731E-04
   1.09095332E+00  -2.64396865E-01  -1.97734322E-03  -4.05638890E-03   9.29400655E-05  -7.17790777E-04  -8.20107685E-04  -3.56328283E-04  -8.95334730E-04  -3.13129039E-04
   1.09161408E+00  -2.70437212E-01  -1.88964572E-03  -4.13041830E-03   9.62386570E-05  -7.24208453E-04  -8.19468671E-04  -3.54903140E-04  -8.94784583E-04  -3.08616333E-04
   1.09228952E+00  -2.76458798E-01  -1.79978782E-03  -4.20266773E-03   9.97103295E-05  -7.30571980E-04  -8.18948629E-04  -3.53583773E-04  -8.94434845E-04  -3.04223239E-04
   1.09297970E+00  -2.82461370E-01  -1.70779235E-03  -4.27307304E-03   1.03344915E-04  -7.36872930E-04  -8.18534437E-04  -3.52402223E-04  -8.94260965E-04  -2.99993943E-04
   1.09368466E+00  -2.88444644E-01  -1.61368365E-03  -4.34156945E-03   1.07132501E-04  -7.43103823E-04  -8.18210146E-04  -3.51388269E-04  -8.94233698E-04  -2.95969428E-04
   1.09440443E+00  -2.94408303E-01  -1.51748769E-03  -4.40809161E-03   1.11063623E-04  -7.49258120E-04  -8.17957284E-04  -3.50568959E-04  -8.94319623E-04  -2.92186783E-04
   1.09513904E+00  -3.00352006E-01  -1.41923211E-03  -4.47257373E-03   1.15129457E-04  -7.55330203E-04  -8.17755210E-04  -3.49968189E-04  -8.94481753E-04  -2.88678570E-04
   1.09588845E+00  -3.06275396E-01  -1.31894636E-03  -4.53494969E-03   1.19321991E-04  -7.61315327E-04  -8.17581519E-04  -3.49606332E-04  -8.94680209E-04  -2.85472279E-04
   1.09665266E+00  -3.12178208E-01  -1.21666176E-03  -4.59515316E-03   1.23634183E-04  -7.67209552E-04  -8.17412475E-04  -3.49499931E-04  -8.94872968E-04  -2.82589878E-04
   1.09743163E+00  -3.18060265E-01  -1.11241155E-03  -4.65311772E-03   1.28060101E-04  -7.73009658E-04  -8.17223482E-04  -3.49661452E-04  -8.95016651E-04  -2.80047458E-04
   1.09822531E+00  -3.23921380E-01  -1.00623101E-03  -4.70877703E-03   1.32595040E-04  -7.78713039E-04  -8.16989573E-04  -3.50099115E-04  -8.95067356E-04  -2.77854990E-04
   1.09903363E+00  -3.29761363E-01  -8.98157442E-04  -4.76206490E-03   1.37235612E-04  -7.84317587E-04  -8.16685912E-04  -3.50816780E-04  -8.94981499E-04  -2.76016190E-04
   1.09985655E+00  -3.35580097E-01  -7.88230297E-04  -4.81291550E-03   1.41979814E-04  -7.89821565E-04  -8.16288294E-04  -3.51813930E-04  -8.94716673E-04  -2.74528500E-04
   1.10069399E+00  -3.41377499E-01  -6.76491163E-04  -4.86126348E-03   1.46827061E-04  -7.95223469E-04  -8.15773647E-04  -3.53085702E-04  -8.94232484E-04  -2.73383186E-04
   1.10154588E+00  -3.47153474E-01  -5.62983816E-04  -4.90704412E-03   1.51778193E-04  -8.00521889E-04  -8.15120511E-04  -3.54623013E-04  -8.93491369E-04  -2.72565543E-04
   1.10241212E+00  -3.52907913E-01  -4.47754237E-04  -4.95019346E-03   1.56835461E-04  -8.05715367E-04  -8.14309499E-04  -3.56412746E-04  -8.92459363E-04  -2.72055215E-04
   1.10329260E+00  -3.58640684E-01  -3.30850623E-04  -4.99064846E-03   1.62002466E-04  -8.10802261E-04  -8.13323714E-04  -3.58437999E-04  -8.91106824E-04  -2.71826618E-04
   1.10418722E+00  -3.64351641E-01  -2.12323385E-04  -5.02834717E-03   1.67284087E-04  -8.15780612E-04  -8.12149136E-04  -3.60678411E-04  -8.89409070E-04  -2.71849454E-04
   1.10509585E+00  -3.70040630E-01  -9.22251436E-05  -5.06322881E-03   1.72686374E-04  -8.20648022E-04  -8.10774956E-04  -3.63110530E-04  -8.87346946E-04  -2.72089318E-04
   1.10601831E+00  -3.75707510E-01   2.93892927E-05  -5.09523395E-03   1.78216414E-04  -8.25401547E-04  -8.09193849E-04  -3.65708238E-04  -8.84907294E-04  -2.72508374E-04
   1.10695440E+00  -3.81352172E-01   1.52462955E-04  -5.12430465E-03   1.83882179E-04  -8.30037598E-04  -8.07402194E-04  -3.68443224E-04  -8.82083317E-04  -2.73066100E-04
   1.10790387E+00  -3.86974506E-01   2.76936753E-04  -5.15038452E-03   1.89692355E-04  -8.34551871E-04  -8.05400224E-04  -3.71285478E-04  -8.78874836E-04  -2.73720076E-04
   1.10886651E+00  -3.92574397E-01   4.02749517E-04  -5.17341891E-03   1.95656147E-04  -8.38939290E-04  -8.03192109E-04  -3.74203822E-04  -8.75288430E-04  -2.74426808E-04
   1.10984207E+00  -3.98151719E-01   5.29838055E-04  -5.19335495E-03   2.01783081E-04  -8.43193973E-04  -8.00785968E-04  -3.77166454E-04  -8.71337453E-04  -2.75142576E-04
   1.11083032E+00  -4.03706335E-01   6.58137212E-04  -5.21014170E-03   2.08082786E-04  -8.47309220E-04  -7.98193806E-04  -3.80141493E-04  -8.67041931E-04  -2.75824279E-04
   1.11183101E+00  -4.09238104E-01   7.87579939E-04  -5.22373019E-03   2.14564784E-04  -8.51277534E-04  -7.95431384E-04  -3.83097533E-04  -8.62428344E-04  -2.76430268E-04
   1.11284391E+00  -4.14746874E-01   9.18097365E-04  -5.23407353E-03   2.21238266E-04  -8.55090648E-04  -7.92518017E-04  -3.86004166E-04  -8.57529281E-04  -2.76921154E-04
   1.11386882E+00  -4.20232446E-01   1.04961887E-03  -5.24112694E-03   2.28111877E-04  -8.58739597E-04  -7.89476307E-04  -3.88832505E-04  -8.52382987E-04  -2.77260569E-04
   1.11490558E+00  -4.25694593E-01   1.18207219E-03  -5.24484781E-03   2.35193512E-04  -8.62214796E-04  -7.86331809E-04  -3.91555653E-04  -8.47032806E-04  -2.77415872E-04
   1.11595403E+00  -4.31133082E-01   1.31538346E-03  -5.24519575E-03   2.42490114E-04  -8.65506145E-04  -7.83112645E-04  -3.94149150E-04  -8.41526527E-04  -2.77358783E-04
   1.11701397E+00  -4.36547677E-01   1.44947734E-03  -5.24213262E-03   2.50007499E-04  -8.68603158E-04  -7.79849068E-04  -3.96591364E-04  -8.35915639E-04  -2.77065927E-04
   1.11808521E+00  -4.41938137E-01   1.58427707E-03  -5.23562250E-03   2.57750185E-04  -8.71495103E-04  -7.76572972E-04  -3.98863831E-04  -8.30254523E-04  -2.76519295E-04
   1.11916754E+00  -4.47304218E-01   1.71970460E-03  -5.22563175E-03   2.65721257E-04  -8.74171158E-04  -7.73317384E-04  -4.00951531E-04  -8.24599576E-04  -2.75706593E-04
   1.12026073E+00  -4.52645672E-01   1.85568062E-03  -5.21212893E-03   2.73922249E-04  -8.76620575E-04  -7.70115910E-04  -4.02843103E-04  -8.19008295E-04  -2.74621479E-04
   1.12136458E+00  -4.57962278E-01   1.99212469E-03  -5.19508485E-03   2.82353049E-04  -8.78832862E-04  -7.67002184E-04  -4.04530992E-04  -8.13538336E-04  -2.73263697E-04
   1.12247891E+00  -4.63253867E-01   2.12895529E-03  -5.17447247E-03   2.91011844E-04  -8.80797954E-04  -7.64009288E-04  -4.06011523E-04  -8.08246554E-04  -2.71639076E-04
   1.12360353E+00  -4.68520273E-01   2.26608993E-03  -5.15026692E-03   2.99895083E-04  -8.82506398E-04  -7.61169198E-04  -4.07284902E-04  -8.03188054E-04  -2.69759420E-04
   1.12473826E+00  -4.73761330E-01   2.40344516E-03  -5.12244538E-03   3.08997478E-04  -8.83949521E-04  -7.58512219E-04  -4.08355151E-04  -7.98415264E-04  -2.67642282E-04
   1.12588293E+00  -4.78976883E-01   2.54093670E-03  -5.09098705E-03   3.18312029E-04  -8.85119602E-04  -7.56066460E-04  -4.09229967E-04  -7.93977045E-04  -2.65310614E-04
   1.12703737E+00  -4.84166788E-01   2.67847946E-03  -5.05587310E-03   3.27830086E-04  -8.86010023E-04  -7.53857334E-04  -4.09920515E-04  -7.89917857E-04  -2.62792318E-04
   1.12820141E+00  -4.89330901E-01   2.81598761E-03  -5.01708657E-03   3.37541434E-04  -8.86615412E-04  -7.51907097E-04  -4.10441161E-04  -7.86276992E-04  -2.60119691E-04
   1.12937488E+00  -4.94469079E-01   2.95337458E-03  -4.97461228E-03   3.47434406E-04  -8.86931757E-04  -7.50234434E-04  -4.10809143E-04  -7.83087900E-04  -2.57328785E-04
   1.13055758E+00  -4.99581185E-01   3.09055315E-03  -4.92843676E-03   3.57496021E-04  -8.86956509E-04  -7.48854115E-04  -4.11044192E-04  -7.80377597E-04  -2.54458681E-04
   1.13174929E+00  -5.04667090E-01   3.22743545E-03  -4.87854818E-03   3.67712145E-04  -8.86688653E-04  -7.47776692E-04  -4.11168108E-04  -7.78166193E-04  -2.51550703E-04
   1.13294980E+00  -5.09726663E-01   3.36393296E-03  -4.82493623E-03   3.78067670E-04  -8.86128754E-04  -7.47008286E-04  -4.11204297E-04  -7.76466531E-04  -2.48647578E-04
   1.13415886E+00  -5.14759791E-01   3.49995654E-03  -4.76759205E-03   3.88546704E-04  -8.85278969E-04  -7.46550430E-04  -4.11177285E-04  -7.75283947E-04  -2.45792559E-04
   1.13537617E+00  -5.19766415E-01   3.63541642E-03  -4.70650816E-03   3.99132781E-04  -8.84143039E-04  -7.46399999E-04  -4.11112206E-04  -7.74616164E-04  -2.43028529E-04
   1.13660139E+00  -5.24746496E-01   3.77022217E-03  -4.64167835E-03   4.09809070E-04  -8.82726238E-04  -7.46549210E-04  -4.11034286E-04  -7.74453311E-04  -2.40397109E-04
   1.13783420E+00  -5.29699996E-01   3.90428271E-03  -4.57309763E-03   4.20558588E-04  -8.81035297E-04  -7.46985706E-04  -4.10968324E-04  -7.74778074E-04  -2.37937764E-04
   1.13907426E+00  -5.34626854E-01   4.03750627E-03  -4.50076214E-03   4.31364417E-04  -8.79078300E-04  -7.47692712E-04  -4.10938187E-04  -7.75565980E-04  -2.35686959E-04
   1.14032129E+00  -5.39526965E-01   4.16980036E-03  -4.42466912E-03   4.42209909E-04  -8.76864539E-04  -7.48649266E-04  -4.10966315E-04  -7.76785800E-04  -2.33677349E-04
   1.14157498E+00  -5.44400220E-01   4.30107171E-03  -4.34481681E-03   4.53078883E-04  -8.74404356E-04  -7.49830527E-04  -4.11073270E-04  -7.78400069E-04  -2.31937035E-04
   1.14283503E+00  -5.49246506E-01   4.43122623E-03  -4.26120447E-03   4.63955806E-04  -8.71708946E-04  -7.51208144E-04  -4.11277303E-04  -7.80365722E-04  -2.30488906E-04
   1.14410124E+00  -5.54065574E-01   4.56016897E-03  -4.17383231E-03   4.74825962E-04  -8.68790148E-04  -7.52750681E-04  -4.11593987E-04  -7.82634821E-04  -2.29350057E-04
   1.14537347E+00  -5.58857041E-01   4.68780404E-03  -4.08270147E-03   4.85675592E-04  -8.65660206E-04  -7.54424109E-04  -4.12035881E-04  -7.85155366E-04  -2.28531326E-04
   1.14665159E+00  -5.63620517E-01   4.81403459E-03  -3.98781405E-03   4.96492015E-04  -8.62331529E-04  -7.56192328E-04  -4.12612274E-04  -7.87872188E-04  -2.28036934E-04
   1.14793546E+00  -5.68355627E-01   4.93876269E-03  -3.88917309E-03   5.07263718E-04  -8.58816425E-04  -7.58017734E-04  -4.13328974E-04  -7.90727885E-04  -2.27864246E-04
   1.14922491E+00  -5.73062089E-01   5.06188931E-03  -3.78678262E-03   5.17980422E-04  -8.55126839E-04  -7.59861812E-04  -4.14188178E-04  -7.93663801E-04  -2.28003668E-04
   1.15051977E+00  -5.77739676E-01   5.18331425E-03  -3.68064766E-03   5.28633111E-04  -8.51274081E-04  -7.61685743E-04  -4.15188409E-04  -7.96621036E-04  -2.28438663E-04
   1.15181985E+00  -5.82388161E-01   5.30293607E-03  -3.57077434E-03   5.39214037E-04  -8.47268570E-04  -7.63451022E-04  -4.16324519E-04  -7.99541443E-04  -2.29145906E-04
   1.15312499E+00  -5.87007362E-01   5.42065206E-03  -3.45716991E-03   5.49716689E-04  -8.43119570E-04  -7.65120065E-04  -4.17587774E-04  -8.02368624E-04  -2.30095571E-04
   1.15443509E+00  -5.91597265E-01   5.53635814E-03  -3.33984287E-03   5.60135729E-04  -8.38834955E-04  -7.66656810E-04  -4.18966007E-04  -8.05048891E-04  -2.31251736E-04
   1.15575008E+00  -5.96157901E-01   5.64994888E-03  -3.21880303E-03   5.70466909E-04  -8.34420980E-04  -7.68027287E-04  -4.20443832E-04  -8.07532174E-04  -2.32572923E-04
   1.15706990E+00  -6.00689300E-01   5.76131740E-03  -3.09406168E-03   5.80706946E-04  -8.29882083E-04  -7.69200158E-04  -4.22002936E-04  -8.09772866E-04  -2.34012739E-04
   1.15839443E+00  -6.05191466E-01   5.87035538E-03  -2.96563167E-03   5.90853381E-04  -8.25220709E-04  -7.70147211E-04  -4.23622421E-04  -8.11730591E-04  -2.35520625E-04
   1.15972354E+00  -6.09664354E-01   5.97695305E-03  -2.83352759E-03   6.00904412E-04  -8.20437170E-04  -7.70843804E-04  -4.25279202E-04  -8.13370868E-04  -2.37042694E-04
   1.16105704E+00  -6.14107912E-01   6.08099912E-03  -2.69776589E-03   6.10858709E-04  -8.15529537E-04  -7.71269246E-04  -4.26948457E-04  -8.14665672E-04  -2.38522653E-04
   1.16239477E+00  -6.18522093E-01   6.18238086E-03  -2.55836508E-03   6.20715211E-04  -8.10493565E-04  -7.71407116E-04  -4.28604106E-04  -8.15593883E-04  -2.39902768E-04
   1.16373646E+00  -6.22906857E-01   6.28098406E-03  -2.41534588E-03   6.30472916E-04  -8.05322667E-04  -7.71245507E-04  -4.30219332E-04  -8.16141600E-04  -2.41124895E-04
   1.16508176E+00  -6.27262178E-01   6.37669311E-03  -2.26873141E-03   6.40130659E-04  -8.00007922E-04  -7.70777197E-04  -4.31767107E-04  -8.16302324E-04  -2.42131520E-04
   1.16643029E+00  -6.31588031E-01   6.46939097E-03  -2.11854740E-03   6.49686895E-04  -7.94538130E-04  -7.69999743E-04  -4.33220747E-04  -8.16077015E-04  -2.42866813E-04
   1.16778171E+00  -6.35884385E-01   6.55895930E-03  -1.96482234E-03   6.59139480E-04  -7.88899900E-04  -7.68915485E-04  -4.34554451E-04  -8.15473996E-04  -2.43277674E-04
   1.16913580E+00  -6.40151128E-01   6.64527849E-03  -1.80758774E-03   6.68485461E-04  -7.83077795E-04  -7.67531484E-04  -4.35743840E-04  -8.14508735E-04  -2.43314742E-04
   1.17049241E+00  -6.44388106E-01   6.72822776E-03  -1.64687827E-03   6.77720877E-04  -7.77054501E-04  -7.65859369E-04  -4.36766475E-04  -8.13203489E-04  -2.42933359E-04
   1.17185138E+00  -6.48595168E-01   6.80768525E-03  -1.48273201E-03   6.86840586E-04  -7.70811045E-04  -7.63915114E-04  -4.37602340E-04  -8.11586822E-04  -2.42094471E-04
   1.17321258E+00  -6.52772148E-01   6.88352814E-03  -1.31519061E-03   6.95838101E-04  -7.64327045E-04  -7.61718745E-04  -4.38234297E-04  -8.09693006E-04  -2.40765435E-04
   1.17457587E+00  -6.56918823E-01   6.95563278E-03  -1.14429951E-03   7.04705462E-04  -7.57580991E-04  -7.59293967E-04  -4.38648482E-04  -8.07561315E-04  -2.38920742E-04
   1.17594116E+00  -6.61034955E-01   7.02387483E-03  -9.70108138E-04   7.13433130E-04  -7.50550549E-04  -7.56667751E-04  -4.38834655E-04  -8.05235229E-04  -2.36542611E-04
   1.17730832E+00  -6.65120310E-01   7.08812941E-03  -7.92670053E-04   7.22009921E-04  -7.43212902E-04  -7.53869846E-04  -4.38786477E-04  -8.02761551E-04  -2.33621472E-04
   1.17867726E+00  -6.69174731E-01   7.14827126E-03  -6.12043168E-04   7.30422969E-04  -7.35545090E-04  -7.50932264E-04  -4.38501736E-04  -8.00189469E-04  -2.30156310E-04
   1.18004789E+00  -6.73198208E-01   7.20417492E-03  -4.28289892E-04   7.38657727E-04  -7.27524376E-04  -7.47888717E-04  -4.37982480E-04  -7.97569567E-04  -2.26154856E-04
   1.18142015E+00  -6.77190749E-01   7.25571491E-03  -2.41477290E-04   7.46698007E-04  -7.19128613E-04  -7.44774038E-04  -4.37235089E-04  -7.94952804E-04  -2.21633650E-04
   1.18279398E+00  -6.81152363E-01   7.30276592E-03  -5.16772295E-05   7.54526056E-04  -7.10336613E-04  -7.41623580E-04  -4.36270264E-04  -7.92389498E-04  -2.16617934E-04
   1.18416934E+00  -6.85083060E-01   7.34520303E-03   1.41033492E-04   7.62122670E-04  -7.01128502E-04  -7.38472611E-04  -4.35102934E-04  -7.89928305E-04  -2.11141410E-04
   1.18554621E+00  -6.88982850E-01   7.38290188E-03   3.36573028E-04   7.69467349E-04  -6.91486077E-04  -7.35355721E-04  -4.33752089E-04  -7.87615238E-04  -2.05245837E-04
   1.18692457E+00  -6.92851744E-01   7.41573889E-03   5.34854380E-04   7.76538479E-04  -6.81393134E-04  -7.32306236E-04  -4.32240535E-04  -7.85492726E-04  -1.98980498E-04
   1.18830441E+00  -6.96689754E-01   7.44359149E-03   7.35785310E-04   7.83313550E-04  -6.70835774E-04  -7.29355665E-04  -4.30594579E-04  -7.83598751E-04  -1.92401520E-04
   1.18968564E+00  -7.00496891E-01   7.46633829E-03   9.39268269E-04   7.89769403E-04  -6.59802681E-04  -7.26533184E-04  -4.28843642E-04  -7.81966051E-04  -1.85571078E-04
   1.19106814E+00  -7.04273165E-01   7.48385934E-03   1.14520034E-03   7.95882498E-04  -6.48285367E-04  -7.23865161E-04  -4.27019817E-04  -7.80621442E-04  -1.78556487E-04
   1.19245180E+00  -7.08018588E-01   7.49603629E-03   1.35347320E-03   8.01629208E-04  -6.36278374E-04  -7.21374739E-04  -4.25157364E-04  -7.79585232E-04  -1.71429187E-04
   1.19383650E+00  -7.11733173E-01   7.50275263E-03   1.56397307E-03   8.06986120E-04  -6.23779442E-04  -7.19081478E-04  -4.23292167E-04  -7.78870777E-04  -1.64263662E-04
   1.19522214E+00  -7.15416940E-01   7.50389388E-03   1.77658076E-03   8.11930350E-04  -6.10789615E-04  -7.17001061E-04  -4.21461151E-04  -7.78484156E-04  -1.57136281E-04
   1.19660864E+00  -7.19069910E-01   7.49934778E-03   1.99117159E-03   8.16439862E-04  -5.97313322E-04  -7.15145086E-04  -4.19701674E-04  -7.78424001E-04  -1.50124110E-04
   1.19799590E+00  -7.22692105E-01   7.48900450E-03   2.20761548E-03   8.20493778E-04  -5.83358387E-04  -7.13520913E-04  -4.18050897E-04  -7.78681461E-04  -1.43303685E-04
   1.19938385E+00  -7.26283539E-01   7.47275678E-03   2.42577693E-03   8.24072689E-04  -5.68936003E-04  -7.12131611E-04  -4.16545154E-04  -7.79240322E-04  -1.36749800E-04
   1.20077244E+00  -7.29844209E-01   7.45050017E-03   2.64551510E-03   8.27158939E-04  -5.54060649E-04  -7.10975966E-04  -4.15219328E-04  -7.80077271E-04  -1.30534297E-04
   1.20216163E+00  -7.33374111E-01   7.42213314E-03   2.86668379E-03   8.29736902E-04  -5.38749965E-04  -7.10048585E-04  -4.14106236E-04  -7.81162304E-04  -1.24724909E-04
   1.20355139E+00  -7.36873239E-01   7.38755724E-03   3.08913159E-03   8.31793213E-04  -5.23024574E-04  -7.09340061E-04  -4.13236052E-04  -7.82459274E-04  -1.19384153E-04
   1.20494169E+00  -7.40341587E-01   7.34667732E-03   3.31270188E-03   8.33316989E-04  -5.06907865E-04  -7.08837222E-04  -4.12635758E-04  -7.83926565E-04  -1.14568310E-04
   1.20633251E+00  -7.43779143E-01   7.29940156E-03   3.53723292E-03   8.34299993E-04  -4.90425731E-04  -7.08523450E-04  -4.12328645E-04  -7.85517890E-04  -1.10326496E-04
   1.20772384E+00  -7.47185896E-01   7.24564171E-03   3.76255793E-03   8.34736765E-04  -4.73606280E-04  -7.08379052E-04  -4.12333876E-04  -7.87183186E-04  -1.06699855E-04
   1.20911567E+00  -7.50561837E-01   7.18531315E-03   3.98850519E-03   8.34624710E-04  -4.56479509E-04  -7.08381700E-04  -4.12666105E-04  -7.88869605E-04  -1.03720873E-04
   1.21050799E+00  -7.53906999E-01   7.11833504E-03   4.21489809E-03   8.33964130E-04  -4.39076952E-04  -7.08506911E-04  -4.13335174E-04  -7.90522577E-04  -1.01412841E-04
   1.21190079E+00  -7.57221430E-01   7.04463041E-03   4.44155523E-03   8.32758209E-04  -4.21431320E-04  -7.08728566E-04  -4.14345885E-04  -7.92086919E-04  -9.97894675E-05
   1.21329408E+00  -7.60505180E-01   6.96412630E-03   4.66829053E-03   8.31012950E-04  -4.03576115E-04  -7.09019466E-04  -4.15697854E-04  -7.93507984E-04  -9.88546479E-05
   1.21468784E+00  -7.63758311E-01   6.87675383E-03   4.89491328E-03   8.28737045E-04  -3.85545250E-04  -7.09351893E-04  -4.17385451E-04  -7.94732825E-04  -9.86024058E-05
   1.21608207E+00  -7.66980937E-01   6.78244833E-03   5.12122824E-03   8.25941716E-04  -3.67372669E-04  -7.09698195E-04  -4.19397829E-04  -7.95711339E-04  -9.90169953E-05
   1.21747678E+00  -7.70173181E-01   6.68114945E-03   5.34703571E-03   8.22640480E-04  -3.49091969E-04  -7.10031354E-04  -4.21719034E-04  -7.96397390E-04  -1.00073173E-04
   1.21887195E+00  -7.73335166E-01   6.57280124E-03   5.57213164E-03   8.18848888E-04  -3.30736053E-04  -7.10325550E-04  -4.24328207E-04  -7.96749878E-04  -1.01736632E-04
   1.22026761E+00  -7.76467015E-01   6.45735227E-03   5.79630768E-03   8.14584203E-04  -3.12336788E-04  -7.10556698E-04  -4.27199870E-04  -7.96733734E-04  -1.03964589E-04
   1.22166379E+00  -7.79568839E-01   6.33475574E-03   6.01935124E-03   8.09865052E-04  -2.93924704E-04  -7.10702950E-04  -4.30304282E-04  -7.96320823E-04  -1.06706527E-04
   1.22306052E+00  -7.82640751E-01   6.20496961E-03   6.24104560E-03   8.04711027E-04  -2.75528729E-04  -7.10745152E-04  -4.33607878E-04  -7.95490742E-04  -1.09905057E-04
   1.22445784E+00  -7.85682863E-01   6.06795673E-03   6.46116993E-03   7.99142275E-04  -2.57175952E-04  -7.10667251E-04  -4.37073772E-04  -7.94231484E-04  -1.13496919E-04
   1.22585578E+00  -7.88695263E-01   5.92368495E-03   6.67949941E-03   7.93179051E-04  -2.38891447E-04  -7.10456641E-04  -4.40662309E-04  -7.92539965E-04  -1.17414071E-04
   1.22725438E+00  -7.91678020E-01   5.77212731E-03   6.89580524E-03   7.86841261E-04  -2.20698133E-04  -7.10104442E-04  -4.44331681E-04  -7.90422405E-04  -1.21584871E-04
   1.22865364E+00  -7.94631200E-01   5.61326218E-03   7.10985471E-03   7.80148002E-04  -2.02616691E-04  -7.09605698E-04  -4.48038572E-04  -7.87894530E-04  -1.25935323E-04
   1.23005362E+00  -7.97554871E-01   5.44707345E-03   7.32141131E-03   7.73117094E-04  -1.84665534E-04  -7.08959514E-04  -4.51738827E-04  -7.84981628E-04  -1.30390361E-04
   1.23145434E+00  -8.00449092E-01   5.27355073E-03   7.53023474E-03   7.65764625E-04  -1.66860830E-04  -7.08169095E-04  -4.55388155E-04  -7.81718409E-04  -1.34875163E-04
   1.23285585E+00  -8.03313923E-01   5.09268955E-03   7.73608099E-03   7.58104517E-04  -1.49216580E-04  -7.07241715E-04  -4.58942814E-04  -7.78148710E-04  -1.39316456E-04
   1.23425820E+00  -8.06149421E-01   4.90449162E-03   7.93870246E-03   7.50148106E-04  -1.31744752E-04  -7.06188602E-04  -4.62360307E-04  -7.74325019E-04  -1.43643795E-04
   1.23566144E+00  -8.08955647E-01   4.70896504E-03   8.13784798E-03   7.41903771E-04  -1.14455459E-04  -7.05024740E-04  -4.65600054E-04  -7.70307836E-04  -1.47790802E-04
   1.23706565E+00  -8.11732680E-01   4.50612463E-03   8.33326293E-03   7.33376583E-04  -9.73571937E-05  -7.03768596E-04  -4.68624028E-04  -7.66164878E-04  -1.51696326E-04
   1.23847087E+00  -8.14480602E-01   4.29599217E-03   8.52468935E-03   7.24568025E-04  -8.04570997E-05  -7.02441778E-04  -4.71397360E-04  -7.61970133E-04  -1.55305519E-04
   1.23987720E+00  -8.17199495E-01   4.07859675E-03   8.71186605E-03   7.15475745E-04  -6.37612865E-05  -7.01068620E-04  -4.73888884E-04  -7.57802792E-04  -1.58570794E-04
   1.24128471E+00  -8.19889469E-01   3.85397509E-03   8.89452874E-03   7.06093384E-04  -4.72751753E-05  -6.99675712E-04  -4.76071625E-04  -7.53746051E-04  -1.61452667E-04
   1.24269348E+00  -8.22550688E-01   3.62217188E-03   9.07241019E-03   6.96410461E-04  -3.10038719E-05  -6.98291380E-04  -4.77923220E-04  -7.49885829E-04  -1.63920440E-04
   1.24410362E+00  -8.25183322E-01   3.38324017E-03   9.24524039E-03   6.86412328E-04  -1.49525590E-05  -6.96945119E-04  -4.79426255E-04  -7.46309401E-04  -1.65952738E-04
   1.24551522E+00  -8.27787541E-01   3.13724174E-03   9.41274677E-03   6.76080197E-04   8.73099502E-07  -6.95667004E-04  -4.80568529E-04  -7.43103983E-04  -1.67537876E-04
   1.24692839E+00  -8.30363509E-01   2.88424749E-03   9.57465441E-03   6.65391242E-04   1.64665511E-05  -6.94487065E-04  -4.81343220E-04  -7.40355281E-04  -1.68674050E-04
