
   ising   psi         q          di      re alpha   im alpha

     1  3.468E-01  2.000E+00 -4.985E-01  7.061E-01  0.000E+00


   is    psifac      dpsi        q       singfac     eval1


   is    psifac      dpsi        q       singfac     eval1

 Gaussian Reduction at istep =    736, psi = 1.175E-01, q =  1.563

   is    psifac      dpsi        q       singfac     eval1

  736  1.175E-01  1.383E-03  1.565E+00  4.352E-01  5.622E+00
  737  1.175E-01  1.000E-07  1.565E+00  4.352E-01  5.622E+00
  738  1.175E-01  1.000E-07  1.565E+00  4.352E-01  5.622E+00
  739  1.177E-01  1.632E-04  1.565E+00  4.350E-01  5.629E+00
  740  1.178E-01  1.632E-04  1.565E+00  4.348E-01  5.635E+00
  741  1.180E-01  1.632E-04  1.565E+00  4.346E-01  5.642E+00
  742  1.185E-01  5.583E-04  1.566E+00  4.340E-01  5.664E+00
  743  1.191E-01  5.583E-04  1.567E+00  4.333E-01  5.687E+00
  744  1.197E-01  5.583E-04  1.567E+00  4.326E-01  5.709E+00
  745  1.202E-01  5.583E-04  1.568E+00  4.319E-01  5.731E+00
  746  1.209E-01  6.470E-04  1.569E+00  4.311E-01  5.757E+00
  747  1.215E-01  6.470E-04  1.570E+00  4.303E-01  5.783E+00
  748  1.222E-01  6.470E-04  1.570E+00  4.295E-01  5.809E+00
  749  1.228E-01  6.470E-04  1.571E+00  4.288E-01  5.834E+00
  750  1.235E-01  6.470E-04  1.572E+00  4.280E-01  5.860E+00
  751  1.245E-01  1.031E-03  1.573E+00  4.267E-01  5.900E+00
  752  1.255E-01  1.031E-03  1.575E+00  4.254E-01  5.941E+00
  753  1.265E-01  1.031E-03  1.576E+00  4.242E-01  5.981E+00
  754  1.276E-01  1.031E-03  1.577E+00  4.229E-01  6.022E+00
  755  1.286E-01  1.031E-03  1.578E+00  4.216E-01  6.062E+00
  756  1.299E-01  1.288E-03  1.580E+00  4.201E-01  6.112E+00
  757  1.312E-01  1.288E-03  1.582E+00  4.185E-01  6.161E+00
  758  1.325E-01  1.288E-03  1.583E+00  4.169E-01  6.211E+00
  759  1.338E-01  1.288E-03  1.585E+00  4.153E-01  6.260E+00
  760  1.351E-01  1.288E-03  1.586E+00  4.137E-01  6.309E+00
  761  1.363E-01  1.288E-03  1.588E+00  4.122E-01  6.358E+00
  762  1.383E-01  1.926E-03  1.590E+00  4.098E-01  6.431E+00
  763  1.402E-01  1.926E-03  1.593E+00  4.074E-01  6.503E+00
  764  1.421E-01  1.926E-03  1.595E+00  4.050E-01  6.575E+00
  765  1.440E-01  1.926E-03  1.597E+00  4.026E-01  6.646E+00
  766  1.460E-01  1.926E-03  1.600E+00  4.002E-01  6.717E+00
  767  1.479E-01  1.926E-03  1.602E+00  3.979E-01  6.787E+00
  768  1.498E-01  1.926E-03  1.605E+00  3.955E-01  6.857E+00
  769  1.518E-01  1.926E-03  1.607E+00  3.931E-01  6.927E+00
  770  1.537E-01  1.926E-03  1.609E+00  3.907E-01  6.996E+00
  771  1.556E-01  1.926E-03  1.612E+00  3.882E-01  7.064E+00
  772  1.575E-01  1.926E-03  1.614E+00  3.858E-01  7.132E+00
  773  1.595E-01  1.926E-03  1.617E+00  3.834E-01  7.200E+00
  774  1.614E-01  1.926E-03  1.619E+00  3.810E-01  7.267E+00
  775  1.633E-01  1.926E-03  1.621E+00  3.786E-01  7.333E+00
  776  1.652E-01  1.926E-03  1.624E+00  3.761E-01  7.399E+00
  777  1.672E-01  1.926E-03  1.626E+00  3.737E-01  7.465E+00
  778  1.691E-01  1.926E-03  1.629E+00  3.712E-01  7.530E+00
  779  1.710E-01  1.926E-03  1.631E+00  3.688E-01  7.595E+00
  780  1.729E-01  1.926E-03  1.634E+00  3.663E-01  7.659E+00

   is    psifac      dpsi        q       singfac     eval1

 Gaussian Reduction at istep =    781, psi = 1.749E-01, q =  1.634

   is    psifac      dpsi        q       singfac     eval1

  781  1.749E-01  1.926E-03  1.636E+00  3.638E-01  7.723E+00
  782  1.749E-01  1.000E-07  1.636E+00  3.638E-01  7.723E+00
  783  1.749E-01  1.000E-07  1.636E+00  3.638E-01  7.723E+00
  784  1.751E-01  2.406E-04  1.637E+00  3.635E-01  7.731E+00
  785  1.753E-01  2.406E-04  1.637E+00  3.632E-01  7.739E+00
  786  1.756E-01  2.406E-04  1.637E+00  3.629E-01  7.747E+00
  787  1.764E-01  8.220E-04  1.638E+00  3.618E-01  7.774E+00
  788  1.772E-01  8.220E-04  1.639E+00  3.607E-01  7.801E+00
  789  1.781E-01  8.220E-04  1.640E+00  3.597E-01  7.828E+00
  790  1.789E-01  8.220E-04  1.641E+00  3.586E-01  7.855E+00
  791  1.798E-01  9.423E-04  1.643E+00  3.574E-01  7.885E+00
  792  1.808E-01  9.423E-04  1.644E+00  3.561E-01  7.916E+00
  793  1.817E-01  9.423E-04  1.645E+00  3.549E-01  7.946E+00
  794  1.826E-01  9.423E-04  1.646E+00  3.536E-01  7.976E+00
  795  1.836E-01  9.423E-04  1.648E+00  3.524E-01  8.007E+00
  796  1.851E-01  1.476E-03  1.650E+00  3.504E-01  8.054E+00
  797  1.865E-01  1.476E-03  1.652E+00  3.484E-01  8.100E+00
  798  1.880E-01  1.476E-03  1.654E+00  3.465E-01  8.147E+00
  799  1.895E-01  1.476E-03  1.656E+00  3.445E-01  8.193E+00
  800  1.910E-01  1.476E-03  1.658E+00  3.425E-01  8.239E+00
  801  1.928E-01  1.790E-03  1.660E+00  3.400E-01  8.294E+00
  802  1.945E-01  1.790E-03  1.662E+00  3.375E-01  8.349E+00
  803  1.963E-01  1.790E-03  1.665E+00  3.350E-01  8.404E+00
  804  1.981E-01  1.790E-03  1.667E+00  3.325E-01  8.458E+00
  805  1.999E-01  1.790E-03  1.670E+00  3.300E-01  8.512E+00
  806  2.017E-01  1.790E-03  1.673E+00  3.274E-01  8.565E+00
  807  2.044E-01  2.644E-03  1.676E+00  3.236E-01  8.643E+00
  808  2.070E-01  2.644E-03  1.680E+00  3.198E-01  8.720E+00
  809  2.096E-01  2.644E-03  1.684E+00  3.158E-01  8.797E+00
  810  2.123E-01  2.644E-03  1.688E+00  3.118E-01  8.872E+00
  811  2.149E-01  2.644E-03  1.692E+00  3.078E-01  8.947E+00
  812  2.176E-01  2.644E-03  1.696E+00  3.037E-01  9.021E+00
  813  2.202E-01  2.644E-03  1.701E+00  2.995E-01  9.094E+00
  814  2.229E-01  2.644E-03  1.705E+00  2.953E-01  9.166E+00
  815  2.255E-01  2.644E-03  1.709E+00  2.909E-01  9.237E+00
  816  2.281E-01  2.644E-03  1.713E+00  2.866E-01  9.308E+00
  817  2.308E-01  2.644E-03  1.718E+00  2.821E-01  9.378E+00
  818  2.334E-01  2.644E-03  1.722E+00  2.776E-01  9.447E+00
  819  2.361E-01  2.644E-03  1.727E+00  2.730E-01  9.515E+00
  820  2.387E-01  2.644E-03  1.732E+00  2.683E-01  9.582E+00
  821  2.414E-01  2.644E-03  1.736E+00  2.636E-01  9.648E+00
  822  2.440E-01  2.644E-03  1.741E+00  2.588E-01  9.714E+00
  823  2.467E-01  2.644E-03  1.746E+00  2.539E-01  9.779E+00
  824  2.493E-01  2.644E-03  1.751E+00  2.489E-01  9.843E+00
  825  2.519E-01  2.644E-03  1.756E+00  2.439E-01  9.906E+00

   is    psifac      dpsi        q       singfac     eval1

 Gaussian Reduction at istep =    826, psi = 2.546E-01, q =  1.756

   is    psifac      dpsi        q       singfac     eval1

  826  2.546E-01  2.644E-03  1.761E+00  2.388E-01  9.968E+00
  827  2.546E-01  1.000E-07  1.761E+00  2.388E-01  9.968E+00
  828  2.546E-01  1.000E-07  1.761E+00  2.388E-01  9.968E+00
  829  2.549E-01  3.216E-04  1.762E+00  2.381E-01  9.976E+00
  830  2.552E-01  3.216E-04  1.763E+00  2.375E-01  9.983E+00
  831  2.556E-01  3.216E-04  1.763E+00  2.369E-01  9.991E+00
  832  2.567E-01  1.107E-03  1.765E+00  2.347E-01  1.002E+01
  833  2.578E-01  1.107E-03  1.768E+00  2.325E-01  1.004E+01
  834  2.589E-01  1.107E-03  1.770E+00  2.303E-01  1.007E+01
  835  2.600E-01  1.107E-03  1.772E+00  2.281E-01  1.009E+01
  836  2.612E-01  1.259E-03  1.774E+00  2.255E-01  1.012E+01
  837  2.625E-01  1.259E-03  1.777E+00  2.229E-01  1.015E+01
  838  2.638E-01  1.259E-03  1.780E+00  2.204E-01  1.018E+01
  839  2.650E-01  1.259E-03  1.782E+00  2.178E-01  1.021E+01
  840  2.663E-01  1.259E-03  1.785E+00  2.151E-01  1.023E+01
  841  2.682E-01  1.932E-03  1.789E+00  2.111E-01  1.028E+01
  842  2.701E-01  1.932E-03  1.793E+00  2.070E-01  1.032E+01
  843  2.721E-01  1.932E-03  1.797E+00  2.028E-01  1.036E+01
  844  2.740E-01  1.932E-03  1.801E+00  1.986E-01  1.040E+01
  845  2.759E-01  1.932E-03  1.806E+00  1.943E-01  1.044E+01
  846  2.782E-01  2.312E-03  1.811E+00  1.892E-01  1.049E+01
  847  2.806E-01  2.312E-03  1.816E+00  1.840E-01  1.054E+01
  848  2.829E-01  2.312E-03  1.821E+00  1.787E-01  1.058E+01
  849  2.852E-01  2.312E-03  1.827E+00  1.733E-01  1.063E+01
  850  2.875E-01  2.312E-03  1.832E+00  1.678E-01  1.068E+01
  851  2.898E-01  2.312E-03  1.838E+00  1.623E-01  1.072E+01
  852  2.930E-01  3.174E-03  1.845E+00  1.546E-01  1.078E+01
  853  2.962E-01  3.174E-03  1.853E+00  1.467E-01  1.084E+01
  854  2.993E-01  3.174E-03  1.861E+00  1.387E-01  1.090E+01
  855  3.025E-01  3.174E-03  1.869E+00  1.305E-01  1.096E+01
  856  3.057E-01  3.174E-03  1.878E+00  1.222E-01  1.102E+01
  857  3.089E-01  3.174E-03  1.886E+00  1.138E-01  1.107E+01
  858  3.120E-01  3.174E-03  1.895E+00  1.051E-01  1.113E+01
  859  3.152E-01  3.174E-03  1.904E+00  9.635E-02  1.118E+01
  860  3.178E-01  2.625E-03  1.911E+00  8.896E-02  1.122E+01
  861  3.204E-01  2.625E-03  1.919E+00  8.146E-02  1.127E+01
  862  3.231E-01  2.625E-03  1.926E+00  7.386E-02  1.131E+01
  863  3.257E-01  2.625E-03  1.934E+00  6.614E-02  1.135E+01
  864  3.278E-01  2.109E-03  1.940E+00  5.987E-02  1.139E+01
  865  3.299E-01  2.109E-03  1.946E+00  5.352E-02  1.142E+01
  866  3.316E-01  1.701E-03  1.952E+00  4.835E-02  1.144E+01
  867  3.333E-01  1.701E-03  1.957E+00  4.313E-02  1.147E+01
  868  3.347E-01  1.369E-03  1.961E+00  3.890E-02  1.149E+01
  869  3.361E-01  1.369E-03  1.965E+00  3.464E-02  1.151E+01
  870  3.372E-01  1.098E-03  1.969E+00  3.119E-02  1.153E+01
  871  3.383E-01  1.098E-03  1.972E+00  2.773E-02  1.154E+01
  872  3.391E-01  8.764E-04  1.975E+00  2.496E-02  1.156E+01
  873  3.400E-01  8.764E-04  1.978E+00  2.216E-02  1.157E+01
  874  3.407E-01  6.961E-04  1.980E+00  1.994E-02  1.158E+01
  875  3.414E-01  6.961E-04  1.982E+00  1.771E-02  1.159E+01
  876  3.420E-01  5.557E-04  1.984E+00  1.592E-02  1.160E+01
  877  3.425E-01  5.557E-04  1.986E+00  1.412E-02  1.161E+01
  878  3.430E-01  4.458E-04  1.987E+00  1.268E-02  1.161E+01
  879  3.434E-01  4.458E-04  1.989E+00  1.123E-02  1.162E+01
  880  3.438E-01  3.557E-04  1.990E+00  1.008E-02  1.162E+01
  881  3.441E-01  3.557E-04  1.991E+00  8.917E-03  1.163E+01
  882  3.444E-01  2.820E-04  1.992E+00  7.997E-03  1.163E+01
  883  3.447E-01  2.820E-04  1.993E+00  7.075E-03  1.164E+01
  884  3.449E-01  2.228E-04  1.994E+00  6.346E-03  1.164E+01
  885  3.451E-01  2.228E-04  1.994E+00  5.616E-03  1.164E+01
  886  3.453E-01  1.762E-04  1.995E+00  5.038E-03  1.165E+01
  887  3.455E-01  1.762E-04  1.996E+00  4.460E-03  1.165E+01
  888  3.456E-01  1.395E-04  1.996E+00  4.002E-03  1.165E+01
  889  3.458E-01  1.395E-04  1.996E+00  3.543E-03  1.165E+01
  890  3.459E-01  1.103E-04  1.997E+00  3.180E-03  1.166E+01
  891  3.460E-01  1.103E-04  1.997E+00  2.817E-03  1.166E+01
  892  3.461E-01  8.752E-05  1.997E+00  2.529E-03  1.166E+01
  893  3.461E-01  8.752E-05  1.998E+00  2.241E-03  1.166E+01
  894  3.462E-01  6.961E-05  1.998E+00  2.011E-03  1.166E+01
  895  3.463E-01  6.961E-05  1.998E+00  1.782E-03  1.166E+01
  896  3.463E-01  5.538E-05  1.998E+00  1.599E-03  1.166E+01
  897  3.464E-01  5.538E-05  1.999E+00  1.416E-03  1.166E+01
  898  3.464E-01  4.404E-05  1.999E+00  1.271E-03  1.166E+01
  899  3.465E-01  4.404E-05  1.999E+00  1.126E-03  1.166E+01
  900  3.465E-01  3.501E-05  1.999E+00  1.010E-03  1.167E+01
  901  3.466E-01  3.501E-05  1.999E+00  8.944E-04  1.167E+01
  902  3.466E-01  2.782E-05  1.999E+00  8.026E-04  1.167E+01
  903  3.466E-01  2.782E-05  1.999E+00  7.107E-04  1.167E+01
  904  3.466E-01  2.210E-05  1.999E+00  6.377E-04  1.167E+01
  905  3.467E-01  2.210E-05  1.999E+00  5.647E-04  1.167E+01
  906  3.467E-01  1.755E-05  1.999E+00  5.067E-04  1.167E+01
  907  3.467E-01  1.755E-05  2.000E+00  4.487E-04  1.167E+01
  908  3.467E-01  1.394E-05  2.000E+00  4.026E-04  1.167E+01
  909  3.467E-01  1.394E-05  2.000E+00  3.565E-04  1.167E+01
  910  3.467E-01  1.107E-05  2.000E+00  3.200E-04  1.167E+01
  911  3.467E-01  1.107E-05  2.000E+00  2.834E-04  1.167E+01
  912  3.468E-01  8.797E-06  2.000E+00  2.543E-04  1.167E+01
  913  3.468E-01  8.797E-06  2.000E+00  2.252E-04  1.167E+01
  914  3.468E-01  6.991E-06  2.000E+00  2.021E-04  1.167E+01
  915  3.468E-01  6.991E-06  2.000E+00  1.790E-04  1.167E+01
  916  3.468E-01  5.556E-06  2.000E+00  1.606E-04  1.167E+01
  917  3.468E-01  5.556E-06  2.000E+00  1.422E-04  1.167E+01
  918  3.468E-01  4.415E-06  2.000E+00  1.276E-04  1.167E+01
  919  3.468E-01  4.415E-06  2.000E+00  1.130E-04  1.167E+01
  920  3.468E-01  3.509E-06  2.000E+00  1.014E-04  1.167E+01
  921  3.468E-01  3.509E-06  2.000E+00  8.984E-05  1.167E+01
  922  3.468E-01  2.789E-06  2.000E+00  8.062E-05  1.167E+01
  923  3.468E-01  2.789E-06  2.000E+00  7.140E-05  1.167E+01
  924  3.468E-01  2.216E-06  2.000E+00  6.407E-05  1.167E+01
  925  3.468E-01  2.216E-06  2.000E+00  5.674E-05  1.167E+01
  926  3.468E-01  1.761E-06  2.000E+00  5.092E-05  1.167E+01
  927  3.468E-01  1.761E-06  2.000E+00  4.509E-05  1.167E+01
  928  3.468E-01  1.400E-06  2.000E+00  4.047E-05  1.167E+01
  929  3.468E-01  1.400E-06  2.000E+00  3.584E-05  1.167E+01
  930  3.468E-01  1.112E-06  2.000E+00  3.216E-05  1.167E+01
  931  3.468E-01  1.112E-06  2.000E+00  2.848E-05  1.167E+01
  932  3.468E-01  8.840E-07  2.000E+00  2.556E-05  1.167E+01
  933  3.468E-01  8.840E-07  2.000E+00  2.263E-05  1.167E+01
  934  3.468E-01  7.025E-07  2.000E+00  2.031E-05  1.167E+01
  935  3.468E-01  7.025E-07  2.000E+00  1.799E-05  1.167E+01
  936  3.468E-01  5.583E-07  2.000E+00  1.614E-05  1.167E+01
  937  3.468E-01  5.583E-07  2.000E+00  1.430E-05  1.167E+01
  938  3.468E-01  4.437E-07  2.000E+00  1.283E-05  1.167E+01
  939  3.468E-01  4.437E-07  2.000E+00  1.136E-05  1.167E+01
  940  3.468E-01  3.416E-07  2.000E+00  1.023E-05  1.167E+01
  941  3.468E-01  6.992E-08  2.000E+00  1.000E-05  1.167E+01

   is    psifac      dpsi        q       singfac     eval1

 Gaussian Reduction at istep =    941, psi = 3.468E-01, q =  2.000

   ising   psi         q          di      re alpha   im alpha

     2  5.440E-01  3.000E+00 -5.353E-01  7.316E-01  0.000E+00


   is    psifac      dpsi        q       singfac     eval1

  942  3.468E-01  6.048E-06  2.000E+00  1.000E+00  1.167E+01
  943  3.468E-01  9.083E-09  2.000E+00  1.000E+00  1.167E+01
  944  3.468E-01  9.083E-09  2.000E+00  1.000E+00  1.167E+01
  945  3.468E-01  1.817E-08  2.000E+00  1.000E+00  1.167E+01
  946  3.468E-01  1.817E-08  2.000E+00  1.000E+00  1.167E+01
  947  3.468E-01  1.817E-08  2.000E+00  1.000E+00  1.167E+01
  948  3.468E-01  7.416E-08  2.000E+00  1.000E+00  1.167E+01
  949  3.468E-01  7.416E-08  2.000E+00  1.000E+00  1.167E+01
  950  3.468E-01  7.416E-08  2.000E+00  1.000E+00  1.167E+01
  951  3.468E-01  1.381E-07  2.000E+00  1.000E+00  1.167E+01
  952  3.468E-01  1.381E-07  2.000E+00  1.000E+00  1.167E+01
  953  3.468E-01  1.381E-07  2.000E+00  1.000E+00  1.167E+01
  954  3.468E-01  1.381E-07  2.000E+00  1.000E+00  1.167E+01
  955  3.468E-01  1.752E-07  2.000E+00  1.000E+00  1.167E+01
  956  3.468E-01  1.752E-07  2.000E+00  1.000E+00  1.167E+01
  957  3.468E-01  1.752E-07  2.000E+00  1.000E+00  1.167E+01
  958  3.468E-01  1.752E-07  2.000E+00  1.000E+00  1.167E+01
  959  3.468E-01  3.362E-07  2.000E+00  1.000E+00  1.167E+01
  960  3.468E-01  3.362E-07  2.000E+00  1.000E+00  1.167E+01
  961  3.468E-01  3.362E-07  2.000E+00  1.000E+00  1.167E+01
  962  3.468E-01  3.362E-07  2.000E+00  1.000E+00  1.167E+01
  963  3.468E-01  3.362E-07  2.000E+00  1.000E+00  1.167E+01
  964  3.468E-01  5.320E-07  2.000E+00  1.000E+00  1.167E+01
  965  3.468E-01  5.320E-07  2.000E+00  1.000E+00  1.167E+01
  966  3.468E-01  5.320E-07  2.000E+00  1.000E+00  1.167E+01
  967  3.468E-01  5.320E-07  2.000E+00  1.000E+00  1.167E+01
  968  3.468E-01  5.320E-07  2.000E+00  1.000E+00  1.167E+01
  969  3.468E-01  6.664E-07  2.000E+00  1.000E+00  1.167E+01
  970  3.468E-01  6.664E-07  2.000E+00  1.000E+00  1.167E+01
  971  3.468E-01  6.664E-07  2.000E+00  1.000E+00  1.167E+01
  972  3.468E-01  6.664E-07  2.000E+00  1.000E+00  1.167E+01
  973  3.468E-01  6.664E-07  2.000E+00  1.000E+00  1.167E+01
  974  3.468E-01  1.090E-06  2.000E+00  1.000E+00  1.167E+01
  975  3.468E-01  1.090E-06  2.000E+00  1.000E+00  1.167E+01
  976  3.468E-01  1.090E-06  2.000E+00  9.999E-01  1.167E+01
  977  3.468E-01  1.090E-06  2.000E+00  9.999E-01  1.167E+01
  978  3.468E-01  1.090E-06  2.000E+00  9.999E-01  1.167E+01
  979  3.468E-01  1.590E-06  2.000E+00  9.999E-01  1.167E+01
  980  3.468E-01  1.590E-06  2.000E+00  9.999E-01  1.167E+01
  981  3.468E-01  1.590E-06  2.000E+00  9.999E-01  1.167E+01
  982  3.469E-01  1.590E-06  2.000E+00  9.999E-01  1.167E+01
  983  3.469E-01  2.249E-06  2.000E+00  9.999E-01  1.167E+01
  984  3.469E-01  2.249E-06  2.000E+00  9.999E-01  1.167E+01
  985  3.469E-01  2.249E-06  2.000E+00  9.999E-01  1.167E+01
  986  3.469E-01  2.249E-06  2.000E+00  9.999E-01  1.167E+01
  987  3.469E-01  3.252E-06  2.000E+00  9.999E-01  1.167E+01
  988  3.469E-01  3.252E-06  2.000E+00  9.999E-01  1.167E+01
  989  3.469E-01  3.252E-06  2.000E+00  9.999E-01  1.167E+01
  990  3.469E-01  3.252E-06  2.000E+00  9.998E-01  1.167E+01
  991  3.469E-01  4.748E-06  2.000E+00  9.998E-01  1.167E+01
  992  3.469E-01  4.748E-06  2.000E+00  9.998E-01  1.167E+01
  993  3.469E-01  4.748E-06  2.000E+00  9.998E-01  1.167E+01
  994  3.469E-01  4.748E-06  2.000E+00  9.998E-01  1.167E+01
  995  3.469E-01  4.748E-06  2.000E+00  9.998E-01  1.167E+01
  996  3.469E-01  6.191E-06  2.000E+00  9.997E-01  1.167E+01
  997  3.469E-01  6.191E-06  2.000E+00  9.997E-01  1.167E+01
  998  3.469E-01  6.191E-06  2.000E+00  9.997E-01  1.167E+01
  999  3.469E-01  6.191E-06  2.000E+00  9.997E-01  1.167E+01
 1000  3.469E-01  6.191E-06  2.000E+00  9.997E-01  1.167E+01
 1001  3.469E-01  1.032E-05  2.000E+00  9.996E-01  1.167E+01
 1002  3.469E-01  1.032E-05  2.000E+00  9.996E-01  1.167E+01
 1003  3.470E-01  1.032E-05  2.000E+00  9.996E-01  1.167E+01
 1004  3.470E-01  1.032E-05  2.000E+00  9.995E-01  1.167E+01
 1005  3.470E-01  1.760E-05  2.001E+00  9.995E-01  1.167E+01
 1006  3.470E-01  1.760E-05  2.001E+00  9.994E-01  1.167E+01
 1007  3.470E-01  1.760E-05  2.001E+00  9.994E-01  1.167E+01
 1008  3.470E-01  1.760E-05  2.001E+00  9.993E-01  1.167E+01
 1009  3.471E-01  2.326E-05  2.001E+00  9.992E-01  1.167E+01
 1010  3.471E-01  2.326E-05  2.001E+00  9.991E-01  1.167E+01
 1011  3.471E-01  2.326E-05  2.001E+00  9.991E-01  1.167E+01
 1012  3.471E-01  2.326E-05  2.001E+00  9.990E-01  1.167E+01
 1013  3.472E-01  3.452E-05  2.001E+00  9.989E-01  1.167E+01
 1014  3.472E-01  3.452E-05  2.001E+00  9.988E-01  1.167E+01
 1015  3.472E-01  3.452E-05  2.001E+00  9.986E-01  1.168E+01
 1016  3.473E-01  3.452E-05  2.001E+00  9.985E-01  1.168E+01
 1017  3.473E-01  4.902E-05  2.002E+00  9.984E-01  1.168E+01
 1018  3.474E-01  4.902E-05  2.002E+00  9.982E-01  1.168E+01
 1019  3.474E-01  4.902E-05  2.002E+00  9.980E-01  1.168E+01
 1020  3.475E-01  4.902E-05  2.002E+00  9.979E-01  1.168E+01
 1021  3.475E-01  7.130E-05  2.002E+00  9.976E-01  1.168E+01
 1022  3.476E-01  7.130E-05  2.003E+00  9.974E-01  1.168E+01
 1023  3.477E-01  7.130E-05  2.003E+00  9.972E-01  1.168E+01
 1024  3.478E-01  7.130E-05  2.003E+00  9.969E-01  1.168E+01
 1025  3.479E-01  1.032E-04  2.003E+00  9.966E-01  1.168E+01
 1026  3.480E-01  1.032E-04  2.004E+00  9.962E-01  1.168E+01
 1027  3.481E-01  1.032E-04  2.004E+00  9.959E-01  1.169E+01
 1028  3.482E-01  1.032E-04  2.004E+00  9.956E-01  1.169E+01
 1029  3.483E-01  1.501E-04  2.005E+00  9.951E-01  1.169E+01
 1030  3.485E-01  1.501E-04  2.005E+00  9.946E-01  1.169E+01
 1031  3.486E-01  1.501E-04  2.006E+00  9.941E-01  1.169E+01
 1032  3.488E-01  1.501E-04  2.006E+00  9.936E-01  1.169E+01
 1033  3.490E-01  2.185E-04  2.007E+00  9.928E-01  1.170E+01
 1034  3.492E-01  2.185E-04  2.008E+00  9.921E-01  1.170E+01
 1035  3.494E-01  2.185E-04  2.009E+00  9.914E-01  1.170E+01
 1036  3.496E-01  2.185E-04  2.009E+00  9.906E-01  1.171E+01
 1037  3.500E-01  3.187E-04  2.010E+00  9.896E-01  1.171E+01
 1038  3.503E-01  3.187E-04  2.012E+00  9.885E-01  1.171E+01
 1039  3.506E-01  3.187E-04  2.013E+00  9.874E-01  1.172E+01
 1040  3.509E-01  3.187E-04  2.014E+00  9.863E-01  1.172E+01
 1041  3.514E-01  4.655E-04  2.015E+00  9.848E-01  1.173E+01
 1042  3.518E-01  4.655E-04  2.017E+00  9.832E-01  1.173E+01
 1043  3.523E-01  4.655E-04  2.018E+00  9.816E-01  1.174E+01
 1044  3.528E-01  4.655E-04  2.020E+00  9.800E-01  1.174E+01
 1045  3.535E-01  6.806E-04  2.022E+00  9.777E-01  1.175E+01
 1046  3.541E-01  6.806E-04  2.025E+00  9.754E-01  1.176E+01
 1047  3.548E-01  6.806E-04  2.027E+00  9.730E-01  1.177E+01
 1048  3.555E-01  6.806E-04  2.029E+00  9.707E-01  1.178E+01
 1049  3.565E-01  9.881E-04  2.033E+00  9.673E-01  1.179E+01
 1050  3.575E-01  9.881E-04  2.036E+00  9.638E-01  1.180E+01
 1051  3.585E-01  9.881E-04  2.040E+00  9.604E-01  1.181E+01
 1052  3.594E-01  9.881E-04  2.043E+00  9.569E-01  1.182E+01
 1053  3.608E-01  1.365E-03  2.048E+00  9.521E-01  1.184E+01
 1054  3.622E-01  1.365E-03  2.053E+00  9.472E-01  1.185E+01
 1055  3.635E-01  1.365E-03  2.058E+00  9.423E-01  1.187E+01
 1056  3.649E-01  1.365E-03  2.063E+00  9.374E-01  1.188E+01
 1057  3.663E-01  1.365E-03  2.068E+00  9.324E-01  1.190E+01
 1058  3.680E-01  1.773E-03  2.074E+00  9.259E-01  1.191E+01
 1059  3.698E-01  1.773E-03  2.081E+00  9.194E-01  1.193E+01
 1060  3.716E-01  1.773E-03  2.087E+00  9.128E-01  1.195E+01
 1061  3.734E-01  1.773E-03  2.094E+00  9.061E-01  1.197E+01
 1062  3.751E-01  1.773E-03  2.101E+00  8.994E-01  1.198E+01
 1063  3.772E-01  2.068E-03  2.109E+00  8.914E-01  1.200E+01
 1064  3.793E-01  2.068E-03  2.117E+00  8.834E-01  1.202E+01
 1065  3.813E-01  2.068E-03  2.125E+00  8.754E-01  1.204E+01
 1066  3.834E-01  2.068E-03  2.133E+00  8.672E-01  1.206E+01
 1067  3.855E-01  2.068E-03  2.141E+00  8.590E-01  1.207E+01
 1068  3.875E-01  2.068E-03  2.149E+00  8.506E-01  1.209E+01
 1069  3.896E-01  2.068E-03  2.158E+00  8.422E-01  1.211E+01
 1070  3.917E-01  2.068E-03  2.166E+00  8.338E-01  1.212E+01
 1071  3.940E-01  2.321E-03  2.176E+00  8.241E-01  1.214E+01
 1072  3.963E-01  2.321E-03  2.186E+00  8.144E-01  1.216E+01
 1073  3.986E-01  2.321E-03  2.195E+00  8.046E-01  1.217E+01
 1074  4.010E-01  2.321E-03  2.205E+00  7.947E-01  1.219E+01
 1075  4.033E-01  2.321E-03  2.215E+00  7.846E-01  1.220E+01
 1076  4.056E-01  2.321E-03  2.225E+00  7.745E-01  1.222E+01
 1077  4.088E-01  3.147E-03  2.239E+00  7.606E-01  1.224E+01
 1078  4.119E-01  3.147E-03  2.253E+00  7.465E-01  1.225E+01
 1079  4.150E-01  3.147E-03  2.268E+00  7.323E-01  1.227E+01
 1080  4.182E-01  3.147E-03  2.282E+00  7.178E-01  1.228E+01
 1081  4.213E-01  3.147E-03  2.297E+00  7.032E-01  1.230E+01
 1082  4.239E-01  2.528E-03  2.309E+00  6.913E-01  1.231E+01
 1083  4.259E-01  2.019E-03  2.318E+00  6.817E-01  1.231E+01
 1084  4.275E-01  1.635E-03  2.326E+00  6.739E-01  1.232E+01
 1085  4.292E-01  1.635E-03  2.334E+00  6.660E-01  1.233E+01
 1086  4.308E-01  1.635E-03  2.342E+00  6.581E-01  1.233E+01
 1087  4.324E-01  1.635E-03  2.350E+00  6.501E-01  1.234E+01
 1088  4.341E-01  1.635E-03  2.358E+00  6.421E-01  1.234E+01
