    1    1  101   64.00
   3.1930e-01   0.0000e+00  -1.5909e+00
   3.1867e-01   2.0049e-02  -1.5909e+00
   3.1678e-01   4.0019e-02  -1.5909e+00
   3.1364e-01   5.9831e-02  -1.5909e+00
   3.0927e-01   7.9407e-02  -1.5909e+00
   3.0367e-01   9.8669e-02  -1.5909e+00
   2.9688e-01   1.1754e-01  -1.5909e+00
   2.8891e-01   1.3595e-01  -1.5909e+00
   2.7980e-01   1.5382e-01  -1.5909e+00
   2.6959e-01   1.7109e-01  -1.5909e+00
   2.5832e-01   1.8768e-01  -1.5909e+00
   2.4602e-01   2.0353e-01  -1.5908e+00
   2.3276e-01   2.1858e-01  -1.5908e+00
   2.1858e-01   2.3276e-01  -1.5908e+00
   2.0353e-01   2.4602e-01  -1.5908e+00
   1.8768e-01   2.5832e-01  -1.5908e+00
   1.7109e-01   2.6959e-01  -1.5908e+00
   1.5382e-01   2.7980e-01  -1.5908e+00
   1.3595e-01   2.8891e-01  -1.5907e+00
   1.1754e-01   2.9688e-01  -1.5907e+00
   9.8669e-02   3.0367e-01  -1.5907e+00
   7.9407e-02   3.0927e-01  -1.5907e+00
   5.9831e-02   3.1364e-01  -1.5907e+00
   4.0019e-02   3.1678e-01  -1.5906e+00
   2.0049e-02   3.1867e-01  -1.5906e+00
  -1.3957e-08   3.1930e-01  -1.5906e+00
  -2.0049e-02   3.1867e-01  -1.5906e+00
  -4.0019e-02   3.1678e-01  -1.5906e+00
  -5.9831e-02   3.1364e-01  -1.5905e+00
  -7.9407e-02   3.0927e-01  -1.5905e+00
  -9.8669e-02   3.0367e-01  -1.5905e+00
  -1.1754e-01   2.9688e-01  -1.5905e+00
  -1.3595e-01   2.8891e-01  -1.5905e+00
  -1.5382e-01   2.7980e-01  -1.5904e+00
  -1.7109e-01   2.6959e-01  -1.5904e+00
  -1.8768e-01   2.5832e-01  -1.5904e+00
  -2.0353e-01   2.4602e-01  -1.5904e+00
  -2.1858e-01   2.3276e-01  -1.5904e+00
  -2.3276e-01   2.1858e-01  -1.5904e+00
  -2.4602e-01   2.0353e-01  -1.5904e+00
  -2.5832e-01   1.8768e-01  -1.5903e+00
  -2.6959e-01   1.7109e-01  -1.5903e+00
  -2.7980e-01   1.5382e-01  -1.5903e+00
  -2.8891e-01   1.3595e-01  -1.5903e+00
  -2.9688e-01   1.1754e-01  -1.5903e+00
  -3.0367e-01   9.8669e-02  -1.5903e+00
  -3.0927e-01   7.9407e-02  -1.5903e+00
  -3.1364e-01   5.9831e-02  -1.5903e+00
  -3.1678e-01   4.0019e-02  -1.5903e+00
  -3.1867e-01   2.0049e-02  -1.5903e+00
  -3.1930e-01  -2.7914e-08  -1.5903e+00
  -3.1867e-01  -2.0049e-02  -1.5903e+00
  -3.1678e-01  -4.0019e-02  -1.5903e+00
  -3.1364e-01  -5.9831e-02  -1.5903e+00
  -3.0927e-01  -7.9407e-02  -1.5903e+00
  -3.0367e-01  -9.8669e-02  -1.5903e+00
  -2.9688e-01  -1.1754e-01  -1.5903e+00
  -2.8891e-01  -1.3595e-01  -1.5903e+00
  -2.7980e-01  -1.5382e-01  -1.5903e+00
  -2.6959e-01  -1.7109e-01  -1.5903e+00
  -2.5832e-01  -1.8768e-01  -1.5903e+00
  -2.4602e-01  -2.0353e-01  -1.5904e+00
  -2.3276e-01  -2.1858e-01  -1.5904e+00
  -2.1858e-01  -2.3276e-01  -1.5904e+00
  -2.0353e-01  -2.4602e-01  -1.5904e+00
  -1.8768e-01  -2.5832e-01  -1.5904e+00
  -1.7109e-01  -2.6959e-01  -1.5904e+00
  -1.5382e-01  -2.7980e-01  -1.5904e+00
  -1.3595e-01  -2.8891e-01  -1.5905e+00
  -1.1754e-01  -2.9688e-01  -1.5905e+00
  -9.8669e-02  -3.0367e-01  -1.5905e+00
  -7.9407e-02  -3.0927e-01  -1.5905e+00
  -5.9831e-02  -3.1364e-01  -1.5905e+00
  -4.0019e-02  -3.1678e-01  -1.5906e+00
  -2.0049e-02  -3.1867e-01  -1.5906e+00
   3.8076e-09  -3.1930e-01  -1.5906e+00
   2.0049e-02  -3.1867e-01  -1.5906e+00
   4.0019e-02  -3.1678e-01  -1.5906e+00
   5.9831e-02  -3.1364e-01  -1.5907e+00
   7.9407e-02  -3.0927e-01  -1.5907e+00
   9.8669e-02  -3.0367e-01  -1.5907e+00
   1.1754e-01  -2.9688e-01  -1.5907e+00
   1.3595e-01  -2.8891e-01  -1.5907e+00
   1.5382e-01  -2.7980e-01  -1.5908e+00
   1.7109e-01  -2.6959e-01  -1.5908e+00
   1.8768e-01  -2.5832e-01  -1.5908e+00
   2.0353e-01  -2.4602e-01  -1.5908e+00
   2.1858e-01  -2.3276e-01  -1.5908e+00
   2.3276e-01  -2.1858e-01  -1.5908e+00
   2.4602e-01  -2.0353e-01  -1.5908e+00
   2.5832e-01  -1.8768e-01  -1.5909e+00
   2.6959e-01  -1.7109e-01  -1.5909e+00
   2.7980e-01  -1.5382e-01  -1.5909e+00
   2.8891e-01  -1.3595e-01  -1.5909e+00
   2.9688e-01  -1.1754e-01  -1.5909e+00
   3.0367e-01  -9.8669e-02  -1.5909e+00
   3.0927e-01  -7.9407e-02  -1.5909e+00
   3.1364e-01  -5.9831e-02  -1.5909e+00
   3.1678e-01  -4.0019e-02  -1.5909e+00
   3.1867e-01  -2.0049e-02  -1.5909e+00
   3.1930e-01   5.5828e-08  -1.5909e+00
