    8    1   42     1.00 
   1.3110e+00  0.0000e+00  -7.9100e-01 
   1.3107e+00  2.6300e-02  -7.9100e-01 
   1.3099e+00  5.2589e-02  -7.9100e-01 
   1.3086e+00  7.8857e-02  -7.9100e-01 
   1.3068e+00  1.0509e-01  -7.9100e-01 
   1.3044e+00  1.3129e-01  -7.9100e-01 
   1.3015e+00  1.5743e-01  -7.9100e-01 
   1.2981e+00  1.8351e-01  -7.9100e-01 
   1.2942e+00  2.0951e-01  -7.9100e-01 
   1.2897e+00  2.3543e-01  -7.9100e-01 
   1.2847e+00  2.6125e-01  -7.9100e-01 
   1.2792e+00  2.8697e-01  -7.9100e-01 
   1.2732e+00  3.1258e-01  -7.9100e-01 
   1.2667e+00  3.3806e-01  -7.9100e-01 
   1.2596e+00  3.6340e-01  -7.9100e-01 
   1.2521e+00  3.8859e-01  -7.9100e-01 
   1.2440e+00  4.1363e-01  -7.9100e-01 
   1.2355e+00  4.3851e-01  -7.9100e-01 
   1.2264e+00  4.6320e-01  -7.9100e-01 
   1.2169e+00  4.8771e-01  -7.9100e-01 
   1.2169e+00  4.8771e-01  -7.9100e-01 
   1.2703e+00  5.0910e-01  -6.9100e-01 
   1.3237e+00  5.3049e-01  -5.9100e-01 
   1.3352e+00  5.0068e-01  -5.9100e-01 
   1.3461e+00  4.7062e-01  -5.9100e-01 
   1.3563e+00  4.4032e-01  -5.9100e-01 
   1.3658e+00  4.0980e-01  -5.9100e-01 
   1.3747e+00  3.7908e-01  -5.9100e-01 
   1.3828e+00  3.4816e-01  -5.9100e-01 
   1.3903e+00  3.1707e-01  -5.9100e-01 
   1.3971e+00  2.8582e-01  -5.9100e-01 
   1.4031e+00  2.5442e-01  -5.9100e-01 
   1.4085e+00  2.2290e-01  -5.9100e-01 
   1.4131e+00  1.9127e-01  -5.9100e-01 
   1.4170e+00  1.5954e-01  -5.9100e-01 
   1.4203e+00  1.2773e-01  -5.9100e-01 
   1.4228e+00  9.5850e-02  -5.9100e-01 
   1.4246e+00  6.3927e-02  -5.9100e-01 
   1.4256e+00  3.1972e-02  -5.9100e-01 
   1.4260e+00  0.0000e+00  -5.9100e-01 
   1.3685e+00  0.0000e+00  -6.9100e-01 
   1.3110e+00  0.0000e+00  -7.9100e-01 
